created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,quoted_status_id,quoted_status_id_str,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,user.entities.url.urls,quoted_status.user.entities.url.urls
Tue Mar 07 18:29:20 +0000 2023,1633172999737077762,1633172999737077762,@ClaudiaNaisabw4 @thfcsxn @hotspurreports You never saw his tenure at Sassuolo lmao,False,"[42, 83]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633132059223896e+18,1633132059223896065,1.20428276532949e+18,1204282765329489921,ClaudiaNaisabw4,,,,,False,,,0,0,False,False,,en,en,recent,1473744091150233608,1473744091150233608,g-o oh oh oh,totteng_0,,@M4iguess,,[],False,152,134,0,Wed Dec 22 19:56:02 +0000 2021,6957,,,False,False,4636,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1627332624447414272/qbaU3Cjn_normal.jpg,https://pbs.twimg.com/profile_images/1627332624447414272/qbaU3Cjn_normal.jpg,https://pbs.twimg.com/profile_banners/1473744091150233608/1674831029,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:21:28 +0000 2023,1633171017819623424,1633171017819623424,@HassanSultan446 @janufooty @Nasty_Nico10 I used to watch sassuolo from 2018 for him that's why i have so much about him,False,"[42, 120]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331707489813545e+18,1633170748981354496,1.4193149144018002e+18,1419314914401800196,HassanSultan446,,,,,False,,,0,1,False,False,,en,en,recent,1402535274,1402535274,𝐍.𝐑.𝐉,MisterCuler,Great sea of Depression.,𝓜𝔂 𝓥𝓲𝓻𝓽𝓾𝓮𝓼  ✍️ | #GOAT | 💙❤️ | 🇦🇷 | #Movies,,[],False,2442,4667,11,Sat May 04 14:59:21 +0000 2013,71289,,,True,False,96269,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1630514038391345153/MKYIoodN_normal.jpg,https://pbs.twimg.com/profile_images/1630514038391345153/MKYIoodN_normal.jpg,https://pbs.twimg.com/profile_banners/1402535274/1677528146,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:07:02 +0000 2023,1633167388513320961,1633167388513320961,"@AmamaBenn @cfcballf @kofijnr11 @CFCPys @MiguelDelaney @Independent RDZ has coached at Sassuolo and Shakhtar Donestk

He has experience unlike Potter",False,"[68, 149]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331553982774272e+18,1633155398277427208,1.5159593203488768e+18,1515959320348876800,AmamaBenn,,,,,False,,,0,0,False,False,,en,en,recent,1556161709554950144,1556161709554950144,Murife,nickodenyi0,"Nairobi, Kenya",Manchester United..A good son😎😎,,[],False,25,167,0,Sun Aug 07 06:14:10 +0000 2022,19,,,False,False,974,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1615575116049514497/_VyZy39b_normal.jpg,https://pbs.twimg.com/profile_images/1615575116049514497/_VyZy39b_normal.jpg,https://pbs.twimg.com/profile_banners/1556161709554950144/1674018179,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:01:36 +0000 2023,1633166020339961857,1633166020339961857,@Ishudreamer Room. 1,False,"[13, 20]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331020690652856e+18,1633102069065285635,1.4609560235150746e+18,1460956023515074564,Ishudreamer,,,,,False,,,0,1,False,False,,en,en,recent,1451588582871756807,1451588582871756807,Sassuolo_,_sassuolo_,,.,,[],False,7227,838,3,Fri Oct 22 16:37:58 +0000 2021,132970,,,False,False,16212,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1627011646068785154/qyuXEHdX_normal.jpg,https://pbs.twimg.com/profile_images/1627011646068785154/qyuXEHdX_normal.jpg,https://pbs.twimg.com/profile_banners/1451588582871756807/1656697661,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:58:06 +0000 2023,1633165139599065088,1633165139599065088,@Ishudreamer Signature pose,False,"[13, 27]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331243030667633e+18,1633124303066763265,1.4609560235150746e+18,1460956023515074564,Ishudreamer,,,,,False,,,0,0,False,False,,en,en,recent,1451588582871756807,1451588582871756807,Sassuolo_,_sassuolo_,,.,,[],False,7227,838,3,Fri Oct 22 16:37:58 +0000 2021,132970,,,False,False,16212,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1627011646068785154/qyuXEHdX_normal.jpg,https://pbs.twimg.com/profile_images/1627011646068785154/qyuXEHdX_normal.jpg,https://pbs.twimg.com/profile_banners/1451588582871756807/1656697661,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:43:40 +0000 2023,1633161506828300289,1633161506828300289,"@ItalyProp @FTalentScout It’s actually remarkable how much Miretti has digressed since the first half of the season. Allegri has sapped him of all his creativity. I’d love to see him loaned out to Sassuolo, Fiorentina, or another attacking side that gives young players chances",False,"[25, 277]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633157046664147e+18,1633157046664146944,1.3865104154636042e+18,1386510415463604224,ItalyProp,,,,,False,,,0,3,False,False,,en,en,recent,866862830699655168,866862830699655168,Nic D'Amato,Nico_Damato_,"Milwaukee, WI",,,[],False,42,147,0,Tue May 23 03:46:19 +0000 2017,50856,,,True,False,748,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1383797931866607616/l7RTTrbD_normal.jpg,https://pbs.twimg.com/profile_images/1383797931866607616/l7RTTrbD_normal.jpg,https://pbs.twimg.com/profile_banners/866862830699655168/1495511859,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:22:59 +0000 2023,1633156300011110400,1633156300011110400,@ASRomaPress Sassuolo is his favorite target as well..,False,"[13, 54]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331121353402614e+18,1633112135340261377,1020947527.0,1020947527,ASRomaPress,,,,,False,,,0,0,False,False,,en,en,recent,33970991,33970991,Arie Tandio 💛❤️,AriePGaming,"ÜT: -6.149055,106.899857","Football Fan, Twitch Affiliate Streamer, Gamer, Foodie, Music fan, Movie fan.",https://t.co/90qpnSxzSr,[],False,312,1506,7,Tue Apr 21 17:23:52 +0000 2009,32496,,,False,False,5000,,False,False,False,000000,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,False,http://pbs.twimg.com/profile_images/1575404464957444096/5BM8HRZa_normal.jpg,https://pbs.twimg.com/profile_images/1575404464957444096/5BM8HRZa_normal.jpg,https://pbs.twimg.com/profile_banners/33970991/1526699696,990000,999999,121212,666666,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/90qpnSxzSr', 'expanded_url': 'https://sociabuzz.com/ariepgaming', 'display_url': 'sociabuzz.com/ariepgaming', 'indices': [0, 23]}]",
Tue Mar 07 17:22:31 +0000 2023,1633156183271051264,1633156183271051264,@zukorona I mean I’m certainly not against RDZ. I really liked him since his Sassuolo days. But that’s just needless overspending on managers in 12 months. Crazy,False,"[10, 161]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331557606191555e+18,1633155760619155477,1.584149938522542e+18,1584149938522542081,zukorona,,,,,False,,,0,0,False,False,,en,en,recent,1268898162699145219,1268898162699145219,🍁,CheIseaRentBoy,,"Chelsea ~ #TeamLH ~ A lot of sarcasm, I'm afraid",,[],False,1250,657,8,Fri Jun 05 13:31:29 +0000 2020,61845,,,False,False,12275,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1626999595132674048/gy6fFYg7_normal.jpg,https://pbs.twimg.com/profile_images/1626999595132674048/gy6fFYg7_normal.jpg,https://pbs.twimg.com/profile_banners/1268898162699145219/1626974735,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:16:48 +0000 2023,1633154746138730496,1633154746138730496,"Armand Laurienté has stepped up big for Sassuolo this season after replacing Sassuolo stand out performer of last season in person of Hamed Traore for just £10m.

This season:

⚽ 5 Goals
🅰️ 5 Assists",False,"[0, 199]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,,,0,0,False,False,,en,en,recent,1584155183684227073,1584155183684227073,Smart Psychopath,SmartPsychopat1,Take me to 17k!!,I'm a Lannister||Content Creator||Critic,,[],False,153,0,0,Sun Oct 23 12:10:40 +0000 2022,2872,,,True,False,14714,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1584166891400175616/OLqH3-F7_normal.jpg,https://pbs.twimg.com/profile_images/1584166891400175616/OLqH3-F7_normal.jpg,https://pbs.twimg.com/profile_banners/1584155183684227073/1666540762,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:16:41 +0000 2023,1633154717009211421,1633154717009211421,@CFCKAH RDZ will turn it down I promise you he is smarter than that there is a reason why he turned down jobs in Serie A fater the Sassuolo stint,False,"[8, 145]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331474933104476e+18,1633147493310447616,1.3131354246264627e+18,1313135424626462727,CFCKAH,,,,,False,,,0,0,False,False,,en,en,recent,828924303693475840,828924303693475840,Munashe,only1munashe,"Midrand, South Africa",@ChelseaFC,,[],False,529,504,1,Tue Feb 07 11:12:09 +0000 2017,197653,,,True,False,11930,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1309134626921820163/Vf7kFM3N_normal.jpg,https://pbs.twimg.com/profile_images/1309134626921820163/Vf7kFM3N_normal.jpg,https://pbs.twimg.com/profile_banners/828924303693475840/1655247999,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:09:46 +0000 2023,1633152977253855242,1633152977253855242,"Armand #Laurientè ha segnato ⬇️

 ⚽️ in #MilanSassuolo il 5️⃣0️⃣0️⃣° gol del Sassuolo in #SerieA 🔥

⚽️ in #SassuoloCremonese l’8️⃣0️⃣0️⃣° gol del Sassuolo tra #SerieA e #SerieB 💣

#ForzaSasol 🖤💚 https://t.co/9hAJkwlyE8",False,"[0, 194]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,,,2,17,False,False,False,en,en,recent,494931397,494931397,U.S. Sassuolo,SassuoloUS,,Official Twitter Page of U.S. Sassuolo Calcio,https://t.co/FY5ksRfoPh,[],False,308643,37,1549,Fri Feb 17 12:16:36 +0000 2012,2669,,,True,True,21992,,False,False,False,02070A,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1416036638896033796/KdQezOHm_normal.jpg,https://pbs.twimg.com/profile_images/1416036638896033796/KdQezOHm_normal.jpg,https://pbs.twimg.com/profile_banners/494931397/1621600413,038537,000000,DDEEF6,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/FY5ksRfoPh', 'expanded_url': 'http://www.sassuolocalcio.it', 'display_url': 'sassuolocalcio.it', 'indices': [0, 23]}]",
Tue Mar 07 17:05:37 +0000 2023,1633151931525787665,1633151931525787665,"There has been a lot of chat about Reijnders in Italy, with Fiorentina, Atalanta and Bologna linked. Will be closely watched. 

Pavlidis is AZ's top scorer, Odgaard might be familiar to Serie A viewers as an ex-Inter Primavera and Sassuolo player. Very young team! 

#LazioAZ https://t.co/Yb3vTZuHUz",False,"[0, 275]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,True,1.633142724495917e+18,1633142724495917067,0,3,False,False,False,en,en,recent,410016725,410016725,Alasdair Mackenzie,aksmackenzie,"Rome, Lazio",Sports journalist in Rome. Freelance. @FourFourTwo @eurosport @iPaperSport and others.,https://t.co/E9rNAae1zE,[],False,3895,2254,106,Fri Nov 11 14:39:53 +0000 2011,3001,,,True,False,16963,,False,False,True,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1617538659749617665/ydhAv7_d_normal.jpg,https://pbs.twimg.com/profile_images/1617538659749617665/ydhAv7_d_normal.jpg,https://pbs.twimg.com/profile_banners/410016725/1534433404,91D2FA,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,[],Tue Mar 07 16:29:02 +0000 2023,1.633142724495917e+18,1633142724495917067,"📋𝗦𝘁𝗮𝗿𝘁𝗶𝗻𝗴 𝗫𝗜

❤️ Forza AZ!

#AZ #lazaz #UECL | @europacnfleague https://t.co/8wsZMldf0I",False,"[0, 63]",en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,58893405.0,58893405,AZ,AZAlkmaar,Alkmaar,📲 Official Twitter account #AZ | #coybir♥️ | https://t.co/82F8qxSoUG,https://t.co/xnkynPuAuy,"[{'url': 'https://t.co/82F8qxSoUG', 'expanded_url': 'http://YouTube.com/AZTV', 'display_url': 'YouTube.com/AZTV', 'indices': [45, 68]}]",False,85647.0,167.0,938.0,Tue Jul 21 19:32:30 +0000 2009,9139.0,,,True,True,79686.0,,False,False,False,6A6E6E,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1513515527225978889/gEKxAOtR_normal.jpg,https://pbs.twimg.com/profile_images/1513515527225978889/gEKxAOtR_normal.jpg,https://pbs.twimg.com/profile_banners/58893405/1660653435,C00830,000000,DDFFCC,333333,True,True,False,False,False,False,False,none,[],,,,,False,,,18.0,106.0,False,False,False,it,"[{'url': 'https://t.co/E9rNAae1zE', 'expanded_url': 'https://muckrack.com/alasdair-mackenzie-1', 'display_url': 'muckrack.com/alasdair-macke…', 'indices': [0, 23]}]","[{'url': 'https://t.co/xnkynPuAuy', 'expanded_url': 'http://AZ.nl/seizoenkaart', 'display_url': 'AZ.nl/seizoenkaart', 'indices': [0, 23]}]"
Tue Mar 07 16:53:40 +0000 2023,1633148923194777600,1633148923194777600,"Big fan of De Zerbi since his Sassuolo days but yeah we just need to stay away from Brighton &amp; he just need 2 3 more years in PL before moving to Top clubs 

Poch? No please just because he’s spurs ex-coach (fan) https://t.co/zmxqPa46O4",False,"[0, 216]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,True,1.6331460562537964e+18,1633146056253796355,0,1,False,False,False,en,en,recent,1495008238470840325,1495008238470840325,Mario,MarioBlues_,,Football Addict | CFC Fan | FPL merchant | Messi 🐐| Real talk & some banter about ⚽️ | Melomaniac 🎶,,[],False,453,1326,0,Sat Feb 19 12:12:04 +0000 2022,27869,,,False,False,8905,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1630332629051482114/sK4yjlfu_normal.jpg,https://pbs.twimg.com/profile_images/1630332629051482114/sK4yjlfu_normal.jpg,https://pbs.twimg.com/profile_banners/1495008238470840325/1677537231,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],Tue Mar 07 16:42:16 +0000 2023,1.6331460562537964e+18,1633146056253796355,"Chelsea’s form has naturally led to discussions about what could happen “just in case”, two of the managers they would at least consider are Roberto De Zerbi and Mauricio Pochettino. (@MiguelDelaney @Independent) #CFC",False,"[0, 217]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,4641709514.0,4641709514,Pys,CFCPys,"London, England ","Co-owner of https://t.co/mAiuTA05V7 - also publisher, writer, marketing lead and podcast host.",https://t.co/dRQWBcNgff,"[{'url': 'https://t.co/mAiuTA05V7', 'expanded_url': 'https://chelseafc365.com', 'display_url': 'chelseafc365.com', 'indices': [12, 35]}]",False,294236.0,6476.0,1103.0,Thu Dec 24 06:35:19 +0000 2015,552435.0,,,False,False,61370.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1562232113251979264/zZN3Qzdy_normal.jpg,https://pbs.twimg.com/profile_images/1562232113251979264/zZN3Qzdy_normal.jpg,https://pbs.twimg.com/profile_banners/4641709514/1666663457,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none,[],,,,,False,,,156.0,2440.0,False,False,,en,,"[{'url': 'https://t.co/dRQWBcNgff', 'expanded_url': 'https://chelseafc365.com/author/cfcpys/', 'display_url': 'chelseafc365.com/author/cfcpys/', 'indices': [0, 23]}]"
Tue Mar 07 16:14:00 +0000 2023,1633138942462631938,1633138942462631938,@juvenewslive then let him learn in Sassuolo not there where not only you have to have skills now but also fit mentally. Let him go anywhere far from this club he is too weak for Juve and thats all.,False,"[14, 198]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331299053060833e+18,1633129905306083328,8.961043474566881e+17,896104347456688128,juvenewslive,,,,,False,,,0,0,False,False,,en,en,recent,1920754376,1920754376,Piotr Tomczak,tomcatmi6,,,,[],False,88,145,2,Mon Sep 30 17:27:01 +0000 2013,59153,,,False,False,5294,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1569670088956968961/irdgb1PL_normal.jpg,https://pbs.twimg.com/profile_images/1569670088956968961/irdgb1PL_normal.jpg,https://pbs.twimg.com/profile_banners/1920754376/1442252316,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 16:07:30 +0000 2023,1633137305002160130,1633137305002160130,@asr_cdr Ehhh I’m not sure I know he is for sassuolo,False,"[9, 52]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331371474053775e+18,1633137147405377536,1.344261416031834e+18,1344261416031834113,asr_cdr,,,,,False,,,0,0,False,False,,en,en,recent,1431013018352168962,1431013018352168962,Alessandro (Gianluca) Mancini,Sandro_M1927,,Paulo Dybala Fc enjoyer,,[],False,243,377,0,Thu Aug 26 21:57:52 +0000 2021,22492,,,False,False,4376,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632499797272690690/BTI5zDW8_normal.jpg,https://pbs.twimg.com/profile_images/1632499797272690690/BTI5zDW8_normal.jpg,https://pbs.twimg.com/profile_banners/1431013018352168962/1678148334,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 15:20:00 +0000 2023,1633125350560395267,1633125350560395267,"Davide Frattesi scored for Sassuolo in a nervy 3-2 win over struggles Cremonese yesterday 🟢⚫️

Here is why the 23-year-old is one of the best box-to-box midfielders in Europe 🥊👇
https://t.co/XBGE9tfoCa",False,"[0, 201]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,,,0,10,False,False,False,en,en,recent,986983974793859072,986983974793859072,Total Football Analysis,TotalAnalysis,United Kingdom,"Content for the 'thinking football fan' who wants more than just a match report // daily content // digital magazine // consultants to clubs, players and agents",https://t.co/AvdDEx83zj,[],False,39748,551,579,Thu Apr 19 15:04:51 +0000 2018,2129,,,False,False,27376,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1554336197874524163/c0h1yN2y_normal.jpg,https://pbs.twimg.com/profile_images/1554336197874524163/c0h1yN2y_normal.jpg,https://pbs.twimg.com/profile_banners/986983974793859072/1659417604,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/AvdDEx83zj', 'expanded_url': 'https://totalfootballanalysis.com/subscribe', 'display_url': 'totalfootballanalysis.com/subscribe', 'indices': [0, 23]}]",
Tue Mar 07 15:11:48 +0000 2023,1633123289139666945,1633123289139666945,@CertifiedEL Same tbh. But why was De zerbi sacked at Sassuolo?😂,False,"[13, 64]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331229427488604e+18,1633122942748860416,183562250.0,183562250,CertifiedEL,,,,,False,,,0,1,False,False,,en,en,recent,1086245352808898562,1086245352808898562,Kelsey.,kk__kels,,occasionally drop soccer and tennis tips x tweet my thoughts on most days x @__waveDAO x cheerful @chelseafc fan,,[],False,37868,3073,141,Fri Jan 18 12:54:08 +0000 2019,40631,,,False,False,82291,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1631583377152266240/kbY_TW4M_normal.jpg,https://pbs.twimg.com/profile_images/1631583377152266240/kbY_TW4M_normal.jpg,https://pbs.twimg.com/profile_banners/1086245352808898562/1677834899,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 14:59:23 +0000 2023,1633120164550983680,1633120164550983680,"One Of Sassuolo Goals From Yesterday • Bajrami 🤝
#seriea #SassuoloCremonese #sassuolo #cremonese #goal #yesterday
Check out Zeal_FTBL's video! #TikTok https://t.co/VFADI54Q8p",False,"[0, 174]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,,,0,0,False,False,False,en,en,recent,1628467069543907329,1628467069543907329,ZEAL FTBL,ZEAL_FTBL,,,,[],False,10,75,0,Wed Feb 22 18:49:51 +0000 2023,20,,,False,False,30,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1628467494875791360/dRSYiAoN_normal.jpg,https://pbs.twimg.com/profile_images/1628467494875791360/dRSYiAoN_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
