created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,quoted_status_id,quoted_status_id_str,possibly_sensitive,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id,quoted_status.user.entities.url.urls
Wed Mar 08 00:02:44 +0000 2023,1633256903106265090,1633256903106265090,"Transfer Talk: Barcelona, Inter Milan in line for Liverpool's Firmino - https://t.co/aFtEz1jSS2",False,"[0, 95]","<a href=""https://bitcoinbagri.in"" rel=""nofollow"">Auto bloging</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1595999509468758016,1595999509468758016,rebben,rebben02664383,,Website,,[],False,19,0,1,Fri Nov 25 04:35:20 +0000 2022,38,,,False,False,71330,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1598642142737408002/w-tjH6_E_normal.jpg,https://pbs.twimg.com/profile_images/1598642142737408002/w-tjH6_E_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:02:26 +0000 2023,1633256825758928898,1633256825758928898,"We’ve got a 3/7 chance of getting Benfica, AC Milan or Inter Milan.

What’s genuinely stopping us from getting to the Semis",False,"[0, 123]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,92,False,False,en,en,recent,1293973371340959744,1293973371340959744,Kaz,CFCKaz6,,Video edits and Football/Wrestling talk ✌️ • DM for enquiries 📬,,[],False,9202,619,30,Thu Aug 13 18:11:21 +0000 2020,69777,,,False,False,57245,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1593338227280302080/r9qURvrI_normal.jpg,https://pbs.twimg.com/profile_images/1593338227280302080/r9qURvrI_normal.jpg,https://pbs.twimg.com/profile_banners/1293973371340959744/1628722452,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:01:56 +0000 2023,1633256702362484736,1633256702362484736,"@sushiniesta real
inter
milan
barca
bayern
united
chelsea
juve
liverpool
arsenal",False,"[13, 80]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.632818489340711e+18,1632818489340710912,1.5477872981247058e+18,1547787298124705792,sushiniesta,,,,,False,0,0,False,False,en,en,recent,1412813926740418562,1412813926740418562,kodratfc,cr14lol,,"interista and madridista
🖤💙🤍💜",,[],False,28,353,0,Wed Jul 07 16:41:22 +0000 2021,33682,,,False,False,1366,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1591244077185597440/7vIGC_JK_normal.jpg,https://pbs.twimg.com/profile_images/1591244077185597440/7vIGC_JK_normal.jpg,https://pbs.twimg.com/profile_banners/1412813926740418562/1672859889,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:00:18 +0000 2023,1633256291056648192,1633256291056648192,"Madrid
Bayern 
Inter
Liverpool
Barcelona 
Milan
United
Juventus
Chelsea 
Arsenal

This is a completely realistic and fact based list. https://t.co/pbjSmFMh1j",False,"[0, 133]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,True,0,0,False,False,en,en,recent,1578366997401718785,1578366997401718785,김정은,ShirubaBurreto,Earth-2023,Atheism ≠ Science,,[],False,9,165,0,Fri Oct 07 12:50:03 +0000 2022,1970,,,False,False,145,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1622601592662028288/PA7Illik_normal.jpg,https://pbs.twimg.com/profile_images/1622601592662028288/PA7Illik_normal.jpg,https://pbs.twimg.com/profile_banners/1578366997401718785/1665664295,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],1.632818489340711e+18,1632818489340710912,False,Mon Mar 06 19:00:38 +0000 2023,1.632818489340711e+18,1632818489340710912,Rank these clubs from biggest to smallest https://t.co/jFzAijsL5F,False,"[0, 41]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.5477872981247058e+18,1547787298124705792,Hamood,sushiniesta,,@visselkobe | parody account,,[],False,2889.0,492.0,8.0,Fri Jul 15 03:37:15 +0000 2022,8950.0,,,False,False,3846.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1630674952226570242/ITIX3I-S_normal.jpg,https://pbs.twimg.com/profile_images/1630674952226570242/ITIX3I-S_normal.jpg,https://pbs.twimg.com/profile_banners/1547787298124705792/1677609977,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,False,17.0,466.0,False,False,False,en,,,,,,,,,,,,,
Wed Mar 08 00:00:17 +0000 2023,1633256283699654657,1633256283699654657,"Bring me Inter Milan, Benfica or Porto in the Quarterfinals https://t.co/lqMZono29m",False,"[0, 59]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,True,0,1,False,False,en,en,recent,1414363328617537537,1414363328617537537,ZINO🇫🇷,Zino1upp,At the crib ,The sun will shine on us again | @ChelseaFC,,[],False,1217,3087,0,Sun Jul 11 23:18:00 +0000 2021,84761,,,True,False,32139,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1633250357907210241/GIaGJAKR_normal.jpg,https://pbs.twimg.com/profile_images/1633250357907210241/GIaGJAKR_normal.jpg,https://pbs.twimg.com/profile_banners/1414363328617537537/1678228723,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],1.6332458079849021e+18,1633245807984902144,True,Tue Mar 07 23:18:39 +0000 2023,1.6332458079849021e+18,1633245807984902144,"So… 

Who do we fancy in the quarters?👀 https://t.co/268xIKC8Da",False,"[0, 39]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,7.873681001235988e+17,787368100123598848,Cammy,carefreecammy,Left at Fulham Broadway,"CFC Home, Away & Europe (and Leicester) / 22 / 🏴󠁧󠁢󠁳󠁣󠁴󠁿 / cfcuk fanzine ✍️",https://t.co/sYa7y6FdEs,[],False,14518.0,1524.0,45.0,Sat Oct 15 19:02:38 +0000 2016,99508.0,,,True,False,24589.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1570745751881252865/fJL-BMlm_normal.jpg,https://pbs.twimg.com/profile_images/1570745751881252865/fJL-BMlm_normal.jpg,https://pbs.twimg.com/profile_banners/787368100123598848/1675990852,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,False,1.0,69.0,False,False,False,en,,,,,,,,,,,,,"[{'url': 'https://t.co/sYa7y6FdEs', 'expanded_url': 'http://their.city/their.stadum', 'display_url': 'their.city/their.stadum', 'indices': [0, 23]}]"
Tue Mar 07 23:59:59 +0000 2023,1633256208269209600,1633256208269209600,"@Jfamily3502 I agree on Juve's placement, but my list would go as follows:

1. Real
2. Bayern
3. Barça
4. Juve
5. Milan
6. Man U
7. Liverpool
8. Inter
9. Chelsea
10. Arsenal",False,"[13, 173]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6330498059528765e+18,1633049805952876544,1.507142559122047e+18,1507142559122046978,Jfamily3502,,,,,False,0,0,False,False,en,en,recent,1028784194657378305,1028784194657378305,1897,ExperienceJuv,,,,[],False,12,51,0,Sun Aug 12 23:24:00 +0000 2018,200,,,False,False,2126,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1028824637818523648/Zfj2eqsr_normal.jpg,https://pbs.twimg.com/profile_images/1028824637818523648/Zfj2eqsr_normal.jpg,https://pbs.twimg.com/profile_banners/1028784194657378305/1534126047,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:58:50 +0000 2023,1633255921701756928,1633255921701756928,"Projected UCL Final Eight:
1. Real Madrid
2. Manchester City 
3. Napoli
4. Bayern Munich 
5. Chelsea
6. Spurs
7. Inter Milan
8. Benfica

#ChampionsLeague",False,"[0, 153]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,1323041905,1323041905,Oxford Analytics,OxfordAnalytics,,"Stocks, commodities, crypto and sports betting.",https://t.co/Hg5PfK59nO,[],False,271,341,2,Tue Apr 02 18:30:48 +0000 2013,929,,,False,False,2218,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/3468736656/e05ba54845a43416a74c3a5b715f433c_normal.png,https://pbs.twimg.com/profile_images/3468736656/e05ba54845a43416a74c3a5b715f433c_normal.png,https://pbs.twimg.com/profile_banners/1323041905/1364956047,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/Hg5PfK59nO', 'expanded_url': 'http://www.oxfordanalytics.com', 'display_url': 'oxfordanalytics.com', 'indices': [0, 23]}]",,,,,,,,,,,,
Tue Mar 07 23:58:37 +0000 2023,1633255867062558721,1633255867062558721,"My order of greatest clubs of all time.
Real Madrid
Milan
Bayern
Liverpool
Man utd
Barca/inter either one idk 
Juventus 
Ajax 
Benfica
Chelsea
Porto
Arsenal
Marseille 
Dortmund 
Celtic 
Red star",False,"[0, 194]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,935917388503056384,935917388503056384,.,Coalitionz1,,How Times Have Changed,,[],False,95,734,0,Wed Nov 29 17:04:28 +0000 2017,88846,,,False,False,4658,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1613913418410467328/RnP2Ibvu_normal.jpg,https://pbs.twimg.com/profile_images/1613913418410467328/RnP2Ibvu_normal.jpg,https://pbs.twimg.com/profile_banners/935917388503056384/1668698106,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:50:01 +0000 2023,1633253703250747393,1633253703250747393,"@sushiniesta Madrid
Milan
Liverpool
Bayern
Barca
United
Juventus
Inter
Arsenal
Chelsea",False,"[13, 86]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.632818489340711e+18,1632818489340710912,1.5477872981247058e+18,1547787298124705792,sushiniesta,,,,,False,0,0,False,False,en,en,recent,45588848,45588848,𝒟 𝐼 ö,ThyDC,,,,[],False,1088,569,15,Mon Jun 08 15:26:06 +0000 2009,89751,,,False,False,54826,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1631958005108609024/B2VEnEW4_normal.jpg,https://pbs.twimg.com/profile_images/1631958005108609024/B2VEnEW4_normal.jpg,https://pbs.twimg.com/profile_banners/45588848/1563025078,F51111,000000,05030A,F01A37,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:49:44 +0000 2023,1633253631406342145,1633253631406342145,@Z_SportingCP We could easily beat tottenham/milan or inter/porto. Maybe even chelsea,False,"[14, 85]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.633206571613184e+18,1633206571613184002,1.4828906559280497e+18,1482890655928049664,Z_SportingCP,,,,,False,0,1,False,False,en,en,recent,1140645407544008704,1140645407544008704,SHOGUN🇵🇹,ShogunDaBGod,"Loughborough, England","@SLBenfica
@FCBayern
@HoustonRockets
@Jaguars
Old School Hip-Hop head. 
M10=CR7=🐐
Manuel Neuer fanboy
Trevor Lawrence believer",,[],False,56,275,0,Mon Jun 17 15:40:32 +0000 2019,3507,,,False,False,4594,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1612897630585032704/Dw6QAdJG_normal.jpg,https://pbs.twimg.com/profile_images/1612897630585032704/Dw6QAdJG_normal.jpg,,ABB8C2,000000,000000,000000,False,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:47:10 +0000 2023,1633252983034216449,1633252983034216449,"Barcelona, Inter Milan in line for Firmino - https://t.co/8YwyPo9BwN https://t.co/4KhiSir7ga",False,"[0, 68]","<a href=""https://replaymadness.com"" rel=""nofollow"">SMAPost Twitter App</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,3047721810,3047721810,Replay Madness,replay_madness,,"#1 Source for All Your Sports News and Updates!

Up-to-the-minute sports news coverage, scores, highlights and commentary for NFL, MLB, NBA, and more...",https://t.co/8epT2DdDNX,[],False,18,98,0,Fri Feb 27 21:32:41 +0000 2015,0,,,False,False,11208,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1553793811737985024/i4JELRze_normal.png,https://pbs.twimg.com/profile_images/1553793811737985024/i4JELRze_normal.png,https://pbs.twimg.com/profile_banners/3047721810/1659288390,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/8epT2DdDNX', 'expanded_url': 'http://replaymadness.com', 'display_url': 'replaymadness.com', 'indices': [0, 23]}]",,,,,,,,,,,,
Tue Mar 07 23:43:38 +0000 2023,1633252095590641665,1633252095590641665,"@sushiniesta REAL Madrid 

Ac Milan 
Liverpool 
Bayern Munich 

Barcelona 
Manchester United 
Juventus 
Inter 
Chelsea
Arsenal",False,"[13, 126]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.632818489340711e+18,1632818489340710912,1.5477872981247058e+18,1547787298124705792,sushiniesta,,,,,False,0,0,False,False,en,en,recent,304642309,304642309,Jhonny Durantt 🇨🇴❤🇮🇹,jhonyromanisti,,estudie psicología soy comerciante y emprendedor... seguidor del futbol italiano... Bohemio y trovador en verso rima y prosa,,[],False,145,1191,2,Tue May 24 21:24:47 +0000 2011,1406,,,True,False,5162,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1498836261188124673/-J7kLNrt_normal.jpg,https://pbs.twimg.com/profile_images/1498836261188124673/-J7kLNrt_normal.jpg,https://pbs.twimg.com/profile_banners/304642309/1646185387,009999,EEEEEE,EFEFEF,333333,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:39:21 +0000 2023,1633251015322484738,1633251015322484738,"R. Madrid.
Milan 
Liverpool
Bayern
Manchester 
Chelsea
Jube, Inter, Barcelona 
Arsenal https://t.co/gfGST4TuMZ",False,"[0, 86]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,True,0,1,False,False,en,en,recent,851541736606355456,851541736606355456,Pepe 🇲🇽,pinchemaquinon,,Del Milan por Paolo Maldini y del Cruz Azul por César Delgado.,,[],False,333,184,0,Mon Apr 10 21:05:45 +0000 2017,3371,,,True,False,4235,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1528452509295165442/k0ddv4cs_normal.jpg,https://pbs.twimg.com/profile_images/1528452509295165442/k0ddv4cs_normal.jpg,https://pbs.twimg.com/profile_banners/851541736606355456/1660282572,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],1.632818489340711e+18,1632818489340710912,False,Mon Mar 06 19:00:38 +0000 2023,1.632818489340711e+18,1632818489340710912,Rank these clubs from biggest to smallest https://t.co/jFzAijsL5F,False,"[0, 41]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.5477872981247058e+18,1547787298124705792,Hamood,sushiniesta,,@visselkobe | parody account,,[],False,2889.0,492.0,8.0,Fri Jul 15 03:37:15 +0000 2022,8950.0,,,False,False,3846.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1630674952226570242/ITIX3I-S_normal.jpg,https://pbs.twimg.com/profile_images/1630674952226570242/ITIX3I-S_normal.jpg,https://pbs.twimg.com/profile_banners/1547787298124705792/1677609977,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,False,17.0,466.0,False,False,False,en,,,,,,,,,,,,,
Tue Mar 07 23:39:16 +0000 2023,1633250997677051905,1633250997677051905,@JanktoBarak Milan and Inter being midtable was peak Calcio,False,"[13, 59]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.63324726491e+18,1633247264910000128,1.5164833679188828e+18,1516483367918882818,JanktoBarak,,,,,False,0,0,False,False,en,en,recent,1309114603306184709,1309114603306184709,.,milogiv,?,#FSGOut,,[],False,278,311,3,Thu Sep 24 12:57:09 +0000 2020,41951,,,False,False,17042,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1555675618204852224/HMMmubr6_normal.jpg,https://pbs.twimg.com/profile_images/1555675618204852224/HMMmubr6_normal.jpg,https://pbs.twimg.com/profile_banners/1309114603306184709/1621201604,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:37:02 +0000 2023,1633250436093480961,1633250436093480961,"Palermo Owners City Football Group Keen On Appointing Roberto Samaden After Leaving Inter Milan, Italian Media Report https://t.co/itq4vaRliA #IMInter #Nerazzurri #FCIM",False,"[0, 168]","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",,,,,,,,,,False,3,0,False,False,en,en,recent,479858322,479858322,SempreInter.com,SempreIntercom,Worldwide,The World's No 1 news-site in English covering #InterMilan. Part of @OneFootball & Rocket Sports Network. RT ≠ endorsements. Email: nima@sempreinter.com,https://t.co/pB1VGcTR76,[],False,31675,1223,483,Tue Jan 31 21:10:22 +0000 2012,59508,,,True,False,273831,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1183899192290430976/13ZpN35G_normal.jpg,https://pbs.twimg.com/profile_images/1183899192290430976/13ZpN35G_normal.jpg,https://pbs.twimg.com/profile_banners/479858322/1520266344,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,[],,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/pB1VGcTR76', 'expanded_url': 'http://www.SempreInter.Com', 'display_url': 'SempreInter.Com', 'indices': [0, 23]}]",,,,,,,,,,,,
Tue Mar 07 23:34:17 +0000 2023,1633249742170861570,1633249742170861570,"@sushiniesta Real
Milan
Bayern
Liverpool - Barça
Manchester United
Juventus
Inter
Chelsea
Arsenal

Based on all time, it's gotta be.
CL the main factor, domestic trophies second and global appeal third.",False,"[13, 202]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.632818489340711e+18,1632818489340710912,1.5477872981247058e+18,1547787298124705792,sushiniesta,,,,,False,0,0,False,False,en,en,recent,1275796771902500864,1275796771902500864,Stefano Forte,StefanoForte13,,"S.S. Lazio 🦅
That is all",,[],False,116,89,3,Wed Jun 24 14:23:59 +0000 2020,3307,,,False,False,1107,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1546764866807111680/mTPaRSnL_normal.jpg,https://pbs.twimg.com/profile_images/1546764866807111680/mTPaRSnL_normal.jpg,https://pbs.twimg.com/profile_banners/1275796771902500864/1605964192,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:33:53 +0000 2023,1633249640312184836,1633249640312184836,"After an away win in the first leg, Bayern have only been eliminated from Europe's elite club competition in one of 10 cases (2010/11 against Inter Milan). #FCBPSG #UCL",False,"[0, 168]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6332496381101752e+18,1633249638110175234,1.398270298408067e+18,1398270298408067073,FCBayernGER,,,,,False,0,1,False,False,en,en,recent,1398270298408067073,1398270298408067073,FC Bayern English & Germany National team,FCBayernGER,,,,[],False,2138,2299,18,Fri May 28 13:30:09 +0000 2021,112365,,,False,False,64780,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1597711083862646785/iyCHo_cv_normal.jpg,https://pbs.twimg.com/profile_images/1597711083862646785/iyCHo_cv_normal.jpg,https://pbs.twimg.com/profile_banners/1398270298408067073/1669122145,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:30:53 +0000 2023,1633248884637020161,1633248884637020161,"Inter Milan/Porto.
Please!! https://t.co/pbtJrhULsg",False,"[0, 27]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,True,0,1,False,False,en,en,recent,1335491533768957952,1335491533768957952,K-leb.,NotCFCCaleb,"Stamford Bridge, England",Ingcondvo yami ibola ngalokusheshako.,,[],False,94,185,0,Sun Dec 06 07:50:26 +0000 2020,102103,,,False,False,36541,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1462150829612359683/-sle4j6v_normal.jpg,https://pbs.twimg.com/profile_images/1462150829612359683/-sle4j6v_normal.jpg,https://pbs.twimg.com/profile_banners/1335491533768957952/1622329108,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],1.6332458079849021e+18,1633245807984902144,False,Tue Mar 07 23:18:39 +0000 2023,1.6332458079849021e+18,1633245807984902144,"So… 

Who do we fancy in the quarters?👀 https://t.co/268xIKC8Da",False,"[0, 39]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,7.873681001235988e+17,787368100123598848,Cammy,carefreecammy,Left at Fulham Broadway,"CFC Home, Away & Europe (and Leicester) / 22 / 🏴󠁧󠁢󠁳󠁣󠁴󠁿 / cfcuk fanzine ✍️",https://t.co/sYa7y6FdEs,[],False,14518.0,1524.0,45.0,Sat Oct 15 19:02:38 +0000 2016,99508.0,,,True,False,24589.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1570745751881252865/fJL-BMlm_normal.jpg,https://pbs.twimg.com/profile_images/1570745751881252865/fJL-BMlm_normal.jpg,https://pbs.twimg.com/profile_banners/787368100123598848/1675990852,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,False,1.0,69.0,False,False,False,en,,,,,,,,,,,,,"[{'url': 'https://t.co/sYa7y6FdEs', 'expanded_url': 'http://their.city/their.stadum', 'display_url': 'their.city/their.stadum', 'indices': [0, 23]}]"
