created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,user.entities.url.urls,user.profile_banner_url,possibly_sensitive,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,quoted_status.user.entities.url.urls
Tue Mar 07 19:24:02 +0000 2023,1633186762611892224,1633186762611892224,"Correa &amp; Dimarco More Likely To Be Fit Than Skriniar For Spezia Vs Inter Milan Serie A Clash, Italian Media Report #ForzaInter #Internisti #Nerazzuri #Internazionale https://t.co/QEgSFxkYNc",False,"[0, 193]","<a href=""https://socialbee.com/"" rel=""nofollow"">SocialBee</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,355447677,355447677,Inter Milan Fans,InterMilanNow,,Latest Inter Milan News & Blogs. This is a fan page and NOT linked to official club #Internisti #Nerazzuri #Internazionale #ForzaInter #Inter #InterMilan,,[],False,13927,4893,78,Mon Aug 15 11:10:54 +0000 2011,44,,,False,False,59276,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/920839723966283778/DSrfXSy5_normal.jpg,https://pbs.twimg.com/profile_images/920839723966283778/DSrfXSy5_normal.jpg,1380D9,024482,FFFFFF,000000,False,False,False,False,False,False,False,none,[],,https://pbs.twimg.com/profile_banners/355447677/1418727255,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 19:03:03 +0000 2023,1633181484873027584,1633181484873027584,"Correa &amp; Dimarco More Likely To Be Fit Than Skriniar For Spezia Vs Inter Milan Serie A Clash, Italian Media Report https://t.co/KBQtfMGzLK #IMInter #Nerazzurri #FCIM",False,"[0, 169]","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",,,,,,,,,,False,3,2,False,False,en,en,recent,479858322,479858322,SempreInter.com,SempreIntercom,Worldwide,The World's No 1 news-site in English covering #InterMilan. Part of @OneFootball & Rocket Sports Network. RT ≠ endorsements. Email: nima@sempreinter.com,https://t.co/pB1VGcTR76,[],False,31675,1223,483,Tue Jan 31 21:10:22 +0000 2012,59508,,,True,False,273831,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1183899192290430976/13ZpN35G_normal.jpg,https://pbs.twimg.com/profile_images/1183899192290430976/13ZpN35G_normal.jpg,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,[],"[{'url': 'https://t.co/pB1VGcTR76', 'expanded_url': 'http://www.SempreInter.Com', 'display_url': 'SempreInter.Com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/479858322/1520266344,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:24:46 +0000 2023,1633156751049519115,1633156751049519115,@HumzaYousaf @theSNP Dream on !,False,"[21, 31]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6326858466745262e+18,1632685846674526208,24069453.0,24069453,HumzaYousaf,,,,,False,0,0,False,False,en,en,recent,1541173756571295744,1541173756571295744,Speziajazz,spezia_jazz,,,,[],False,1,34,0,Sun Jun 26 21:37:57 +0000 2022,542,,,False,False,117,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1541173947630338048/mraXc4Tf_normal.png,https://pbs.twimg.com/profile_images/1541173947630338048/mraXc4Tf_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:00:00 +0000 2023,1633150517508702209,1633150517508702209,"EMW, Inc. is hiring 👉  CMRE-0002 HR support Assistant (NS) - TUE 14 Mar (Province of La Spezia) https://t.co/I4appQJ9eO",False,"[0, 119]","<a href=""https://startup.jobs"" rel=""nofollow"">startup.jobs</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,784795003977625600,784795003977625600,⛑ Support Startup Jobs,AllSupportJobs,,"Join a startup.

🚀 @StartupJobs
🛠 @DevStartupJobs
📈 @AllGrowthJobs
🎨 @AllDesignJobs
✈️ @AllExecJobs
🧳 @AllBizDevJobs
🤖 @AllDevOpsJobs",https://t.co/15q9n2nqE5,[],False,1500,10,15,Sat Oct 08 16:38:04 +0000 2016,0,,,False,False,81859,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1000729103186751489/9HmcqEdC_normal.jpg,https://pbs.twimg.com/profile_images/1000729103186751489/9HmcqEdC_normal.jpg,000000,000000,000000,000000,False,False,False,False,False,False,False,none,[],"[{'url': 'https://t.co/15q9n2nqE5', 'expanded_url': 'https://startup.jobs/support', 'display_url': 'startup.jobs/support', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/784795003977625600/1527427785,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 16:56:45 +0000 2023,1633149700084756495,1633149700084756495,"New Overtime AMM position bought
Spezia - Inter Milan
Amount: 1.2257845027315617
Paid: 1.082 sUSD
Position: X2
Potential profit: 0.14378450273156163 sUSD (13%)",False,"[0, 159]","<a href=""https://google.com"" rel=""nofollow"">overtime-thales</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1547957461809737728,1547957461809737728,Thales Overtime AMM bot,overtime_amm,,Beep boop... I will be printing trades from @OvertimeMarkets AMM,https://t.co/zqKWW34LPc,[],False,176,2,3,Fri Jul 15 14:53:20 +0000 2022,1,,,False,False,106458,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/zqKWW34LPc', 'expanded_url': 'https://overtimemarkets.xyz/#/markets', 'display_url': 'overtimemarkets.xyz/#/markets', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/1547957461809737728/1662587928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 16:50:00 +0000 2023,1633148000251039746,1633148000251039746,"EMW, Inc. is seeking a CMRE-0001 HR support Assistant (NS) - TUE 14 Mar (Province of La Spezia) https://t.co/Wc5OC7SWLP",False,"[0, 119]","<a href=""https://startup.jobs"" rel=""nofollow"">startup.jobs</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,784795003977625600,784795003977625600,⛑ Support Startup Jobs,AllSupportJobs,,"Join a startup.

🚀 @StartupJobs
🛠 @DevStartupJobs
📈 @AllGrowthJobs
🎨 @AllDesignJobs
✈️ @AllExecJobs
🧳 @AllBizDevJobs
🤖 @AllDevOpsJobs",https://t.co/15q9n2nqE5,[],False,1500,10,15,Sat Oct 08 16:38:04 +0000 2016,0,,,False,False,81859,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1000729103186751489/9HmcqEdC_normal.jpg,https://pbs.twimg.com/profile_images/1000729103186751489/9HmcqEdC_normal.jpg,000000,000000,000000,000000,False,False,False,False,False,False,False,none,[],"[{'url': 'https://t.co/15q9n2nqE5', 'expanded_url': 'https://startup.jobs/support', 'display_url': 'startup.jobs/support', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/784795003977625600/1527427785,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 16:32:12 +0000 2023,1633143520079888393,1633143520079888393,05/03/2023 Italy🇮🇹 Spezia attacked the cars and vans of Verona fans. https://t.co/1XgwgltMxE,False,"[0, 68]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,7,104,False,False,en,en,recent,2223259404,2223259404,𝐂𝐚𝐬𝐮𝐚𝐥 𝐔𝐥𝐭𝐫𝐚 𝐎𝐟𝐟𝐢𝐜𝐢𝐚𝐥,thecasualultra,On the stands,"💎 ꜱɪɴᴄᴇ 2012  
👟 ʟɪᴠᴇ ᴛʜᴇ ᴄᴀꜱᴜᴀʟ ʟɪꜰᴇ! 
✉️ 𝙳𝙼 𝚄𝚂 𝙵𝙾𝚁 𝙱𝚄𝚂𝙸𝙽𝙴𝚂𝚂 𝙸𝙽𝚀𝚄𝙸𝚁𝙸𝙴𝚂",https://t.co/CoS6XXC8FK,[],False,180737,252,388,Sat Nov 30 15:13:38 +0000 2013,990,,,False,False,14344,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/736106545453268992/JaAm6wDO_normal.jpg,https://pbs.twimg.com/profile_images/736106545453268992/JaAm6wDO_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/CoS6XXC8FK', 'expanded_url': 'https://www.instagram.com/thecasualultra/', 'display_url': 'instagram.com/thecasualultra/', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/2223259404/1573159926,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 15:50:54 +0000 2023,1633133128926789635,1633133128926789635,"Dimarco &amp; Skriniar Participation In Spezia Vs Inter Milan To Be Decided Closer To Match Day, Italian Media Report #InterMilan #IMInter https://t.co/l1sEcy3DSA",False,"[0, 162]","<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,424260170,424260170,Inter Fans,InterWhatsup,,We're proud of the history we have at this club. Part of @SempreInterCom,https://t.co/fvDLwx7vEw,[],False,39966,575,159,Tue Nov 29 15:16:42 +0000 2011,3502,,,True,False,94012,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1263238469012381696/Q5V2-HQG_normal.jpg,https://pbs.twimg.com/profile_images/1263238469012381696/Q5V2-HQG_normal.jpg,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,[],"[{'url': 'https://t.co/fvDLwx7vEw', 'expanded_url': 'http://SempreInter.com', 'display_url': 'SempreInter.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/424260170/1590014496,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 15:46:05 +0000 2023,1633131916462374912,1633131916462374912,"Dimarco &amp; Skriniar Participation In Spezia Vs Inter Milan To Be Decided Closer To Match Day, Italian Media Report #InterMilan #IMInter https://t.co/eadssIMT6Y",False,"[0, 162]","<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,18293201,18293201,Inter Milan,intermilan,"Milan, Italy","Part of @SempreInterCom, the world’s no 1 news-site in English covering #InterMilan. NOT affiliated with @Inter_en.",https://t.co/YVpr8yaVxw,[],False,93794,1606,490,Sun Dec 21 21:24:26 +0000 2008,2548,,,False,False,59456,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1154555076075294722/hbpNcftj_normal.jpg,https://pbs.twimg.com/profile_images/1154555076075294722/hbpNcftj_normal.jpg,0084B4,000000,D3DDF8,050505,True,False,False,False,False,False,False,none,[],"[{'url': 'https://t.co/YVpr8yaVxw', 'expanded_url': 'http://SempreInter.com', 'display_url': 'SempreInter.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/18293201/1400100812,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 15:43:12 +0000 2023,1633131189597814785,1633131189597814785,"@RaffaNapoli83 Serie a is comfortably the 4th best league in Europe and 1-3 seasons is the most a top player will have in the league, regardless of it being Juve, Napoli or spezia. Serie a continuously brings in worse and worse tv deals but ya league is doing well if we don’t consider all that",False,"[15, 294]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6330821965745848e+18,1633082196574584832,38052246.0,38052246,RaffaNapoli83,,,,,False,0,0,False,False,en,en,recent,1360598940949897226,1360598940949897226,Football Fan,footyandcalcio,,Football 101 ⚽️Juve ⚫️⚪️,,[],False,23,147,0,Sat Feb 13 14:37:30 +0000 2021,9554,,,False,False,1754,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1524368993859088386/N5EzRzZ6_normal.jpg,https://pbs.twimg.com/profile_images/1524368993859088386/N5EzRzZ6_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,https://pbs.twimg.com/profile_banners/1360598940949897226/1628467058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 15:24:00 +0000 2023,1633126359357853697,1633126359357853697,"Dimarco &amp; Skriniar Participation In Spezia Vs Inter Milan To Be Decided Closer To Match Day, Italian Media Report #ForzaInter #Internisti #Nerazzuri #Internazionale https://t.co/TapzzY4OKG",False,"[0, 192]","<a href=""https://socialbee.com/"" rel=""nofollow"">SocialBee</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,355447677,355447677,Inter Milan Fans,InterMilanNow,,Latest Inter Milan News & Blogs. This is a fan page and NOT linked to official club #Internisti #Nerazzuri #Internazionale #ForzaInter #Inter #InterMilan,,[],False,13927,4893,78,Mon Aug 15 11:10:54 +0000 2011,44,,,False,False,59276,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/920839723966283778/DSrfXSy5_normal.jpg,https://pbs.twimg.com/profile_images/920839723966283778/DSrfXSy5_normal.jpg,1380D9,024482,FFFFFF,000000,False,False,False,False,False,False,False,none,[],,https://pbs.twimg.com/profile_banners/355447677/1418727255,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 15:01:44 +0000 2023,1633120756228816899,1633120756228816899,"Dimarco &amp; Skriniar Participation In Spezia Vs Inter Milan To Be Decided Closer To Match Day, Italian Media Report #InterMilan #FCIM https://t.co/kjvcGvutwP",False,"[0, 159]","<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,479858322,479858322,SempreInter.com,SempreIntercom,Worldwide,The World's No 1 news-site in English covering #InterMilan. Part of @OneFootball & Rocket Sports Network. RT ≠ endorsements. Email: nima@sempreinter.com,https://t.co/pB1VGcTR76,[],False,31675,1223,483,Tue Jan 31 21:10:22 +0000 2012,59508,,,True,False,273831,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1183899192290430976/13ZpN35G_normal.jpg,https://pbs.twimg.com/profile_images/1183899192290430976/13ZpN35G_normal.jpg,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,[],"[{'url': 'https://t.co/pB1VGcTR76', 'expanded_url': 'http://www.SempreInter.Com', 'display_url': 'SempreInter.Com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/479858322/1520266344,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 14:58:20 +0000 2023,1633119899441569793,1633119899441569793,@Bearridge_ @FplRossoneri @allaboutfpl Dima may be fit for Spezia which is before Porto,False,"[39, 87]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331189258597458e+18,1633118925859745797,1.3106532281121178e+18,1310653228112117760,Bearridge_,,,,,False,0,0,False,False,en,en,recent,462077446,462077446,Omar Elbamby,Omar_Bamby,"Cairo, Egypt",,,[],False,307,1819,2,Thu Jan 12 14:52:37 +0000 2012,1224,,,True,False,13924,,False,False,False,000000,http://abs.twimg.com/images/themes/theme12/bg.gif,https://abs.twimg.com/images/themes/theme12/bg.gif,True,http://pbs.twimg.com/profile_images/1275371374073335808/WcqOsLy8_normal.jpg,https://pbs.twimg.com/profile_images/1275371374073335808/WcqOsLy8_normal.jpg,FF0000,FFFFFF,FFF7CC,0C3E53,True,False,False,False,False,False,False,none,[],,https://pbs.twimg.com/profile_banners/462077446/1358186995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 14:43:03 +0000 2023,1633116053923409920,1633116053923409920,"Dimarco &amp; Skriniar Participation In Spezia Vs Inter Milan To Be Decided Closer To Match Day, Italian Media Report https://t.co/xgVnOkQF0o #IMInter #Nerazzurri #FCIM",False,"[0, 168]","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",,,,,,,,,,False,3,1,False,False,en,en,recent,479858322,479858322,SempreInter.com,SempreIntercom,Worldwide,The World's No 1 news-site in English covering #InterMilan. Part of @OneFootball & Rocket Sports Network. RT ≠ endorsements. Email: nima@sempreinter.com,https://t.co/pB1VGcTR76,[],False,31675,1223,483,Tue Jan 31 21:10:22 +0000 2012,59508,,,True,False,273831,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1183899192290430976/13ZpN35G_normal.jpg,https://pbs.twimg.com/profile_images/1183899192290430976/13ZpN35G_normal.jpg,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,[],"[{'url': 'https://t.co/pB1VGcTR76', 'expanded_url': 'http://www.SempreInter.Com', 'display_url': 'SempreInter.Com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/479858322/1520266344,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 14:10:00 +0000 2023,1633107735033131010,1633107735033131010,Italy – La Spezia: a new picture of holiness in #SalesianFamily https://t.co/ZXcALizyUn https://t.co/3gOZr8GbgF,False,"[0, 87]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,1,2,False,False,en,en,recent,615034666,615034666,SalesianiNfoAgency,infoANS_EN,Rome,Salesian iNfo Agency is the communication agency of the Salesian Congregation enrolled in the Press Register of the Tibunal of Rome as n 153/2007.,http://t.co/p7C847QJ46,[],False,1615,746,26,Fri Jun 22 10:10:00 +0000 2012,16,,,False,False,23843,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/709684556677435392/isp6d9VE_normal.jpg,https://pbs.twimg.com/profile_images/709684556677435392/isp6d9VE_normal.jpg,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,[],"[{'url': 'http://t.co/p7C847QJ46', 'expanded_url': 'http://www.infoans.org/Index.asp?Lingua=2', 'display_url': 'infoans.org/Index.asp?Ling…', 'indices': [0, 22]}]",https://pbs.twimg.com/profile_banners/615034666/1458036949,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 14:05:01 +0000 2023,1633106483532505088,1633106483532505088,"Joaquin Correa An Injury Doubt For Spezia Vs Inter Milan Serie A Clash, Italian Media Report #ForzaInter #Internisti #Nerazzuri #Internazionale https://t.co/UAM5mi2GY8",False,"[0, 167]","<a href=""https://socialbee.com/"" rel=""nofollow"">SocialBee</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,355447677,355447677,Inter Milan Fans,InterMilanNow,,Latest Inter Milan News & Blogs. This is a fan page and NOT linked to official club #Internisti #Nerazzuri #Internazionale #ForzaInter #Inter #InterMilan,,[],False,13927,4893,78,Mon Aug 15 11:10:54 +0000 2011,44,,,False,False,59276,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/920839723966283778/DSrfXSy5_normal.jpg,https://pbs.twimg.com/profile_images/920839723966283778/DSrfXSy5_normal.jpg,1380D9,024482,FFFFFF,000000,False,False,False,False,False,False,False,none,[],,https://pbs.twimg.com/profile_banners/355447677/1418727255,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 13:56:47 +0000 2023,1633104411462385678,1633104411462385678,"Lukaku To Start For Inter Milan Vs Spezia As Inzaghi Still Working Out Best Attack Ahead Of Porto Clash, Italian Media Report #InterMilan #IMInter https://t.co/n9hXKvNhYZ",False,"[0, 170]","<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>",,,,,,,,,,False,0,2,False,False,en,en,recent,424260170,424260170,Inter Fans,InterWhatsup,,We're proud of the history we have at this club. Part of @SempreInterCom,https://t.co/fvDLwx7vEw,[],False,39966,575,159,Tue Nov 29 15:16:42 +0000 2011,3502,,,True,False,94012,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1263238469012381696/Q5V2-HQG_normal.jpg,https://pbs.twimg.com/profile_images/1263238469012381696/Q5V2-HQG_normal.jpg,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,[],"[{'url': 'https://t.co/fvDLwx7vEw', 'expanded_url': 'http://SempreInter.com', 'display_url': 'SempreInter.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/424260170/1590014496,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 13:36:00 +0000 2023,1633099181173755904,1633099181173755904,"Lukaku To Start For Inter Milan Vs Spezia As Inzaghi Still Working Out Best Attack Ahead Of Porto Clash, Italian Media Report #ForzaInter #Internisti #Nerazzuri #Internazionale https://t.co/47kNSut6I6",False,"[0, 200]","<a href=""https://socialbee.com/"" rel=""nofollow"">SocialBee</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,355447677,355447677,Inter Milan Fans,InterMilanNow,,Latest Inter Milan News & Blogs. This is a fan page and NOT linked to official club #Internisti #Nerazzuri #Internazionale #ForzaInter #Inter #InterMilan,,[],False,13927,4893,78,Mon Aug 15 11:10:54 +0000 2011,44,,,False,False,59276,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/920839723966283778/DSrfXSy5_normal.jpg,https://pbs.twimg.com/profile_images/920839723966283778/DSrfXSy5_normal.jpg,1380D9,024482,FFFFFF,000000,False,False,False,False,False,False,False,none,[],,https://pbs.twimg.com/profile_banners/355447677/1418727255,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
