created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,user.entities.url.urls,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,geo.type,geo.coordinates,coordinates.type,coordinates.coordinates,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id
Tue Mar 07 21:41:28 +0000 2023,1633221350369181696,1633221350369181696,Looking to restart your business? #Dentists #Restaurants #Veterinarians #CBDoils #HairSalons #JanitorialServices Let us help! #Columbus #Cleveland #Cincinnati #Toledo #Akron #Dayton #Parma #Canton #Youngstown #Lorain https://t.co/nxbjNQ63bV Postcard Marketing https://t.co/PEY1aKwxIf,False,"[0, 259]","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,96164574,96164574,The Cheeps,CheepCheeps,"Houston, TX",Cheep Cheep Postcards™. Graphic Design and Marketing. Created expressly for those with high standards and low budgets™.,https://t.co/jQURDJ9ql9,[],False,555,706,4,Fri Dec 11 17:07:09 +0000 2009,270,,,True,False,12847,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1313949515486056453/RLNuHL0K_normal.jpg,https://pbs.twimg.com/profile_images/1313949515486056453/RLNuHL0K_normal.jpg,https://pbs.twimg.com/profile_banners/96164574/1602082888,0084B4,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,[],"[{'url': 'https://t.co/jQURDJ9ql9', 'expanded_url': 'http://www.cheep-cheep.com/', 'display_url': 'cheep-cheep.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:32:39 +0000 2023,1633219131993657345,1633219131993657345,Help me win this awesome competition from Legendary Parma Fantoken ! https://t.co/HmCdgPOmEf,False,"[0, 92]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1633154035384729601,1633154035384729601,Alkind One,AlkindOne,,Mang Crypto,,[],False,3,25,0,Tue Mar 07 17:14:49 +0000 2023,14,,,False,False,22,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1633154245917810688/iE-3IXWc_normal.png,https://pbs.twimg.com/profile_images/1633154245917810688/iE-3IXWc_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:32:06 +0000 2023,1633218993988464641,1633218993988464641,"@alkind_one @aby_alkindi @dummy_thre3
PARMA fantoken to the moon in listing on @MEXC_Global  🚀🚀🚀 10$ https://t.co/NY4To2Pz3c #parmafantoken #IDO #airdrop",False,"[0, 153]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,1.6005115551957893e+18,1600511555195789314,alkind_one,,,,,False,0,0,False,False,False,en,en,recent,1633154035384729601,1633154035384729601,Alkind One,AlkindOne,,Mang Crypto,,[],False,3,25,0,Tue Mar 07 17:14:49 +0000 2023,14,,,False,False,22,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1633154245917810688/iE-3IXWc_normal.png,https://pbs.twimg.com/profile_images/1633154245917810688/iE-3IXWc_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:31:30 +0000 2023,1633218843739934720,1633218843739934720,@MrsVeriTea @amandarussell35 @9teaNinePercent @Mroberts90Matt @_Emily_Hicks @pennywpennyw @TJGriffiths @Lloyd_SpeakUpMH That's a proper cupboard collection. How long till you're back to a handful of parma violets though?,False,"[120, 220]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331563672791818e+18,1633156367279181824,2863067669.0,2863067669,MrsVeriTea,,,,,False,0,0,False,False,,en,en,recent,1242854646844178433,1242854646844178433,Oliver SLT,OliverSlt,"Sheffield, UK","Former headteacher, now helping those who lead. Presenting for @teacherhugradio. School governor and member of @teacherpeloton",,[],False,7180,7762,31,Wed Mar 25 16:43:42 +0000 2020,62267,,,False,False,17540,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1328345705749094401/E-dvdVHO_normal.jpg,https://pbs.twimg.com/profile_images/1328345705749094401/E-dvdVHO_normal.jpg,https://pbs.twimg.com/profile_banners/1242854646844178433/1674828040,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:31:00 +0000 2023,1633218715675430912,1633218715675430912,"#GabbarAirdropAlert

A blockchain-based project that can potentially become the next hit, is giving away 4,000 project tokens to 150 lucky participants.  Want to know more? 

Here's the participation link :-https://t.co/V3MUX5YZBA
#blockchain #CryptoNews #airdropalert",False,"[0, 268]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,2,2,False,False,False,en,en,recent,1433018225445376005,1433018225445376005,Coin Gabbar: Crypto Information Marketplace,coin_gabbar,,"Proof of Reserves for Exchanges|Portfolio Integration|Price Prediction, ICO/IDO & Airdrops|LearnToEarn via Cubs|B2B Services|Contact~ sourabh@coingabbar.com",https://t.co/219fcdYIO3,[],False,32714,140,23,Wed Sep 01 10:45:59 +0000 2021,4583,,,True,False,6998,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632986470762921984/u4Wp3zgs_normal.jpg,https://pbs.twimg.com/profile_images/1632986470762921984/u4Wp3zgs_normal.jpg,https://pbs.twimg.com/profile_banners/1433018225445376005/1675148812,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/219fcdYIO3', 'expanded_url': 'https://linktr.ee/officialcoingabbar', 'display_url': 'linktr.ee/officialcoinga…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:21:02 +0000 2023,1633216208605462529,1633216208605462529,PARMA fantoken to the moon in listing on @MEXC_Global  🚀🚀🚀 10$ https://t.co/JE2oybbDpT #parmafantoken #IDO #airdrop @astritpasha3 @gigaboda @baliblue7,False,"[0, 150]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1624118074893795343,1624118074893795343,barstrela,barstrela,,,,[],False,3,14,0,Fri Feb 10 18:48:30 +0000 2023,3,,,False,False,7,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1624118281035558912/memkei4h_normal.jpg,https://pbs.twimg.com/profile_images/1624118281035558912/memkei4h_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:19:14 +0000 2023,1633215754186227717,1633215754186227717,@Wildy23 @FutbolShIrTALIA @serieAchronpod @caffedelcalcio @JamesHorncastle @BaldieJack @AzzurriTV1 @DrewAtkins7 @shirt_fan @10stan1981 @Jerseyforum The Parma team and kits from around that time are special 🔥,False,"[148, 207]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6332152829645742e+18,1633215282964574209,322255959.0,322255959,Wildy23,,,,,False,0,1,False,False,,en,en,recent,285752018,285752018,Mark Stanley,stanners20,Greater Manchester,,,[],False,441,444,3,Thu Apr 21 18:30:24 +0000 2011,27458,,,True,False,8219,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1308142801293582337/OnADFfie_normal.jpg,https://pbs.twimg.com/profile_images/1308142801293582337/OnADFfie_normal.jpg,https://pbs.twimg.com/profile_banners/285752018/1599945158,DD2E44,000000,000000,000000,False,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:15:06 +0000 2023,1633214714917388289,1633214714917388289,PARMA fantoken to the moon in listing on @MEXC_Global  🚀🚀🚀 10$ https://t.co/AX8uSwowPo #parmafantoken #IDO #airdrop @astritpasha3 @baliblue7 @gigaboda,False,"[0, 150]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1624112655081381888,1624112655081381888,jairetago,jairetago,,,,[],False,3,14,0,Fri Feb 10 18:27:26 +0000 2023,2,,,False,False,7,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1624113087237292032/p82Fm19y_normal.jpg,https://pbs.twimg.com/profile_images/1624113087237292032/p82Fm19y_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:13:51 +0000 2023,1633214402848768000,1633214402848768000,"I’m super bullish on Parma FC Airdrop Competition IKO at @kommunitas1 !
Check out the Research Paper https://t.co/Bh70kh0hAP
Join me : https://t.co/Rfj74zxjcZ
#kommunitas #launchpad #iko",False,"[0, 186]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1584751984439009281,1584751984439009281,Guido Saputro,guido_saputro,,,,[],False,10,174,1,Tue Oct 25 03:48:35 +0000 2022,42,,,False,False,204,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1584753767307571200/qP6Ss_kN_normal.png,https://pbs.twimg.com/profile_images/1584753767307571200/qP6Ss_kN_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:13:01 +0000 2023,1633214190859976709,1633214190859976709,PARMA fantoken to the moon in listing on @MEXC_Global  🚀🚀🚀 10$ https://t.co/K3CwFtMJuR #parmafantoken #IDO #airdrop @elonmusk @FCBarcelona @johnlegend,False,"[0, 150]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1626870156147187713,1626870156147187713,Антон Голоскевич,antonygolos,,,,[],False,1,9,0,Sat Feb 18 09:04:31 +0000 2023,1,,,False,False,5,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1626870264846815235/c-8cNtAw_normal.jpg,https://pbs.twimg.com/profile_images/1626870264846815235/c-8cNtAw_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:10:43 +0000 2023,1633213613426249728,1633213613426249728,Accident in #Parma on Ridge Rd at Day Drive. Reported by C-COMS #traffic https://t.co/IXfI2jI9uh,False,"[0, 96]","<a href=""http://www.sigalert.com/Map.asp?region=Cleveland"" rel=""nofollow"">TTN CLE traffic</a>",,,,,,,,,,False,0,2,False,False,False,en,en,recent,249405759,249405759,TTWN Cleveland,TotalTrafficCLE,"Cleveland, OH",Cleveland's trusted traffic source. See a problem on the roads? Call the traffic tipline: 216-986-8888.,,[],False,9483,131,209,Wed Feb 09 00:09:05 +0000 2011,1211,,,True,False,159225,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/439091648966832128/0R6Dn-yR_normal.png,https://pbs.twimg.com/profile_images/439091648966832128/0R6Dn-yR_normal.png,,0084B4,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,"[41.38056, -81.7347]",Point,"[-81.7347, 41.38056]",dbd1fd3168748e88,https://api.twitter.com/1.1/geo/id/dbd1fd3168748e88.json,city,Parma,"Parma, OH",US,United States,[],Polygon,"[[[-81.785053, 41.3503583], [-81.68457, 41.3503583], [-81.68457, 41.419489], [-81.785053, 41.419489]]]",1.6332136134262497e+18
Tue Mar 07 21:10:12 +0000 2023,1633213480810446849,1633213480810446849,moonlight in Parma,False,"[0, 18]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,1035022676107190273,1035022676107190273,🦢💧,naut4prophet,Hot Springs AR,if/is||fountain/mountain||well/spring||scream/dream,https://t.co/Nuc6zO9fA8,[],False,2046,999,16,Thu Aug 30 04:33:30 +0000 2018,119343,,,False,False,140942,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1633241663630979076/oonTQQdj_normal.jpg,https://pbs.twimg.com/profile_images/1633241663630979076/oonTQQdj_normal.jpg,https://pbs.twimg.com/profile_banners/1035022676107190273/1676249537,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/Nuc6zO9fA8', 'expanded_url': 'https://gallica.bnf.fr/accueil/en/content/accueil-en', 'display_url': 'gallica.bnf.fr/accueil/en/con…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:06:40 +0000 2023,1633212592129814528,1633212592129814528,PARMA fantoken to the moon in listing on @MEXC_Global  🚀🚀🚀 10$ https://t.co/zNYK9b5mZA #parmafantoken #IDO #airdrop @bekimimotes @taribobja @bendhardi,False,"[0, 150]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1624134465504018434,1624134465504018434,basengulek,basengulek,,,,[],False,3,17,0,Fri Feb 10 19:53:34 +0000 2023,3,,,False,False,7,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1624134557644558347/AT1QIk9G_normal.jpg,https://pbs.twimg.com/profile_images/1624134557644558347/AT1QIk9G_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:02:41 +0000 2023,1633211590811045888,1633211590811045888,"Anti-Fascist barricades in Parma during the siege of Parma in Italy 1922. The siege was a fight between the anti-Fascist Arditi del Popolo against the Fascist Squadristi, resulting in a Fascist defeat. https://t.co/UG2peBpiiu",False,"[0, 201]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,4,False,False,False,en,en,recent,1186776118902362112,1186776118902362112,Blackburn Firebrand official fanpage,Firebrandstan,Yorkshire,best strike fighter since February 1942 | any/all,https://t.co/IQxHHNlV3Q,[],False,142,941,0,Tue Oct 22 22:47:42 +0000 2019,63322,,,False,False,3997,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1616002321543995392/ZY-vZEJT_normal.jpg,https://pbs.twimg.com/profile_images/1616002321543995392/ZY-vZEJT_normal.jpg,https://pbs.twimg.com/profile_banners/1186776118902362112/1664280227,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/IQxHHNlV3Q', 'expanded_url': 'https://www.baesystems.com/en-uk/heritage/blackburn-b37-firebrand', 'display_url': 'baesystems.com/en-uk/heritage…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:01:43 +0000 2023,1633211348917026817,1633211348917026817,My Granny Called And Said They Admitting My Great Granny In Parma Something About Her Kidneys Here Go Me Did They Do An Ultrasound Did They Run Test On Her Urine Like Hold Tf On,False,"[0, 177]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,1086465274503667712,1086465274503667712,Ray,Ayannaray__,,,,[],False,394,328,0,Sat Jan 19 03:28:01 +0000 2019,10314,,,True,False,21706,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1353012633352466433/T_ZbbO9y_normal.jpg,https://pbs.twimg.com/profile_images/1353012633352466433/T_ZbbO9y_normal.jpg,https://pbs.twimg.com/profile_banners/1086465274503667712/1628782352,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:00:58 +0000 2023,1633211160081182724,1633211160081182724,PARMA fantoken to the moon in listing on @MEXC_Global  🚀🚀🚀 10$ https://t.co/NNgLc3cT3A #parmafantoken #IDO #airdrop @bendhardi @bekimimotes @taribobja,False,"[0, 150]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1624131420741414914,1624131420741414914,amorbon,amorbon2,,,,[],False,4,16,0,Fri Feb 10 19:41:31 +0000 2023,2,,,False,False,6,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1624131615579422720/pyaPr4YB_normal.jpg,https://pbs.twimg.com/profile_images/1624131615579422720/pyaPr4YB_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:55:27 +0000 2023,1633209771862945794,1633209771862945794,PARMA fantoken to the moon in listing on @MEXC_Global  🚀🚀🚀 10$ https://t.co/ZHLZRMur16 #parmafantoken #IDO #airdrop @geldibond @bendhardi @amorbon2,False,"[0, 147]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1624128596112551941,1624128596112551941,bekimimotes,bekimimotes,,,,[],False,4,14,0,Fri Feb 10 19:30:30 +0000 2023,3,,,False,False,5,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1624128851352723457/zxSgcXrN_normal.jpg,https://pbs.twimg.com/profile_images/1624128851352723457/zxSgcXrN_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:52:01 +0000 2023,1633208904518598656,1633208904518598656,PARMA fantoken to the moon in listing on @MEXC_Global  🚀🚀🚀 10$ https://t.co/4F8rC3stZJ #parmafantoken #IDO #airdrop,False,"[0, 115]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1614948749599539202,1614948749599539202,Константин Корнев,Jorikkk13,,,,[],False,10,141,3,Mon Jan 16 11:33:05 +0000 2023,36,,,False,False,103,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1614948854754836480/RgoPJ5Qb_normal.png,https://pbs.twimg.com/profile_images/1614948854754836480/RgoPJ5Qb_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:49:42 +0000 2023,1633208323423043591,1633208323423043591,PARMA fantoken to the moon in listing on @MEXC_Global  🚀🚀🚀 10$ https://t.co/qhKXbxtuJb #parmafantoken #IDO #airdrop @amorbon2 @geldibond @bekimimotes,False,"[0, 149]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1624123201256030211,1624123201256030211,bendhardi,bendhardi,,,,[],False,5,15,0,Fri Feb 10 19:08:49 +0000 2023,1,,,False,False,6,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1624123396702208025/iXzNVUnq_normal.jpg,https://pbs.twimg.com/profile_images/1624123396702208025/iXzNVUnq_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:40:36 +0000 2023,1633206034721382407,1633206034721382407,"PARMA fantoken to the moon in listing on @MEXC_Global  🚀🚀🚀 10$ https://t.co/kjRSKo1jUP #parmafantoken #IDO #airdrop 

PARMA fantoken to the moon in listing on 
@MEXC_Global
  🚀🚀🚀 10$ https://t.co/kjRSKo1jUP #parmafantoken #IDO #airdrop
@AnDoTo59
 
@lis2520
 
@DFBGR2",False,"[0, 266]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1430900012624486405,1430900012624486405,lizi ⚙️,DFBGR2,"(🐶,🐶) ",sialis.eth🛸,,[],False,302,2091,14,Thu Aug 26 14:28:57 +0000 2021,670,,,False,False,1591,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1626977810794389504/baZHzHCo_normal.jpg,https://pbs.twimg.com/profile_images/1626977810794389504/baZHzHCo_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:37:38 +0000 2023,1633205288260993026,1633205288260993026,PARMA fantoken to the moon in listing on @MEXC_Global  🚀🚀🚀 10$ https://t.co/vkCA6By3Tx #parmafantoken #IDO #airdrop @netifartu @gigaboda @AlterGend,False,"[0, 147]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1624035701456007171,1624035701456007171,farimali,farimali1,,,,[],False,5,16,0,Fri Feb 10 13:21:12 +0000 2023,3,,,False,False,7,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1624035844750180354/hVzCJfqN_normal.jpg,https://pbs.twimg.com/profile_images/1624035844750180354/hVzCJfqN_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
