created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,quoted_status_id,quoted_status_id_str,possibly_sensitive,user.profile_banner_url,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.lang,user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
Wed Mar 08 16:42:42 +0000 2023,1633508550826938368,1633508550826938368,"Spurs and AC Milan clash in the Champions League last 16 at Tottenham Hotspur Stadium tonight #UCL

Who will go through? AC Milan won the first leg 1-0.

Match Betting
Spurs 0.80
Draw 2.70
AC Milan 3.75

⚽https://t.co/BQPdiFX6QP https://t.co/dPlbdAKs42",False,"[0, 228]","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,791798312,791798312,World Sports Betting,WorldSportsBet,"Gauteng, South Africa",South Africa & Africa's leading online Sportsbook. Bet on 1000’s of Main & Live In-Play Markets at any time from your PC or Mobi #DataFree BET with the BEST! 🔞,https://t.co/0S3tMWzohv,[],False,18456,4696,112,Thu Aug 30 15:13:39 +0000 2012,11374,,,False,False,103509,,False,False,False,000000,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1479089543936557059/9L5N6pa-_normal.jpg,https://pbs.twimg.com/profile_images/1479089543936557059/9L5N6pa-_normal.jpg,FF691F,FFFFFF,EFEFEF,333333,False,True,False,False,False,False,False,none,[],,,False,https://pbs.twimg.com/profile_banners/791798312/1675062919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/0S3tMWzohv', 'expanded_url': 'https://linktr.ee/WorldSportsBetting', 'display_url': 'linktr.ee/WorldSportsBet…', 'indices': [0, 23]}]",,,,,,,,,,
Wed Mar 08 16:41:25 +0000 2023,1633508229069119510,1633508229069119510,got 2X tickets available for Tottenham hotSpur vs AC Milan for. Dm if interested.#TicketsSpurs #SpursTicketCOYs #tottenhamtickets #Spurstickets #Tottenham #ChampionsLeague,False,"[0, 171]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,238060112,238060112,jane🌺,richard_joner,,,,[],False,148,115,1,Fri Jan 14 07:55:49 +0000 2011,4,,,False,False,121,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1629779655132626944/_m7LBsQr_normal.jpg,https://pbs.twimg.com/profile_images/1629779655132626944/_m7LBsQr_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,https://pbs.twimg.com/profile_banners/238060112/1677651666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:39:16 +0000 2023,1633507686271574016,1633507686271574016,"2x Tottenham Hotspur v AC MILAN   

UEFA CHAMPIONS LEAGUE Tickets  available 
good and amazing view 

Dm me anyone if interested",False,"[0, 128]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,1282012489,1282012489,Spurs 😍❤️,spudave,"England, United Kingdom",,,[],False,163,59,0,Wed Mar 20 01:36:31 +0000 2013,52,,,False,False,60,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1633464208993157130/_KYTgvtj_normal.jpg,https://pbs.twimg.com/profile_images/1633464208993157130/_KYTgvtj_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:37:29 +0000 2023,1633507239808909312,1633507239808909312,"#CareersFair at Alexandra was a huge success! The children loved exploring the range of careers from police officer, Tottenham Hotspur teacher, dentist to teacher 👩‍🏫 👮‍♂️🦷🪥 some fantastic questions asked &amp; future opportunities explored 🔮❤️ #CareersWeek https://t.co/CQLlSDxzPc",False,"[0, 257]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,1568661303534788611,1568661303534788611,Alexandra Primary School,AlexprimaryN22,London,Two form entry community school in North London ▪️Wellbeing and Achievement,,[],False,169,720,0,Sat Sep 10 18:03:02 +0000 2022,63,,,True,False,98,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1568685056343920641/ud6IfUK3_normal.jpg,https://pbs.twimg.com/profile_images/1568685056343920641/ud6IfUK3_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,False,https://pbs.twimg.com/profile_banners/1568661303534788611/1662838694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:35:00 +0000 2023,1633506613054111744,1633506613054111744,"🚨TODAY'S #UCL BOOST🚨

1⃣1⃣/5⃣ HT/FT - TOTTENHAM HOTSPUR/TOTTENHAM HOTSPUR vs MILAN (was 2/1)!!

🧐See Rationale in the image below!

🎯Get it exclusively by clicking here👇
https://t.co/B2deiqmNsp

 T&amp;Cs Apply | 18+| BeGambleAware | #AD | Odds Subject To Change https://t.co/qBVAOxzkGu",False,"[0, 262]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1154371823364136960,1154371823364136960,BettingTips4you - The House Of Betting Tips,BTips4you,London,"#1 FREE football betting tips community: best news, previews, predictions & bookmakers! 18+ only. | https://t.co/H0vygPeuPj & https://t.co/wwTFqNRPc7| Please Gamble Responsibly",https://t.co/hGFXsZr7N9,"[{'url': 'https://t.co/H0vygPeuPj', 'expanded_url': 'http://BeGambleAware.org', 'display_url': 'BeGambleAware.org', 'indices': [100, 123]}, {'url': 'https://t.co/wwTFqNRPc7', 'expanded_url': 'http://GamStop.co.uk', 'display_url': 'GamStop.co.uk', 'indices': [126, 149]}]",False,20412,166,55,Thu Jul 25 12:44:24 +0000 2019,6409,,,False,False,43274,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1154381836367335425/P8lLFy9h_normal.jpg,https://pbs.twimg.com/profile_images/1154381836367335425/P8lLFy9h_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,False,https://pbs.twimg.com/profile_banners/1154371823364136960/1623310429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/hGFXsZr7N9', 'expanded_url': 'https://bettingtips4you.com/', 'display_url': 'bettingtips4you.com', 'indices': [0, 23]}]",,,,,,,,,,
Wed Mar 08 16:34:30 +0000 2023,1633506486826541070,1633506486826541070,"Some predictions of today #ChampionsLeague 🏆🇪🇺🔥

🏴󠁧󠁢󠁥󠁮󠁧󠁿Tottenham Hotspur 1-1 AC Milan🇮🇹
🇩🇪Bayern Munich 2-2 PSG🇫🇷

Bayern and AC Milan will go on",False,"[0, 146]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1486708654950780928,1486708654950780928,nick.dellortz,DellortoNiccolo,Italia,@acmilan ❤🖤 Campioni D’Italia 21/22🏆 LIONEL MESSI IS THE BEST PLAYER EVER🐐WORLD CHAMPION 2022🏆🇦🇷,,[],False,5,36,0,Thu Jan 27 14:32:32 +0000 2022,59,,,False,False,259,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1608501477617590273/EbCEktWe_normal.jpg,https://pbs.twimg.com/profile_images/1608501477617590273/EbCEktWe_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,https://pbs.twimg.com/profile_banners/1486708654950780928/1667040934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:32:47 +0000 2023,1633506054964412418,1633506054964412418,"New Overtime Market Parlay
Paid: $18.500
Positions:
Tottenham Hotspur - AC Milan @ 1 - 1.86
Bayern Munich - Paris Saint-Germain  @ X2 - 2.38
Potential profit: 50 sUSD (272%)",False,"[0, 173]","<a href=""https://google.com"" rel=""nofollow"">overtime-thales</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1547957461809737728,1547957461809737728,Thales Overtime AMM bot,overtime_amm,,Beep boop... I will be printing trades from @OvertimeMarkets AMM,https://t.co/zqKWW34LPc,[],False,176,2,3,Fri Jul 15 14:53:20 +0000 2022,1,,,False,False,107096,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,https://pbs.twimg.com/profile_banners/1547957461809737728/1662587928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/zqKWW34LPc', 'expanded_url': 'https://overtimemarkets.xyz/#/markets', 'display_url': 'overtimemarkets.xyz/#/markets', 'indices': [0, 23]}]",,,,,,,,,,
Wed Mar 08 16:32:47 +0000 2023,1633506054742093827,1633506054742093827,"New Overtime Arbitrum AMM position bought
Tottenham Hotspur - AC Milan
Amount: 30.836689152945365
Paid: 16.587 sUSD
Position: Tottenham Hotspur
Potential profit: 14 sUSD (86%)",False,"[0, 175]","<a href=""https://google.com"" rel=""nofollow"">overtime-thales</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1547957461809737728,1547957461809737728,Thales Overtime AMM bot,overtime_amm,,Beep boop... I will be printing trades from @OvertimeMarkets AMM,https://t.co/zqKWW34LPc,[],False,176,2,3,Fri Jul 15 14:53:20 +0000 2022,1,,,False,False,107096,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,https://pbs.twimg.com/profile_banners/1547957461809737728/1662587928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/zqKWW34LPc', 'expanded_url': 'https://overtimemarkets.xyz/#/markets', 'display_url': 'overtimemarkets.xyz/#/markets', 'indices': [0, 23]}]",,,,,,,,,,
Wed Mar 08 16:32:10 +0000 2023,1633505900622168066,1633505900622168066,"Tottenham Hotspur vs AC Milan!
Match at home, the most important match of the season so far..
We are 1-0 down, but i think we are gonna win this and put an end to this loss streak...
COME ON YOU @SpursOfficial!!
#COYS #TottenhamHotspur #ACMilan #TottenhamMilan https://t.co/nHhoMEpiYD",False,"[0, 260]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1263022569613131781,1263022569613131781,Gabriel_RGR,GabrielRare2,Romania,"Football lover - Tottenham ❤❤
   
                   The Hunter: Call Of The Wild - best game ever",,[],False,2,17,0,Wed May 20 08:23:53 +0000 2020,42,,,False,False,20,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1619418362404118540/Qy04eL6X_normal.jpg,https://pbs.twimg.com/profile_images/1619418362404118540/Qy04eL6X_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,False,https://pbs.twimg.com/profile_banners/1263022569613131781/1674934514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:30:18 +0000 2023,1633505429073584128,1633505429073584128,Key Battles and Prediction: Tottenham Hotspur vs AC Milan  https://t.co/I0GPll1OuX,False,"[0, 82]","<a href=""http://www.voxmedia.com"" rel=""nofollow"">Chorus publishing platform</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,3304240078,3304240078,The AC Milan Offside 🏆,SBNRossonero,Casa Milan,AC Milan's @SBNation blog. Your source for all the latest news and insight on your Rossoneri.,https://t.co/1HcoSIMS65,[],False,3312,328,93,Sat May 30 23:41:42 +0000 2015,8222,,,True,True,16289,,False,False,True,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/858975836598415361/6_Ib7dRp_normal.jpg,https://pbs.twimg.com/profile_images/858975836598415361/6_Ib7dRp_normal.jpg,E81C4F,000000,000000,000000,True,False,False,False,False,False,False,none,[],,,False,https://pbs.twimg.com/profile_banners/3304240078/1594167074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/1HcoSIMS65', 'expanded_url': 'http://acmilan.theoffside.com', 'display_url': 'acmilan.theoffside.com', 'indices': [0, 23]}]",,,,,,,,,,
Wed Mar 08 16:28:30 +0000 2023,1633504978806423552,1633504978806423552,"Picture Quiz: 

Can you name these sixteen players connected to both Nottingham Forest &amp; Tottenham Hotspur over the years? 

#NFFC #Forest #COYS #THFC 
https://t.co/1c44qC7XEV https://t.co/xccUfMkIXX",False,"[0, 179]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,28966660,28966660,Soccer Facts,Soccer_Stats,Earth,"Owner & Webmaster of @MyFootballFacts Premier League, FIFA World Cup, Football predictions, Football results,  Football quiz, Football stats, Football games",https://t.co/HSfCm8wPDe,[],False,6368,5069,121,Sun Apr 05 09:50:19 +0000 2009,85,,,False,False,95286,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1418519977355841539/AzovtKAZ_normal.png,https://pbs.twimg.com/profile_images/1418519977355841539/AzovtKAZ_normal.png,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,regular,[],,,False,https://pbs.twimg.com/profile_banners/28966660/1489985552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/HSfCm8wPDe', 'expanded_url': 'https://www.myfootballfacts.com', 'display_url': 'myfootballfacts.com', 'indices': [0, 23]}]",,,,,,,,,,
Wed Mar 08 16:27:58 +0000 2023,1633504842969935877,1633504842969935877,"Tottenham Hotspur v Nottingham Forest All-Time Match Records 1897-2023 ahead of Saturday's Premier League game at the New Spurs Stadium 

#COYS #THFC #NFFC #Forest 
https://t.co/1c44qC8vut https://t.co/HkE5ijsnNs",False,"[0, 188]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,28966660,28966660,Soccer Facts,Soccer_Stats,Earth,"Owner & Webmaster of @MyFootballFacts Premier League, FIFA World Cup, Football predictions, Football results,  Football quiz, Football stats, Football games",https://t.co/HSfCm8wPDe,[],False,6368,5069,121,Sun Apr 05 09:50:19 +0000 2009,85,,,False,False,95286,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1418519977355841539/AzovtKAZ_normal.png,https://pbs.twimg.com/profile_images/1418519977355841539/AzovtKAZ_normal.png,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,regular,[],,,False,https://pbs.twimg.com/profile_banners/28966660/1489985552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/HSfCm8wPDe', 'expanded_url': 'https://www.myfootballfacts.com', 'display_url': 'myfootballfacts.com', 'indices': [0, 23]}]",,,,,,,,,,
Wed Mar 08 16:26:18 +0000 2023,1633504424403378187,1633504424403378187,On route to Tottenham Hotspur Stadium COYS,False,"[0, 42]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,426805322,426805322,andrew hazeldine,andrewhazeldine,cheshire,spurs fan and Coach Driver at National Express,,[],False,91,246,1,Fri Dec 02 18:30:13 +0000 2011,10256,,,True,False,1243,,False,False,False,0099B9,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,False,http://pbs.twimg.com/profile_images/1374215972240953350/SKD4T5F1_normal.jpg,https://pbs.twimg.com/profile_images/1374215972240953350/SKD4T5F1_normal.jpg,0099B9,5ED4DC,95E8EC,3C3940,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:24:03 +0000 2023,1633503856825868288,1633503856825868288,"Tottenham Hotspur v Nottingham Forest Players' Combined Premier League Goals &amp; Assists Season 2022-23 ahead of Saturday's game at the New Spurs Stadium

#COYS #NFFC 
https://t.co/PcsCbdoSTF https://t.co/o6umPK0jHE",False,"[0, 193]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,28966660,28966660,Soccer Facts,Soccer_Stats,Earth,"Owner & Webmaster of @MyFootballFacts Premier League, FIFA World Cup, Football predictions, Football results,  Football quiz, Football stats, Football games",https://t.co/HSfCm8wPDe,[],False,6368,5069,121,Sun Apr 05 09:50:19 +0000 2009,85,,,False,False,95286,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1418519977355841539/AzovtKAZ_normal.png,https://pbs.twimg.com/profile_images/1418519977355841539/AzovtKAZ_normal.png,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,regular,[],,,False,https://pbs.twimg.com/profile_banners/28966660/1489985552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/HSfCm8wPDe', 'expanded_url': 'https://www.myfootballfacts.com', 'display_url': 'myfootballfacts.com', 'indices': [0, 23]}]",,,,,,,,,,
Wed Mar 08 16:21:57 +0000 2023,1633503329752961024,1633503329752961024,"𝐌𝐀𝐓𝐂𝐇𝐃𝐀𝐘! ⚪️🐓

A HUGE game up ahead in N17, COYS! 👊 

📆 8th March 2023 (20:00)
🖥 BT Sport
🏟 Tottenham Hotspur Stadium
🆚 AC Milan
🏆 UEFA Champions League RO16 2nd Leg

💭 Let us know your predictions below👇

#TOTACM #PL #THFC #SpursArmy https://t.co/EZwREVXSKx",False,"[0, 234]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,2,False,False,en,en,recent,1418602846916853762,1418602846916853762,Spurs Army,SpursArmyTweets,,"🧑‍💻 Fan-run #thfc page providing you with latest news, transfers + more • Collaboration w/ @SpursSongSheet. For enquiries, contact: SpursArmySocials@gmail.com",https://t.co/KZ5CO7HyR2,[],False,2274,410,16,Fri Jul 23 16:04:41 +0000 2021,18600,,,True,False,4144,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1594959096536600577/-92IXL3s_normal.jpg,https://pbs.twimg.com/profile_images/1594959096536600577/-92IXL3s_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,False,https://pbs.twimg.com/profile_banners/1418602846916853762/1675800405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/KZ5CO7HyR2', 'expanded_url': 'http://linktr.ee/Spurs.Army', 'display_url': 'linktr.ee/Spurs.Army', 'indices': [0, 23]}]",,,,,,,,,,
Wed Mar 08 16:19:05 +0000 2023,1633502606969413633,1633502606969413633,"Tottenham Hotspur v Nottingham Forest All-Time Premier League Match Records ahead of Saturday's game at the New Spurs Stadium 

Spurs Wins: 4
Draws: 1
Forest Wins: 6
Goals Scored: Spurs 13-15 Forest  

#COYS #NFFC 
https://t.co/OcA1M9a3bw https://t.co/9llur6KBxk",False,"[0, 238]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,28966660,28966660,Soccer Facts,Soccer_Stats,Earth,"Owner & Webmaster of @MyFootballFacts Premier League, FIFA World Cup, Football predictions, Football results,  Football quiz, Football stats, Football games",https://t.co/HSfCm8wPDe,[],False,6368,5069,121,Sun Apr 05 09:50:19 +0000 2009,85,,,False,False,95286,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1418519977355841539/AzovtKAZ_normal.png,https://pbs.twimg.com/profile_images/1418519977355841539/AzovtKAZ_normal.png,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,regular,[],,,False,https://pbs.twimg.com/profile_banners/28966660/1489985552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/HSfCm8wPDe', 'expanded_url': 'https://www.myfootballfacts.com', 'display_url': 'myfootballfacts.com', 'indices': [0, 23]}]",,,,,,,,,,
Wed Mar 08 16:18:11 +0000 2023,1633502383362789378,1633502383362789378,Mentally prepared to have my day ruined by the Tottenham Hotspur,False,"[0, 64]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,571521997,571521997,Blue Jays Memes,Bluejaysmemes,Adorabletown ,Paid verification. I am not a reliable source for anything. Wish I was more important than I actually am. Mostly (sub-par) Jays tweets. Alek Manoah’s bestie.,,[],False,7718,1215,119,Sat May 05 06:50:41 +0000 2012,59957,,,False,False,81096,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1352017264216834051/9h7-5eq2_normal.jpg,https://pbs.twimg.com/profile_images/1352017264216834051/9h7-5eq2_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,https://pbs.twimg.com/profile_banners/571521997/1647144587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:17:49 +0000 2023,1633502290911932417,1633502290911932417,Hi all I'm selling TOTTENHAM HOTSPUR vs AC MILAN tickets kindly DM me please #ucl #spurs,False,"[0, 88]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1050033456753909767,1050033456753909767,Legacy,young23449,,,,[],False,16,62,0,Wed Oct 10 14:40:59 +0000 2018,14,,,False,False,13,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1600929509154426905/6gTbDx7I_normal.jpg,https://pbs.twimg.com/profile_images/1600929509154426905/6gTbDx7I_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
