created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,user.entities.url.urls,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang
Wed Mar 08 16:22:35 +0000 2023,1633503488440422400,1633503488440422400,"Former Liverpool defender Jamie Carragher lauded Roberto De Zerbi for turning Brighton &amp; Hove Albion into a ‘top team’ competing with the likes of Arsenal and Manchester City. #BHAFC #MCFC #AFC 
https://t.co/MooKUelyP9",False,"[0, 222]","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",,,,,,,,,,False,1,0,False,False,False,en,en,recent,24897204,24897204,Sussex Express,sussex_express,Lewes,"The Sussex Express Newspaper, covering Lewes and Wealden Districts.",https://t.co/pcJjVPkBW6,[],False,9920,120,166,Tue Mar 17 15:23:23 +0000 2009,163,,,True,True,37924,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/930437401259991041/5YjjKmuc_normal.jpg,https://pbs.twimg.com/profile_images/930437401259991041/5YjjKmuc_normal.jpg,https://pbs.twimg.com/profile_banners/24897204/1604591632,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],"[{'url': 'https://t.co/pcJjVPkBW6', 'expanded_url': 'https://www.sussexexpress.co.uk/', 'display_url': 'sussexexpress.co.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:22:31 +0000 2023,1633503470358777856,1633503470358777856,Speculation continues to mount over his future with the Seagulls #BHAFC #MUFC #CFC #LFC #THFC #MCFC https://t.co/160H69fVY3,False,"[0, 123]","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,19837289,19837289,Shoreham Herald,Shoreham_Herald,"Shoreham-by-Sea, West Sussex",News from across Shoreham and the Adur district. Call 01903 230051 | Email: letters@shorehamherald.co.uk | https://t.co/7gds51XKCz,https://t.co/1MpZAVIWE3,"[{'url': 'https://t.co/7gds51XKCz', 'expanded_url': 'http://facebook.com/ShorehamHerald', 'display_url': 'facebook.com/ShorehamHerald', 'indices': [107, 130]}]",False,6179,399,135,Sat Jan 31 23:23:21 +0000 2009,64,,,True,True,38121,,False,False,False,25408F,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/930437121780932609/cI8yvMf2_normal.jpg,https://pbs.twimg.com/profile_images/930437121780932609/cI8yvMf2_normal.jpg,https://pbs.twimg.com/profile_banners/19837289/1644509340,25408F,0F0C6E,D4F7FC,333333,False,False,False,False,False,False,False,none,[],"[{'url': 'https://t.co/1MpZAVIWE3', 'expanded_url': 'https://www.shorehamherald.co.uk/', 'display_url': 'shorehamherald.co.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:22:28 +0000 2023,1633503461261340672,1633503461261340672,"Former Liverpool defender Jamie Carragher lauded Roberto De Zerbi for turning Brighton &amp; Hove Albion into a ‘top team’ competing with the likes of Arsenal and Manchester City. #BHAFC #MCFC #AFC 
https://t.co/LsQx85dF3Y",False,"[0, 222]","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",,,,,,,,,,False,1,0,False,False,False,en,en,recent,19837289,19837289,Shoreham Herald,Shoreham_Herald,"Shoreham-by-Sea, West Sussex",News from across Shoreham and the Adur district. Call 01903 230051 | Email: letters@shorehamherald.co.uk | https://t.co/7gds51XKCz,https://t.co/1MpZAVIWE3,"[{'url': 'https://t.co/7gds51XKCz', 'expanded_url': 'http://facebook.com/ShorehamHerald', 'display_url': 'facebook.com/ShorehamHerald', 'indices': [107, 130]}]",False,6179,399,135,Sat Jan 31 23:23:21 +0000 2009,64,,,True,True,38121,,False,False,False,25408F,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/930437121780932609/cI8yvMf2_normal.jpg,https://pbs.twimg.com/profile_images/930437121780932609/cI8yvMf2_normal.jpg,https://pbs.twimg.com/profile_banners/19837289/1644509340,25408F,0F0C6E,D4F7FC,333333,False,False,False,False,False,False,False,none,[],"[{'url': 'https://t.co/1MpZAVIWE3', 'expanded_url': 'https://www.shorehamherald.co.uk/', 'display_url': 'shorehamherald.co.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:22:20 +0000 2023,1633503425236434946,1633503425236434946,"Former Liverpool defender Jamie Carragher lauded Roberto De Zerbi for turning Brighton &amp; Hove Albion into a ‘top team’ competing with the likes of Arsenal and Manchester City. #BHAFC #MCFC #AFC 
https://t.co/3vQoA3SeXF",False,"[0, 222]","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",,,,,,,,,,False,1,0,False,False,False,en,en,recent,115671645,115671645,Rye Observer,RyeObs,"Rye, East Sussex","All the latest news, sport and features from Rye.",https://t.co/aEbB1jHUCk,[],False,3236,326,39,Fri Feb 19 14:07:58 +0000 2010,41,,,False,True,15691,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/930437668906897409/VV5CjMfc_normal.jpg,https://pbs.twimg.com/profile_images/930437668906897409/VV5CjMfc_normal.jpg,https://pbs.twimg.com/profile_banners/115671645/1604591554,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],"[{'url': 'https://t.co/aEbB1jHUCk', 'expanded_url': 'https://www.ryeandbattleobserver.co.uk/', 'display_url': 'ryeandbattleobserver.co.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:22:16 +0000 2023,1633503407578447872,1633503407578447872,Speculation continues to mount over his future with the Seagulls #BHAFC #MUFC #CFC #LFC #THFC #MCFC https://t.co/t8qZxKt5Z9,False,"[0, 123]","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,20585741,20585741,L'hampton Gazette,LhamptonGazette,"Littlehampton, West Sussex",News from across Littlehampton and the Arun district. Call 01903 230051 or email: letters@littlehamptongazette.co.uk |  https://t.co/tlzcpP4TEh…,https://t.co/SguMOk28vZ,"[{'url': 'https://t.co/tlzcpP4TEh', 'expanded_url': 'http://facebook.com/LittlehamptonG', 'display_url': 'facebook.com/LittlehamptonG', 'indices': [120, 143]}]",False,5214,345,88,Wed Feb 11 12:11:49 +0000 2009,83,,,False,True,37165,,False,False,False,25408F,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/930434130722123776/TaD1d0PM_normal.jpg,https://pbs.twimg.com/profile_images/930434130722123776/TaD1d0PM_normal.jpg,https://pbs.twimg.com/profile_banners/20585741/1644509252,25408F,3714DB,CCECFF,333333,False,False,False,False,False,False,False,none,[],"[{'url': 'https://t.co/SguMOk28vZ', 'expanded_url': 'https://www.littlehamptongazette.co.uk/', 'display_url': 'littlehamptongazette.co.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:22:13 +0000 2023,1633503398334193664,1633503398334193664,"Former Liverpool defender Jamie Carragher lauded Roberto De Zerbi for turning Brighton &amp; Hove Albion into a ‘top team’ competing with the likes of Arsenal and Manchester City. #BHAFC #MCFC #AFC 
https://t.co/vrNcVAEnFf",False,"[0, 222]","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",,,,,,,,,,False,1,1,False,False,False,en,en,recent,24894086,24894086,Mid Sussex Times,midsussex_times,"Haywards Heath, UK",Got a story? Send it to middy.news@jpimedia.co.uk,https://t.co/9fsDuDe6KN,[],False,8068,494,145,Tue Mar 17 15:03:01 +0000 2009,179,,,True,True,34468,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/930439841023774720/9NrfyI5g_normal.jpg,https://pbs.twimg.com/profile_images/930439841023774720/9NrfyI5g_normal.jpg,https://pbs.twimg.com/profile_banners/24894086/1644495310,000099,C0DEED,DDEEF6,333333,False,False,False,False,False,False,False,none,[],"[{'url': 'https://t.co/9fsDuDe6KN', 'expanded_url': 'https://www.sussexexpress.co.uk', 'display_url': 'sussexexpress.co.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:22:11 +0000 2023,1633503389555494912,1633503389555494912,Speculation continues to mount over his future with the Seagulls #BHAFC #MUFC #CFC #LFC #THFC #MCFC https://t.co/ynZCjLyD7v,False,"[0, 123]","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,551120553,551120553,Lancing Herald,LancingHerald,"Lancing, West Sussex",The latest news from Lancing and Sompting. Call 01903 230051 | Email: letters@https://t.co/PfALjdc4lP Read more at: https://t.co/PfALjdc4lP,https://t.co/G7wTj6WEH8,"[{'url': 'https://t.co/PfALjdc4lP', 'expanded_url': 'http://worthingherald.co.uk', 'display_url': 'worthingherald.co.uk', 'indices': [116, 139]}]",False,2942,264,35,Wed Apr 11 14:31:28 +0000 2012,22,,,False,False,11175,,False,False,False,25408F,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/930433637987872768/1IjCnbQZ_normal.jpg,https://pbs.twimg.com/profile_images/930433637987872768/1IjCnbQZ_normal.jpg,https://pbs.twimg.com/profile_banners/551120553/1644509385,2A42A3,C0DEED,DDEEF6,333333,False,False,False,False,False,False,False,none,[],"[{'url': 'https://t.co/G7wTj6WEH8', 'expanded_url': 'https://www.worthingherald.co.uk/', 'display_url': 'worthingherald.co.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:22:09 +0000 2023,1633503380256718848,1633503380256718848,"Former Liverpool defender Jamie Carragher lauded Roberto De Zerbi for turning Brighton &amp; Hove Albion into a ‘top team’ competing with the likes of Arsenal and Manchester City. #BHAFC #MCFC #AFC 
https://t.co/Ltb8zDxZx2",False,"[0, 222]","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",,,,,,,,,,False,1,0,False,False,False,en,en,recent,577293294,577293294,MidPetObserver,mid_pet_obs,"Capron House, Midhurst","The Midhurst and Petworth Observer is a local newspaper in West Sussex. If you have a story, call 07801 195419 or email midhurst@jpress.co.uk",https://t.co/ErUPZZfEZZ,[],False,2629,503,35,Fri May 11 15:09:23 +0000 2012,83,,,False,True,22452,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/930438728081920001/lWrKXvMH_normal.jpg,https://pbs.twimg.com/profile_images/930438728081920001/lWrKXvMH_normal.jpg,https://pbs.twimg.com/profile_banners/577293294/1644506344,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],"[{'url': 'https://t.co/ErUPZZfEZZ', 'expanded_url': 'https://www.sussexexpress.co.uk/', 'display_url': 'sussexexpress.co.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:22:05 +0000 2023,1633503362598723585,1633503362598723585,Speculation continues to mount over his future with the Seagulls #BHAFC #MUFC #CFC #LFC #THFC #MCFC https://t.co/oEktr8mV2p,False,"[0, 123]","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,13941562,13941562,Eastbourne Herald,Eastbournenews,"Eastbourne, East Sussex, UK.","News, views, sport and entertainment information for Eastbourne and surrounding areas. Powered by the real people behind the news.",https://t.co/NzwjbwP1HZ,[],False,15051,637,229,Mon Feb 25 14:28:48 +0000 2008,831,,,True,True,54466,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/798084655459291136/4tVJKvNF_normal.jpg,https://pbs.twimg.com/profile_images/798084655459291136/4tVJKvNF_normal.jpg,https://pbs.twimg.com/profile_banners/13941562/1644507869,F20505,FFFFFF,C7DAFF,333333,True,False,False,False,False,False,False,none,[],"[{'url': 'https://t.co/NzwjbwP1HZ', 'expanded_url': 'https://www.eastbourneherald.co.uk/', 'display_url': 'eastbourneherald.co.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:22:03 +0000 2023,1633503353228636160,1633503353228636160,"Former Liverpool defender Jamie Carragher lauded Roberto De Zerbi for turning Brighton &amp; Hove Albion into a ‘top team’ competing with the likes of Arsenal and Manchester City. #BHAFC #MCFC #AFC 
https://t.co/BwQfCmctRp",False,"[0, 222]","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",,,,,,,,,,False,1,0,False,False,False,en,en,recent,20585741,20585741,L'hampton Gazette,LhamptonGazette,"Littlehampton, West Sussex",News from across Littlehampton and the Arun district. Call 01903 230051 or email: letters@littlehamptongazette.co.uk |  https://t.co/tlzcpP4TEh…,https://t.co/SguMOk28vZ,"[{'url': 'https://t.co/tlzcpP4TEh', 'expanded_url': 'http://facebook.com/LittlehamptonG', 'display_url': 'facebook.com/LittlehamptonG', 'indices': [120, 143]}]",False,5214,345,88,Wed Feb 11 12:11:49 +0000 2009,83,,,False,True,37165,,False,False,False,25408F,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/930434130722123776/TaD1d0PM_normal.jpg,https://pbs.twimg.com/profile_images/930434130722123776/TaD1d0PM_normal.jpg,https://pbs.twimg.com/profile_banners/20585741/1644509252,25408F,3714DB,CCECFF,333333,False,False,False,False,False,False,False,none,[],"[{'url': 'https://t.co/SguMOk28vZ', 'expanded_url': 'https://www.littlehamptongazette.co.uk/', 'display_url': 'littlehamptongazette.co.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:21:58 +0000 2023,1633503335277019136,1633503335277019136,Speculation continues to mount over his future with the Seagulls #BHAFC #MUFC #CFC #LFC #THFC #MCFC https://t.co/R0Ih1PN7LL,False,"[0, 123]","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",,,,,,,,,,False,1,0,False,False,False,en,en,recent,301448464,301448464,Brighton and Hove Independent – The Brighton Indy,BrightonIndy,Brighton and Hove,"Serving Brighton and Hove, and Portslade",https://t.co/w7iIw61imN,[],False,15209,848,243,Thu May 19 13:54:48 +0000 2011,569,,,False,False,29149,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1524885377558929408/mJDRtlhV_normal.jpg,https://pbs.twimg.com/profile_images/1524885377558929408/mJDRtlhV_normal.jpg,https://pbs.twimg.com/profile_banners/301448464/1644506587,0084B4,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,[],"[{'url': 'https://t.co/w7iIw61imN', 'expanded_url': 'http://www.brightonandhoveindependent.co.uk/', 'display_url': 'brightonandhoveindependent.co.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:21:57 +0000 2023,1633503328146710528,1633503328146710528,"Former Liverpool defender Jamie Carragher lauded Roberto De Zerbi for turning Brighton &amp; Hove Albion into a ‘top team’ competing with the likes of Arsenal and Manchester City. #BHAFC #MCFC #AFC 
https://t.co/O8zUHzPw3s",False,"[0, 222]","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",,,,,,,,,,False,1,0,False,False,False,en,en,recent,551120553,551120553,Lancing Herald,LancingHerald,"Lancing, West Sussex",The latest news from Lancing and Sompting. Call 01903 230051 | Email: letters@https://t.co/PfALjdc4lP Read more at: https://t.co/PfALjdc4lP,https://t.co/G7wTj6WEH8,"[{'url': 'https://t.co/PfALjdc4lP', 'expanded_url': 'http://worthingherald.co.uk', 'display_url': 'worthingherald.co.uk', 'indices': [116, 139]}]",False,2942,264,35,Wed Apr 11 14:31:28 +0000 2012,22,,,False,False,11175,,False,False,False,25408F,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/930433637987872768/1IjCnbQZ_normal.jpg,https://pbs.twimg.com/profile_images/930433637987872768/1IjCnbQZ_normal.jpg,https://pbs.twimg.com/profile_banners/551120553/1644509385,2A42A3,C0DEED,DDEEF6,333333,False,False,False,False,False,False,False,none,[],"[{'url': 'https://t.co/G7wTj6WEH8', 'expanded_url': 'https://www.worthingherald.co.uk/', 'display_url': 'worthingherald.co.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:21:52 +0000 2023,1633503308089548801,1633503308089548801,"Former Liverpool defender Jamie Carragher lauded Roberto De Zerbi for turning Brighton &amp; Hove Albion into a ‘top team’ competing with the likes of Arsenal and Manchester City. #BHAFC #MCFC #AFC 
https://t.co/SHSfnlCKdg",False,"[0, 222]","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",,,,,,,,,,False,1,1,False,False,False,en,en,recent,61488231,61488231,Hastings Observer,HastingsObs,"Hastings, East Sussex","The latest news, sport and features from Hastings and St Leonards. 
Call 01424 854242 or email hastings.observer@jpress.co.uk.",https://t.co/ZcfBsr961d,[],False,12796,541,165,Thu Jul 30 13:34:16 +0000 2009,315,,,True,True,28071,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/930436913533739008/5dLEkGxG_normal.jpg,https://pbs.twimg.com/profile_images/930436913533739008/5dLEkGxG_normal.jpg,https://pbs.twimg.com/profile_banners/61488231/1653316835,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],"[{'url': 'https://t.co/ZcfBsr961d', 'expanded_url': 'https://www.hastingsobserver.co.uk/', 'display_url': 'hastingsobserver.co.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:21:45 +0000 2023,1633503281162113025,1633503281162113025,"Former Liverpool defender Jamie Carragher lauded Roberto De Zerbi for turning Brighton &amp; Hove Albion into a ‘top team’ competing with the likes of Arsenal and Manchester City. #BHAFC #MCFC #AFC 
https://t.co/6qRWFT3cuQ",False,"[0, 222]","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",,,,,,,,,,False,1,0,False,False,False,en,en,recent,13941562,13941562,Eastbourne Herald,Eastbournenews,"Eastbourne, East Sussex, UK.","News, views, sport and entertainment information for Eastbourne and surrounding areas. Powered by the real people behind the news.",https://t.co/NzwjbwP1HZ,[],False,15051,637,229,Mon Feb 25 14:28:48 +0000 2008,831,,,True,True,54466,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/798084655459291136/4tVJKvNF_normal.jpg,https://pbs.twimg.com/profile_images/798084655459291136/4tVJKvNF_normal.jpg,https://pbs.twimg.com/profile_banners/13941562/1644507869,F20505,FFFFFF,C7DAFF,333333,True,False,False,False,False,False,False,none,[],"[{'url': 'https://t.co/NzwjbwP1HZ', 'expanded_url': 'https://www.eastbourneherald.co.uk/', 'display_url': 'eastbourneherald.co.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:21:40 +0000 2023,1633503257485254662,1633503257485254662,"Former Liverpool defender Jamie Carragher lauded Roberto De Zerbi for turning Brighton &amp; Hove Albion into a ‘top team’ competing with the likes of Arsenal and Manchester City. #BHAFC #MCFC #AFC 
https://t.co/iY9Xj6B0y8",False,"[0, 222]","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,21390799,21390799,Crawley Observer,Crawley_Obby,Crawley,"Contact the newsdesk on crawleyobserver@jpimedia.co.uk 
Visit https://t.co/NcLShcauhg",https://t.co/AN3f7ButuR,"[{'url': 'https://t.co/NcLShcauhg', 'expanded_url': 'http://crawleyobserver.co.uk', 'display_url': 'crawleyobserver.co.uk', 'indices': [62, 85]}]",False,8542,686,138,Fri Feb 20 11:45:08 +0000 2009,656,,,True,True,38249,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/798084287862112256/nUV9houF_normal.jpg,https://pbs.twimg.com/profile_images/798084287862112256/nUV9houF_normal.jpg,https://pbs.twimg.com/profile_banners/21390799/1644506421,E81C4F,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,[],"[{'url': 'https://t.co/AN3f7ButuR', 'expanded_url': 'http://sussexexpress.co.uk', 'display_url': 'sussexexpress.co.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:21:35 +0000 2023,1633503236220153857,1633503236220153857,"Former Liverpool defender Jamie Carragher lauded Roberto De Zerbi for turning Brighton &amp; Hove Albion into a ‘top team’ competing with the likes of Arsenal and Manchester City. #BHAFC #MCFC #AFC 
https://t.co/nXOmDN8nmH",False,"[0, 222]","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,47297226,47297226,Chichester Observer,Chiobserver,"Chichester, West Sussex",Keep in touch with the news and life in and around Chichester.,https://t.co/Du6A3uLELI,[],False,13849,751,196,Mon Jun 15 09:15:36 +0000 2009,692,,,False,True,56339,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/930436714547597312/PbTfmJ2b_normal.jpg,https://pbs.twimg.com/profile_images/930436714547597312/PbTfmJ2b_normal.jpg,https://pbs.twimg.com/profile_banners/47297226/1644506177,0084B4,FFFFFF,92D6F6,333333,True,False,False,False,False,False,False,none,[],"[{'url': 'https://t.co/Du6A3uLELI', 'expanded_url': 'https://www.sussexexpress.co.uk/', 'display_url': 'sussexexpress.co.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
