created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,possibly_sensitive,user.entities.url.urls,user.profile_banner_url,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,geo.type,geo.coordinates,coordinates.type,coordinates.coordinates,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,quoted_status.user.entities.url.urls,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str
Wed Mar 08 16:22:51 +0000 2023,1633503557591736326,1633503557591736326,@showdeboy iStill dey wonder why #PaulOnuachu left the Belgian league 🇧🇪 for a relegating Southampton; and he’s still the leading goal scorer over there with massive points at the summit of their league 🫤,False,"[0, 204]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,291785067.0,291785067,showdeboy,,,,,False,0,0,False,False,en,en,recent,930033057033347072,930033057033347072,JaY PaPA😉,iFadiya455,Planet Earth,💯% Mancunian #ManchesterUnited 🔴🔱 #OneFunnyDude #Taurus_Family Previous Account Got Hacked @mr_fadiya #BurnaAddict,,[],False,605,423,1,Mon Nov 13 11:22:14 +0000 2017,1674,,,True,False,103042,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1352169547604893696/gk0o2oC6_normal.jpg,https://pbs.twimg.com/profile_images/1352169547604893696/gk0o2oC6_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,https://pbs.twimg.com/profile_banners/930033057033347072/1542955239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:21:45 +0000 2023,1633503280293888000,1633503280293888000,@UtdPlug To go again after Southampton game 😭😭😭,False,"[9, 47]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6334931289917112e+18,1633493128991711234,1599057055.0,1599057055,UtdPlug,,,,,False,0,0,False,False,en,en,recent,1569735858454147072,1569735858454147072,Alejandro Garnacho,agarnacho7__,"Manchester, England UK",#Glazzersout || @ManUtd delays in transfer || #BACKTHEMANAGER || We love ❤️ @ManUtd || @AlNassrFC || @AlNassrFC_EN,https://t.co/vnaTC76sOO,[],False,855,1063,0,Tue Sep 13 17:13:04 +0000 2022,8055,,,False,False,14613,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1631076534541754368/k6ZWtUPS_normal.jpg,https://pbs.twimg.com/profile_images/1631076534541754368/k6ZWtUPS_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,"[{'url': 'https://t.co/vnaTC76sOO', 'expanded_url': 'http://www.manutd.com', 'display_url': 'manutd.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/1569735858454147072/1673869946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:21:09 +0000 2023,1633503127650574336,1633503127650574336,@UtdPlug He’s back and warming up to go again against Southampton 😭😭😭,False,"[9, 69]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6334926701263667e+18,1633492670126366720,1599057055.0,1599057055,UtdPlug,,,,,False,0,1,False,False,en,en,recent,1569735858454147072,1569735858454147072,Alejandro Garnacho,agarnacho7__,"Manchester, England UK",#Glazzersout || @ManUtd delays in transfer || #BACKTHEMANAGER || We love ❤️ @ManUtd || @AlNassrFC || @AlNassrFC_EN,https://t.co/vnaTC76sOO,[],False,855,1063,0,Tue Sep 13 17:13:04 +0000 2022,8055,,,False,False,14613,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1631076534541754368/k6ZWtUPS_normal.jpg,https://pbs.twimg.com/profile_images/1631076534541754368/k6ZWtUPS_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,"[{'url': 'https://t.co/vnaTC76sOO', 'expanded_url': 'http://www.manutd.com', 'display_url': 'manutd.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/1569735858454147072/1673869946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:20:56 +0000 2023,1633503072445145089,1633503072445145089,@austyn_aimes @footballdaily @skysports_sheth I think Southampton have the youngest squad.,False,"[46, 90]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6324946494188667e+18,1632494649418866689,478846913.0,478846913,austyn_aimes,,,,,False,0,0,False,False,en,en,recent,1502155982461235201,1502155982461235201,Ananthakrishnan,gunner2396,,"Gunner for life. medico.
Arteta Stan from day 1
passion over glory.",,[],False,33,161,0,Fri Mar 11 05:34:41 +0000 2022,19711,,,True,False,383,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1574109393075204096/h-pylGcK_normal.jpg,https://pbs.twimg.com/profile_images/1574109393075204096/h-pylGcK_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,https://pbs.twimg.com/profile_banners/1502155982461235201/1663513018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:20:40 +0000 2023,1633503008720842752,1633503008720842752,"Manchester United v Southampton All-Time Premier League Match Records ahead of Sunday's game at Old Trafford 

United Wins: 29
Draws: 11
Saints Wins: 7
Goals Scored: United 99-52 Saints    

#MUFC #SaintsFC 
https://t.co/19Tb0WLxBc https://t.co/rrJrkKuTqa",False,"[0, 231]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,28966660,28966660,Soccer Facts,Soccer_Stats,Earth,"Owner & Webmaster of @MyFootballFacts Premier League, FIFA World Cup, Football predictions, Football results,  Football quiz, Football stats, Football games",https://t.co/HSfCm8wPDe,[],False,6368,5069,121,Sun Apr 05 09:50:19 +0000 2009,85,,,False,False,95286,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1418519977355841539/AzovtKAZ_normal.png,https://pbs.twimg.com/profile_images/1418519977355841539/AzovtKAZ_normal.png,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,regular,[],False,"[{'url': 'https://t.co/HSfCm8wPDe', 'expanded_url': 'https://www.myfootballfacts.com', 'display_url': 'myfootballfacts.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/28966660/1489985552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:20:39 +0000 2023,1633503001317875713,1633503001317875713,So 350 points needed to get Southampton away 🤯 So season ticket holders for 12 yrs + . Can’t wait to Watch 6 &amp; 7 yr old kids be in the away end on motd.  #THFC #COYS,False,"[0, 169]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1111055062867083264,1111055062867083264,FUCKTASY FOOTBALL ⚽️,CoulsdonTHFC,North stand 111,ITS ALL MAKE BELIEVE but the boy I once was hopes it’s real,,[],False,80,65,0,Wed Mar 27 23:59:04 +0000 2019,3022,,,False,False,15167,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1608600102095953920/BOSQyMZ__normal.jpg,https://pbs.twimg.com/profile_images/1608600102095953920/BOSQyMZ__normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,https://pbs.twimg.com/profile_banners/1111055062867083264/1640434689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:20:24 +0000 2023,1633502941532286979,1633502941532286979,"@colin_gull @officialgtfc @OPullar Well, at the end of the day, like I say: no complaints! Saw an epic Southampton clash in-person, hopefully I’ll see a mostly-reserve squad at Sutton to save us for the quarter final, and seeing the Mariners on BBC One playing live? Gonna be an incredible experience nonetheless!!",False,"[35, 314]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.633473425581785e+18,1633473425581785089,1601579040.0,1601579040,colin_gull,,,,,False,0,0,False,False,en,en,recent,14343780,14343780,Christopher Laishley,Kaldwen,"Here, There and Everywhere","Play-pretender and assistant to @SydneyAmee primarily responsible for IT, coffee/Subway orders & cancelling gym classes. I accept all forms of pizza as payment.",https://t.co/5zNRS7c0hS,[],False,507,423,5,Wed Apr 09 17:52:29 +0000 2008,5795,,,True,False,5035,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1445728904631791617/cWG3nqeH_normal.jpg,https://pbs.twimg.com/profile_images/1445728904631791617/cWG3nqeH_normal.jpg,19CF86,000000,000000,000000,False,True,False,False,False,False,False,none,[],,"[{'url': 'https://t.co/5zNRS7c0hS', 'expanded_url': 'http://www.spotlight.com/1414-3491-8425', 'display_url': 'spotlight.com/1414-3491-8425', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/14343780/1521396478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:20:04 +0000 2023,1633502856862138370,1633502856862138370,SEASONAL LAUNDRESS HAMPTONS https://t.co/54jj7MIVIb,False,"[0, 51]","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,88005533,88005533,Estatejobs.com,estatejobs,"Ojai, CA",http://t.co/vguy9nIbNs - #1 Job Board for Domestic Employment and Estate Jobs.,http://t.co/sbp0y0o4iR,"[{'url': 'http://t.co/vguy9nIbNs', 'expanded_url': 'http://Estatejobs.com', 'display_url': 'Estatejobs.com', 'indices': [0, 22]}]",False,1006,90,12,Fri Nov 06 18:49:17 +0000 2009,6,,,False,False,62558,,False,False,False,000000,http://abs.twimg.com/images/themes/theme6/bg.gif,https://abs.twimg.com/images/themes/theme6/bg.gif,False,http://pbs.twimg.com/profile_images/830130876486791168/vy4yabdv_normal.jpg,https://pbs.twimg.com/profile_images/830130876486791168/vy4yabdv_normal.jpg,3B94D9,000000,000000,000000,False,False,False,False,False,False,False,none,[],False,"[{'url': 'http://t.co/sbp0y0o4iR', 'expanded_url': 'http://estatejobs.com', 'display_url': 'estatejobs.com', 'indices': [0, 22]}]",https://pbs.twimg.com/profile_banners/88005533/1486753650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:19:50 +0000 2023,1633502798548541459,1633502798548541459,"@JoostDessing Sounds great - let me know if you want to chat, I’ve got a VR PhD looking at training decision making in passing as part of my Learning Lab collaboration with Southampton FC. Would be great to connect!",False,"[14, 215]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6334979797630198e+18,1633497979763019777,2317213267.0,2317213267,JoostDessing,,,,,False,0,0,False,False,en,en,recent,182747810,182747810,Andrew D Wilson,PsychScientists,"Leeds, UK",Ecological psychologist just trying to make psychology better at explaining us. I study the perceptual control of action and get cranky about politics. He/him,https://t.co/YJmodTaf3E,[],False,10374,2006,399,Wed Aug 25 09:02:44 +0000 2010,32527,,,True,False,115749,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1184077553910407168/sIbo06Hc_normal.jpg,https://pbs.twimg.com/profile_images/1184077553910407168/sIbo06Hc_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,"[{'url': 'https://t.co/YJmodTaf3E', 'expanded_url': 'http://psychsciencenotes.blogspot.com/', 'display_url': 'psychsciencenotes.blogspot.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/182747810/1415106707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:19:26 +0000 2023,1633502697054715904,1633502697054715904,"@eurofootcom English hype,. That's why English manager don't like going outside there comfort zone were the media always praise them even when they are every bad.

Comeback England, i know media will link you to Southampton, Everton or Westham",False,"[13, 243]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633496959964029e+18,1633496959964028928,9.725308609887887e+17,972530860988788736,eurofootcom,,,,,False,0,0,False,False,en,en,recent,1109895981250895874,1109895981250895874,Emma Boy,chuksemmaa,,"if you are good enough to say Goodbye...Life will reward You with a new Hello.

#manchesterunited ⚫🔴",,[],False,8,209,0,Sun Mar 24 19:13:17 +0000 2019,245,,,False,False,412,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1535597895050731520/_kX8FPp4_normal.jpg,https://pbs.twimg.com/profile_images/1535597895050731520/_kX8FPp4_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:19:06 +0000 2023,1633502611646160899,1633502611646160899,"I’m selling arsenal ticket below 👇 ticket 🎫 

Arsenal vs Southampton (HOME)🎫

Arsenal vs Crystal palace (HOME)🎫

Arsenal Vs Chelsea.           (HOME)🎫

Dm for details at cheaper rate🇬🇧
@Arsenal 
@premierleague",False,"[0, 209]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,310428330,310428330,Olivia Isla,Drie_Nzario,"Upper Basildon, England",Invest in your dream grind now and shine later 🏴󠁧󠁢󠁥󠁮󠁧󠁿,,[],False,829,73,0,Fri Jun 03 18:44:26 +0000 2011,12,,,False,False,266,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1619646205868343296/3cD4FVim_normal.jpg,https://pbs.twimg.com/profile_images/1619646205868343296/3cD4FVim_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,https://pbs.twimg.com/profile_banners/310428330/1674988751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:18:00 +0000 2023,1633502334541000704,1633502334541000704,"🚨 Manchester United’s fixtures before the international break:
Real Betis (H)
Southampton (H)
Real Betis (A)
Fulham (H)
#MUFC #GlorygloryManUnited #OldTrafford #ErikAtTheWheel #Carrington @ManUtd https://t.co/n1gJS4Wmye",False,"[0, 195]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,1514168972073185281,1514168972073185281,Micke Hjelm,micke_mh,,,,[],False,13,304,0,Wed Apr 13 09:10:35 +0000 2022,98,,,True,False,1815,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1549030220505780225/C8IxsPmA_normal.jpg,https://pbs.twimg.com/profile_images/1549030220505780225/C8IxsPmA_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,,https://pbs.twimg.com/profile_banners/1514168972073185281/1659125725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:18:00 +0000 2023,1633502333874184211,1633502333874184211,"@SteelyGtfc Yes you would have thought the crowd would be bouncing to welcome back the the lads after the terrific achievement at Southampton (Carlisle noted),  better atmosphere at Away games, strange?",False,"[12, 202]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633405131990483e+18,1633405131990482944,1.218837267051094e+18,1218837267051094017,SteelyGtfc,,,,,False,0,0,False,False,en,en,recent,1324707749737996290,1324707749737996290,Carl Rudd,carl_rudd,,Exiled Mariner living in Suffolk!,,[],False,70,44,0,Fri Nov 06 13:39:16 +0000 2020,17032,,,True,False,273,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1368581259757314049/OeFUNkPK_normal.jpg,https://pbs.twimg.com/profile_images/1368581259757314049/OeFUNkPK_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,https://pbs.twimg.com/profile_banners/1324707749737996290/1615130474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:17:46 +0000 2023,1633502276936515584,1633502276936515584,"Wishing our midfielder, Lauren Clark a speedy recovery after picking up a knee injury last Wednesday in our league game against Southampton Women.

Waiting for appointments and scans for the full extent of injury.

From everyone at the club 💙 https://t.co/IpXw5uIqgJ",False,"[0, 242]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,7,False,False,en,en,recent,1013964572,1013964572,Selsey Women FC,selseywfc,"Selsey, England","⚽️ First Team - @FAWNL 
⚽️ Development Team 
⚽️ Youth - Wildcats Thursday Evening's 5-6pm📍Selsey FC PO20 0QG 
#WeAreNational #FAWNL
#UpTheSeals🦭 #UTS🦭",,[],False,4583,772,59,Sat Dec 15 21:27:29 +0000 2012,11224,,,True,False,16065,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1572832225913180160/7B8pgKyY_normal.jpg,https://pbs.twimg.com/profile_images/1572832225913180160/7B8pgKyY_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],False,,https://pbs.twimg.com/profile_banners/1013964572/1664528643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:16:10 +0000 2023,1633501874962792448,1633501874962792448,"350 points for southampton away 😩 
Looking for 2 if anyone can’t go",False,"[0, 67]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,290023129,290023129,Robbo™,robbothfc,"Horsham, England",THFC Season ticket holder @tommyfleetwood1 @Max33Verstappen fan 💙miss my brother everyday💙 #mentalhealthmatters,,[],False,369,1277,6,Fri Apr 29 16:28:39 +0000 2011,2520,,,True,False,4069,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1619309462908542978/cZ3pr7fw_normal.jpg,https://pbs.twimg.com/profile_images/1619309462908542978/cZ3pr7fw_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,https://pbs.twimg.com/profile_banners/290023129/1672737458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:16:01 +0000 2023,1633501836719316992,1633501836719316992,"@LFC_EMP1R3 Asensio injury prone likely to ask for big wage better to avoid him and go for keito Nakamura.
We're not going to let go fabinho
Kelleher will fetch 30mil.
If Southampton goes down i would pick Bella kotchap cost less higher potential.
Kone ugarte Jude that would be great.",False,"[12, 285]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6334453527358996e+18,1633445352735899649,1.5806199473105183e+18,1580619947310518276,LFC_EMP1R3,,,,,False,0,0,False,False,en,en,recent,2360554101,2360554101,dillipkumar,bravedil,chennaii,Mechanical Engineer,,[],False,3,121,0,Sun Feb 23 10:38:44 +0000 2014,3354,,,False,False,2794,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1596569126524579840/RnTBNxEt_normal.jpg,https://pbs.twimg.com/profile_images/1596569126524579840/RnTBNxEt_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,https://pbs.twimg.com/profile_banners/2360554101/1533280563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:15:44 +0000 2023,1633501763956355073,1633501763956355073,@travelblogjamie @cunardline My first ever cruise was in 2009 QM2 Southampton to New York yes I got seasick and still do but it’s a small price to pay.,False,"[29, 151]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6333634638702428e+18,1633363463870242816,45353830.0,45353830,travelblogjamie,,,,,False,0,0,False,False,en,en,recent,19684890,19684890,Miranda🇬🇧🇺🇦,Miranda3926,"Sheffield, England",,,[],False,85,40,0,Wed Jan 28 23:50:43 +0000 2009,56727,,,True,False,2214,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1336746043237654529/li2BOysW_normal.jpg,https://pbs.twimg.com/profile_images/1336746043237654529/li2BOysW_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,https://pbs.twimg.com/profile_banners/19684890/1591371942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:15:31 +0000 2023,1633501710441406464,1633501710441406464,16:15 - Red Jet 4 is leaving Southampton,False,"[0, 40]","<a href=""http://stanford-clark.com"" rel=""nofollow"">MQTTweetjects</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,14142862,14142862,redjets,redjets,"Southampton, UK",Automated tweets from Red Funnel RedJets. Contact us @RF_Travel_News. By @andysc,http://t.co/NUHnSb2NR2,[],False,1869,3,28,Thu Mar 13 22:09:25 +0000 2008,0,,,False,False,460109,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/51748358/redject_normal.jpg,https://pbs.twimg.com/profile_images/51748358/redject_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,"[{'url': 'http://t.co/NUHnSb2NR2', 'expanded_url': 'http://redfunnel.co.uk', 'display_url': 'redfunnel.co.uk', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
