created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang
Wed Mar 08 13:52:26 +0000 2023,1633465700952965120,1633465700952965120,@Halcruttenden “Truly British values” doesn’t mean comparing anything you disagree with to the Nazis. And how do you know BBC staff support him? Most news staff I know are sick of an overpaid former Leicester City striker being able to express such partisan views to his 8 million followers tbh.,False,"[15, 295]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633453491287982e+18,1633453491287982080,90497345.0,90497345,Halcruttenden,,,,,False,0,0,False,False,,en,en,recent,14527544,14527544,Sarah Deech ☕️,londonette,London N8. Oxford towny roots.,Freelance journalist & media training after an astonishingly long time @ BBC News. “Hack with a heart”-Al Murray. @Beanstalkreads. Once made Alan Bennett laugh.,,,[],False,3897,1921,93,Fri Apr 25 15:09:18 +0000 2008,16269,,,False,False,23852,,False,False,False,4D0D22,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1632346797031948288/zOe1tVmz_normal.jpg,https://pbs.twimg.com/profile_images/1632346797031948288/zOe1tVmz_normal.jpg,https://pbs.twimg.com/profile_banners/14527544/1668467859,3A01DF,FFFFFF,28E0B2,070A09,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 13:51:00 +0000 2023,1633465340742221827,1633465340742221827,"The Blues enjoyed success in the Champions League last night. 
https://t.co/uZsPnAEO6p",False,"[0, 86]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,1,False,False,False,en,en,recent,1547971206,1547971206,LCFC Live,LiveLCFC,Leicester,"Leicester City news, views and transfer rumours brought to you by Leicestershire Live. Sign up for our newsletter below:",https://t.co/HxSKt71auR,"[{'url': 'https://t.co/HxSKt71auR', 'expanded_url': 'https://www.leicestermercury.co.uk/newsletter-preference-centre/', 'display_url': 'leicestermercury.co.uk/newsletter-pre…', 'indices': [0, 23]}]",[],False,22590,271,192,Wed Jun 26 11:40:32 +0000 2013,244,,,False,True,74331,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1560211871818518528/zarz7fa0_normal.jpg,https://pbs.twimg.com/profile_images/1560211871818518528/zarz7fa0_normal.jpg,https://pbs.twimg.com/profile_banners/1547971206/1621113199,1B95E0,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 13:50:28 +0000 2023,1633465208294510594,1633465208294510594,"@GaryLineker visit your City of Leicester. The deprived estates, the people that live in harmony in a multicultural City.  Ask them what they would like?  Ask them if they need financial help from the Gov.  Ask them if they feel 2nd rate.  then tell them you think they are Nazis.",False,"[0, 280]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,471287735.0,471287735,GaryLineker,,,,,False,1,0,False,False,,en,en,recent,1562460968810008577,1562460968810008577,Helen,Helen79053914,,"Veggie, animal rights, animal lover, makes nice cheesecake, No DMs please :)",,,[],False,80,69,0,Wed Aug 24 15:25:35 +0000 2022,13972,,,False,False,6696,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1608889610653900800/RKgFwt6t_normal.jpg,https://pbs.twimg.com/profile_images/1608889610653900800/RKgFwt6t_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 13:40:43 +0000 2023,1633462752709853189,1633462752709853189,@MeeshLcfc Wrong Leicester City did it 2017,False,"[11, 43]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633359235902849e+18,1633359235902849025,8.239673044552458e+17,823967304455245825,MeeshLcfc,,,,,False,0,0,False,False,,en,en,recent,851478427655917568,851478427655917568,Stephen Paul Wain,Stephenwa1n,,,,,[],False,8,73,0,Mon Apr 10 16:54:11 +0000 2017,510,,,False,False,376,,False,False,False,F5F8FA,,,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 13:40:37 +0000 2023,1633462729406046208,1633462729406046208,"OK, sorry but I don’t get it. Football presenter @GaryLineker has made his love for Leicester City very clear every week for a long time…. Why does he suddenly have to be impartial?",False,"[0, 181]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,1,False,False,,en,en,recent,333430794,333430794,Sam Hampson,SHampbolic,London,Social media influenza.,,,[],False,705,1636,15,Mon Jul 11 14:42:37 +0000 2011,18007,,,True,False,5734,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1600072386140946433/SeunPCRj_normal.jpg,https://pbs.twimg.com/profile_images/1600072386140946433/SeunPCRj_normal.jpg,https://pbs.twimg.com/profile_banners/333430794/1670322023,0084B4,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 13:39:03 +0000 2023,1633462333539250176,1633462333539250176,@emreadsthebooks @JoannaCannon hes a v good person; in our house we love him for his leicester city connections too,False,"[31, 115]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6334462103494574e+18,1633446210349457409,1.1014867512841503e+18,1101486751284150277,emreadsthebooks,,,,,False,0,0,False,False,,en,en,recent,1231578947252621312,1231578947252621312,Janice,JanoidLCFC,Cleethorpes,Human being with a punk attitude,,,[],False,599,482,1,Sun Feb 23 13:58:45 +0000 2020,176872,,,False,False,43529,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1231579549600747521/pnFusCAp_normal.jpg,https://pbs.twimg.com/profile_images/1231579549600747521/pnFusCAp_normal.jpg,https://pbs.twimg.com/profile_banners/1231578947252621312/1582466820,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 13:38:05 +0000 2023,1633462093113593861,1633462093113593861,"Questions answered on the revamp of the stadium site, striker transfers, Maddison's future, Rodgers' future, and summer finances. #LCFC https://t.co/pIDAwWE6Cm",False,"[0, 159]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1547971206,1547971206,LCFC Live,LiveLCFC,Leicester,"Leicester City news, views and transfer rumours brought to you by Leicestershire Live. Sign up for our newsletter below:",https://t.co/HxSKt71auR,"[{'url': 'https://t.co/HxSKt71auR', 'expanded_url': 'https://www.leicestermercury.co.uk/newsletter-preference-centre/', 'display_url': 'leicestermercury.co.uk/newsletter-pre…', 'indices': [0, 23]}]",[],False,22590,271,192,Wed Jun 26 11:40:32 +0000 2013,244,,,False,True,74331,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1560211871818518528/zarz7fa0_normal.jpg,https://pbs.twimg.com/profile_images/1560211871818518528/zarz7fa0_normal.jpg,https://pbs.twimg.com/profile_banners/1547971206/1621113199,1B95E0,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 13:37:03 +0000 2023,1633461833171603466,1633461833171603466,"TOM COLLOMOSSE: Leicester City are no longer the model club to follow after posting losses of nearly £100m... their finances have spiralled since 2021 and James Maddison will likely have to be sold to fund a squad rebuild
https://t.co/8Djk5H4Vkc",False,"[0, 245]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,981824804855611392,981824804855611392,SOYEKWO KENETH CHESANG♤☆,SOEKOCCESS,GURU 4RM KASEREM,MEDICAL CLINICIAN UPF HEALTH SERVICES |THE SERIAL HUNTER OF SUCCESS |BEAT BOX LOVER |@manutd | Da’s No Blueprint 4 Ma Persistence &Resilience| FIGHT COVID19 ◇,https://t.co/aGAPpElghX,"[{'url': 'https://t.co/aGAPpElghX', 'expanded_url': 'https://www.linkedin.com/in/soyekwo-keneth-chesang-418144a6', 'display_url': 'linkedin.com/in/soyekwo-ken…', 'indices': [0, 23]}]",[],False,426,2908,4,Thu Apr 05 09:24:09 +0000 2018,237087,,,True,False,78462,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1555992060540370944/A4licoKG_normal.jpg,https://pbs.twimg.com/profile_images/1555992060540370944/A4licoKG_normal.jpg,https://pbs.twimg.com/profile_banners/981824804855611392/1671241973,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 13:35:38 +0000 2023,1633461475024207873,1633461475024207873,"@TalkTHFC__ Who knows, completely impossible to tell which team turns up for each game! Can beat City and Chelsea, but lose to wolves &amp; Leicester",False,"[12, 149]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633444655223255e+18,1633444655223255041,1.4244485485323346e+18,1424448548532334597,TalkTHFC__,,,,,False,0,0,False,False,,en,en,recent,1518617294758363137,1518617294758363137,Buckers,sportbuckers27,"Charvil, England","@harlequins @spursofficial fan, dad of a severely autistic non verbal son. design & digital marketing specialist",,,[],False,19,347,0,Mon Apr 25 15:46:03 +0000 2022,2756,,,True,False,564,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1518617518784536583/sTLYcG83_normal.jpg,https://pbs.twimg.com/profile_images/1518617518784536583/sTLYcG83_normal.jpg,https://pbs.twimg.com/profile_banners/1518617294758363137/1668894691,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 13:34:06 +0000 2023,1633461090645336065,1633461090645336065,Jack Harrison transfer breakdown could lead to big Leicester City change against Chelsea #LeicesterMercury #LCFC #Foxes #LeicesterCity https://t.co/1oQvyVAo49,False,"[0, 158]","<a href=""https://socialbee.com/"" rel=""nofollow"">SocialBee</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,362211026,362211026,Leicester City Fans,FoxesNews,,"Latest Leicester City FC News, Views and Supporter Blogs! This is a Fan Page and NOT linked to Official Club. #Leicester #LCFC #Foxes #LeicesterCity #LEI",,,[],False,11960,2014,89,Fri Aug 26 01:15:48 +0000 2011,20,,,False,False,61716,,False,False,False,004798,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/919798882158002176/n9H9_gcU_normal.jpg,https://pbs.twimg.com/profile_images/919798882158002176/n9H9_gcU_normal.jpg,https://pbs.twimg.com/profile_banners/362211026/1483364256,004798,004798,FFFFFF,004798,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 13:33:19 +0000 2023,1633460890963185666,1633460890963185666,"@GaryLineker Leicester City, Spurs and Everton aside. I fully support you on this Gary. Keep shining a light on this despicable incumbency.",False,"[13, 139]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.63343252870178e+18,1633432528701779968,471287735.0,471287735,GaryLineker,,,,,False,0,0,False,False,,en,en,recent,912684376814686208,912684376814686208,Rich Kinsella 🏏⚽️ #WCCC #AVFC #BAFC,RichardKinsell8,"England, United Kingdom","A fool who works too often, plays less than should. My views are not my own. I’m indoctrinated by AVFC, BAFC and WCCC.",,,[],False,221,940,0,Tue Sep 26 14:24:47 +0000 2017,12873,,,True,False,11874,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1543486137913806848/lJ3JM6wv_normal.jpg,https://pbs.twimg.com/profile_images/1543486137913806848/lJ3JM6wv_normal.jpg,https://pbs.twimg.com/profile_banners/912684376814686208/1553426094,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 13:29:46 +0000 2023,1633459997362503683,1633459997362503683,Leicester City survival task clear as full Premier League relegation run-ins compared (Leicestershire Live) https://t.co/YBdPKwUsXj,False,"[0, 131]","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,65312766,65312766,Nottm Forest news,NottmForestNews,World Wide Web,"latest aggregated (& largely automated!) Nottingham Forest headlines, gossip & blogs curated by @zakig, a Tricky working in media monitoring #nffc",https://t.co/Zx61vzygFz,"[{'url': 'https://t.co/Zx61vzygFz', 'expanded_url': 'http://nottmforestnews.tumblr.com', 'display_url': 'nottmforestnews.tumblr.com', 'indices': [0, 23]}]",[],False,30841,572,198,Thu Aug 13 08:08:06 +0000 2009,68,,,False,False,137602,,False,False,False,B60000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/2375558178/711212jzawgl7vh2ok92_normal.jpeg,https://pbs.twimg.com/profile_images/2375558178/711212jzawgl7vh2ok92_normal.jpeg,https://pbs.twimg.com/profile_banners/65312766/1653980138,B60000,FFFFFF,FFFFFF,D41111,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 13:26:24 +0000 2023,1633459150012436480,1633459150012436480,@SpheraSports @FMSpain Leicester City,False,"[23, 37]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.63342224642005e+18,1633422246420049923,593588008.0,593588008,SpheraSports,,,,,False,0,0,False,False,,en,en,recent,1302886162328154112,1302886162328154112,Jamie Coles,JamietheColes,Barcelona,"Journalist | Translator | Press Officer | Researcher -- Current work: @FCBarcelona, @BaxCompany, IRIS, #MoreThanEqual, @XTRIALlive --all views my own",https://t.co/pJ7GSw5Dxq,"[{'url': 'https://t.co/pJ7GSw5Dxq', 'expanded_url': 'https://linktr.ee/21For21', 'display_url': 'linktr.ee/21For21', 'indices': [0, 23]}]",[],False,441,853,5,Mon Sep 07 08:27:30 +0000 2020,13848,,,True,False,6321,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1310976192133160960/ournDu0I_normal.jpg,https://pbs.twimg.com/profile_images/1310976192133160960/ournDu0I_normal.jpg,https://pbs.twimg.com/profile_banners/1302886162328154112/1601396020,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 13:26:00 +0000 2023,1633459051014021120,1633459051014021120,Exclusive transfer info: Leicester pursue Arsenal’s ‘upset’ Reiss Nelson #Foxes #LCFC #LeicesterCity https://t.co/jnEkv9dNQy,False,"[0, 124]","<a href=""https://socialbee.com/"" rel=""nofollow"">SocialBee</a>",,,,,,,,,,False,0,1,False,False,False,en,en,recent,362211026,362211026,Leicester City Fans,FoxesNews,,"Latest Leicester City FC News, Views and Supporter Blogs! This is a Fan Page and NOT linked to Official Club. #Leicester #LCFC #Foxes #LeicesterCity #LEI",,,[],False,11960,2014,89,Fri Aug 26 01:15:48 +0000 2011,20,,,False,False,61716,,False,False,False,004798,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/919798882158002176/n9H9_gcU_normal.jpg,https://pbs.twimg.com/profile_images/919798882158002176/n9H9_gcU_normal.jpg,https://pbs.twimg.com/profile_banners/362211026/1483364256,004798,004798,FFFFFF,004798,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 13:19:13 +0000 2023,1633457345048051712,1633457345048051712,"I know Gary Lineker is a Leicester City supporter, but I'm 100% behind  his right to speak truth to our appalling government.",False,"[0, 125]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,1,7,False,False,,en,en,recent,470456007,470456007,Peter Hutchinson#PE 🇪🇺🇬🇧🇮🇪🇫🇷,PeterHutchinso5,,Fier d'être un citoyen européen!,,,[],False,1844,2915,36,Sat Jan 21 19:45:22 +0000 2012,68923,,,True,False,80243,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1163419662199267334/KuRtIts5_normal.jpg,https://pbs.twimg.com/profile_images/1163419662199267334/KuRtIts5_normal.jpg,https://pbs.twimg.com/profile_banners/470456007/1532101323,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],2289ea7a116814d5,https://api.twitter.com/1.1/geo/id/2289ea7a116814d5.json,city,Grantham,"Grantham, England",GB,United Kingdom,[],Polygon,"[[[-0.676088, 52.894633], [-0.600855, 52.894633], [-0.600855, 52.933375], [-0.676088, 52.933375]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 13:15:50 +0000 2023,1633456491339317249,1633456491339317249,"Exclusive Leicester transfer info via @Ekremkonur 🗣

Arsenal winger Reiss Nelson is upset by limited opportunities, but is in conversation with #AFC while #LCFC and other clubs monitor 🗞

https://t.co/QbySD2UvzF",False,"[0, 211]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,1,4,False,False,False,en,en,recent,755921834529333248,755921834529333248,Foxes of Leicester,FoxesofLCFC,"Leicester, England","The ULTIMATE location for Leicester City news, views, humour, loads of analysis and insight, plus the occasional transfer rumour @FanSided 🦊 #LCFC",https://t.co/GFVKfjj43E,"[{'url': 'https://t.co/GFVKfjj43E', 'expanded_url': 'http://foxesofleicester.com', 'display_url': 'foxesofleicester.com', 'indices': [0, 23]}]",[],False,12245,369,87,Thu Jul 21 00:26:24 +0000 2016,10578,,,True,True,21146,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/755922216047345664/p5LvoGKZ_normal.jpg,https://pbs.twimg.com/profile_images/755922216047345664/p5LvoGKZ_normal.jpg,https://pbs.twimg.com/profile_banners/755921834529333248/1656594671,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 13:12:00 +0000 2023,1633455527895130112,1633455527895130112,"Hi @carolinebarker, I'm studying MA in Television Journalism at City, University of London. I was hoping to get your views on the Women’s Tottenham Hotspur v Leicester City game on Wednesday 15th March. Is it possible to do a quick zoom interview with you this week? Thank you!",False,"[0, 277]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,1349351727204593666,1349351727204593666,Scarlett McCabe-Abel,smccabeabel,,"MA Television Journalism @CityUniLondon | Freelancer @itvnews (Network), @itvtonight and @itvonassignment at @itn | Work Placement at Turquoise TV",,,[],False,105,735,0,Wed Jan 13 13:45:08 +0000 2021,199,,,False,False,51,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1606645020349587456/ObGmRKV-_normal.jpg,https://pbs.twimg.com/profile_images/1606645020349587456/ObGmRKV-_normal.jpg,https://pbs.twimg.com/profile_banners/1349351727204593666/1610545666,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 13:10:53 +0000 2023,1633455246897709056,1633455246897709056,"Hi @_CSK9, I'm studying MA in Television Journalism at City, University of London. I was hoping to get your views on the Women’s Tottenham Hotspur v Leicester City game on Wednesday 15th March. Is it possible to do a quick zoom interview with you this week? Thank you!",False,"[0, 268]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,1349351727204593666,1349351727204593666,Scarlett McCabe-Abel,smccabeabel,,"MA Television Journalism @CityUniLondon | Freelancer @itvnews (Network), @itvtonight and @itvonassignment at @itn | Work Placement at Turquoise TV",,,[],False,105,735,0,Wed Jan 13 13:45:08 +0000 2021,199,,,False,False,51,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1606645020349587456/ObGmRKV-_normal.jpg,https://pbs.twimg.com/profile_images/1606645020349587456/ObGmRKV-_normal.jpg,https://pbs.twimg.com/profile_banners/1349351727204593666/1610545666,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 13:10:21 +0000 2023,1633455113539928064,1633455113539928064,"Hi @lynseyhooper, I'm studying MA in Television Journalism at City, University of London. I was hoping to get your views on the Women’s Tottenham Hotspur v Leicester City game on Wednesday 15th March. Is it possible to do a quick zoom interview with you this week? Thank you!",False,"[0, 275]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,1349351727204593666,1349351727204593666,Scarlett McCabe-Abel,smccabeabel,,"MA Television Journalism @CityUniLondon | Freelancer @itvnews (Network), @itvtonight and @itvonassignment at @itn | Work Placement at Turquoise TV",,,[],False,105,735,0,Wed Jan 13 13:45:08 +0000 2021,199,,,False,False,51,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1606645020349587456/ObGmRKV-_normal.jpg,https://pbs.twimg.com/profile_images/1606645020349587456/ObGmRKV-_normal.jpg,https://pbs.twimg.com/profile_banners/1349351727204593666/1610545666,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
