created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,quoted_status.user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
Wed Mar 08 14:58:14 +0000 2023,1633482260585299969,1633482260585299969,@Llekamania_ Lol the fact that City and United are in the same place but Leeds fans don't even count city. It was okay for K Phillips to go to city and not united because no one cares about city,False,"[13, 194]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633384339089027e+18,1633384339089027072,1.2312755059802358e+18,1231275505980235776,Llekamania_,,,,,False,1,1,False,False,,en,en,recent,1500728488181088257,1500728488181088257,Ndivhuho...,Ndivhuho___,"Pretoria, South Africa","Depressed @ManUtd fan 😭, Happy @Sundowns fan 😁.  Graduated at some university and now in some Audit firm..",,,[],False,129,343,0,Mon Mar 07 07:02:20 +0000 2022,3090,,,False,False,784,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1622834945583464448/ex--bogv_normal.jpg,https://pbs.twimg.com/profile_images/1622834945583464448/ex--bogv_normal.jpg,https://pbs.twimg.com/profile_banners/1500728488181088257/1659885233,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:57:15 +0000 2023,1633482013716905985,1633482013716905985,'Doubts have arisen' - Pundit claims Leeds ace now mooted to be axed from national team #MOT #LeedsUnited #LUFC https://t.co/UiqFT2Gs67,False,"[0, 135]","<a href=""https://socialbee.com/"" rel=""nofollow"">SocialBee</a>",,,,,,,,,,False,1,0,False,False,False,en,en,recent,357334408,357334408,Leeds United Fans,LeedsNewsOnly,,Leeds United Football Club News & Blogs! Fan Page NOT linked to Official Club #WeAreLeeds #Leeds #LeedsUtd #LeedsLeedsLeeds #LeedsUnited #LUFC #MOT,,,[],False,6249,1761,56,Thu Aug 18 06:09:17 +0000 2011,25,,,False,False,80685,,False,False,False,F5ED06,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/920155009752317953/6wCeYPyb_normal.jpg,https://pbs.twimg.com/profile_images/920155009752317953/6wCeYPyb_normal.jpg,https://pbs.twimg.com/profile_banners/357334408/1418773924,0D3FD7,0D3FD7,FFFFFF,0D3FD7,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:54:50 +0000 2023,1633481407505874944,1633481407505874944,@Lungile_Matsuma Number 2 is not make sure my sister 🤔Let’s say Man United vs. Leeds,False,"[17, 84]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633372912899031e+18,1633372912899031040,8.236380001564426e+17,823638000156442625,Lungile_Matsuma,,,,,False,0,0,False,False,,en,en,recent,553983021,553983021,K-Roxx,RoxxGotHeat,South Africa,YEEEAAAH BOY 💎,https://t.co/VD60Z9qiEU,"[{'url': 'https://t.co/VD60Z9qiEU', 'expanded_url': 'https://bfan.link/YouAreGold', 'display_url': 'bfan.link/YouAreGold', 'indices': [0, 23]}]",[],False,1056,935,0,Sat Apr 14 23:06:47 +0000 2012,2716,,,True,False,21442,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1626998665213620226/8yi3oOfI_normal.jpg,https://pbs.twimg.com/profile_images/1626998665213620226/8yi3oOfI_normal.jpg,https://pbs.twimg.com/profile_banners/553983021/1677591035,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:49:28 +0000 2023,1633480056671444995,1633480056671444995,'Doubts have arisen' - Pundit claims #Leeds ace now mooted to be axed from national team https://t.co/NuyqRqnYQR,False,"[0, 112]","<a href=""https://www.google.com"" rel=""nofollow"">Sgt Wilkos 1919</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1141436762197245952,1141436762197245952,Sgt Wilkos 1919,sgtwilkos1919,,Sgt Wilkos 1919 💙💛 All things #LUFC. Unique Leeds Utd clothing #MOT #ALAW #LeedsUnited,https://t.co/FpuhO3arqw,"[{'url': 'https://t.co/FpuhO3arqw', 'expanded_url': 'https://sgtwilkos1919.bigcartel.com/', 'display_url': 'sgtwilkos1919.bigcartel.com', 'indices': [0, 23]}]",[],False,1040,1547,3,Wed Jun 19 20:05:05 +0000 2019,1600,,,False,False,44111,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1141440828595986435/oEv3RTfn_normal.jpg,https://pbs.twimg.com/profile_images/1141440828595986435/oEv3RTfn_normal.jpg,https://pbs.twimg.com/profile_banners/1141436762197245952/1560975676,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:45:12 +0000 2023,1633478980903792640,1633478980903792640,"Have you got your ticket yet for tonight's Leeds United Mega Bundle? 💙💛🤍

As well as the star prize - Squad Signed &amp; Framed 2022/23 Leeds Utd Shirt 🤯 - there were NINETEEN Instant Win prizes up for grab in this one! 🏆

#tyleradams #lufc #alaw #mot #leedsunited #leedsutd https://t.co/0KER6GGPBR",False,"[0, 274]","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1182596564893745157,1182596564893745157,Football Prizes,football_prizes,,Football Prizes is the only online competition company giving football fans access to the biggest games and best merchandise the beautiful game has to offer!,https://t.co/PAQyNIuRaC,"[{'url': 'https://t.co/PAQyNIuRaC', 'expanded_url': 'http://www.footballprizes.co.uk', 'display_url': 'footballprizes.co.uk', 'indices': [0, 23]}]",[],False,2195,286,0,Fri Oct 11 09:59:38 +0000 2019,564,,,False,False,5548,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1195296945692139521/rqhU6HfV_normal.jpg,https://pbs.twimg.com/profile_images/1195296945692139521/rqhU6HfV_normal.jpg,https://pbs.twimg.com/profile_banners/1182596564893745157/1631181336,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:43:43 +0000 2023,1633478607216558080,1633478607216558080,Uplifting news for Willy Gnonto emerges amid #Leeds United dip in form https://t.co/MShFHrZ3ED,False,"[0, 94]","<a href=""https://www.google.com"" rel=""nofollow"">Sgt Wilkos 1919</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1141436762197245952,1141436762197245952,Sgt Wilkos 1919,sgtwilkos1919,,Sgt Wilkos 1919 💙💛 All things #LUFC. Unique Leeds Utd clothing #MOT #ALAW #LeedsUnited,https://t.co/FpuhO3arqw,"[{'url': 'https://t.co/FpuhO3arqw', 'expanded_url': 'https://sgtwilkos1919.bigcartel.com/', 'display_url': 'sgtwilkos1919.bigcartel.com', 'indices': [0, 23]}]",[],False,1040,1547,3,Wed Jun 19 20:05:05 +0000 2019,1600,,,False,False,44111,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1141440828595986435/oEv3RTfn_normal.jpg,https://pbs.twimg.com/profile_images/1141440828595986435/oEv3RTfn_normal.jpg,https://pbs.twimg.com/profile_banners/1141436762197245952/1560975676,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:41:56 +0000 2023,1633478159944351745,1633478159944351745,"i’m not saying chelsea are back yet, the dortmund win was impressive and there were glimpses against leeds, but we need to compete with the premier league big boys to even consider us being “back”, the likes of your united’s, liverpool’s, city’s, we have to compete with…",False,"[0, 271]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6334781570544271e+18,1633478157054427136,1.1334804120833147e+18,1133480412083314688,JackDalgleish2,,,,,False,0,0,False,False,,en,en,recent,1133480412083314688,1133480412083314688,Jack Dalgleish,JackDalgleish2,"England, United Kingdom",still getting to grips how to use this,,,[],False,5,70,0,Tue May 28 21:09:24 +0000 2019,180,,,True,False,78,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1618196786455220226/_gX8YEiK_normal.jpg,https://pbs.twimg.com/profile_images/1618196786455220226/_gX8YEiK_normal.jpg,https://pbs.twimg.com/profile_banners/1133480412083314688/1660585319,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:39:26 +0000 2023,1633477530312224773,1633477530312224773,"Ian Wright brilliant chip over are former keeper John Lukic 

🗓️ 1995 October 14,
🆚 Leeds United 3-0
🏆 #PremierLeague 
🏟️ Elland Road https://t.co/g24B8ghLFo",False,"[0, 133]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6334775274854195e+18,1633477527485419522,1.3877570811224596e+18,1387757081122459649,4949Undefeted,,,,,False,0,6,False,False,False,en,en,recent,1387757081122459649,1387757081122459649,Arsenal History From Highbury To The Emirates,4949Undefeted,"Highbury, London N5","📲 Follow for Everything #Arsenal Old/New 
 🚨 Positive Content 
 ❤️ Sharing My Love For The Club
 🌟 Allinson Clarke Dixon Helder Hillier Limpar Seaman Selley",,,[],False,9892,386,62,Thu Apr 29 13:14:24 +0000 2021,20530,,,False,False,8220,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1529496274097082375/4-BeLyDq_normal.jpg,https://pbs.twimg.com/profile_images/1529496274097082375/4-BeLyDq_normal.jpg,https://pbs.twimg.com/profile_banners/1387757081122459649/1653379630,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:33:45 +0000 2023,1633476099177938951,1633476099177938951,To what extent has #Chelsea boss Graham #Potter relieved the pressure on himself with back-to-back wins over Leeds United and Borussia Dortmund?👇 https://t.co/jx6zKOaGdJ,False,"[0, 145]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,1,False,False,False,en,en,recent,1543476636,1543476636,Sporticos,SporticosCom,"Warsaw, PL","Football Today: Legal football live streams, news, transfers, stats, betting tips, fan content, and much more from the world of football!⚽",https://t.co/V7XxdchSR5,"[{'url': 'https://t.co/V7XxdchSR5', 'expanded_url': 'http://www.sporticos.com', 'display_url': 'sporticos.com', 'indices': [0, 23]}]",[],False,4531,1037,54,Mon Jun 24 15:19:00 +0000 2013,4714,,,False,False,8065,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/802080552681697280/FiAud4oO_normal.jpg,https://pbs.twimg.com/profile_images/802080552681697280/FiAud4oO_normal.jpg,https://pbs.twimg.com/profile_banners/1543476636/1603726069,4A913C,000000,000000,000000,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:33:33 +0000 2023,1633476047952805889,1633476047952805889,Roberto De Zerbi sends Javi Gracia Brighton team selection hint amid goalkeeper debate https://t.co/kR1wuDvmmW,False,"[0, 110]","<a href=""https://www.google.com"" rel=""nofollow"">Sgt Wilkos 1919</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1141436762197245952,1141436762197245952,Sgt Wilkos 1919,sgtwilkos1919,,Sgt Wilkos 1919 💙💛 All things #LUFC. Unique Leeds Utd clothing #MOT #ALAW #LeedsUnited,https://t.co/FpuhO3arqw,"[{'url': 'https://t.co/FpuhO3arqw', 'expanded_url': 'https://sgtwilkos1919.bigcartel.com/', 'display_url': 'sgtwilkos1919.bigcartel.com', 'indices': [0, 23]}]",[],False,1040,1547,3,Wed Jun 19 20:05:05 +0000 2019,1600,,,False,False,44111,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1141440828595986435/oEv3RTfn_normal.jpg,https://pbs.twimg.com/profile_images/1141440828595986435/oEv3RTfn_normal.jpg,https://pbs.twimg.com/profile_banners/1141436762197245952/1560975676,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:31:31 +0000 2023,1633475539850633216,1633475539850633216,@Bret_Sears United Kingdom.   Leeds West Yorkshire.,False,"[12, 51]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6222948359053066e+18,1622294835905306624,363710590.0,363710590,Bret_Sears,,,,,False,0,0,False,False,,en,en,recent,21281355,21281355,Issy,sil1564,ENGLAND WEST YORKSHIRE,,,,[],False,12,80,0,Thu Feb 19 07:28:20 +0000 2009,114,,,False,False,135,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/691645620709408768/7suUumSu_normal.jpg,https://pbs.twimg.com/profile_images/691645620709408768/7suUumSu_normal.jpg,https://pbs.twimg.com/profile_banners/21281355/1453736382,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:30:28 +0000 2023,1633475273822810112,1633475273822810112,Patrick Bamford may face more time on #Leeds United's sidelines without Javi Gracia's Watford… https://t.co/gJzftaxvKo,False,"[0, 118]","<a href=""https://www.google.com"" rel=""nofollow"">Sgt Wilkos 1919</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1141436762197245952,1141436762197245952,Sgt Wilkos 1919,sgtwilkos1919,,Sgt Wilkos 1919 💙💛 All things #LUFC. Unique Leeds Utd clothing #MOT #ALAW #LeedsUnited,https://t.co/FpuhO3arqw,"[{'url': 'https://t.co/FpuhO3arqw', 'expanded_url': 'https://sgtwilkos1919.bigcartel.com/', 'display_url': 'sgtwilkos1919.bigcartel.com', 'indices': [0, 23]}]",[],False,1040,1547,3,Wed Jun 19 20:05:05 +0000 2019,1600,,,False,False,44111,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1141440828595986435/oEv3RTfn_normal.jpg,https://pbs.twimg.com/profile_images/1141440828595986435/oEv3RTfn_normal.jpg,https://pbs.twimg.com/profile_banners/1141436762197245952/1560975676,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:30:00 +0000 2023,1633475158253137921,1633475158253137921,"to win new contract as pundit offers ‘not ready’ verdict on striker

https://t.co/ghXXPCM7I3

#football #footballtickets #footballgame #footballnews #PremierLeague #footballclub #footballteam #footballfans #LeedsUnited #contracts",False,"[0, 229]","<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,486635155,486635155,ticket4football.com,ticket4futball,"Murcia, Spain","Ticket4Football offers fans affordable #Soccer #Tickets like #Premiership Tickets, #FaCup Tickets, #ChampionsLeague Tickets, #Scottish #Football Tickets.",https://t.co/f1vHUW6YXl,"[{'url': 'https://t.co/f1vHUW6YXl', 'expanded_url': 'http://www.ticket4football.com/', 'display_url': 'ticket4football.com', 'indices': [0, 23]}]",[],False,913,2191,5,Wed Feb 08 14:07:50 +0000 2012,421,,,True,False,1047,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1062692432960196614/uu0ZIs0N_normal.jpg,https://pbs.twimg.com/profile_images/1062692432960196614/uu0ZIs0N_normal.jpg,https://pbs.twimg.com/profile_banners/486635155/1668086511,19CF86,000000,000000,000000,False,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:30:00 +0000 2023,1633475157057753088,1633475157057753088,"Brighton manager Roberto De Zerbi has claimed that goalkeeper Jason Steele 'deserves' a run of Premier League games | #LUFC 
https://t.co/TAyJjNoYxy",False,"[0, 148]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,1,0,False,False,False,en,en,recent,917724321585467395,917724321585467395,Leeds United Live,liveleedsunited,"Leeds, England","Leeds United Football Club news from Leeds Live. 
We're on Facebook: https://t.co/I1dzdR6p87
Get our newsletter from https://t.co/jmPTiOw1Q5",https://t.co/9YrDi0VzQR,"[{'url': 'https://t.co/9YrDi0VzQR', 'expanded_url': 'http://www.leeds-live.co.uk/sport/leeds-united/', 'display_url': 'leeds-live.co.uk/sport/leeds-un…', 'indices': [0, 23]}]","[{'url': 'https://t.co/I1dzdR6p87', 'expanded_url': 'http://facebook.com/LeedsUtdLive', 'display_url': 'facebook.com/LeedsUtdLive', 'indices': [69, 92]}, {'url': 'https://t.co/jmPTiOw1Q5', 'expanded_url': 'http://bit.ly/3lveGq5', 'display_url': 'bit.ly/3lveGq5', 'indices': [117, 140]}]",False,18869,310,176,Tue Oct 10 12:11:43 +0000 2017,229,,,True,True,62138,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1504431325759119369/qT40Jtlx_normal.jpg,https://pbs.twimg.com/profile_images/1504431325759119369/qT40Jtlx_normal.jpg,https://pbs.twimg.com/profile_banners/917724321585467395/1647519354,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:30:00 +0000 2023,1633475155530743810,1633475155530743810,"3️⃣  things spotted in #bhafc training

https://t.co/uI5WCU67A4",False,"[0, 63]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1265697181920628738,1265697181920628738,BHAFC Live,BHAFC_Live,,"All the latest Brighton & Hove Albion FC news, views, pictures and videos from Sussex Live.",https://t.co/8IOfviCKJm,"[{'url': 'https://t.co/8IOfviCKJm', 'expanded_url': 'https://www.sussexlive.co.uk/newsletter-preference-centre/', 'display_url': 'sussexlive.co.uk/newsletter-pre…', 'indices': [0, 23]}]",[],False,910,181,24,Wed May 27 17:34:56 +0000 2020,72,,,False,True,10755,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1268203997699149826/8NeEsVs6_normal.jpg,https://pbs.twimg.com/profile_images/1268203997699149826/8NeEsVs6_normal.jpg,https://pbs.twimg.com/profile_banners/1265697181920628738/1591198506,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:25:00 +0000 2023,1633473897377955842,1633473897377955842,"Leeds United leaves supporters furious at club increasing season ticket prices - https://t.co/WaQA8N5vkP

#stockportcounty #barrowafc #bcafc #cufc #colu #lofc #stags #ncafc #ntfc #rafc #wearesalford #stfc #trfc #saddlers #pools #gills #crewealex #afcw #drfc #gtfc #stevenagefc",False,"[0, 276]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,289521921,289521921,Fan Banter,fan_banter,United Kingdom,"Fan reaction to football news, videos, funnies and more from the Premier League, EFL and Non League Football Fan Banter

Over 1,500,000 Monthly Users",https://t.co/i1em3bPyvN,"[{'url': 'https://t.co/i1em3bPyvN', 'expanded_url': 'http://fanbanter.co.uk', 'display_url': 'fanbanter.co.uk', 'indices': [0, 23]}]",[],False,12912,727,56,Thu Apr 28 20:02:34 +0000 2011,20240,,,False,False,95054,,False,False,False,FF0000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1017518616990961664/JiEyzn3F_normal.jpg,https://pbs.twimg.com/profile_images/1017518616990961664/JiEyzn3F_normal.jpg,https://pbs.twimg.com/profile_banners/289521921/1560543533,E81C4F,000000,999999,333333,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:22:48 +0000 2023,1633473345575436289,1633473345575436289,"I’m selling tickets for Wolves Vs Leeds United on Saturday 18th March,we really anticipated this game but it’s so unfortunate we can’t make it to watch the game, anyone interested please message me. #wolvesfc #wwfc #wolvesvsleeds #WOLVERHAMPTON.",False,"[0, 245]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,241225085,241225085,MichaelWwfc,michael_wwfc,"London, England",landscaping |\ Photography |#WWFC,,,[],False,508,154,0,Fri Jan 21 19:19:08 +0000 2011,400,,,False,False,630,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1630328331206787073/lESUJJWx_normal.jpg,https://pbs.twimg.com/profile_images/1630328331206787073/lESUJJWx_normal.jpg,https://pbs.twimg.com/profile_banners/241225085/1676967340,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:20:00 +0000 2023,1633472638759870466,1633472638759870466,"Leeds United leaves fans furious at club increasing season ticket prices - https://t.co/WaQA8N63an

#pufc #dcfc #dcfcfans #barnsleyfc #pvfc #ecfc #bristolrovers #utg #asfc #bwfc #bafc #camutd #cafc #ctfc #ftfc #itfc #imps #mkdons #oufc #pafc #pompey #swfc #salop #chairboys #swans",False,"[0, 280]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,1,False,False,False,en,en,recent,289521921,289521921,Fan Banter,fan_banter,United Kingdom,"Fan reaction to football news, videos, funnies and more from the Premier League, EFL and Non League Football Fan Banter

Over 1,500,000 Monthly Users",https://t.co/i1em3bPyvN,"[{'url': 'https://t.co/i1em3bPyvN', 'expanded_url': 'http://fanbanter.co.uk', 'display_url': 'fanbanter.co.uk', 'indices': [0, 23]}]",[],False,12912,727,56,Thu Apr 28 20:02:34 +0000 2011,20240,,,False,False,95054,,False,False,False,FF0000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1017518616990961664/JiEyzn3F_normal.jpg,https://pbs.twimg.com/profile_images/1017518616990961664/JiEyzn3F_normal.jpg,https://pbs.twimg.com/profile_banners/289521921/1560543533,E81C4F,000000,999999,333333,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
