created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,quoted_status_id,quoted_status_id_str,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id
Sun Mar 05 22:05:40 +0000 2023,1632502666575134721,1632502666575134721,"George Bello in Arminia Bielefeld's 3-3 draw v. Eintracht Braunschweig
Played: 90'
Passing: 18/22
Chances Created: 5 ⭐
Dribbles: 4/8 ⭐
Recoveries: 6 ⭐
Duels: 11/16 ⭐
Fouled: 4

Played as a CM, had the most chances, dribbles, tackles (3), fouled, and duels
#WeAreTheA #ATLUTD",False,"[0, 274]","<a href=""https://twitter.com"" rel=""nofollow"">TweetDeck Web App</a>",,,,,,,,,,False,,,1,22,False,False,,en,en,recent,1222331660492005376,1222331660492005376,Atlanta United VIPs,ATLUTD_VIPs,"Atlanta, Georgia","Celebrating the Very Important People of ATLUTD's history. They made the team what they are today. Spread the love of ⚽
-Feel free to reach out via DM or email.",https://t.co/vQEJllxLG5,"[{'url': 'https://t.co/vQEJllxLG5', 'expanded_url': 'https://linktr.ee/atlutd_vips', 'display_url': 'linktr.ee/atlutd_vips', 'indices': [0, 23]}]",[],False,411,263,2,Wed Jan 29 01:32:54 +0000 2020,719,,,False,False,6043,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1399397716854251527/GLYHU2aT_normal.jpg,https://pbs.twimg.com/profile_images/1399397716854251527/GLYHU2aT_normal.jpg,https://pbs.twimg.com/profile_banners/1222331660492005376/1582837484,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 19:40:34 +0000 2023,1632466151698579457,1632466151698579457,"@RichardMortime2 

Volki's birthday mom wanna have a match review - talk  about

The Mighty Darts
Spurs
Arminia Bielefeld 
and United

😎 https://t.co/ql7D48Kc1h",False,"[0, 136]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,499096209.0,499096209,RichardMortime2,,,,,False,,,0,1,False,False,False,en,en,recent,1301034424818163712,1301034424818163712,Wechselsachen,Fohlenvolki,BItown,"☮

Bilder - Mixer",,,[],False,614,591,4,Wed Sep 02 05:49:38 +0000 2020,17868,,,False,False,64731,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1629236468152401921/PVRfzv1r_normal.jpg,https://pbs.twimg.com/profile_images/1629236468152401921/PVRfzv1r_normal.jpg,https://pbs.twimg.com/profile_banners/1301034424818163712/1678061201,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 16:40:41 +0000 2023,1632420881996578818,1632420881996578818,"🇩🇪 2. Bundesliga

Theo Corbeanu was an unused sub for Arminia Bielefeld in a 3-3 draw this morning against Eintracht Braunschweig.

#CanMNT | #CanucksAbroad https://t.co/N6JC6kw5mV",False,"[0, 156]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,True,1.632386080472195e+18,1632386080472195075,0,0,False,False,False,en,en,recent,109318851,109318851,Canucks Abroad,Canucks_Abroad,Canada 🇨🇦,"Following the fortunes of Canadian soccer players abroad, @CA_AtHome + @CA_AtSchool — also run the @CA_SoccerChat! 📧: canucksabroadsoccer@gmail.com | DMs open",https://t.co/fDo8TbwRUV,"[{'url': 'https://t.co/fDo8TbwRUV', 'expanded_url': 'http://linktr.ee/CanucksAbroad', 'display_url': 'linktr.ee/CanucksAbroad', 'indices': [0, 23]}]",[],False,8521,2544,139,Thu Jan 28 17:25:57 +0000 2010,12088,,,True,False,92500,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1626327921055899649/BDs7dzja_normal.jpg,https://pbs.twimg.com/profile_images/1626327921055899649/BDs7dzja_normal.jpg,https://pbs.twimg.com/profile_banners/109318851/1676581778,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,[],Sun Mar 05 14:22:24 +0000 2023,1.632386080472195e+18,1632386080472195075,"Schluss. 3:3.
#EBSDSC https://t.co/5eC3fZN6Fx",False,"[0, 21]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,85852009.0,85852009,DSC Arminia Bielefeld,arminia,"Bielefeld, Ostwestfalen",Der offizielle Twitter-Kanal des ostwestfälischen Bundesliga-Rekordaufsteigers! 🖤🤍💙 International channel: @arminia_int 🌍 #immerdabei,https://t.co/gEr8iEmsNE,"[{'url': 'https://t.co/gEr8iEmsNE', 'expanded_url': 'https://www.arminia.de/', 'display_url': 'arminia.de', 'indices': [0, 23]}]",[],False,96357.0,304.0,790.0,Wed Oct 28 16:19:49 +0000 2009,2700.0,,,True,True,44807.0,,False,False,False,005193,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,True,http://pbs.twimg.com/profile_images/1409605397292400642/NMVJNbsA_normal.png,https://pbs.twimg.com/profile_images/1409605397292400642/NMVJNbsA_normal.png,https://pbs.twimg.com/profile_banners/85852009/1658246396,005193,FFFFFF,A0C5C7,1C52D9,True,True,False,False,False,False,False,none,[],,,,,False,3.0,123.0,False,False,False,de,,,,,,,,,,,
Sun Mar 05 15:12:34 +0000 2023,1632398703687348224,1632398703687348224,"Sunday, 05032023 13:30CET #Braunschweig 3-3 #ArminiaBielefeld #GameResults https://t.co/9Oq3s319PZ",False,"[0, 98]","<a href=""http://www.footballresults247.com/"" rel=""nofollow"">Football Results</a>",,,,,,,,,,False,,,0,0,False,False,False,en,en,recent,467837216,467837216,Footballresults,Footballresult3,Web,"Football results today, football results yesterday, league standings, league statistics. Be informed.",http://t.co/09OuqQumwd,"[{'url': 'http://t.co/09OuqQumwd', 'expanded_url': 'http://www.footballresults247.com/', 'display_url': 'footballresults247.com', 'indices': [0, 22]}]",[],False,1280,31,179,Wed Jan 18 22:13:42 +0000 2012,0,,,False,False,469419,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1764967682/twitter_football_results_normal.jpg,https://pbs.twimg.com/profile_images/1764967682/twitter_football_results_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 15:03:42 +0000 2023,1632396475773730816,1632396475773730816,@fiago7 he'll be an Arminia Bielefeld bench warmer in two years https://t.co/8z42FhUNkK,False,"[8, 63]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6323961728527114e+18,1632396172852711430,1.2695741964657295e+18,1269574196465729538,fiago7,,,,,False,,,0,0,False,False,False,en,en,recent,1596840460135407620,1596840460135407620,petro,_catgirlpetro,,,,,[],False,231,1175,0,Sun Nov 27 12:17:04 +0000 2022,28526,,,True,False,2963,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1630981901199474706/8VjvJSLq_normal.jpg,https://pbs.twimg.com/profile_images/1630981901199474706/8VjvJSLq_normal.jpg,https://pbs.twimg.com/profile_banners/1596840460135407620/1674300890,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 14:26:36 +0000 2023,1632387139194458114,1632387139194458114,"@arminia_int This team needs to do better. If we can’t beat the teams around us, how are Bielefeld meant to stay up?",False,"[13, 116]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6323864689571062e+18,1632386468957106177,1.3207761804763546e+18,1320776180476354561,arminia_int,,,,,False,,,0,0,False,False,,en,en,recent,1122354003893870595,1122354003893870595,"The Unaccomplished Writer, BLM 🏳️‍🌈",TheUnaccomplis1,,"//Writing Commissions open// https://t.co/39rhBBqafa 30, male. He/Him. Loves video games, DnD, reading, writing, and furry stuff.",https://t.co/PFXLUNetwQ,"[{'url': 'https://t.co/PFXLUNetwQ', 'expanded_url': 'https://archiveofourown.org/users/TheUnaccomplishedWriter', 'display_url': 'archiveofourown.org/users/TheUnacc…', 'indices': [0, 23]}]","[{'url': 'https://t.co/39rhBBqafa', 'expanded_url': 'http://ko-fi.com/theunaccomplishedwriter/commissions', 'display_url': 'ko-fi.com/theunaccomplis…', 'indices': [29, 52]}]",False,150,1136,2,Sun Apr 28 04:17:01 +0000 2019,69463,,,False,False,11288,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1472424200636088342/6FDlI3O4_normal.jpg,https://pbs.twimg.com/profile_images/1472424200636088342/6FDlI3O4_normal.jpg,https://pbs.twimg.com/profile_banners/1122354003893870595/1587743862,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 14:24:34 +0000 2023,1632386626751012869,1632386626751012869,"📊 Impressive performance by George Bello at LWB today for Arminia Bielefeld 👏👏👏

8.2 FotMob Rating
77% Passing
5 chances created (most in match)
4 successful dribbles (most in match)
3 tackles won (most in match)
6 recoveries 
11 ground duels won (most in match) https://t.co/9cUvZ5ozls",False,"[0, 262]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,,,10,209,False,False,False,en,en,recent,1475860158307831820,1475860158307831820,🇺🇸 USMNT vs Haters,USMNTvsHaters,,"Yanks🇺🇸 vs Haters🤬 All things USMNT, USYNT, American expats + MLSers, dual nats, prospects 👊 Weekly #TOTW ⭐️ Country over club ⚽",,,[],False,4241,351,70,Tue Dec 28 16:04:34 +0000 2021,6737,,,False,False,4873,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1475860310712008704/8_Fh16sA_normal.jpg,https://pbs.twimg.com/profile_images/1475860310712008704/8_Fh16sA_normal.jpg,https://pbs.twimg.com/profile_banners/1475860158307831820/1674361472,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 14:23:37 +0000 2023,1632386387117846529,1632386387117846529,"Eintracht Braunschweig - Arminia Bielefeld
📺 Watch all the videos of this match here:
https://t.co/jgXuQXOdgQ
#SofaScore #EBS #ARM",False,"[0, 130]","<a href=""https://goals.zone"" rel=""nofollow"">goals__zone</a>",,,,,,,,,,False,,,0,0,False,False,False,en,en,recent,1576286998066765827,1576286998066765827,goals.zone,goals__zone,,,,,[],False,3059,17,17,Sat Oct 01 19:04:46 +0000 2022,0,,,False,False,13631,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1576287458349793282/ivy9wcCI_normal.jpg,https://pbs.twimg.com/profile_images/1576287458349793282/ivy9wcCI_normal.jpg,https://pbs.twimg.com/profile_banners/1576286998066765827/1664652398,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 14:12:28 +0000 2023,1632383580939730944,1632383580939730944,Lay_High_PI Braunschweig v Arminia Bielefeld/Over/Under 6.5 Goals starting at 12:30 UK time. I have a LAY bet on Over 6.5 Goals at 3.4,False,"[0, 134]","<a href=""https://www.bfbotmanager.com"" rel=""nofollow"">Bf Bot Manager</a>",,,,,,,,,,False,,,0,0,False,False,,en,en,recent,1344000349254922241,1344000349254922241,Lay2Lambo,Lay2Lambo,,"Follow me in this crazy goal #lambo
Tips based on predictive betting models",,,[],False,4,0,0,Tue Dec 29 19:20:35 +0000 2020,0,,,False,False,385,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1344000911862063112/HAiKAXZo_normal.jpg,https://pbs.twimg.com/profile_images/1344000911862063112/HAiKAXZo_normal.jpg,https://pbs.twimg.com/profile_banners/1344000349254922241/1609363822,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 14:08:49 +0000 2023,1632382660029952002,1632382660029952002,"🇩🇪 2. Bundesliga

Theo Corbeanu is on the bench for Arminia Bielefeld this morning against Eintracht Braunschweig.

#CanMNT | #CanucksAbroad https://t.co/I9OKKC791y",False,"[0, 140]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,True,1.63234264145818e+18,1632342641458180098,0,3,False,False,False,en,en,recent,109318851,109318851,Canucks Abroad,Canucks_Abroad,Canada 🇨🇦,"Following the fortunes of Canadian soccer players abroad, @CA_AtHome + @CA_AtSchool — also run the @CA_SoccerChat! 📧: canucksabroadsoccer@gmail.com | DMs open",https://t.co/fDo8TbwRUV,"[{'url': 'https://t.co/fDo8TbwRUV', 'expanded_url': 'http://linktr.ee/CanucksAbroad', 'display_url': 'linktr.ee/CanucksAbroad', 'indices': [0, 23]}]",[],False,8521,2544,139,Thu Jan 28 17:25:57 +0000 2010,12088,,,True,False,92500,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1626327921055899649/BDs7dzja_normal.jpg,https://pbs.twimg.com/profile_images/1626327921055899649/BDs7dzja_normal.jpg,https://pbs.twimg.com/profile_banners/109318851/1676581778,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,[],Sun Mar 05 11:29:47 +0000 2023,1.63234264145818e+18,1632342641458180098,"Das ist unsere Mannschaft für #EBSDSC 🔥 
#immerdabei https://t.co/w2n33p2juu",False,"[0, 52]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,85852009.0,85852009,DSC Arminia Bielefeld,arminia,"Bielefeld, Ostwestfalen",Der offizielle Twitter-Kanal des ostwestfälischen Bundesliga-Rekordaufsteigers! 🖤🤍💙 International channel: @arminia_int 🌍 #immerdabei,https://t.co/gEr8iEmsNE,"[{'url': 'https://t.co/gEr8iEmsNE', 'expanded_url': 'https://www.arminia.de/', 'display_url': 'arminia.de', 'indices': [0, 23]}]",[],False,96357.0,304.0,790.0,Wed Oct 28 16:19:49 +0000 2009,2700.0,,,True,True,44807.0,,False,False,False,005193,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,True,http://pbs.twimg.com/profile_images/1409605397292400642/NMVJNbsA_normal.png,https://pbs.twimg.com/profile_images/1409605397292400642/NMVJNbsA_normal.png,https://pbs.twimg.com/profile_banners/85852009/1658246396,005193,FFFFFF,A0C5C7,1C52D9,True,True,False,False,False,False,False,none,[],,,,,False,2.0,74.0,False,False,False,de,,,,,,,,,,,
Sun Mar 05 14:01:15 +0000 2023,1632380757124472832,1632380757124472832,arminia bielefeld https://t.co/cvm8dO1QIy,False,"[0, 17]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,True,1.5167657982488904e+18,1516765798248890375,0,0,False,False,False,en,en,recent,456824542,456824542,tim,1905Tim,stadion alm,"4800 | 1312 | 1905 
he/him",,,[],False,349,496,3,Fri Jan 06 18:12:18 +0000 2012,37582,,,False,False,10545,,False,False,True,642D8B,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1102150942210826240/EqqBk1Ko_normal.jpg,https://pbs.twimg.com/profile_images/1102150942210826240/EqqBk1Ko_normal.jpg,https://pbs.twimg.com/profile_banners/456824542/1638903456,000000,000000,DDEEF6,333333,True,True,False,False,False,False,False,none,[],Wed Apr 20 13:08:41 +0000 2022,1.5167657982488904e+18,1516765798248890375,arminia für immer meine favorite drama-queen 🖤🤍💙,False,"[0, 48]",en,recent,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,456824542.0,456824542,tim,1905Tim,stadion alm,"4800 | 1312 | 1905 
he/him",,,[],False,349.0,496.0,3.0,Fri Jan 06 18:12:18 +0000 2012,37582.0,,,False,False,10545.0,,False,False,True,642D8B,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1102150942210826240/EqqBk1Ko_normal.jpg,https://pbs.twimg.com/profile_images/1102150942210826240/EqqBk1Ko_normal.jpg,https://pbs.twimg.com/profile_banners/456824542/1638903456,000000,000000,DDEEF6,333333,True,True,False,False,False,False,False,none,[],,,,,False,1.0,17.0,False,False,,de,,,,,,,,,,,
Sun Mar 05 12:56:06 +0000 2023,1632364363792236544,1632364363792236544,"If anyone wants some prime 2.Bundesliga, there has been 4 goals in the first 22minutes in #EBSDSC (Braunschweig 1-3 Arminia Bielefeld)",False,"[0, 134]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,,,0,6,False,False,,en,en,recent,15148343,15148343,Jasmine,_jasminebaba,Germany,"Scouting, Recruitment & Tactical Analysis in Men’s Professional ⚽️ clubs in 🇩🇪🇦🇹🇹🇷 incl UEFA CL & EL | Marrying @_maximilianhahn | 🇹🇿🇨🇾🏳️‍🌈 |",https://t.co/a2fJla8gCd,"[{'url': 'https://t.co/a2fJla8gCd', 'expanded_url': 'https://jasminebaba92.medium.com/', 'display_url': 'jasminebaba92.medium.com', 'indices': [0, 23]}]",[],False,14812,287,181,Tue Jun 17 17:55:32 +0000 2008,90973,,,True,False,2830,,False,False,False,FFF9EB,http://abs.twimg.com/images/themes/theme3/bg.gif,https://abs.twimg.com/images/themes/theme3/bg.gif,True,http://pbs.twimg.com/profile_images/1560195318976757760/LIdKsZsX_normal.jpg,https://pbs.twimg.com/profile_images/1560195318976757760/LIdKsZsX_normal.jpg,https://pbs.twimg.com/profile_banners/15148343/1628095751,C92626,FFFFFF,212422,AD68ED,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 12:26:58 +0000 2023,1632357032043900929,1632357032043900929,ARMINIA BIELEFELD,False,"[0, 17]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,,,0,1,False,False,,en,en,recent,874314079976009731,874314079976009731,Justin,hardywob,Nordrhein-Westfalen (OWL),"23 ||| VfL Wolfsburg | Boston Celtics | Green Bay Packers | Groundhopping |
Nazis raus.",https://t.co/D71FhUuJyk,"[{'url': 'https://t.co/D71FhUuJyk', 'expanded_url': 'https://youtu.be/d1YBv2mWll0', 'display_url': 'youtu.be/d1YBv2mWll0', 'indices': [0, 23]}]",[],False,568,224,4,Mon Jun 12 17:14:55 +0000 2017,104464,,,False,False,46953,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1582719171636379651/bzHeqHBP_normal.jpg,https://pbs.twimg.com/profile_images/1582719171636379651/bzHeqHBP_normal.jpg,https://pbs.twimg.com/profile_banners/874314079976009731/1652551315,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 04:36:07 +0000 2023,1632238538581499906,1632238538581499906,"@MLS_Buzz He has a lot more than 143 Bundesliga appearances. He has 143 for Schalke alone, also played for Nurnberg and Arminia Bielefeld",False,"[10, 137]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6322302473817293e+18,1632230247381729280,1.0689969552238346e+18,1068996955223834624,MLS_Buzz,,,,,False,,,0,39,False,False,,en,en,recent,1239817843962601473,1239817843962601473,🇷🇴,TheUtd_way,,Romans 1:16 @manutd @timbersfc @trailblazers @politehnicat,,,[],False,176,771,0,Tue Mar 17 07:36:34 +0000 2020,173671,,,False,False,2236,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1532231207328526336/tmzSWWsg_normal.jpg,https://pbs.twimg.com/profile_images/1532231207328526336/tmzSWWsg_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sat Mar 04 10:49:32 +0000 2023,1631970123945836546,1631970123945836546,@floodlight97a Arminia Bielefeld,False,"[15, 32]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6319697466597294e+18,1631969746659729409,1.3627860141426237e+18,1362786014142623751,floodlight97a,,,,,False,,,0,2,False,False,,en,en,recent,1498824785287127042,1498824785287127042,Arminia-Freunde Emsland,dsc_freunde_EL,,"Der womöglich kleinste offizielle Arminia-Fanclub
🖤🤍💙 Gegenmeinungen jederzeit per DM 🥸
Nein zur AfD 🚫 Nein Zu Red Bull 🚫",,,[],False,150,123,1,Wed Mar 02 00:57:42 +0000 2022,12123,,,False,False,3874,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1625273250241564673/OlpEqP8A_normal.jpg,https://pbs.twimg.com/profile_images/1625273250241564673/OlpEqP8A_normal.jpg,https://pbs.twimg.com/profile_banners/1498824785287127042/1646183180,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Mar 03 18:01:30 +0000 2023,1631716442566533126,1631716442566533126,@AnyaFofinha Paderborn ou Arminia Bielefeld,False,"[13, 43]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6317080986151813e+18,1631708098615181318,1.3980383366027715e+18,1398038336602771456,AnyaFofinha,,,,,False,,,0,2,False,False,,en,en,recent,1397215325087748102,1397215325087748102,Central do Paderborn,CentralDoPader,,"Segue, curte e compartilha!  (https://t.co/v6MEAO0RJi)",,,"[{'url': 'https://t.co/v6MEAO0RJi', 'expanded_url': 'http://www.tiktok.com/@centraldopaderborn', 'display_url': 'tiktok.com/@centraldopade…', 'indices': [30, 53]}]",False,244,215,0,Tue May 25 15:37:56 +0000 2021,91,,,False,False,907,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1628812361514602498/nrfqMhAy_normal.jpg,https://pbs.twimg.com/profile_images/1628812361514602498/nrfqMhAy_normal.jpg,https://pbs.twimg.com/profile_banners/1397215325087748102/1635116934,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
