created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,quoted_status_id,quoted_status_id_str,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,user.entities.url.urls,quoted_status.user.entities.url.urls
Tue Mar 07 22:18:07 +0000 2023,1633230575480848385,1633230575480848385,Bellingham when asked to play against any team better than Hoffenheim https://t.co/qLmA4aSR5m,False,"[0, 69]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,,,0,2,False,False,False,en,en,recent,1548348319914610689,1548348319914610689,FLOD,flodthewise,"Barcelona, Spain",🇪🇸🇩🇿 • W football opinions,https://t.co/xkZPsXj7PU,[],False,277,414,0,Sat Jul 16 16:46:38 +0000 2022,3462,,,False,False,1263,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1607997184376541184/QmBimXHM_normal.jpg,https://pbs.twimg.com/profile_images/1607997184376541184/QmBimXHM_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/xkZPsXj7PU', 'expanded_url': 'http://instagram.com/fcbmeme', 'display_url': 'instagram.com/fcbmeme', 'indices': [0, 23]}]",
Tue Mar 07 22:09:04 +0000 2023,1633228295079710722,1633228295079710722,"Hope ulot watched Bellingham closely. Game passed him by. Once AGAIN quality levels went up from Hoffenheim away &amp; all of sudden there's no Bellingham overhype 🤷🏽‍♂️

They tried to nail me to the cross for showing them the truth before their eyes caught up.

#TheTruthLivesHere 🤷🏽‍♂️",False,"[0, 287]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,,,7,65,False,False,,en,en,recent,1326461074988802048,1326461074988802048,Pundit Jay,pundit_jay,"Manchester, England","Covering BOTH Manchester Clubs #mufc #mcfc

🎙 Comment & Analysis
🐝 Non-Biased Manc
🎧https://t.co/QYXoqUbCYf… 
Enq: punditjay@hotmail.com",,"[{'url': 'https://t.co/QYXoqUbCYf', 'expanded_url': 'http://open.spotify.com/show/6Aoa4zoZC', 'display_url': 'open.spotify.com/show/6Aoa4zoZC', 'indices': [84, 107]}]",False,16570,6663,53,Wed Nov 11 09:45:53 +0000 2020,2791,,,False,False,14912,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1326461384763322369/3I7EyMeo_normal.jpg,https://pbs.twimg.com/profile_images/1326461384763322369/3I7EyMeo_normal.jpg,https://pbs.twimg.com/profile_banners/1326461074988802048/1662193095,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:29:34 +0000 2023,1633218356093304833,1633218356093304833,"Bellingham should stay stat padding against Hoffenheim &amp; them man, not my club",False,"[0, 82]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,,,0,0,False,False,,en,en,recent,247676003,247676003,KADE ♠️,S1ace_,"London, England",@chelseafc,,[],False,5340,2888,20,Sat Feb 05 09:37:07 +0000 2011,21467,,,True,False,147876,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1625820381205479429/MoqNvpyD_normal.jpg,https://pbs.twimg.com/profile_images/1625820381205479429/MoqNvpyD_normal.jpg,https://pbs.twimg.com/profile_banners/247676003/1673148556,0084B4,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:11:53 +0000 2023,1633213904472928265,1633213904472928265,"Halftime: BVB need to tighten up on defending in transitions. This is an issue I mentioned in my most recent article on their performance vs Hoffenheim. The midfielders and wingbacks push really high leaving Sule, Schlotterbeck, and Can alone defending Chelsea’s rapid forwards.",False,"[0, 278]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,,,0,0,False,False,,en,en,recent,1545276248695398400,1545276248695398400,Ali,vznsports,,Independent Contributor on @BVBBuzz. Fan of Barca and BVB.,,[],False,22,41,0,Fri Jul 08 05:19:24 +0000 2022,995,,,False,False,567,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1596962434278998018/PJNvNyN5_normal.jpg,https://pbs.twimg.com/profile_images/1596962434278998018/PJNvNyN5_normal.jpg,https://pbs.twimg.com/profile_banners/1545276248695398400/1671920230,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:07:58 +0000 2023,1633212920594046977,1633212920594046977,"@JamieBVB30 The absolute LAST thing this game needs is JBG. all you guys think is pace pace pace, it’s not fucking fifa. Gittens is wasteful. He loses the ball SO often. Think about how many dangerous counters they’d get off that? This isn’t fuckin Hoffenheim they are dangerous.",False,"[12, 279]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332112368705004e+18,1633211236870500353,1.4179553371733606e+18,1417955337173360643,JamieBVB30,,,,,False,,,0,1,False,False,,en,en,recent,1571861646632488962,1571861646632488962,Jittery,balls_gargle,,bvb n shi,,[],False,5,99,0,Mon Sep 19 14:00:28 +0000 2022,22,,,False,False,26,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1627369232919851008/6oCFKvi1_normal.jpg,https://pbs.twimg.com/profile_images/1627369232919851008/6oCFKvi1_normal.jpg,https://pbs.twimg.com/profile_banners/1571861646632488962/1676830084,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:55:27 +0000 2023,1633209771971969026,1633209771971969026,@JDanial16 they think they’re playing against Hoffenheim,False,"[11, 56]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332096374690365e+18,1633209637469036544,170459616.0,170459616,JDanial16,,,,,False,,,0,0,False,False,,en,en,recent,573769738,573769738,Sean Walsh,SeanDZWalsh,"London, England","Editor and writer @90min_football | Mainly cover Tottenham and Brentford | @ohwhatanightpod, @DinkTankPodcast | NCTJ award winner",https://t.co/Hk1usHuSmf,[],False,5316,998,114,Mon May 07 16:17:26 +0000 2012,84848,,,True,True,25552,,False,False,False,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,http://pbs.twimg.com/profile_images/1604910486247677952/duGLPrhq_normal.jpg,https://pbs.twimg.com/profile_images/1604910486247677952/duGLPrhq_normal.jpg,https://pbs.twimg.com/profile_banners/573769738/1594590920,180557,FFFFFF,C0DFEC,333333,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/Hk1usHuSmf', 'expanded_url': 'https://www.90min.com/authors/sean-walsh', 'display_url': '90min.com/authors/sean-w…', 'indices': [0, 23]}]",
Tue Mar 07 20:54:53 +0000 2023,1633209628958814209,1633209628958814209,Ozcan and Bellingham are not tracking back enough. This is the same story as the game vs Hoffenheim.,False,"[0, 100]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,,,0,0,False,False,,en,en,recent,1545276248695398400,1545276248695398400,Ali,vznsports,,Independent Contributor on @BVBBuzz. Fan of Barca and BVB.,,[],False,22,41,0,Fri Jul 08 05:19:24 +0000 2022,995,,,False,False,567,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1596962434278998018/PJNvNyN5_normal.jpg,https://pbs.twimg.com/profile_images/1596962434278998018/PJNvNyN5_normal.jpg,https://pbs.twimg.com/profile_banners/1545276248695398400/1671920230,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:33:37 +0000 2023,1633204276003495937,1633204276003495937,@ChelseaFC Chelsea the hoffenheim of england,False,"[11, 44]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331848818020925e+18,1633184881802092546,22910295.0,22910295,ChelseaFC,,,,,False,,,0,0,False,False,,en,en,recent,1260280126186627073,1260280126186627073,teo,teo2109_,,🟨⬛️,,[],False,48,40,0,Tue May 12 18:46:26 +0000 2020,1945,,,False,False,502,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1623461596281376770/d1A4cHzE_normal.jpg,https://pbs.twimg.com/profile_images/1623461596281376770/d1A4cHzE_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 19:53:19 +0000 2023,1633194135170498566,1633194135170498566,"I ALREADY DIE DURING GAMES AGAINST HOFFENHEIM AND HERTHA, HOW AM I SUPPOSED TO SURVIVE THIS",False,"[0, 91]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,,,0,13,False,False,,en,en,recent,1451899292961148933,1451899292961148933,emi,_09emm,,🖤💛 luckily it’s always May 13th 2021 in my head,,[],False,698,137,0,Sat Oct 23 13:12:38 +0000 2021,48973,,,True,False,7252,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1627385680069287936/MoaloCs-_normal.jpg,https://pbs.twimg.com/profile_images/1627385680069287936/MoaloCs-_normal.jpg,https://pbs.twimg.com/profile_banners/1451899292961148933/1676505212,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 19:09:11 +0000 2023,1633183026728558592,1633183026728558592,Tyrone Marshall Visits TSG Hoffenheim as Part of the Elite Formation Coaching Licensing Program https://t.co/Ros7II9Sky,False,"[0, 119]","<a href=""http://publicize.wp.com/"" rel=""nofollow"">Jetpack.com</a>",,,,,,,,,,False,,,0,0,False,False,False,en,en,recent,2413064628,2413064628,My8one3,my8one3,Tampa,,http://t.co/dNiExThSq9,[],False,159,511,20,Wed Mar 26 19:57:19 +0000 2014,655,,,True,False,31754,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/914912411492147203/mos-DyK6_normal.jpg,https://pbs.twimg.com/profile_images/914912411492147203/mos-DyK6_normal.jpg,https://pbs.twimg.com/profile_banners/2413064628/1506967142,3B94D9,000000,000000,000000,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'http://t.co/dNiExThSq9', 'expanded_url': 'http://www.ywhnetwork.com/my8one3', 'display_url': 'ywhnetwork.com/my8one3', 'indices': [0, 22]}]",
Tue Mar 07 19:09:09 +0000 2023,1633183018784522240,1633183018784522240,Tyrone Marshall Visits TSG Hoffenheim as Part of the Elite Formation Coaching Licensing Program https://t.co/4HjrrcLDSm,False,"[0, 119]","<a href=""http://publicize.wp.com/"" rel=""nofollow"">Jetpack.com</a>",,,,,,,,,,False,,,0,0,False,False,False,en,en,recent,2430789600,2430789600,my9oh4,my9oh4com,Jacksonville Florida,Jacksonville home foe Lockedin Magazine,https://t.co/DqGjZL0HfW,[],False,208,451,33,Sun Apr 06 17:45:36 +0000 2014,2629,,,True,False,33017,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/745343269442293760/qOwlsNEE_normal.jpg,https://pbs.twimg.com/profile_images/745343269442293760/qOwlsNEE_normal.jpg,https://pbs.twimg.com/profile_banners/2430789600/1466538646,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/DqGjZL0HfW', 'expanded_url': 'http://www.my9oh4.com', 'display_url': 'my9oh4.com', 'indices': [0, 23]}]",
Tue Mar 07 19:09:06 +0000 2023,1633183007791271936,1633183007791271936,Tyrone Marshall Visits TSG Hoffenheim as Part of the Elite Formation Coaching Licensing Program https://t.co/53UpuU1uFZ,False,"[0, 119]","<a href=""http://publicize.wp.com/"" rel=""nofollow"">Jetpack.com</a>",,,,,,,,,,False,,,0,0,False,False,False,en,en,recent,398765080,398765080,my4oh7.com,my4oh7com,,,http://t.co/I1DpJFNCDu,[],False,151,238,27,Wed Oct 26 14:26:41 +0000 2011,388,,,False,False,43214,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/493781288302551043/FnvT3ltQ_normal.jpeg,https://pbs.twimg.com/profile_images/493781288302551043/FnvT3ltQ_normal.jpeg,https://pbs.twimg.com/profile_banners/398765080/1405189790,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'http://t.co/I1DpJFNCDu', 'expanded_url': 'http://www.my4oh7.com', 'display_url': 'my4oh7.com', 'indices': [0, 22]}]",
Tue Mar 07 19:08:56 +0000 2023,1633182964539600896,1633182964539600896,Tyrone Marshall Visits TSG Hoffenheim as Part of the Elite Formation Coaching Licensing Program https://t.co/PwfVqwT9Bh,False,"[0, 119]","<a href=""http://publicize.wp.com/"" rel=""nofollow"">Jetpack.com</a>",,,,,,,,,,False,,,0,0,False,False,False,en,en,recent,3816347720,3816347720,LockedIN Magazine,LockedINMag,United States,"Since 2011, LockedIN Magazine has been the Where to go spot for locals to find out what’s going on in their neighborhood. From Youth Sports to major Festivals.",https://t.co/tUgyiCxpZQ,[],False,294,539,25,Wed Oct 07 17:09:28 +0000 2015,1498,,,True,False,64821,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/916788157701435392/jQOzId7G_normal.jpg,https://pbs.twimg.com/profile_images/916788157701435392/jQOzId7G_normal.jpg,https://pbs.twimg.com/profile_banners/3816347720/1653326270,ABB8C2,000000,000000,000000,False,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/tUgyiCxpZQ', 'expanded_url': 'http://lockedinmagazine.com', 'display_url': 'lockedinmagazine.com', 'indices': [0, 23]}]",
Tue Mar 07 19:06:04 +0000 2023,1633182243299688448,1633182243299688448,"Player needed agent to convince him to join Leeds, missing old teammates already - report #MOT #LeedsUnited #LUFC https://t.co/9oWTVYJUTW",False,"[0, 137]","<a href=""https://socialbee.com/"" rel=""nofollow"">SocialBee</a>",,,,,,,,,,False,,,0,0,False,False,False,en,en,recent,357334408,357334408,Leeds United Fans,LeedsNewsOnly,,Leeds United Football Club News & Blogs! Fan Page NOT linked to Official Club #WeAreLeeds #Leeds #LeedsUtd #LeedsLeedsLeeds #LeedsUnited #LUFC #MOT,,[],False,6247,1760,56,Thu Aug 18 06:09:17 +0000 2011,25,,,False,False,80653,,False,False,False,F5ED06,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/920155009752317953/6wCeYPyb_normal.jpg,https://pbs.twimg.com/profile_images/920155009752317953/6wCeYPyb_normal.jpg,https://pbs.twimg.com/profile_banners/357334408/1418773924,0D3FD7,0D3FD7,FFFFFF,0D3FD7,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:50:39 +0000 2023,1633178364923068417,1633178364923068417,"Player needed agent to convince him to join #Leeds, missing old teammates already - report https://t.co/HXJUXEaQAl",False,"[0, 114]","<a href=""https://www.google.com"" rel=""nofollow"">Sgt Wilkos 1919</a>",,,,,,,,,,False,,,0,0,False,False,False,en,en,recent,1141436762197245952,1141436762197245952,Sgt Wilkos 1919,sgtwilkos1919,,Sgt Wilkos 1919 💙💛 All things #LUFC. Unique Leeds Utd clothing #MOT #ALAW #LeedsUnited,https://t.co/FpuhO3arqw,[],False,1041,1546,3,Wed Jun 19 20:05:05 +0000 2019,1600,,,False,False,44024,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1141440828595986435/oEv3RTfn_normal.jpg,https://pbs.twimg.com/profile_images/1141440828595986435/oEv3RTfn_normal.jpg,https://pbs.twimg.com/profile_banners/1141436762197245952/1560975676,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/FpuhO3arqw', 'expanded_url': 'https://sgtwilkos1919.bigcartel.com/', 'display_url': 'sgtwilkos1919.bigcartel.com', 'indices': [0, 23]}]",
Tue Mar 07 18:17:34 +0000 2023,1633170039456280582,1633170039456280582,"Player needed agent to convince him to join Leeds, missing old teammates already - report: https://t.co/NORpPTXI2l",False,"[0, 114]","<a href=""http://www.james-miller.co.uk"" rel=""nofollow"">Leeds News App</a>",,,,,,,,,,False,,,0,0,False,False,False,en,en,recent,892758842378944512,892758842378944512,Leeds News App,leedsnews_app,"Leeds, England","iOS: https://t.co/ITnL8VCxh1
Android: https://t.co/VfbAk8KV3k",,"[{'url': 'https://t.co/ITnL8VCxh1', 'expanded_url': 'https://apps.apple.com/gb/app/leeds-news-fan-app/id1269120224', 'display_url': 'apps.apple.com/gb/app/leeds-n…', 'indices': [5, 28]}, {'url': 'https://t.co/VfbAk8KV3k', 'expanded_url': 'https://play.google.com/store/apps/details?id=com.jimhunty.leedsnews', 'display_url': 'play.google.com/store/apps/det…', 'indices': [38, 61]}]",False,537,278,3,Wed Aug 02 14:47:49 +0000 2017,19,,,False,False,77707,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/905348714755215360/UleqrlCD_normal.jpg,https://pbs.twimg.com/profile_images/905348714755215360/UleqrlCD_normal.jpg,https://pbs.twimg.com/profile_banners/892758842378944512/1504686956,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:09:25 +0000 2023,1633167987313356804,1633167987313356804,Tickets for home games against Schalke and Cologne on sale to members #TSG | Achtzehn https://t.co/3cGK2PRC7F,False,"[0, 109]","<a href=""http://www.fussball-addict.com/de/news/bundesliga/tsg-1899-hoffenheim"" rel=""nofollow"">hoffenheimaddict</a>",,,,,,,,,,False,,,0,0,False,False,False,en,en,recent,986231925059850240,986231925059850240,1899 Addict,1899Addict,Hoffenheim,"Alle TSG 1899 Hoffenheim Nachrichten, Videos und Ergebnisse #TSG !",https://t.co/SlLyU1c5iu,[],False,132,396,2,Tue Apr 17 13:16:29 +0000 2018,0,,,False,False,8293,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/986233362896621574/A30GB5sG_normal.jpg,https://pbs.twimg.com/profile_images/986233362896621574/A30GB5sG_normal.jpg,https://pbs.twimg.com/profile_banners/986231925059850240/1523971357,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/SlLyU1c5iu', 'expanded_url': 'https://www.football-addict.com/de/news/bundesliga/tsg-1899-hoffenheim', 'display_url': 'football-addict.com/de/news/bundes…', 'indices': [0, 23]}]",
Tue Mar 07 17:49:36 +0000 2023,1633163001371979797,1633163001371979797,im not joking when i say hoffenheim has better chants than chelsea https://t.co/Yq6U5ytiVG,False,"[0, 66]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,True,1.6331618858632765e+18,1633161885863276562,0,42,False,False,False,en,en,recent,1412723218163679232,1412723218163679232,jay,SchlottinhoRole,Westfalenstadion,BVB • 27 • 43 • 16 • Bundesliga enthusiast •,,[],False,191,178,0,Wed Jul 07 10:40:49 +0000 2021,1017,,,False,False,445,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632015233756680195/yYLYZ6q2_normal.jpg,https://pbs.twimg.com/profile_images/1632015233756680195/yYLYZ6q2_normal.jpg,https://pbs.twimg.com/profile_banners/1412723218163679232/1677937738,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],Tue Mar 07 17:45:10 +0000 2023,1.6331618858632765e+18,1633161885863276562,Chelsea fans have arrived for the bus arrival! https://t.co/omTeSllq1f,False,"[0, 70]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,4641709514.0,4641709514,Pys,CFCPys,"London, England ","Co-owner of https://t.co/mAiuTA05V7 - also publisher, writer, marketing lead and podcast host.",https://t.co/dRQWBcNgff,"[{'url': 'https://t.co/mAiuTA05V7', 'expanded_url': 'https://chelseafc365.com', 'display_url': 'chelseafc365.com', 'indices': [12, 35]}]",False,294236.0,6476.0,1103.0,Thu Dec 24 06:35:19 +0000 2015,552435.0,,,False,False,61370.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1562232113251979264/zZN3Qzdy_normal.jpg,https://pbs.twimg.com/profile_images/1562232113251979264/zZN3Qzdy_normal.jpg,https://pbs.twimg.com/profile_banners/4641709514/1666663457,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none,[],,,,,False,759.0,7948.0,False,False,False,en,,"[{'url': 'https://t.co/dRQWBcNgff', 'expanded_url': 'https://chelseafc365.com/author/cfcpys/', 'display_url': 'chelseafc365.com/author/cfcpys/', 'indices': [0, 23]}]"
Tue Mar 07 17:48:18 +0000 2023,1633162674425982976,1633162674425982976,Kick Off against Hoffenheim,False,"[0, 27]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,,,0,0,False,False,,en,en,recent,1632387058869125121,1632387058869125121,Dortmund FC,DortmundS2GFC,,S2GFC rp account as dortmund anyone can make a profile on the players in the team,,[],False,14,19,0,Sun Mar 05 14:26:32 +0000 2023,51,,,False,False,318,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632397994732519426/efAGpxiB_normal.jpg,https://pbs.twimg.com/profile_images/1632397994732519426/efAGpxiB_normal.jpg,https://pbs.twimg.com/profile_banners/1632387058869125121/1678028997,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
