created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,possibly_sensitive,user.entities.url.urls,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id
Wed Mar 08 00:10:23 +0000 2023,1633258826618003460,1633258826618003460,@Cadiz_CFIN This admin need Coca-Cola 🥱🥱,False,"[12, 40]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6326597891497902e+18,1632659789149790209,1.2304313807078687e+18,1230431380707868672,Cadiz_CFIN,,,,,False,0,0,False,False,en,en,recent,1582150137526292498,1582150137526292498,Mckwamz Omo iya Elewa,MckwamzE,,,,[],False,1,9,0,Mon Oct 17 23:23:59 +0000 2022,222,,,False,False,105,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1582150462136061959/EU6BtTC-_normal.jpg,https://pbs.twimg.com/profile_images/1582150462136061959/EU6BtTC-_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:08:11 +0000 2023,1633258272848314370,1633258272848314370,@emsarfo21_ @Cadiz_CFIN I'm a Barcelona fans yet i know cadiz 😜😜,False,"[24, 64]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6326627035997676e+18,1632662703599767553,1.508610201334788e+18,1508610201334788103,emsarfo21_,,,,,False,0,0,False,False,en,en,recent,1582150137526292498,1582150137526292498,Mckwamz Omo iya Elewa,MckwamzE,,,,[],False,1,9,0,Mon Oct 17 23:23:59 +0000 2022,222,,,False,False,105,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1582150462136061959/EU6BtTC-_normal.jpg,https://pbs.twimg.com/profile_images/1582150462136061959/EU6BtTC-_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:59:06 +0000 2023,1633255985555939328,1633255985555939328,"@PabloPunkasso 'Cadiz' auction tomorrow 🙌
https://t.co/3wMlqHh479 https://t.co/51PEWtHZwr",False,"[15, 65]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.633255296608129e+18,1633255296608129026,1.4324629709157253e+18,1432462970915725314,PabloPunkasso,,,,,False,0,5,False,False,en,en,recent,1420981718182465538,1420981718182465538,Ballzerino,ballzerino,,"London-based UX/UI Designer • Illustrator • Photographer • Pixel artist

/Objkt: https://t.co/bVObGh0tLN

/Foundation: https://t.co/WscljnzLLd

/SuperRare: https://t.co/Nbmdj2Y19m",https://t.co/fVPM5OBl4z,"[{'url': 'https://t.co/bVObGh0tLN', 'expanded_url': 'http://t.ly/NHAx', 'display_url': 't.ly/NHAx', 'indices': [81, 104]}, {'url': 'https://t.co/WscljnzLLd', 'expanded_url': 'http://t.ly/8tZV', 'display_url': 't.ly/8tZV', 'indices': [119, 142]}, {'url': 'https://t.co/Nbmdj2Y19m', 'expanded_url': 'http://t.ly/q1-U', 'display_url': 't.ly/q1-U', 'indices': [156, 179]}]",False,2440,1834,46,Fri Jul 30 05:37:57 +0000 2021,11610,,,False,False,3747,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1539526780373049344/zyGqPHE3_normal.jpg,https://pbs.twimg.com/profile_images/1539526780373049344/zyGqPHE3_normal.jpg,https://pbs.twimg.com/profile_banners/1420981718182465538/1677633735,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/fVPM5OBl4z', 'expanded_url': 'https://linktr.ee/ballzerino', 'display_url': 'linktr.ee/ballzerino', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:55:23 +0000 2023,1633255050054193153,1633255050054193153,@Cadiz_CFIN you are the best ...  I'm a big fan now,False,"[0, 51]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,1.2304313807078687e+18,1230431380707868672,Cadiz_CFIN,,,,,False,0,0,False,False,en,en,recent,1245359170074935296,1245359170074935296,Skrella,skrella_,"Tema, Ghana",i support the best team in the world @manchesterUNITED.,,[],False,35,199,0,Wed Apr 01 14:35:50 +0000 2020,857,,,False,False,212,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1317429422719406080/elX0BdxC_normal.jpg,https://pbs.twimg.com/profile_images/1317429422719406080/elX0BdxC_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:43:44 +0000 2023,1633252119019937792,1633252119019937792,@Cadiz_CFEN Rear win ❤️,False,"[12, 23]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633160971358204e+18,1633160971358203917,9.000862042884465e+17,900086204288446466,Cadiz_CFEN,,,,,False,0,0,False,False,en,en,recent,1082756241334697984,1082756241334697984,RM ULTRA,EyserAbdul,Earth ,Madridista #COYG,,[],False,79,91,0,Tue Jan 08 21:49:39 +0000 2019,21911,,,False,False,1837,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1585021143836139572/DK2nc6Qr_normal.jpg,https://pbs.twimg.com/profile_images/1585021143836139572/DK2nc6Qr_normal.jpg,https://pbs.twimg.com/profile_banners/1082756241334697984/1656268814,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:28:22 +0000 2023,1633248254715469827,1633248254715469827,"@MadridXtra @tgm46 Leave arsenal to manage against teams like Cadiz, getafe, Celta Vigo &amp; osasuna. Have some shame lol",False,"[19, 122]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332473840452526e+18,1633247384045252608,1.3265641522913157e+18,1326564152291315713,MadridXtra,,,,,False,0,17,False,False,en,en,recent,872835090220503041,872835090220503041,1NNaWAY,1neOf6,,Sulemana Stan,,[],False,189,2269,1,Thu Jun 08 15:17:56 +0000 2017,12342,,,False,False,6517,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1602767199613100034/3tz8SITR_normal.jpg,https://pbs.twimg.com/profile_images/1602767199613100034/3tz8SITR_normal.jpg,https://pbs.twimg.com/profile_banners/872835090220503041/1675714764,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:21:39 +0000 2023,1633246564813799424,1633246564813799424,Playing Now on https://t.co/mv8YVs6o66 - Bulerias De Los Chavales by La Perla De Cadiz With Manuel Moroa /  You feel FANTASTIC . You do FANTASTIC . #FANTASTICRADIOUKAPP available on all app stores / hello@fantasticradio.co.uk https://t.co/as3fIxe01h,False,"[0, 225]","<a href=""http://www.fantasticradio.co.uk"" rel=""nofollow""> Fantastic Radioo</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,976166899,976166899,#FANTASTICRADIOUK. Feel Fantastic . Do Fantastic,FANTASTICRADIOO,LONDON ,"Human Interest Conversations & World Music
FANTASTICRADIOUK now on Google Home & Assistant
FANTASTICRADIOUKapp available on all app stores.
https://t.co/kCT5YGwSdM",https://t.co/kCT5YGwSdM,"[{'url': 'https://t.co/kCT5YGwSdM', 'expanded_url': 'http://FANTASTICRADIO.CO.UK', 'display_url': 'FANTASTICRADIO.CO.UK', 'indices': [140, 163]}]",False,5722,2933,1324,Wed Nov 28 13:46:25 +0000 2012,34535,,,True,False,827275,,False,False,True,0099B9,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,False,http://pbs.twimg.com/profile_images/1362885673372499968/FAs025gq_normal.jpg,https://pbs.twimg.com/profile_images/1362885673372499968/FAs025gq_normal.jpg,https://pbs.twimg.com/profile_banners/976166899/1472415899,E81C4F,5ED4DC,95E8EC,3C3940,True,False,False,False,False,False,False,none,[],False,"[{'url': 'https://t.co/kCT5YGwSdM', 'expanded_url': 'http://FANTASTICRADIO.CO.UK', 'display_url': 'FANTASTICRADIO.CO.UK', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:08:32 +0000 2023,1633243261321052160,1633243261321052160,@Cadiz_CFIN Me!!!😤 give me a trial at your club🙏🏾,False,"[12, 49]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633217287921574e+18,1633217287921573893,1.2304313807078687e+18,1230431380707868672,Cadiz_CFIN,,,,,False,0,1,False,False,en,en,recent,1508422067120705542,1508422067120705542,Gordon🇳🇬🦍,Gordon4reel,The world,"it’s social media, it ain’t real life | Health Educationist😷| Realist | Fine boy | Barcelona stan ⚽️| 5’11🤦🏾 | 23 |",,[],False,291,1066,0,Mon Mar 28 12:34:12 +0000 2022,6595,,,False,False,623,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1618336779236417542/3RoB3298_normal.jpg,https://pbs.twimg.com/profile_images/1618336779236417542/3RoB3298_normal.jpg,https://pbs.twimg.com/profile_banners/1508422067120705542/1654966889,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 22:56:28 +0000 2023,1633240225974501378,1633240225974501378,besT place on earth gotta go again to cadiz soon https://t.co/HOIrQO4QjP,False,"[0, 48]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,True,0,0,False,False,en,en,recent,3288893007,3288893007,4lecS🔪🔪,4444lecsx,,,,[],False,192,288,0,Mon May 18 20:13:38 +0000 2015,11377,,,False,False,5096,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1567303492082999296/bDSJXAim_normal.jpg,https://pbs.twimg.com/profile_images/1567303492082999296/bDSJXAim_normal.jpg,https://pbs.twimg.com/profile_banners/3288893007/1654087734,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,,1.6328414674660065e+18,1632841467466006530,Mon Mar 06 20:31:57 +0000 2023,1.6328414674660065e+18,1632841467466006530,"Cádiz, ESPAÑA. https://t.co/594s79L1gt",False,"[0, 14]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,245476694.0,245476694,Lito Jr,Finidimismo,Pradense. ,"Un dia dije que tendría una Bio decente, y aquí está, una puta mierda.",,[],False,561.0,181.0,8.0,Mon Jan 31 19:51:00 +0000 2011,7374.0,,,True,False,27915.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1311058261647425542/Q5IqOzSW_normal.jpg,https://pbs.twimg.com/profile_images/1311058261647425542/Q5IqOzSW_normal.jpg,https://pbs.twimg.com/profile_banners/245476694/1512516144,4357AD,FFFFFF,D14154,1B1829,True,True,False,False,False,False,False,regular,[],,,,,False,2342.0,33326.0,False,False,False,es,,,,,,,,,,,
Tue Mar 07 22:53:51 +0000 2023,1633239566659223552,1633239566659223552,@Cadiz_CFIN Jude Bellingham,False,"[12, 27]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633217287921574e+18,1633217287921573893,1.2304313807078687e+18,1230431380707868672,Cadiz_CFIN,,,,,False,0,2,False,False,en,en,recent,1022786096,1022786096,Dushane_jr,DushaneJnr,"Koforidua, Ghana",,,[],False,187,372,3,Wed Dec 19 20:05:22 +0000 2012,41430,,,False,False,411,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1615873290639122432/FfQRfW9-_normal.jpg,https://pbs.twimg.com/profile_images/1615873290639122432/FfQRfW9-_normal.jpg,https://pbs.twimg.com/profile_banners/1022786096/1674089202,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 22:43:36 +0000 2023,1633236987673968644,1633236987673968644,"🪙| Dani García is in the area. Yellow skin full of dedication and sacrifice. The young midfielder of Cádiz C.F. New incorporation in Global Sports. 

¡Welcome Dani! 🤯 

#GlobalSportsManager #GSMTeam #GSMPlayers #cadizcf #2rfef #spain #cantera #cadizmirandilla #player #football https://t.co/IBGU8zC47F",False,"[0, 277]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1270633596806725632,1270633596806725632,Global Sports Manager,globalsportsma,"Sevilla, España","Football Players Agency 💼⚽️ | Agencia de representación de futbolistas | Asesoramiento legal y jurídico 👨‍⚖️⚖️
Instagram: @globalsportsmanager",https://t.co/lsrWfHhkUs,[],False,687,104,0,Wed Jun 10 08:27:35 +0000 2020,153,,,False,False,90,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1585880752104906752/bnUftMlh_normal.jpg,https://pbs.twimg.com/profile_images/1585880752104906752/bnUftMlh_normal.jpg,https://pbs.twimg.com/profile_banners/1270633596806725632/1591816321,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/lsrWfHhkUs', 'expanded_url': 'http://globalsportsmanager.com', 'display_url': 'globalsportsmanager.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 22:38:17 +0000 2023,1633235649636564993,1633235649636564993,@Hojay21245394 Winner will be announced on the 22nd of March 👀,False,"[15, 62]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6332353574487818e+18,1633235357448781831,1.2991471737545318e+18,1299147173754531844,Hojay21245394,,,,,False,1,1,False,False,en,en,recent,900086204288446466,900086204288446466,Cádiz CF 🇬🇧🇺🇸,Cadiz_CFEN,"Cádiz, España",Official English Cádiz CF Twitter Account | Since 1910 | Spanish team of #LaLigaSantander | Account in Spanish: @Cadiz_CF,https://t.co/L8HokoC2uE,[],False,16085,709,148,Tue Aug 22 20:04:08 +0000 2017,4041,,,True,True,17661,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1450737585215651841/BZUTUQgC_normal.jpg,https://pbs.twimg.com/profile_images/1450737585215651841/BZUTUQgC_normal.jpg,https://pbs.twimg.com/profile_banners/900086204288446466/1664278960,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,"[{'url': 'https://t.co/L8HokoC2uE', 'expanded_url': 'http://www.cadizcf.com/en', 'display_url': 'cadizcf.com/en', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 22:37:07 +0000 2023,1633235357448781831,1633235357448781831,@Cadiz_CFEN Where’s my jersey?,False,"[12, 30]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332343966721393e+18,1633234396672139264,9.000862042884465e+17,900086204288446466,Cadiz_CFEN,,,,,False,0,0,False,False,en,en,recent,1299147173754531844,1299147173754531844,kiki jesu💎,Hojay21245394,Nigeria,"Proudly CHELSEA football club supporter 💙,WIZKID FC🦅❤️, LIONEL ANDRÈS MESSI 🐐number 1 fan 😍💯🇳🇬",,[],False,423,1101,0,Fri Aug 28 00:50:10 +0000 2020,10804,,,False,False,5829,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1514022073781399560/Yn4XAQGd_normal.jpg,https://pbs.twimg.com/profile_images/1514022073781399560/Yn4XAQGd_normal.jpg,https://pbs.twimg.com/profile_banners/1299147173754531844/1661278163,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 22:33:18 +0000 2023,1633234396672139264,1633234396672139264,"📌 On Friday he left the match like that and on Monday he was already training 100%

💪👏 Fali, a titan example of struggle and sacrifice

#ThisIsCádiz https://t.co/psexo49obd",False,"[0, 148]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,8,37,False,False,en,en,recent,900086204288446466,900086204288446466,Cádiz CF 🇬🇧🇺🇸,Cadiz_CFEN,"Cádiz, España",Official English Cádiz CF Twitter Account | Since 1910 | Spanish team of #LaLigaSantander | Account in Spanish: @Cadiz_CF,https://t.co/L8HokoC2uE,[],False,16085,709,148,Tue Aug 22 20:04:08 +0000 2017,4041,,,True,True,17661,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1450737585215651841/BZUTUQgC_normal.jpg,https://pbs.twimg.com/profile_images/1450737585215651841/BZUTUQgC_normal.jpg,https://pbs.twimg.com/profile_banners/900086204288446466/1664278960,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/L8HokoC2uE', 'expanded_url': 'http://www.cadizcf.com/en', 'display_url': 'cadizcf.com/en', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 22:31:17 +0000 2023,1633233889274605572,1633233889274605572,@Cadiz_CFIN Havertz,False,"[12, 19]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633217287921574e+18,1633217287921573893,1.2304313807078687e+18,1230431380707868672,Cadiz_CFIN,,,,,False,0,1,False,False,en,en,recent,285314562,285314562,Nwosa Tochii,obere4u,Nigeria,,,[],False,1097,2590,2,Wed Apr 20 22:58:33 +0000 2011,10063,,,False,False,9895,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1565099650943680512/08ohO3Ap_normal.jpg,https://pbs.twimg.com/profile_images/1565099650943680512/08ohO3Ap_normal.jpg,https://pbs.twimg.com/profile_banners/285314562/1568338474,0084B4,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 22:30:19 +0000 2023,1633233646218870788,1633233646218870788,@eddbaks @Cadiz_CFIN Broo😂😂 top top😂,False,"[21, 36]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332328678273638e+18,1633232867827363843,2249799521.0,2249799521,eddbaks,,,,,False,0,1,False,False,en,en,recent,3179954137,3179954137,Kareem,stixs_jnr,,,,[],False,549,343,0,Wed Apr 29 21:37:02 +0000 2015,39358,,,False,False,19217,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1558710030777679872/5_SBijPB_normal.jpg,https://pbs.twimg.com/profile_images/1558710030777679872/5_SBijPB_normal.jpg,https://pbs.twimg.com/profile_banners/3179954137/1642675969,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 22:27:14 +0000 2023,1633232867827363843,1633232867827363843,"@stixs_jnr @Cadiz_CFIN See, the admin for this account be top G!! 🔥🔥😂",False,"[23, 69]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633232362191442e+18,1633232362191441920,3179954137.0,3179954137,stixs_jnr,,,,,False,0,1,False,False,en,en,recent,2249799521,2249799521,habibi,eddbaks,Rue’s mind,cheers 🥂,,[],False,3518,2883,0,Sun Dec 29 10:37:28 +0000 2013,91869,,,True,False,15755,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1563096549592383488/KnKsiFDQ_normal.jpg,https://pbs.twimg.com/profile_images/1563096549592383488/KnKsiFDQ_normal.jpg,https://pbs.twimg.com/profile_banners/2249799521/1635291882,3B94D9,000000,000000,000000,False,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 22:26:20 +0000 2023,1633232643742629888,1633232643742629888,"@AmericanTrent @Elmin_FCB Real Madrid, Cadiz at home, celta at home, Girona away etc. There's always moments where every team will try to press, question is how dou you surpass it, we don't, and it's becoming a trend now.",False,"[26, 221]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633171425648423e+18,1633171425648422912,1.226439994560127e+18,1226439994560126976,AmericanTrent,,,,,False,0,1,False,False,en,en,recent,1673950447,1673950447,Mos3ab ⁦,manfckdup,,,,[],False,30,642,0,Thu Aug 15 19:43:39 +0000 2013,20103,,,False,False,3949,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1600514659177697285/-sVUxOpT_normal.jpg,https://pbs.twimg.com/profile_images/1600514659177697285/-sVUxOpT_normal.jpg,https://pbs.twimg.com/profile_banners/1673950447/1670427498,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 22:24:40 +0000 2023,1633232221883744256,1633232221883744256,@Cadiz_CFEN 🐐 club not surprised,False,"[12, 32]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331600142264197e+18,1633160014226419726,9.000862042884465e+17,900086204288446466,Cadiz_CFEN,,,,,False,0,0,False,False,en,en,recent,950377110421450752,950377110421450752,La Liga Systems,janufooty,,"Analyzing La Liga - the league of technique, order, and organization🇪🇸",,[],False,4564,483,36,Mon Jan 08 14:42:15 +0000 2018,9576,,,False,False,15149,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1588957111567798273/N5eigBUF_normal.jpg,https://pbs.twimg.com/profile_images/1588957111567798273/N5eigBUF_normal.jpg,https://pbs.twimg.com/profile_banners/950377110421450752/1667671871,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
