created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,quoted_status.user.entities.url.urls,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id
Tue Mar 07 15:24:40 +0000 2023,1633126527146573824,1633126527146573824,@Joshua_Ubeku It's crazy how Barca fans watch teams like Brentford like that in the epl but most football fans outside La Liga can name a single Osasuna player,False,"[14, 159]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6330268012608102e+18,1633026801260810240,459496578.0,459496578,Joshua_Ubeku,,,,,False,0,4,False,False,,en,en,recent,1259828368331210755,1259828368331210755,Joshua,MUFCJosh98,South Africa,Man Utd🔴 | Indian from South Africa🇿🇦 | Agenda enthusiast,,,[],False,496,704,0,Mon May 11 12:51:18 +0000 2020,42264,,,False,False,27960,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1418545116130783233/P62g2rgP_normal.jpg,https://pbs.twimg.com/profile_images/1418545116130783233/P62g2rgP_normal.jpg,https://pbs.twimg.com/profile_banners/1259828368331210755/1619045953,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 14:32:34 +0000 2023,1633113414191968257,1633113414191968257,"@paulfromhull Yesterday night, Osasuna's disallowed goal was a very dubious decision, in my opinion!!",False,"[14, 101]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633027961803645e+18,1633027961803644929,171854039.0,171854039,paulfromhull,,,,,False,0,0,False,False,,en,en,recent,288179905,288179905,David Johnstone cellist (Johnstone-Music),johnstone_cello,España - Pamplona,"'Spanglish' pro cellist, orchestral principal. Prolific cello arranger. Composer.
Also FB pages for music!
Likes: news, politics, animal rights, football...",https://t.co/Mhtb4xGG7V,"[{'url': 'https://t.co/Mhtb4xGG7V', 'expanded_url': 'https://www.johnstone-music.com', 'display_url': 'johnstone-music.com', 'indices': [0, 23]}]",[],False,741,669,6,Tue Apr 26 11:34:39 +0000 2011,6588,,,False,False,20315,,False,False,False,0099B9,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,False,http://pbs.twimg.com/profile_images/3641074544/87d3d013b8d48ddf08e2ceeb7cf51e31_normal.jpeg,https://pbs.twimg.com/profile_images/3641074544/87d3d013b8d48ddf08e2ceeb7cf51e31_normal.jpeg,https://pbs.twimg.com/profile_banners/288179905/1512761505,4A913C,FFFFFF,95E8EC,3C3940,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 14:09:33 +0000 2023,1633107623657521154,1633107623657521154,@slim_daddyyyyyy @nishola_adeniji @NealGardner_ What's the problem with Osasuna??,False,"[48, 81]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.63310548858069e+18,1633105488580689920,1.571940233985368e+18,1571940233985368064,slim_daddyyyyyy,,,,,False,0,1,False,False,,en,en,recent,1248631452930945024,1248631452930945024,Ardaiz_07,AdriVictory_YT,,,,,[],False,13,229,0,Fri Apr 10 15:18:44 +0000 2020,658,,,False,False,98,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1503826337936642051/fOBSvC0X_normal.jpg,https://pbs.twimg.com/profile_images/1503826337936642051/fOBSvC0X_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 14:01:04 +0000 2023,1633105488580689920,1633105488580689920,@nishola_adeniji @NealGardner_ do u want to improve or stay on average and got beaten by elche and osasuna or win the league???,False,"[31, 127]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6330971525775647e+18,1633097152577564672,7.47551931514622e+17,747551931514621956,nishola_adeniji,,,,,False,0,0,False,False,,en,en,recent,1571940233985368064,1571940233985368064,slimdaddy♐️👑,slim_daddyyyyyy,,God Is The Best Plug. 👑♐️ A Lover Of Good Music🎶. DIE HARD @FCBarcelona Fan❤️💙,,,[],False,312,407,0,Mon Sep 19 19:13:03 +0000 2022,1884,,,False,False,265,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1571942788807147520/PmCTRIAV_normal.jpg,https://pbs.twimg.com/profile_images/1571942788807147520/PmCTRIAV_normal.jpg,https://pbs.twimg.com/profile_banners/1571940233985368064/1663615352,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 13:20:49 +0000 2023,1633095358006849536,1633095358006849536,"🗞️ Nico is very likely to be called up and possibly even start against Osasuna on Saturday.

via @DepCOPEValencia https://t.co/NyPB0FkZWx",False,"[0, 113]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,19,False,False,False,en,en,recent,1473759002525904905,1473759002525904905,Team Nico González,TeamNicoG,,Everything about FC Barcelona/Valencia CF player Nicolas González. (teamnicogonzalez@gmail.com),https://t.co/Le3FhH1SGS,"[{'url': 'https://t.co/Le3FhH1SGS', 'expanded_url': 'https://instagram.com/teamnicog?igshid=YmMyMTA2M2Y=', 'display_url': 'instagram.com/teamnicog?igsh…', 'indices': [0, 23]}]",[],False,366,8,1,Wed Dec 22 20:55:20 +0000 2021,2,,,False,False,1207,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1559033728189489152/aANyjpM1_normal.jpg,https://pbs.twimg.com/profile_images/1559033728189489152/aANyjpM1_normal.jpg,https://pbs.twimg.com/profile_banners/1473759002525904905/1660494479,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 12:57:01 +0000 2023,1633089367227990017,1633089367227990017,@Osasuna Son 20.000 en cash,False,"[9, 27]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6328828289825137e+18,1632882828982513665,177890401.0,177890401,Osasuna,,,,,False,0,0,False,False,,en,en,recent,563686533,563686533,Edu Ruiz Olmo,EduRLiq,,,,,[],False,101,143,4,Thu Apr 26 10:11:02 +0000 2012,2873,,,False,False,1637,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/3623406849/6493d204ef230ca8a48ee05630b01778_normal.jpeg,https://pbs.twimg.com/profile_images/3623406849/6493d204ef230ca8a48ee05630b01778_normal.jpeg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 12:53:43 +0000 2023,1633088539704406017,1633088539704406017,"@OloriebiINvogue Torino did me dirty on that your game yesterday upon I added Osasuna and played cut 2, three still spoil😓",False,"[17, 122]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6330867974953697e+18,1633086797495369735,1.3887222769804698e+18,1388722276980469760,OloriebiINvogue,,,,,False,0,0,False,False,,en,en,recent,1572318959243771905,1572318959243771905,Nedum🏮🇬🇭🇳🇬,NathanEngg,,"Whenever you see a successful person, you only see the public glories,never the private sacrifices to reach them. #Countrymusic #coldplay 🐅Up Chels💙",,,[],False,387,339,0,Tue Sep 20 20:17:15 +0000 2022,9338,,,False,False,9440,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1631347286230851610/3SbRIR4W_normal.jpg,https://pbs.twimg.com/profile_images/1631347286230851610/3SbRIR4W_normal.jpg,https://pbs.twimg.com/profile_banners/1572318959243771905/1677769062,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 12:37:32 +0000 2023,1633084465818869761,1633084465818869761,"Finally a Barça B game will be streamed on @FCBtv this season 🥹🥰..
The work of @FemeniInfo is reaping fruits 👏🏼👏🏼🙏🏾...
Next week Sunday vs Osasuna it seems ✨. https://t.co/7qZ5dnbD74",False,"[0, 158]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,True,0,7,False,False,False,en,en,recent,1476539158411808774,1476539158411808774,Johnson - 🌚,Seyijohnson_js,,"Cynophile et Ailurophile 😺🐶  - FCB 💙❤️ - Footbal - Liga F Enthusiast
Follow Other Major Futfem leagues just for the fun of it 😋.
Tweets mostly about Futfem.",,,[],False,242,941,1,Thu Dec 30 13:02:45 +0000 2021,36085,,,False,False,16446,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632655988779102210/N-6dUl6Z_normal.jpg,https://pbs.twimg.com/profile_images/1632655988779102210/N-6dUl6Z_normal.jpg,https://pbs.twimg.com/profile_banners/1476539158411808774/1674400631,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],1.6330109032967455e+18,1633010903296745472,Tue Mar 07 07:45:13 +0000 2023,1.6330109032967455e+18,1633010903296745472,"Partits @fcbmasia

📝Dimecres 
📺DIRECTE @fcbtv
1915h Infantil A-Vic R.

📝Dissabte
📺DIRECTE Barça TV+
⌛Diferit @FCBtv

1030h Infantil A-Granollers
1230h Cadet A-S.Gabriel
16h Juvenil B-U.Bellvitge

📝Diumenge
📺DIRECTE @FCBtv 
12h Femení B-Osasuna

⌛Diferit B. Atlètic-Nàstic",False,"[0, 271]",en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,302083273.0,302083273,Jaume Marcet,jaumemarcet,Barcelona,"Periodista. 
A Barça TV des de l'any 2000.
Narrador dels partits del primer equip i del futbol base del Barça.",,[],False,16597.0,2807.0,241.0,Fri May 20 15:32:44 +0000 2011,5298.0,,,True,False,41228.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1614537349488050176/gUOpdG5U_normal.jpg,https://pbs.twimg.com/profile_images/1614537349488050176/gUOpdG5U_normal.jpg,https://pbs.twimg.com/profile_banners/302083273/1671957830,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,False,9.0,29.0,False,False,,ca,,,,,,,,,,,,,,
Tue Mar 07 12:08:22 +0000 2023,1633077123639308291,1633077123639308291,"@DonShelby_ Is that guy from Osasuna?I watch him against us he is not tall,he is short.Maybe i think on wrong player.",False,"[12, 117]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633075666231894e+18,1633075666231894016,2298462019.0,2298462019,DonShelby_,,,,,False,0,1,False,False,,en,en,recent,1517964613991776256,1517964613991776256,Mahadeva,ProdigyMahadeva,,,,,[],False,14,167,0,Sat Apr 23 20:32:33 +0000 2022,926,,,False,False,1450,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1517965518401118209/JCVzaHS8_normal.jpg,https://pbs.twimg.com/profile_images/1517965518401118209/JCVzaHS8_normal.jpg,https://pbs.twimg.com/profile_banners/1517964613991776256/1651134401,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 12:03:54 +0000 2023,1633075999608033282,1633075999608033282,"@LaLigaLowdown @osasuna_en Except for when Vinicius step on the pitch, sadly😞",False,"[27, 77]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.632780582202794e+18,1632780582202793984,8.939923138061025e+17,893992313806102531,LaLigaLowdown,,,,,False,0,0,False,False,,en,en,recent,1554322026810073088,1554322026810073088,Meringos.,RimaMerin,,Just a tactics-nerd Madridista voicing his opinions.,https://t.co/VkQqWDuxDg,"[{'url': 'https://t.co/VkQqWDuxDg', 'expanded_url': 'http://meringos.wixsite.com', 'display_url': 'meringos.wixsite.com', 'indices': [0, 23]}]",[],False,204,16,0,Tue Aug 02 04:23:58 +0000 2022,487,,,False,False,195,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1625059286027243522/3I8wYnLg_normal.jpg,https://pbs.twimg.com/profile_images/1625059286027243522/3I8wYnLg_normal.jpg,https://pbs.twimg.com/profile_banners/1554322026810073088/1660890457,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 12:01:12 +0000 2023,1633075320969371649,1633075320969371649,Come on you cowards! @valenciacf https://t.co/6BXf820CqC,False,"[0, 32]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,True,0,2,False,False,False,en,en,recent,329792447,329792447,Aryan You 🦇,freeze_IV,"North Ostrobothnia, Finland",🇮🇷🇦🇪🇫🇮,,,[],False,215,210,1,Tue Jul 05 16:41:51 +0000 2011,47004,,,False,False,7719,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1579124481758568452/3C6zzMrP_normal.jpg,https://pbs.twimg.com/profile_images/1579124481758568452/3C6zzMrP_normal.jpg,https://pbs.twimg.com/profile_banners/329792447/1645451332,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],1.6328828289825137e+18,1632882828982513665,Mon Mar 06 23:16:18 +0000 2023,1.6328828289825137e+18,1632882828982513665,COMUNICADO OFICIAL | El Club Atlético Osasuna solicita al Comité Técnico de Árbitros una aclaración por el gol anulado a Abde.,False,"[0, 126]",en,recent,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",,,,,,177890401.0,177890401,C. A. OSASUNA,Osasuna,Comunidad Foral de Navarra,"Cuenta oficial del Club Atlético Osasuna.

🚩 FEM: @Osasuna_fem

🚩 EUS: @Osasuna_eus / EN: @Osasuna_en / ARAB: @Osasuna_Arab

🚩 Instagram: https://t.co/Xh2GNXI6gD",https://t.co/MIBwqIPyVQ,"[{'url': 'https://t.co/Xh2GNXI6gD', 'expanded_url': 'http://bit.ly/3qql05G', 'display_url': 'bit.ly/3qql05G', 'indices': [138, 161]}]",False,283142.0,183.0,2258.0,Fri Aug 13 09:26:48 +0000 2010,15649.0,,,True,True,88969.0,,False,False,False,DC281E,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1582991574887276544/z07MGfeV_normal.jpg,https://pbs.twimg.com/profile_images/1582991574887276544/z07MGfeV_normal.jpg,https://pbs.twimg.com/profile_banners/177890401/1674733280,E81C4F,000000,EDEDED,DC281E,True,True,False,False,False,False,False,none,[],,,,,False,620.0,5648.0,False,False,,es,"[{'url': 'https://t.co/MIBwqIPyVQ', 'expanded_url': 'http://linktr.ee/CAOsasuna', 'display_url': 'linktr.ee/CAOsasuna', 'indices': [0, 23]}]",,,,,,,,,,,,,
Tue Mar 07 11:31:39 +0000 2023,1633067885680644100,1633067885680644100,"@RDoyle1610 @Fs_BVB @Blue_Footy Also your team wasted so much money getting so many players and are fighting for the Europa spot...lmao
I should better support osasuna because Chelsea is a joke
A joke....I hope you go to the Europa because i am certain that you don't have anywhere in the champion league",False,"[32, 304]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6330563947726438e+18,1633056394772643841,1.2481978903730831e+18,1248197890373083136,RDoyle1610,,,,,False,0,0,False,False,,en,en,recent,1535423667269685248,1535423667269685248,Triky A,atriky2,,Don’t joke with God.......@barryjhay and @blackyellow💛 I love them so much☺️❤️,,,[],False,100,211,0,Sat Jun 11 00:48:31 +0000 2022,8276,,,False,False,1587,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1633038620704624640/t7TiviS1_normal.jpg,https://pbs.twimg.com/profile_images/1633038620704624640/t7TiviS1_normal.jpg,https://pbs.twimg.com/profile_banners/1535423667269685248/1678181294,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 11:26:15 +0000 2023,1633066526172409857,1633066526172409857,@FotMob @atletienglish @realvalladolidE @Elchecf_en @VillarrealCFen @RCCelta @osasuna_en @RealBetis_en @bghayward Galan is kind of a regular here,False,"[114, 145]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6330578416102072e+18,1633057841610207233,443643057.0,443643057,FotMob,,,,,False,0,2,False,False,,en,en,recent,1306165973511213056,1306165973511213056,Fülöp🇭🇺💙 #ElPlan29,CeltaHu,,"Celta Vigo fan from Hungary.
Joseph Aidoo and NB1 enthusiast.",,,[],False,433,297,5,Wed Sep 16 09:40:19 +0000 2020,56801,,,False,False,13871,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1614027051777802241/x5LVyQSi_normal.jpg,https://pbs.twimg.com/profile_images/1614027051777802241/x5LVyQSi_normal.jpg,https://pbs.twimg.com/profile_banners/1306165973511213056/1653567659,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 11:22:59 +0000 2023,1633065705712091138,1633065705712091138,"@badger_brave @TYRELLOVB What has he actually done that you believe he'll be better in Barcelona. 
Osasuna us not Barcelona, hope you know. The tension and expectations from Barcelona is way more tensed than that of Osasuna. He's a free bird at Osasuna perhaps let him fly freely because...",False,"[25, 290]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6330629461955338e+18,1633062946195533825,267905284.0,267905284,badger_brave,,,,,False,0,0,False,False,,en,en,recent,1489376229899837446,1489376229899837446,Big_Chie camp nou ❤️💙,big_archie1,,"Archie... 
Barcelona blood...",,,[],False,758,773,1,Thu Feb 03 23:12:43 +0000 2022,392,,,True,False,1398,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1489376535593299969/MDG_F0K7_normal.jpg,https://pbs.twimg.com/profile_images/1489376535593299969/MDG_F0K7_normal.jpg,https://pbs.twimg.com/profile_banners/1489376229899837446/1645088683,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 11:20:02 +0000 2023,1633064962611445760,1633064962611445760,@MagicalXavi Is this the mid performance this fan base are hyping. We should sell him permanently to osasuna and cash on him asap,False,"[13, 129]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633063715338875e+18,1633063715338874881,1.5058049506594734e+18,1505804950659473409,MagicalXavi,,,,,False,0,0,False,False,,en,en,recent,913017087727214593,913017087727214593,••••••••,realstoner112,IDK,Barca • Messi 🐐 • #LM8 🔜 • Milwaukee Bucks • Giannis Antetokoumpo,,,[],False,702,716,0,Wed Sep 27 12:26:51 +0000 2017,15902,,,True,False,1079,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632907978205429760/qgtGVIlW_normal.jpg,https://pbs.twimg.com/profile_images/1632907978205429760/qgtGVIlW_normal.jpg,https://pbs.twimg.com/profile_banners/913017087727214593/1674212384,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 11:13:55 +0000 2023,1633063423519907842,1633063423519907842,"The work in Tajonar has begun!

🔛 #ValenciaOsasuna

#LetsGoRojillos https://t.co/KGaq3tJtDS",False,"[0, 67]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,2,False,False,False,en,en,recent,961658047889362946,961658047889362946,C. A. OSASUNA,osasuna_en,Chartered Community of Navarre,"Official account of C. A. Osasuna.

🚩 ESP: @Osasuna /EUS: @Osasuna_eus /ARAB: @Osasuna_Arab

🚩 Women's team: @Osasuna_Fem",https://t.co/aRGWv9ZUnT,"[{'url': 'https://t.co/aRGWv9ZUnT', 'expanded_url': 'http://linktr.ee/CAOsasuna', 'display_url': 'linktr.ee/CAOsasuna', 'indices': [0, 23]}]",[],False,6628,188,168,Thu Feb 08 17:48:40 +0000 2018,799,,,True,True,6727,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1583117690511712258/b7UtjshK_normal.jpg,https://pbs.twimg.com/profile_images/1583117690511712258/b7UtjshK_normal.jpg,https://pbs.twimg.com/profile_banners/961658047889362946/1674815846,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 10:27:12 +0000 2023,1633051667171278849,1633051667171278849,@FerranPrime @AlexMer11698843 @BarcaUniversal One of the three goal was a foul on alonso (vs Osasuna),False,"[46, 101]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.632811369098621e+18,1632811369098620930,1.5499008140718572e+18,1549900814071857153,FerranPrime,,,,,False,0,2,False,False,,en,en,recent,1440314146445160448,1440314146445160448,REDshot (fb),REDSHOT360_,Pedri’s house,Ok.,,,[],False,617,951,0,Tue Sep 21 13:57:22 +0000 2021,7909,,,False,False,3689,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1631351041123045377/g0dxZ1lO_normal.png,https://pbs.twimg.com/profile_images/1631351041123045377/g0dxZ1lO_normal.png,https://pbs.twimg.com/profile_banners/1440314146445160448/1659984448,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 10:14:02 +0000 2023,1633048354555850753,1633048354555850753,Ghana defender Joseph Aidoo puts up top display to help Celta Vigo to share spoils with Osasuna https://t.co/Yc0bXOgvlt,False,"[0, 119]","<a href=""https://www.modernghana.com"" rel=""nofollow"">Modern Ghana</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,51816066,51816066,Modern Ghana,modernghanaweb,"Accra, Ghana","Breaking news, entertainment, sports, politics and everything in-between!",https://t.co/QonVHxJK5e,"[{'url': 'https://t.co/QonVHxJK5e', 'expanded_url': 'https://www.modernghana.com', 'display_url': 'modernghana.com', 'indices': [0, 23]}]",[],False,37786,859,283,Sun Jun 28 19:30:40 +0000 2009,45,,,False,False,612471,,False,False,False,EAEAEA,http://abs.twimg.com/images/themes/theme19/bg.gif,https://abs.twimg.com/images/themes/theme19/bg.gif,False,http://pbs.twimg.com/profile_images/1483880828274937860/OhYB6RTL_normal.jpg,https://pbs.twimg.com/profile_images/1483880828274937860/OhYB6RTL_normal.jpg,https://pbs.twimg.com/profile_banners/51816066/1677023251,990000,000000,FFFFFF,000000,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
