created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id,place,possibly_sensitive,user.entities.url.urls,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,quoted_status.user.entities.url.urls,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str,geo.type,geo.coordinates,coordinates.type,coordinates.coordinates
Wed Mar 08 02:23:51 +0000 2023,1633292415619723264,1633292415619723264,i’m going summer abroad to barcelona 🥹💗 #cheetahgirls,False,"[0, 53]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,0,1,False,False,en,en,recent,3314845144,3314845144,𝔯𝔬𝔰𝔦𝔢,rosieee_su,the bay,♌︎ | ☻ | 𝚌𝚊𝚕 ‘𝟸𝟹,https://t.co/dZVRpn4grn,[],False,262,97,0,Tue Jun 09 10:36:32 +0000 2015,7286,,,True,False,851,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1609718728060723200/0fMbkdYD_normal.jpg,https://pbs.twimg.com/profile_images/1609718728060723200/0fMbkdYD_normal.jpg,https://pbs.twimg.com/profile_banners/3314845144/1617602495,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,"[{'url': 'https://t.co/dZVRpn4grn', 'expanded_url': 'https://linktr.ee/rosieee.su', 'display_url': 'linktr.ee/rosieee.su', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:23:20 +0000 2023,1633292285042655234,1633292285042655234,Introducing the latest buzz from #MWC23 in Barcelona! #Huawei has unveiled a slew of exciting storage products and multi-cloud storage offerings to give users a leg up in today's data apps booming era. Learn more @BlocksandFiles: https://t.co/z7FFV22Fxu #HuaweiMWC #HuaweiFacts,False,"[0, 277]","<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",,,,,,,,,False,1,0,False,False,en,en,recent,1427512103510810631,1427512103510810631,Huawei IT Products & Solutions,IT_Huawei,"Huawei Base, Bantian, Longgang",Huawei IT Product Line helps build powerful data infrastructure to unleash the power of data and pave the way to a digital and intelligent future.,https://t.co/AiVRUoOLrp,[],False,17006,139,5,Tue Aug 17 06:06:53 +0000 2021,52,,,False,True,1908,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1427512234616377345/fFVMqUXp_normal.png,https://pbs.twimg.com/profile_images/1427512234616377345/fFVMqUXp_normal.png,https://pbs.twimg.com/profile_banners/1427512103510810631/1678069177,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,False,"[{'url': 'https://t.co/AiVRUoOLrp', 'expanded_url': 'https://e.huawei.com/en/products/storage', 'display_url': 'e.huawei.com/en/products/st…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:23:12 +0000 2023,1633292251987058689,1633292251987058689,"8 films to get to know me: 
1. howls moving castle
2. lilo &amp; stitch
3. love, rosie
4. barcelona
5. everything everywhere all at once 
6. heavens postman
7. a silent voice
8. tangled https://t.co/YYhoJMqjAx",False,"[0, 185]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,True,0,0,False,False,en,en,recent,66254114,66254114,mo,mniquevlla,,,,[],False,139,231,1,Mon Aug 17 02:30:43 +0000 2009,21740,,,False,False,6823,,False,False,False,ACDED6,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,False,http://pbs.twimg.com/profile_images/1630087003202023424/dKDkVC9Z_normal.jpg,https://pbs.twimg.com/profile_images/1630087003202023424/dKDkVC9Z_normal.jpg,https://pbs.twimg.com/profile_banners/66254114/1636685938,038543,EEEEEE,F6F6F6,333333,True,True,False,False,False,False,False,regular,[],,,,,,,,,,,,,False,,1.633243637067686e+18,1633243637067685889,Tue Mar 07 23:10:01 +0000 2023,1.633243637067686e+18,1633243637067685889,"8 films to get to know me:

1. Chungking Express
2. My neighbor Totoro
3. Spirited Away
4. Princess Mononoke
5. Beetlejuice
6. Cars 1
7. The Great Pumpkin Charlie Brown
8.Everything Everywhere All At Once https://t.co/YKLupvyNDc",False,"[0, 204]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.4075082612936786e+18,1407508261293678594,madmad,gisposal,,she/they. ube 🇵🇭 enthusiast. hopeless romantic. ♈︎ sun ♉︎ rising ♌︎ moon. Opinions are my own and not the views of my employer,,[],False,29.0,162.0,0.0,Wed Jun 23 01:18:26 +0000 2021,6030.0,,,False,False,2611.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1539292085282557952/RlWuWYKZ_normal.jpg,https://pbs.twimg.com/profile_images/1539292085282557952/RlWuWYKZ_normal.jpg,https://pbs.twimg.com/profile_banners/1407508261293678594/1663298751,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,True,0.0,1.0,False,False,False,en,,1.6326299533418537e+18,1632629953341853698,,,,
Wed Mar 08 02:22:36 +0000 2023,1633292102267449344,1633292102267449344,"ATM: Joshua and Daniel are gearing up with the band to give you a show like no other! This is #GKapamilya!

See you on Mar 11 2023 sa Aribau Multicines, Barcelona, Spain and on Mar 12 2023 sa Space Odeon, Milan, Italy. Gates open at 5:30PM.

DON’T MISS IT: https://t.co/BgzbgQlg6y https://t.co/pAhvL3gB43",False,"[0, 280]","<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",,,,,,,,,False,21,39,False,False,en,en,recent,2165900378,2165900378,The Filipino Channel,KapamilyaTFC,Worldwide,Home of Overseas Filipinos.,https://t.co/ltv2o2zUqr,[],False,49098,748,42,Thu Oct 31 03:11:39 +0000 2013,7001,,,True,False,27886,,False,False,False,FFF04D,http://abs.twimg.com/images/themes/theme19/bg.gif,https://abs.twimg.com/images/themes/theme19/bg.gif,True,http://pbs.twimg.com/profile_images/1591041580034498560/_w69pn5U_normal.png,https://pbs.twimg.com/profile_images/1591041580034498560/_w69pn5U_normal.png,https://pbs.twimg.com/profile_banners/2165900378/1675046053,2500CC,000000,F6FFD1,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,False,"[{'url': 'https://t.co/ltv2o2zUqr', 'expanded_url': 'http://iwanttfc.com', 'display_url': 'iwanttfc.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:20:44 +0000 2023,1633291629988655105,1633291629988655105,@edh_cafe Sucks that it doesn't tell you till the end of the fork it can only be given to US residents. Hoping for better luck for Barcelona,False,"[10, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633250103761707e+18,1633250103761707013,525715095.0,525715095,Frog_Sustem,,,,False,0,0,False,False,en,en,recent,525715095,525715095,Gay Phenyx 🏳️‍⚧️🐸🐶,Frog_Sustem,,"It/Fae/Frog pronouns plz

I'm a certified Magic The Gathering ""Johnny""",,[],False,96,409,1,Thu Mar 15 20:17:54 +0000 2012,8160,,,False,False,6036,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1578504025993089025/A0xafDwW_normal.jpg,https://pbs.twimg.com/profile_images/1578504025993089025/A0xafDwW_normal.jpg,https://pbs.twimg.com/profile_banners/525715095/1665179728,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:20:39 +0000 2023,1633291609138757632,1633291609138757632,If you can come to Barcelona its worth it lmao,False,"[0, 46]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,0,0,False,False,en,en,recent,724850352,724850352,Alejandro Rivera,RiveraSI909,"California, USA",,,[],False,87,181,0,Sun Jul 29 23:46:34 +0000 2012,7548,,,True,False,3794,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1613010700804448256/MWmqvBny_normal.jpg,https://pbs.twimg.com/profile_images/1613010700804448256/MWmqvBny_normal.jpg,https://pbs.twimg.com/profile_banners/724850352/1561700674,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:18:25 +0000 2023,1633291047148322816,1633291047148322816,Barcelona vlog and other Barcelona things https://t.co/Iyl4IZZ6jc #getintoit https://t.co/FJNNCHlnQu,False,"[0, 76]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,1,0,False,False,en,en,recent,162852772,162852772,Yinka,Yinkaism,"New York, NY",the funny thing is…,,[],False,1320,259,21,Sun Jul 04 21:53:25 +0000 2010,78391,,,False,False,5420,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1575900386992398336/jV0-qKje_normal.jpg,https://pbs.twimg.com/profile_images/1575900386992398336/jV0-qKje_normal.jpg,https://pbs.twimg.com/profile_banners/162852772/1664558339,FF0000,65B0DA,7AC3EE,3D1957,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:17:57 +0000 2023,1633290931876032514,1633290931876032514,@elchiringuitotv @EduAguirre7 This country he’s to do something right to Barcelona!! We are not stupid Barcelona 🤡🤡🤡cheating  referees 🤡🤡🤡🤡🤡,False,"[30, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332529730056602e+18,1633252973005660160,18905975.0,18905975,elchiringuitotv,,,,False,0,0,False,False,en,en,recent,1219674954821705729,1219674954821705729,ac Milan,isco1098063490,,🥇,,[],False,18,1323,1,Tue Jan 21 17:35:53 +0000 2020,4612,,,True,False,2620,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1626769923786637313/itQhbNTX_normal.jpg,https://pbs.twimg.com/profile_images/1626769923786637313/itQhbNTX_normal.jpg,https://pbs.twimg.com/profile_banners/1219674954821705729/1677950091,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:17:46 +0000 2023,1633290885424087042,1633290885424087042,"@Mudboy73771854 @Abhishe38080393 @futameerzo @goal You guys are so dump jeez Mbappe can't even lace Messi's boot at age 35.

He stood there watch Messi win his 7th fifa best player and you dere compare Mbappe to him.

At age 24 Messi had 3 balon d'or and was Barcelona all time top scorer with 234 goals..",False,"[51, 305]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331351287664722e+18,1633135128766472193,1.3603593277107732e+18,1360359327710773249,Mudboy73771854,,,,False,0,0,False,False,en,en,recent,1070939829700096000,1070939829700096000,K W E S I 🔥B L A C K,Kwesiblack__,Abeka/Ghana/West Africa.,Recording Artist|Gaffer at Revele Production|Creative Director|key Grip|D.O.P|Digital Marketer|#Gordymaxentertainment|for booking Melisawhitee205@gmail.com.,https://t.co/06xuExdmrp,[],False,9812,8704,4,Fri Dec 07 07:15:27 +0000 2018,202166,,,True,False,72832,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1618880723263397889/14UuRgzi_normal.jpg,https://pbs.twimg.com/profile_images/1618880723263397889/14UuRgzi_normal.jpg,https://pbs.twimg.com/profile_banners/1070939829700096000/1664745899,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,"[{'url': 'https://t.co/06xuExdmrp', 'expanded_url': 'https://audiomack.com/Gordymax/song/gyae-m3', 'display_url': 'audiomack.com/Gordymax/song/…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:17:06 +0000 2023,1633290714871222272,1633290714871222272,"There was no time for Bayern, but he did go on to dominate at West Bromwich Albion, see what happened on Robert Lewandowski's Football Manager 2006 career simulation below on YouTube..

https://t.co/YvuNdePYET

#Lewandowski #Barcelona #Barca #WBA #Bayern #BAYPSG #ChampionsLeague https://t.co/qn6nPr2qr8",False,"[0, 279]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,False,0,0,False,False,en,en,recent,1613171523912667142,1613171523912667142,Football Horizon,FootballHorizo2,,Enjoy taking a step back in time with Football Manager Challenges from years gone by,https://t.co/5Y76WPv8UI,[],False,11,26,0,Wed Jan 11 13:51:23 +0000 2023,162,,,False,False,1988,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1613172846758354945/XFvg2WKv_normal.jpg,https://pbs.twimg.com/profile_images/1613172846758354945/XFvg2WKv_normal.jpg,https://pbs.twimg.com/profile_banners/1613171523912667142/1676401624,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,False,"[{'url': 'https://t.co/5Y76WPv8UI', 'expanded_url': 'https://www.youtube.com/channel/UCj15CCJMzA0gkiF4BHMHJ-A', 'display_url': 'youtube.com/channel/UCj15C…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:16:32 +0000 2023,1633290573812473856,1633290573812473856,"@SK10__Football Return to Barcelona....... Catalonia is calling for ""MESSI""🔵🔴🔵🔴",False,"[16, 79]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633036105858814e+18,1633036105858813953,1.5816412045249372e+18,1581641204524937217,SK10__Football,,,,False,1,1,False,False,en,en,recent,1621493147363680258,1621493147363680258,yaw freeman,yawfreeman43,,,,[],False,41,1141,0,Fri Feb 03 12:58:19 +0000 2023,997,,,False,False,48,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1621493620053245953/fLLFm08m_normal.jpg,https://pbs.twimg.com/profile_images/1621493620053245953/fLLFm08m_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:16:10 +0000 2023,1633290482943156231,1633290482943156231,"@Schl0moti0n I think he followed me after Barcelona Testing, IDK why but its one of the only reasons I still keep this account up LMFAO",False,"[13, 135]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6332886322105426e+18,1633288632210542593,8.51231309754024e+17,851231309754023936,Schl0moti0n,,,,False,0,1,False,False,en,en,recent,1211507169759129600,1211507169759129600,FlyingRyan,RyanTovar2,,"UArizona 23' Bachelor in Systems Engineering, Minor in Mechanical Engineering",,[],False,40,214,0,Mon Dec 30 04:39:57 +0000 2019,736,,,False,False,542,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1499785022756114432/k7375XD1_normal.jpg,https://pbs.twimg.com/profile_images/1499785022756114432/k7375XD1_normal.jpg,https://pbs.twimg.com/profile_banners/1211507169759129600/1599988254,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:15:10 +0000 2023,1633290230970171394,1633290230970171394,Travel Safety in Barcelona: Tips From Someone Who Got Mugged https://t.co/hulphRT3zj,False,"[0, 84]","<a href=""https://crowdfireapp.com"" rel=""nofollow"">Crowdfire App</a>",,,,,,,,,False,0,0,False,False,en,en,recent,832088692026060804,832088692026060804,Gluten-Free Spirited,GFSpirit,"Charlotte, NC","Blogger👩🏻‍💻Food for the Dietary-conscious Traveler. 🌎 Recipes, guides, restaurant recommendations & more for eaters with food sensitivities",https://t.co/DgXJPBTSoo,[],False,1055,1479,22,Thu Feb 16 04:46:18 +0000 2017,9030,,,False,False,7479,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/988530108179853312/Mb488ihz_normal.jpg,https://pbs.twimg.com/profile_images/988530108179853312/Mb488ihz_normal.jpg,https://pbs.twimg.com/profile_banners/832088692026060804/1491008183,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,False,"[{'url': 'https://t.co/DgXJPBTSoo', 'expanded_url': 'https://linktr.ee/glutenfreespirited', 'display_url': 'linktr.ee/glutenfreespir…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:14:48 +0000 2023,1633290136417968128,1633290136417968128,"What happens when you simulate Lionel Messi's career on Football Manager 2006, how successful did FM think he was going to be 17 years ago? Find out on YouTube below

https://t.co/i1XvwhC7sc

#Barca #Barcelona #Messi #PSG  #Neymar #Ansu #Mudryk #BAYPSG #ChampionsLeague #Allianz https://t.co/r2bbbzyRT4",False,"[0, 278]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,False,0,0,False,False,en,en,recent,1613171523912667142,1613171523912667142,Football Horizon,FootballHorizo2,,Enjoy taking a step back in time with Football Manager Challenges from years gone by,https://t.co/5Y76WPv8UI,[],False,11,26,0,Wed Jan 11 13:51:23 +0000 2023,162,,,False,False,1988,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1613172846758354945/XFvg2WKv_normal.jpg,https://pbs.twimg.com/profile_images/1613172846758354945/XFvg2WKv_normal.jpg,https://pbs.twimg.com/profile_banners/1613171523912667142/1676401624,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,False,"[{'url': 'https://t.co/5Y76WPv8UI', 'expanded_url': 'https://www.youtube.com/channel/UCj15CCJMzA0gkiF4BHMHJ-A', 'display_url': 'youtube.com/channel/UCj15C…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:14:07 +0000 2023,1633289967085703168,1633289967085703168,@liuwang56846997 Barcelona is always nice to visit,False,"[17, 50]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6329376500250378e+18,1632937650025037824,1.4549759280402637e+18,1454975928040263680,liuwang56846997,,,,False,0,0,False,False,en,en,recent,1196907548344930304,1196907548344930304,Sherman Sheldon Domingo,sherman_domingo,,I’ll never be who you want me to be but I can be 100% ME,,[],False,44,133,1,Tue Nov 19 21:46:32 +0000 2019,13330,,,False,False,34,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1447209315090120711/Il1S31Ft_normal.jpg,https://pbs.twimg.com/profile_images/1447209315090120711/Il1S31Ft_normal.jpg,https://pbs.twimg.com/profile_banners/1196907548344930304/1654478292,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:13:29 +0000 2023,1633289807311822850,1633289807311822850,"@m193886 @Mjay149 @MadridXtra @tgm46 Luis Enrique played for both Real Madrid  &amp; FC Barcelona 
So did Marcos Alonso 

Miquel Soler, Luis Milla , Nando Munoz &amp; Albert Celades are some who initially played for FC Barcelona &amp; later went to Real Madrid 

All Spanish",False,"[37, 274]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332490613304033e+18,1633249061330403328,8.40110449358123e+17,840110449358123008,m193886,,,,False,0,0,False,False,en,en,recent,1570807404765519873,1570807404765519873,Mohammed Farman,Mfarman431v08,,,,[],False,65,791,0,Fri Sep 16 16:10:57 +0000 2022,25815,,,False,False,5562,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1578024983682424832/_Z587G9M_normal.jpg,https://pbs.twimg.com/profile_images/1578024983682424832/_Z587G9M_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:12:48 +0000 2023,1633289634896805888,1633289634896805888,"My Boys...this must be shared on occasion. Metallica: Breadfan (Barcelona, Spain - February 7, 2018) https://t.co/Myg6dc6mBR via @YouTube",False,"[0, 137]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,False,0,0,False,False,en,en,recent,1586398346725539842,1586398346725539842,SamWell,Samwise46293936,,"Native Texan. Simply put I want Dems out of my pocketbook & Reps out of my bedroom. Beths and Teeters are my speed. Yes to 2A, Aviation, Outdoors, & NASCAR.",,[],False,138,706,0,Sat Oct 29 16:43:46 +0000 2022,6403,,,False,False,3232,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1621327792322347009/ueQn78m4_normal.jpg,https://pbs.twimg.com/profile_images/1621327792322347009/ueQn78m4_normal.jpg,https://pbs.twimg.com/profile_banners/1586398346725539842/1678147543,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:12:42 +0000 2023,1633289608393035776,1633289608393035776,"@yassoma @varunramg @nikitabier Years ago my passport was stolen in Barcelona, got a new one in 45 minutes at the embassy the next day.

Obviously gotta be in a foreign country first tho :)",False,"[32, 189]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332848557348946e+18,1633284855734894592,15256031.0,15256031,yassoma,,,,False,0,2,False,False,en,en,recent,80813955,80813955,Marc Daniels 🇺🇸,mpauldaniels,SoCal,The best is yet to come. I enjoy recurring revenue (https://t.co/KrzkFK0bwl) and football (https://t.co/TzG9XNM9MD). Profile = bookmarks etc.,https://t.co/fgAfiEaDoR,"[{'url': 'https://t.co/KrzkFK0bwl', 'expanded_url': 'http://virbela.com', 'display_url': 'virbela.com', 'indices': [52, 75]}, {'url': 'https://t.co/TzG9XNM9MD', 'expanded_url': 'http://uclabruins.com', 'display_url': 'uclabruins.com', 'indices': [91, 114]}]",False,1690,1905,95,Thu Oct 08 10:04:37 +0000 2009,35224,,,True,False,4918,,False,False,False,C6E2EE,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,False,http://pbs.twimg.com/profile_images/755190422008270849/nGRWq4dZ_normal.jpg,https://pbs.twimg.com/profile_images/755190422008270849/nGRWq4dZ_normal.jpg,https://pbs.twimg.com/profile_banners/80813955/1398203687,1F98C7,C6E2EE,DAECF4,663B12,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,"[{'url': 'https://t.co/fgAfiEaDoR', 'expanded_url': 'https://www.linkedin.com/in/mpauldaniels', 'display_url': 'linkedin.com/in/mpauldaniels', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
