created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,quoted_status_id,quoted_status_id_str,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,user.entities.url.urls,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id
Tue Mar 07 21:52:49 +0000 2023,1633224208099471360,1633224208099471360,@user888823 all righty - guess you are an Espanyol fan  or a madridista in disguise - no shame on that… or maybe you are another one of those bots hired by Bartomeu and Co… cheers tía,False,"[12, 183]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331698880669082e+18,1633169888066908160,1.4795496445060751e+18,1479549644506075137,user888823,,,,,False,,,0,0,False,False,,en,en,recent,340641430,340641430,El Exiliado,jygflowers,El Universo,solidario con la vida y enemigo de la mentira,,[],False,132,265,4,Sat Jul 23 01:24:59 +0000 2011,4452,,,True,False,2937,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/854007698077216769/t-lWj_bA_normal.jpg,https://pbs.twimg.com/profile_images/854007698077216769/t-lWj_bA_normal.jpg,https://pbs.twimg.com/profile_banners/340641430/1376379912,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:41:28 +0000 2023,1633221350935371779,1633221350935371779,"NEW STOCK DROP 🔥 🔥 🔥 
Espanyol 18/19 away - L - BNWT
Denmark 12/13, Euro Champ 20th anniversary shirt - S - Immaculate. 

Just like everything else up for grabs it’s ALL £30 OR LESS ‼️ 

https://t.co/CtrnopK23M
@FullKitWankers @shirt_x @TheShirtUnion @ShirtSellerList https://t.co/DFgtXhYhkq",False,"[0, 267]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,,,0,2,False,False,False,en,en,recent,1619687587135852544,1619687587135852544,The £30 or less football top shop!,andysfootyshirt,"Wales, United Kingdom",New & Vintage football shirts from around the world covering all shapes & sizes for £30 or less.,https://t.co/qd2PJSacv8,[],False,330,588,0,Sun Jan 29 13:23:19 +0000 2023,181,,,False,False,352,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1631612532292042752/w3disuJW_normal.jpg,https://pbs.twimg.com/profile_images/1631612532292042752/w3disuJW_normal.jpg,https://pbs.twimg.com/profile_banners/1619687587135852544/1677841729,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/qd2PJSacv8', 'expanded_url': 'https://www.ebay.co.uk/usr/the-30-quid-or-less-football-top-shop', 'display_url': 'ebay.co.uk/usr/the-30-qui…', 'indices': [0, 23]}]",,,,,,,,,,,,,
Tue Mar 07 21:37:46 +0000 2023,1633220418667528192,1633220418667528192,MARCA: Ferland Mendy is nearing a return but is unlikely to feature against Espanyol. 🇫🇷 https://t.co/cPJQQDbQ6V,False,"[0, 88]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,,,1,22,False,False,False,en,en,recent,885240036748406784,885240036748406784,Real Madrid News,onlyrmcfnews,"Madrid, Spain","📲 Latest Real Madrid news, transfers & match coverage.",https://t.co/3cdhbFDBYE,[],False,13362,35,81,Wed Jul 12 20:50:46 +0000 2017,309,,,False,False,13665,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1345041481996894209/wDByrgNq_normal.jpg,https://pbs.twimg.com/profile_images/1345041481996894209/wDByrgNq_normal.jpg,https://pbs.twimg.com/profile_banners/885240036748406784/1656623216,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/3cdhbFDBYE', 'expanded_url': 'https://onlyrmcfnews.com', 'display_url': 'onlyrmcfnews.com', 'indices': [0, 23]}]",,,,,,,,,,,,,
Tue Mar 07 21:06:45 +0000 2023,1633212614582091777,1633212614582091777,"New Overtime Arbitrum AMM position bought
Real Madrid - Espanyol
Amount: 0.7138548570136818
Paid: 0.657 sUSD
Position: 1X
Potential profit: 0.05685485701368176 sUSD (9%)",False,"[0, 169]","<a href=""https://google.com"" rel=""nofollow"">overtime-thales</a>",,,,,,,,,,False,,,0,0,False,False,,en,en,recent,1547957461809737728,1547957461809737728,Thales Overtime AMM bot,overtime_amm,,Beep boop... I will be printing trades from @OvertimeMarkets AMM,https://t.co/zqKWW34LPc,[],False,176,2,3,Fri Jul 15 14:53:20 +0000 2022,1,,,False,False,106458,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_banners/1547957461809737728/1662587928,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/zqKWW34LPc', 'expanded_url': 'https://overtimemarkets.xyz/#/markets', 'display_url': 'overtimemarkets.xyz/#/markets', 'indices': [0, 23]}]",,,,,,,,,,,,,
Tue Mar 07 21:05:54 +0000 2023,1633212399607005185,1633212399607005185,@P_f1999 Real Madrid lost to Espanyol in the bottom 3 at the time last season yet they knocked out all the premier league teams.,False,"[9, 128]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332111859348767e+18,1633211185934876676,1.6296041383161856e+18,1629604138316185601,P_f1999,,,,,False,,,0,0,False,False,,en,en,recent,1257713767686770695,1257713767686770695,JoeWho,joewho122,,,,[],False,5,37,0,Tue May 05 16:48:35 +0000 2020,18,,,False,False,4115,,False,False,False,F5F8FA,,,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,True,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:05:11 +0000 2023,1633212221718163456,1633212221718163456,do us a favor and go support espanyol or something https://t.co/fpMo29Cm5N,False,"[0, 50]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,True,1.6330990254517207e+18,1633099025451720704,0,3,False,False,False,en,en,recent,3302617442,3302617442,oriana,astroriana,she/her 19,charles leclerc and timothée chalamet fans venezuela,https://t.co/ya2bIz0Ypj,[],False,407,255,25,Fri Jul 31 16:39:30 +0000 2015,272649,,,False,False,58930,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1490709685699321856/8JqHxzUQ_normal.jpg,https://pbs.twimg.com/profile_images/1490709685699321856/8JqHxzUQ_normal.jpg,https://pbs.twimg.com/profile_banners/3302617442/1625147335,F58EA8,000000,000000,000000,False,True,False,False,False,False,False,none,[],Tue Mar 07 13:35:23 +0000 2023,1.6330990254517207e+18,1633099025451720704,"And he's still a piece of shit, people don't hate him cause of his skin color, they hate him because he's a piece of shit.

One day this cancer will leave or get benched Madrid. I just hope he leaves. Enough is enough. https://t.co/t80LFFdnfE",False,"[0, 218]",en,recent,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,1.0627476894383268e+18,1062747689438326784,Belkace,Belkace_RM,"Amsterdam, The Netherlands",My exterior is frozen.,,,[],False,3187.0,244.0,18.0,Wed Nov 14 16:42:48 +0000 2018,14626.0,,,False,False,42072.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1627203720902504450/T2RJdyL7_normal.jpg,https://pbs.twimg.com/profile_images/1627203720902504450/T2RJdyL7_normal.jpg,https://pbs.twimg.com/profile_banners/1062747689438326784/1624009204,7FDBB6,000000,000000,000000,False,True,False,False,False,False,False,none,[],,,,,True,1.0,15.0,False,False,False,en,"[{'url': 'https://t.co/ya2bIz0Ypj', 'expanded_url': 'https://boxd.it/qyk3', 'display_url': 'boxd.it/qyk3', 'indices': [0, 23]}]",1.6330955785181676e+18,1633095578518167555,,,,,,,,,,,
Tue Mar 07 21:00:40 +0000 2023,1633211082813652993,1633211082813652993,"RCD Espanyol Home 2002/04 
Size medium - £30
Excellent condition 💙 https://t.co/Gsn7U1NCOY",False,"[0, 66]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332110648955453e+18,1633211064895545348,3169499421.0,3169499421,alexfoux1,,,,,False,,,1,1,False,False,False,en,en,recent,3169499421,3169499421,AJ Football Shirts,alexfoux1,,Football Shirt Seller and Supplier Email: AJFootballshirts@gmail.com,,[],False,2842,1029,9,Wed Apr 15 10:01:27 +0000 2015,98094,,,True,False,10407,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1395489627159543814/oy7qWrPJ_normal.jpg,https://pbs.twimg.com/profile_images/1395489627159543814/oy7qWrPJ_normal.jpg,https://pbs.twimg.com/profile_banners/3169499421/1674386750,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:39:26 +0000 2023,1633205740495306752,1633205740495306752,Ready to meet Espanyol @realmadrid https://t.co/gMaQtjhivt,False,"[0, 34]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,,,0,1,False,False,False,en,en,recent,1447644489116385280,1447644489116385280,Thanabodee2008,Phonjaroen2008,"ดงพลอง, ประเทศไทย",,,[],False,18,155,0,Mon Oct 11 19:25:34 +0000 2021,33,,,False,False,20,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1447644633505275906/DgGVCEUu_normal.jpg,https://pbs.twimg.com/profile_images/1447644633505275906/DgGVCEUu_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:22:18 +0000 2023,1633201427123253251,1633201427123253251,"Glasgow Espanyol , reminiscing about past titles 😂😂 https://t.co/LzZDOeamLd",False,"[0, 51]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,True,1.6331252437988434e+18,1633125243798843392,0,0,False,False,True,en,en,recent,138884487,138884487,Paulo,uriebhoy,"Falkirk, Scotland",Shite at fitba and golf but still keep playing both. Will be forever bitter at not making it onto Catchphrase. My calves are sculpted from granite.,https://t.co/EygetQT8B2,[],False,392,693,5,Fri Apr 30 22:33:17 +0000 2010,2770,,,True,False,12052,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1144578784470978560/jsr-kQ-G_normal.jpg,https://pbs.twimg.com/profile_images/1144578784470978560/jsr-kQ-G_normal.jpg,https://pbs.twimg.com/profile_banners/138884487/1517176773,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],Tue Mar 07 15:19:34 +0000 2023,1.6331252437988434e+18,1633125243798843392,"📆 ON THIS DAY 📆

It's 2️⃣ years to the day since Rangers players, staff and fans celebrated sealing the Premiership title following Celtic's 0-0 draw with Dundee United at Tannadice 📸🏆 https://t.co/iYpo7r8L77",False,"[0, 184]",en,recent,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,358235006.0,358235006,Daily Record Sport,Record_Sport,Scotland,"HWG 🏴󠁧󠁢󠁳󠁣󠁴󠁿 
Newsletters: https://t.co/BVCS4EL5J5",https://t.co/928gtgeBUu,"[{'url': 'https://t.co/928gtgeBUu', 'expanded_url': 'http://www.dailyrecord.co.uk/football', 'display_url': 'dailyrecord.co.uk/football', 'indices': [0, 23]}]","[{'url': 'https://t.co/BVCS4EL5J5', 'expanded_url': 'http://bit.ly/2PYeKTT', 'display_url': 'bit.ly/2PYeKTT', 'indices': [26, 49]}]",False,65562.0,962.0,387.0,Fri Aug 19 16:03:23 +0000 2011,717.0,,,True,True,179761.0,,False,False,False,BB0010,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1437567350589595653/5IUEzLh2_normal.jpg,https://pbs.twimg.com/profile_images/1437567350589595653/5IUEzLh2_normal.jpg,https://pbs.twimg.com/profile_banners/358235006/1627846677,B40019,FFFFFF,FFFFFF,333333,True,False,False,False,False,False,False,none,[],,,,,False,5.0,116.0,False,False,False,en,"[{'url': 'https://t.co/EygetQT8B2', 'expanded_url': 'https://hesoffamile.wordpress.com/', 'display_url': 'hesoffamile.wordpress.com', 'indices': [0, 23]}]",,,,,,,,,,,,,
Tue Mar 07 20:19:51 +0000 2023,1633200812796067841,1633200812796067841,❗Ferland Mendy’s return is nearing. But he is unlikely to be available vs Espanyol. @marca #rma 🚨 https://t.co/pQSanWx7gD,False,"[0, 97]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,,,0,4,False,False,False,en,en,recent,1490759657211707395,1490759657211707395,͏ Mohamed ✆,RMreports,,"• covering @realmadrid reports, stats, matches and much more 📲 / Part of @BlancaRemontada team ",https://t.co/ywApdTYZ4g,[],False,2949,4970,4,Mon Feb 07 18:49:40 +0000 2022,92255,,,False,False,18462,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1623385488122847243/C0J-0d3S_normal.jpg,https://pbs.twimg.com/profile_images/1623385488122847243/C0J-0d3S_normal.jpg,https://pbs.twimg.com/profile_banners/1490759657211707395/1675366979,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/ywApdTYZ4g', 'expanded_url': 'https://instagram.com/rm_reports', 'display_url': 'instagram.com/rm_reports', 'indices': [0, 23]}]",,,,,,,,,,,,,
Tue Mar 07 20:02:16 +0000 2023,1633196387222315008,1633196387222315008,‼️🇫🇷 Ferland Mendy’s return is nearing. But he is unlikely to be available vs Espanyol. @marca,False,"[0, 94]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,,,0,1,False,False,,en,en,recent,1380708108356485126,1380708108356485126,Real Madrid News,_334halamadrid,,❄️❄️❄️||REAL MADRID FOREVER 🤍🤍🤍,,[],False,801,1008,1,Sat Apr 10 02:24:10 +0000 2021,22312,,,True,False,2187,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1565595934616174592/iz5GrTyS_normal.jpg,https://pbs.twimg.com/profile_images/1565595934616174592/iz5GrTyS_normal.jpg,https://pbs.twimg.com/profile_banners/1380708108356485126/1662102205,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 19:58:35 +0000 2023,1633195460407046145,1633195460407046145,‼️🇫🇷 Ferland Mendy’s return is nearing. But he is unlikely to be available vs Espanyol. @marca,False,"[0, 94]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,,,33,865,False,False,,en,en,recent,1326564152291315713,1326564152291315713,Madrid Xtra,MadridXtra,"Madrid, Spain.","📲 All Real Madrid updates, transfer news, stats, pictures and much more are found right here. A page for the fans.",https://t.co/8TRH9Z7aUB,[],False,698157,165,1278,Wed Nov 11 16:35:27 +0000 2020,6,,,False,False,50723,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1543662848332677121/QHa-iUwo_normal.jpg,https://pbs.twimg.com/profile_images/1543662848332677121/QHa-iUwo_normal.jpg,https://pbs.twimg.com/profile_banners/1326564152291315713/1656872681,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/8TRH9Z7aUB', 'expanded_url': 'https://linktr.ee/madridxtra', 'display_url': 'linktr.ee/madridxtra', 'indices': [0, 23]}]",,,,,,,,,,,,,
Tue Mar 07 19:37:35 +0000 2023,1633190176494166019,1633190176494166019,"⚪⚪ Madrid vs Espanyol 🔵⚪

🔮 2-0
⭐ Vini
🔒All in al Madrid",False,"[0, 56]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331901716748534e+18,1633190171674853381,1.5740606557281034e+18,1574060655728103424,GorilaFM,,,,,False,,,0,2,False,False,,en,en,recent,1574060655728103424,1574060655728103424,Gorila del Fantasy 🦍,GorilaFM,,Dudas 🤔 Análisis 🕵 Recomendaciones 🔮 y mucho más ⚽ Todo en clave Fantasy 🔥,,[],False,1172,134,2,Sun Sep 25 15:38:05 +0000 2022,1361,,,False,False,2363,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1574074311790546944/iR1LiM8F_normal.jpg,https://pbs.twimg.com/profile_images/1574074311790546944/iR1LiM8F_normal.jpg,https://pbs.twimg.com/profile_banners/1574060655728103424/1664123494,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 19:22:19 +0000 2023,1633186334322966530,1633186334322966530,@LyesBouzidi10 all eyes on ‘rcd espanyol’ btw,False,"[15, 45]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633184826801922e+18,1633184826801922055,560028745.0,560028745,LyesBouzidi10,,,,,False,,,0,3,False,False,,en,en,recent,1297685717645234176,1297685717645234176,arthur 🇵🇷,noknowli,,another terrible opinion? not surprised,,[],False,4168,2371,15,Mon Aug 24 00:02:51 +0000 2020,123248,,,True,False,97266,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1627109502288859138/YRd29p79_normal.jpg,https://pbs.twimg.com/profile_images/1627109502288859138/YRd29p79_normal.jpg,https://pbs.twimg.com/profile_banners/1297685717645234176/1677526533,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 19:05:27 +0000 2023,1633182090056351746,1633182090056351746,"@sadlakersfan24 @IconSquadGaming Considering he should be at least +2 upgrade guaranteed, winning once in 6 games ain't no trophy and this guy played in every single game for espanyol so he will surely play these 3 out of 6 games",False,"[33, 229]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6331660186956268e+18,1633166018695626754,1.5429363901781156e+18,1542936390178115585,sadlakersfan24,,,,,False,,,0,1,False,False,,en,en,recent,1460667374256930831,1460667374256930831,Herr Wallace,wallace_herr,,,,[],False,21,234,1,Tue Nov 16 17:53:56 +0000 2021,7983,,,False,False,2163,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1460667466879840266/fjPqrARg_normal.jpg,https://pbs.twimg.com/profile_images/1460667466879840266/fjPqrARg_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:39:04 +0000 2023,1633175447776161793,1633175447776161793,@Quiet_Nature @BarcaTimes could say the same for Fati. He has loooads of hype right now. What if he has 5 bad years in a row and is shipped to Espanyol for €20m…,False,"[26, 161]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331749968842588e+18,1633174996884258824,139633987.0,139633987,Quiet_Nature,,,,,False,,,0,0,False,False,,en,en,recent,1240455028558749696,1240455028558749696,Fútbolista,TobyfromDK,,football transfertalk is the best hands down. Love all things Barca & Liverpool.,,[],False,64,149,1,Thu Mar 19 01:48:32 +0000 2020,126785,,,False,False,3894,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632498667960582147/RJfzDaAJ_normal.jpg,https://pbs.twimg.com/profile_images/1632498667960582147/RJfzDaAJ_normal.jpg,https://pbs.twimg.com/profile_banners/1240455028558749696/1655163259,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:30:27 +0000 2023,1633173280424173570,1633173280424173570,@SanchezAmande @LecatamjrFCB I think support madrid is better than espanyol,False,"[29, 75]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331716813122314e+18,1633171681312231430,1.4579880310556344e+18,1457988031055634436,SanchezAmande,,,,,False,,,0,6,False,False,,en,en,recent,1562129501638868993,1562129501638868993,ًً,140sect,,,,[],False,13,13,0,Tue Aug 23 17:28:05 +0000 2022,2188,,,False,False,2067,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1633183497392123905/gTTj3gV5_normal.jpg,https://pbs.twimg.com/profile_images/1633183497392123905/gTTj3gV5_normal.jpg,https://pbs.twimg.com/profile_banners/1562129501638868993/1677384918,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:22:00 +0000 2023,1633171152267882497,1633171152267882497,"@IrishPropaganda i always wondered who we sold finnan to, i don’t know if i’d have ever guessed espanyol",False,"[17, 104]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633167468066906e+18,1633167468066906112,1.108141312358912e+18,1108141312358912000,IrishPropaganda,,,,,False,,,0,0,False,False,,en,en,recent,1402030716142112774,1402030716142112774,jake ☘️,mccajake,"Merseyside, England",19 @LFC (he/him),,[],False,67,364,1,Mon Jun 07 22:33:05 +0000 2021,45709,,,False,False,1624,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1631967291159060482/JYuZNS0M_normal.jpg,https://pbs.twimg.com/profile_images/1631967291159060482/JYuZNS0M_normal.jpg,https://pbs.twimg.com/profile_banners/1402030716142112774/1678143801,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
