created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,possibly_sensitive,user.entities.url.urls,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,quoted_status.user.entities.url.urls
Tue Mar 07 17:57:59 +0000 2023,1633165109710188584,1633165109710188584,@WilooFootball Atletico de Madrid et SIMEONE,False,"[15, 44]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331636239576883e+18,1633163623957688330,9.051303040919429e+17,905130304091942913,WilooFootball,,,,,False,0,0,False,False,en,en,recent,2626491166,2626491166,Lowh,Loowwh,Namek,"Géologue, Géotechnicien ⛰️ 🥷 @atleti",,[],False,0,118,1,Fri Jun 20 19:37:44 +0000 2014,1717,,,False,False,999,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1626963256530161667/lMfA9krA_normal.jpg,https://pbs.twimg.com/profile_images/1626963256530161667/lMfA9krA_normal.jpg,https://pbs.twimg.com/profile_banners/2626491166/1511097169,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:56:02 +0000 2023,1633164619312254976,1633164619312254976,"@JuventusJCG Madrid- Christiano
Barca- Messi
Atletico- Oblak
Juventus- Buffon
Milan- Kaka
Shinter- Recoba
Manure- Christiano
Liverpool- Gerard
Chelsea- Lampard
Arsenal- Henry
Man City- D. Silva
Bayern- idk who &amp; who played there
Dortmund- Reus",False,"[13, 247]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6330387389757563e+18,1633038738975756289,1.454434121099268e+18,1454434121099268104,JuventusJCG,,,,,False,0,1,False,False,en,en,recent,998154627613769728,998154627613769728,AdiAth,TurinTactician,"Dresden, Germany","I'm unsocial but if you're a Bianconero, I'm all ears. 

Interested in Football, Movies, TV Series, Animes, Writing and Black T-shirts.

Made in Bangladesh.",,[],False,1110,744,9,Sun May 20 10:53:02 +0000 2018,140390,,,False,False,20930,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1318556590799282178/7VjAr8uE_normal.jpg,https://pbs.twimg.com/profile_images/1318556590799282178/7VjAr8uE_normal.jpg,https://pbs.twimg.com/profile_banners/998154627613769728/1655131691,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:44:21 +0000 2023,1633161679973281798,1633161679973281798,"liverpool
liverpool vs man united
man city vs newcastle
arsenal vs bournemouth
psg vs nantes
chelsea vs leeds united
dortmund
nottm forest vs everton
real betis vs real madrid
roma vs juventus
wolves vs tottenham
brighton vs west ham
atletico madrid https://t.co/8h6ZODr0In",False,"[0, 249]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1376626063615344643,1376626063615344643,Pardon,Pardon10663814,,LIVERPOOL TO THE FULLEST.. YNWA,,[],False,121,181,0,Mon Mar 29 20:03:57 +0000 2021,1202,,,False,False,760,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1618797006301847553/iJ7sCeZk_normal.jpg,https://pbs.twimg.com/profile_images/1618797006301847553/iJ7sCeZk_normal.jpg,https://pbs.twimg.com/profile_banners/1376626063615344643/1674786258,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:30:14 +0000 2023,1633158124931514368,1633158124931514368,"✅ Looks like they finally found what was the cause of Vitolo’s injuries. Atlético Madrid and Las Palmas’ med teams worked together and the treatment went well! He was seen today training with the rest of the team, should be coming back soon!!",False,"[0, 242]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,3,False,False,en,en,recent,1560726856730558466,1560726856730558466,Sorare LaLiga2,SorareLaLiga2,España,"Spanish expert, especially for LaLiga2 and a big @Sorare fan. DM’s open and welcomed! Español también❤️",https://t.co/SM1H6JNikJ,[],False,1563,182,18,Fri Aug 19 20:34:34 +0000 2022,655,,,False,False,1070,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1562473912461557761/RpVz72Cy_normal.jpg,https://pbs.twimg.com/profile_images/1562473912461557761/RpVz72Cy_normal.jpg,https://pbs.twimg.com/profile_banners/1560726856730558466/1661357796,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,"[{'url': 'https://t.co/SM1H6JNikJ', 'expanded_url': 'https://sorare.com/r/gargylon', 'display_url': 'sorare.com/r/gargylon', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:25:20 +0000 2023,1633156890954723334,1633156890954723334,"@trapboy_thuff @bvsheer__ @BarcaUniversal @sport Understand your perspective too, but the reason he seems not to shine here is because of our system of play.
Are you right? Yes ! 
But Alonso in a team like Atletico Madrid would have cooked.
He is not fit for the Barca style in my books .",False,"[49, 288]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633155524530172e+18,1633155524530171913,1.5540954528654172e+18,1554095452865417216,trapboy_thuff,,,,,False,0,0,False,False,en,en,recent,1442150621709160450,1442150621709160450,IROH,uncule_iROH,where the money @,Architect | Football lover | One step at a time |,,[],False,342,324,0,Sun Sep 26 15:34:55 +0000 2021,33648,,,True,False,10025,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1618907968661032960/vQsnty7w_normal.jpg,https://pbs.twimg.com/profile_images/1618907968661032960/vQsnty7w_normal.jpg,https://pbs.twimg.com/profile_banners/1442150621709160450/1671391867,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:10:57 +0000 2023,1633153275015884802,1633153275015884802,20: Number of managers #Watford have had since Diego Simeone became Atletico Madrid manager in November 2011.,False,"[0, 109]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,185204720,185204720,dan almond,ferrararabbi,Italy,,,[],False,542,835,8,Tue Aug 31 13:15:32 +0000 2010,9878,,,True,False,23941,,False,False,False,FFF04D,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1485018699736174594/11GGGjKV_normal.jpg,https://pbs.twimg.com/profile_images/1485018699736174594/11GGGjKV_normal.jpg,https://pbs.twimg.com/profile_banners/185204720/1676668509,0099CC,FFFFFF,EFEFEF,333333,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:02:33 +0000 2023,1633151160386310146,1633151160386310146,@FabrizioRomano So the complete opposite of Atletico Madrid? 🫢,False,"[16, 62]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6328275479173775e+18,1632827547917377536,330262748.0,330262748,FabrizioRomano,,,,,False,0,0,False,False,en,en,recent,282152133,282152133,🤏😎,raiden_mufc,Here,"@ManUtdWomen ❤

R.I.P Dad 13/03/2022. Gone but never forgotten ❤",,[],False,2016,2078,74,Thu Apr 14 17:05:14 +0000 2011,170407,,,False,False,141073,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1266731725385797633/FQ-dfTDP_normal.jpg,https://pbs.twimg.com/profile_images/1266731725385797633/FQ-dfTDP_normal.jpg,https://pbs.twimg.com/profile_banners/282152133/1661198693,0084B4,000000,7AC3EE,3D1957,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 16:37:00 +0000 2023,1633144728274255874,1633144728274255874,"Real Madrid haven't been able to move beyond a draw in their last two games against Atlético de Madrid and Real Betis, and are currently 9 points behind Barça.

Is there a way back into the title race for Ancelotti's men?

#LaLigaTV https://t.co/2YhaCKE3Ch",False,"[0, 232]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,8,213,False,False,en,en,recent,3354834899,3354834899,LaLigaTV,LaLigaTV,,"All of @LaLiga, All in one place. Every LIVE match. Available in 🇬🇧 on @ViaplaySportsUK 🆕 + Streaming 24/7 via @PrimeVideoUK Channels 🤩🍿⚽️ #LaLigaSantander",https://t.co/SFLV0bThYk,[],False,133481,257,445,Thu Jul 02 10:36:39 +0000 2015,1869,,,False,True,13161,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1389608856725205001/qw4jhnxg_normal.jpg,https://pbs.twimg.com/profile_images/1389608856725205001/qw4jhnxg_normal.jpg,https://pbs.twimg.com/profile_banners/3354834899/1673601011,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/SFLV0bThYk', 'expanded_url': 'https://viaplay.com/checkout/?countryCode=gb', 'display_url': 'viaplay.com/checkout/?coun…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 16:29:00 +0000 2023,1633142717650993152,1633142717650993152,"@BadrAlmighty @CheetoBoy6 @YasirSalihKhan1 @EverythingCR7_ You might forgot the Hatrik Against Atletico Madrid in SECOND LEG
And won  3-2",False,"[59, 137]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633128281942655e+18,1633128281942654976,197643566.0,197643566,BadrAlmighty,,,,,False,0,0,False,False,en,en,recent,1529519267288190977,1529519267288190977,Soumik Makhal,soumik_makhal,,Everything for CR7,,[],False,7,34,0,Wed May 25 17:52:45 +0000 2022,2984,,,False,False,719,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1604885524702822400/JW6Vudx4_normal.jpg,https://pbs.twimg.com/profile_images/1604885524702822400/JW6Vudx4_normal.jpg,https://pbs.twimg.com/profile_banners/1529519267288190977/1668340291,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 16:20:00 +0000 2023,1633140449996152832,1633140449996152832,Our women's team to face Atlético de Madrid tomorrow! Show your support for our girls! 🙌#𝙂𝙧𝙖𝙣𝙖𝙙𝙖𝙁𝙚𝙢𝙚𝙣𝙞𝙣𝙤 🇦🇹 https://t.co/MQsaIpwYgi,False,"[0, 107]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,True,0,0,False,False,en,en,recent,747080707,747080707,Granada CF 🇺🇸🇬🇧🇮🇪,GranadaCF_en,Granada,"#EternaLucha | Join us 📱 | @GranadaCF 🇪🇸 | نُغرّد بالعربي 
@GranadaCF_arab | Academy @CanteraNazari | Granada CF Women @GranadaCF_Fem",https://t.co/Qfalu8QFy9,[],False,10556,62,183,Thu Aug 09 11:43:53 +0000 2012,1294,,,True,True,19727,,False,False,False,D11C08,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1613233129933660168/YPNcNaPe_normal.jpg,https://pbs.twimg.com/profile_images/1613233129933660168/YPNcNaPe_normal.jpg,https://pbs.twimg.com/profile_banners/747080707/1668815738,E81C4F,FFFFFF,DDEEF6,333333,False,True,False,False,False,False,False,none,[],False,"[{'url': 'https://t.co/Qfalu8QFy9', 'expanded_url': 'http://www.granadacf.es/', 'display_url': 'granadacf.es', 'indices': [0, 23]}]",1.6327383694101545e+18,1632738369410154496,Mon Mar 06 13:42:16 +0000 2023,1.6327383694101545e+18,1632738369410154496,"📖 El miércoles tenemos una cita con la historia en Los Cármenes. 

Tenemos más ganas de copa. 🏆❤️

🫡 Os esperamos, afición. 

#𝙂𝙧𝙖𝙣𝙖𝙙𝙖𝙁𝙚𝙢𝙚𝙣𝙞𝙣𝙤 🇦🇹 || #CopaDeLaReina https://t.co/hPUUuIcHMD",False,"[0, 163]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,362163060.0,362163060,Granada CF Femenino,GranadaCF_Fem,"Granada, España",Cuenta del primer equipo femenino del @GranadaCF | English @GranadaCF_en | نُغرّد بالعربي @GranadaCF_arab | Cantera @CanteraNazari,https://t.co/B4GOnbUZ3O,[],False,10082.0,73.0,126.0,Thu Aug 25 23:26:18 +0000 2011,672.0,,,True,True,13540.0,,False,False,False,FC2205,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1613256441707503634/wWmVVvjv_normal.jpg,https://pbs.twimg.com/profile_images/1613256441707503634/wWmVVvjv_normal.jpg,https://pbs.twimg.com/profile_banners/362163060/1676290279,1B95E0,FFFFFF,DDEEF6,333333,False,False,False,False,False,False,False,none,[],,,,,False,61.0,169.0,False,False,False,es,"[{'url': 'https://t.co/B4GOnbUZ3O', 'expanded_url': 'http://www.granadacf.es', 'display_url': 'granadacf.es', 'indices': [0, 23]}]"
Tue Mar 07 16:19:32 +0000 2023,1633140332601970689,1633140332601970689,@KroosBlancos vinicius to atletico madrid here we go,False,"[14, 52]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.633139949330649e+18,1633139949330649089,221005191.0,221005191,KroosBlancos,,,,,False,0,0,False,False,en,en,recent,1596817834377478152,1596817834377478152,M10,FvBarcelona10,,Barkadog,,[],False,79,236,0,Sun Nov 27 10:47:00 +0000 2022,2822,,,False,False,703,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632982175854510080/kugrMQcC_normal.jpg,https://pbs.twimg.com/profile_images/1632982175854510080/kugrMQcC_normal.jpg,https://pbs.twimg.com/profile_banners/1596817834377478152/1678168240,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 16:15:00 +0000 2023,1633139191872733184,1633139191872733184,"Joao Felix appears to take swipe at Diego Simeone and Atletico Madrid #CFC

https://t.co/aTpyJZU46J",False,"[0, 99]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,2,56,False,False,en,en,recent,15332636,15332636,talkSPORT,talkSPORT,United Kingdom,The world’s biggest sports radio station 📻,https://t.co/Ie3kSwlC1F,[],False,2171482,1967,5870,Sun Jul 06 13:22:54 +0000 2008,13912,,,True,True,261128,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1605158550979940360/MUqOEhHq_normal.jpg,https://pbs.twimg.com/profile_images/1605158550979940360/MUqOEhHq_normal.jpg,https://pbs.twimg.com/profile_banners/15332636/1672739753,009999,EEEEEE,EFEFEF,333333,True,False,False,False,False,False,False,none,[],False,"[{'url': 'https://t.co/Ie3kSwlC1F', 'expanded_url': 'http://talkSPORT.com', 'display_url': 'talkSPORT.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 16:05:31 +0000 2023,1633136807037620225,1633136807037620225,@CFCErm Almost the same as our goal scored by Emerson in the round of 16 against Atletico Madrid in 2021 lmao,False,"[8, 109]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6328078660117135e+18,1632807866011713538,1.2349521652712325e+18,1234952165271232512,CFCErm,,,,,False,0,0,False,False,en,en,recent,1542139929123487744,1542139929123487744,21BEE009 Sharique Hammad,didujust123,,blah blah whatever moron..........keep walking,,[],False,0,5,0,Wed Jun 29 13:36:50 +0000 2022,3480,,,False,False,2057,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1542140033347756032/7w47W7mq_normal.png,https://pbs.twimg.com/profile_images/1542140033347756032/7w47W7mq_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 15:58:58 +0000 2023,1633135157581365252,1633135157581365252,"🇪🇸Madrid: r9
🇪🇸Barca: R9
🇪🇸Atletico: Kun
🇮🇹Juventus: Serie C
🇮🇹Milan: Serie B
🇮🇹Inter: Adriano recoba R9
🏴󠁧󠁢󠁥󠁮󠁧󠁿Man Utd: Van nistelroy
🏴󠁧󠁢󠁥󠁮󠁧󠁿Liverpool: Torres
🏴󠁧󠁢󠁥󠁮󠁧󠁿Chelsea: Crespo
🏴󠁧󠁢󠁥󠁮󠁧󠁿Arsenal:fabregas
🏴󠁧󠁢󠁥󠁮󠁧󠁿Man City: Felipe caicedo  
🇩🇪Bayern: ze roberto 
🇩🇪Dortmund: Reus",False,"[0, 279]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,4822955753,4822955753,Clintsiño,interTuPapa,North jersey ,Everything isn’t for everyone and that’s how I like it. - WE ARE MASSIVE,,[],False,208,268,1,Mon Jan 18 03:40:11 +0000 2016,18535,,,True,False,12251,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1631110164311842817/G0EtLz3b_normal.jpg,https://pbs.twimg.com/profile_images/1631110164311842817/G0EtLz3b_normal.jpg,https://pbs.twimg.com/profile_banners/4822955753/1629648498,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 15:54:32 +0000 2023,1633134042919886851,1633134042919886851,"@23Pankovski 2016: Hernani ➡️ Zenit

2017: Otavio ➡️ Bordeaux

2O18: Marcao ➡️ Chaves

2019: Renan Lodi ➡️ Atletico Madrid

2020: Bruno Guimaraes ➡️ Lyon

2021: Vitinho ➡️ Dynamo Kyiv

2022: Abner ➡️ Real Betis

Could Vitor be the next Athletico-PR player to get a big move to Europe? https://t.co/x7ymna9FsD",False,"[13, 284]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6331325917452042e+18,1633132591745204225,7.23254408671273e+17,723254408671272961,BTLvid,,,,,False,9,16,False,False,en,en,recent,723254408671272961,723254408671272961,Breaking The Lines,BTLvid,Worldwide,Curated ⚽️ opinions 📧: hello@breakingthelines.com 🎙 https://t.co/w0SnyJqRf1 📱🇪🇸: @BTLes_,https://t.co/IXaO8P8L0T,"[{'url': 'https://t.co/w0SnyJqRf1', 'expanded_url': 'https://linktr.ee/BreakingTheLines', 'display_url': 'linktr.ee/BreakingTheLin…', 'indices': [52, 75]}]",False,63060,122,802,Thu Apr 21 20:57:43 +0000 2016,4356,,,True,False,23953,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/888852269713829888/ZBNmPJ7Q_normal.jpg,https://pbs.twimg.com/profile_images/888852269713829888/ZBNmPJ7Q_normal.jpg,https://pbs.twimg.com/profile_banners/723254408671272961/1631210666,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/IXaO8P8L0T', 'expanded_url': 'http://www.breakingthelines.com', 'display_url': 'breakingthelines.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 15:48:55 +0000 2023,1633132629850730496,1633132629850730496,"@Mbad03262095 @adambenofficial @dearatorres Any signing is gamble. Not every player can be successful. Befor 2-3 years vini was a waste. But now he is one of the best player in madrid. See Griezmann. He was not meant to be a barca player but he plays good for france and Atletico.
See dembele good player injury prone,seenow",False,"[44, 324]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6328785057205207e+18,1632878505720520704,1.602906292749996e+18,1602906292749996033,Mbad03262095,,,,,False,0,0,False,False,en,en,recent,1456578043502202880,1456578043502202880,Mayukh Chatterjee,MayukhC80366259,,,,[],False,17,47,0,Fri Nov 05 11:04:19 +0000 2021,71289,,,False,False,862,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1625885459946799106/7d6Iul4b_normal.jpg,https://pbs.twimg.com/profile_images/1625885459946799106/7d6Iul4b_normal.jpg,https://pbs.twimg.com/profile_banners/1456578043502202880/1676806497,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 15:43:29 +0000 2023,1633131262759108608,1633131262759108608,"@JuventusJCG 🇪🇸Madrid  Kroos
🇪🇸Barca   Messi
🇪🇸Atletico  Griezmann 
🇮🇹Juventus   Never got to see Del piero sadly so Dybala
🇮🇹Milan  Leao
🇮🇹Inter   Nobody
🏴󠁧󠁢󠁥󠁮󠁧󠁿Man Utd   Cr7
🏴󠁧󠁢󠁥󠁮󠁧󠁿Liverpool   Firmino
🏴󠁧󠁢󠁥󠁮󠁧󠁿Chelsea    Hazard
🏴󠁧󠁢󠁥󠁮󠁧󠁿Arsenal    Sanchez
🏴󠁧󠁢󠁥󠁮󠁧󠁿Man City    Aguero
🇩🇪Bayern    Muller
🇩🇪Dortmund   Reus",False,"[13, 316]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6330387389757563e+18,1633038738975756289,1.454434121099268e+18,1454434121099268104,JuventusJCG,,,,,False,0,1,False,False,en,en,recent,1560325294426361856,1560325294426361856,Ariel Bokobza,ArielBokobza1,ישראל,FORZA JUVE🤍🖤,,[],False,2,36,0,Thu Aug 18 17:58:40 +0000 2022,4894,,,False,False,79,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1605643039384473613/j5UxSHj0_normal.jpg,https://pbs.twimg.com/profile_images/1605643039384473613/j5UxSHj0_normal.jpg,https://pbs.twimg.com/profile_banners/1560325294426361856/1671650135,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
