created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,possibly_sensitive,user.entities.url.urls,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str
Tue Mar 07 13:37:33 +0000 2023,1633099568429531141,1633099568429531141,Manchester United lose at home on Erik Ten Hag's European debut 1-0 to Real Sociedad https://t.co/ebn37l4gCC,False,"[0, 108]","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,2934970160,2934970160,Gareth Franklin,grankl1n,,Hunting #cyberthreats. Puppers. Crossfit. RoadTripper. #infosec or #malware? @ me.,,[],False,119,337,0,Thu Dec 18 14:34:21 +0000 2014,258,,,False,False,523,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1454754055885045763/xMKJdkjn_normal.jpg,https://pbs.twimg.com/profile_images/1454754055885045763/xMKJdkjn_normal.jpg,https://pbs.twimg.com/profile_banners/2934970160/1478618341,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 13:19:24 +0000 2023,1633095000136486912,1633095000136486912,Gareth Bale's agent has confirmed he will move to Real Sociedad.,False,"[0, 64]","<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,840447663040417792,840447663040417792,the rumor mill,footierumorbot,,"like most transfer rumors, these are false, but deliberately so in this case. a project by @lukacharms",,[],False,93,0,0,Sat Mar 11 06:21:52 +0000 2017,0,,,False,False,50406,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/840448557358374912/WZSbcOLH_normal.jpg,https://pbs.twimg.com/profile_images/840448557358374912/WZSbcOLH_normal.jpg,https://pbs.twimg.com/profile_banners/840447663040417792/1489213716,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 13:02:31 +0000 2023,1633090752816324610,1633090752816324610,"@XoubaP @Play_Sharper Confident about Gorosabel starting ?

I read there aren't much stability on the right back position for Real Sociedad.",False,"[22, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6327141136912957e+18,1632714113691295750,1.4831273625858294e+18,1483127362585829383,XoubaP,,,,,False,0,0,False,False,en,en,recent,1126194762720133122,1126194762720133122,Ajneb,Hey_Ajneb,"Bordeaux, France","#Girondins #Saints #Sorare

Débute sur Sorare en cliquant ici : https://t.co/3jyMrlMGG2",,"[{'url': 'https://t.co/3jyMrlMGG2', 'expanded_url': 'http://sorare.com/r/ajneb', 'display_url': 'sorare.com/r/ajneb', 'indices': [64, 87]}]",False,1840,633,5,Wed May 08 18:38:49 +0000 2019,48880,,,True,False,18953,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1541515196178522115/VwWqot4p_normal.jpg,https://pbs.twimg.com/profile_images/1541515196178522115/VwWqot4p_normal.jpg,https://pbs.twimg.com/profile_banners/1126194762720133122/1659376557,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 13:02:09 +0000 2023,1633090661623689218,1633090661623689218,@lasisi_habeeb @LouieDi13 As if real sociedad no beat Man U for old trafford,False,"[26, 76]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633081761381974e+18,1633081761381974016,1.0278975802047775e+18,1027897580204777474,lasisi_habeeb,,,,,False,0,0,False,False,en,en,recent,1209433167607795712,1209433167607795712,Andykay,Andykay18821003,"Lagos, Nigeria",,,[],False,208,391,0,Tue Dec 24 11:18:41 +0000 2019,22582,,,False,False,4452,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1604725718419734528/_zaqqH8h_normal.jpg,https://pbs.twimg.com/profile_images/1604725718419734528/_zaqqH8h_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 12:57:56 +0000 2023,1633089598929743872,1633089598929743872,Brother these are all the games we lost this season minus Real Sociedad try again. https://t.co/kYdP0jUczD,False,"[0, 82]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,True,0,1,False,False,en,en,recent,1216430021541343233,1216430021541343233,LUJA,luja_tyinika,East London,"FAMILY|🇿🇦 | @ManUtd #GLAZERSOUT | Cinephile| IN TEN HAG WE TRUST|
Be Kind, Be Gentle ♎ | Cuddler| We suffer so we know happiness.",,[],False,178,1370,1,Sun Jan 12 18:42:15 +0000 2020,15203,,,True,False,16735,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1626203454745067520/9r3ffyB1_normal.jpg,https://pbs.twimg.com/profile_images/1626203454745067520/9r3ffyB1_normal.jpg,https://pbs.twimg.com/profile_banners/1216430021541343233/1677449613,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,,1.6328676350660198e+18,1632867635066019840,Mon Mar 06 22:15:56 +0000 2023,1.6328676350660198e+18,1632867635066019840,was Ole ever this bad? https://t.co/GX9MnLfpoX,False,"[0, 22]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.3491653255190405e+18,1349165325519040512,J7,lfcJ7_,,i say baby don’t cry yh https://t.co/KTLMj4nFKq,,,"[{'url': 'https://t.co/KTLMj4nFKq', 'expanded_url': 'https://music.apple.com/gb/album/part-1-so-fly-feat-young-adz/1505337148?i=1505337461', 'display_url': 'music.apple.com/gb/album/part-…', 'indices': [24, 47]}]",False,8423.0,990.0,24.0,Wed Jan 13 01:24:25 +0000 2021,91189.0,,,False,False,40495.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1592509161723633674/kr9hSNzu_normal.jpg,https://pbs.twimg.com/profile_images/1592509161723633674/kr9hSNzu_normal.jpg,https://pbs.twimg.com/profile_banners/1349165325519040512/1675353732,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,False,372.0,6554.0,False,False,False,en,,,,,,,,,,,,,
Tue Mar 07 12:30:01 +0000 2023,1633082574875643909,1633082574875643909,#EsoccerGTLeagues–12minsplay Man Utd (Nio) Esports v Real Sociedad (Votepeace) Esports https://t.co/yF1KfipqAs #Soccer,False,"[0, 118]","<a href=""https://bsportsfan.com/"" rel=""nofollow"">Be Sports Fan</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,771987241329528832,771987241329528832,Score366,score366,,Sports,https://t.co/zIlVcOMrL8,[],False,771,1532,36,Sat Sep 03 08:24:35 +0000 2016,107,,,False,False,384670,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/776963946515275776/A9jfH0we_normal.jpg,https://pbs.twimg.com/profile_images/776963946515275776/A9jfH0we_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/zIlVcOMrL8', 'expanded_url': 'https://score366.com', 'display_url': 'score366.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 12:10:44 +0000 2023,1633077720484827136,1633077720484827136,"This year UEL is as huge as UCL, Imagine Roma,Arsenal, Juventus, Sporting, Mufc, Betis, Sociedad, Shaktar Donesk, Sevilla, Fayenoord Leverkusen, Freiburg, Fanerbache  Union Berlin and so on are in contention. Unbelievable. It's a mind game.

https://t.co/zeoQkDHFwc?",False,"[0, 266]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1598753926915842048,1598753926915842048,Irwan Hassan,IrwanHassan13,,,,[],False,0,307,0,Fri Dec 02 19:01:31 +0000 2022,5057,,,True,False,1845,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1598754374192599040/xvOVlr6A_normal.jpg,https://pbs.twimg.com/profile_images/1598754374192599040/xvOVlr6A_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58a4c3a0d54e1400,https://api.twitter.com/1.1/geo/id/58a4c3a0d54e1400.json,admin,Central Region,"Central Region, Singapore",SG,Singapore,[],Polygon,"[[[103.749959507073, 1.2123138339349], [103.918426999964, 1.2123138339349], [103.918426999964, 1.36874499902569], [103.749959507073, 1.36874499902569]]]",1.6330777204848271e+18,,
Tue Mar 07 12:00:15 +0000 2023,1633075083852881921,1633075083852881921,"With 2 well-taken Goals in Atletico Madrid Feminino’s hard-earned [1-2] victory over Real Sociedad.

Rasheedat Ajibade @Rasheedat08 earns our Nigerian Star of the Week honours.

Who was your best performer this past weekend? 🤔 

#ETSOTW #RASH #EaglesTracker 🦅🇳🇬 https://t.co/uXnpmrSyVe",False,"[0, 261]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,12,91,False,False,en,en,recent,1120760173058871296,1120760173058871296,Home of Nigerian Footballers,EaglesTrackerNG,"Ottawa, Ontario","Helping athletes tell their stories, build brands, & connect with off-field opportunities. | PR | Social Media Mgt. | Brand Mgt. | Content Creation | Dm for Ads",https://t.co/9JvoDPK00c,[],False,9901,595,34,Tue Apr 23 18:43:42 +0000 2019,867,,,True,False,22898,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1400269560905928706/zfDsqHNh_normal.jpg,https://pbs.twimg.com/profile_images/1400269560905928706/zfDsqHNh_normal.jpg,https://pbs.twimg.com/profile_banners/1120760173058871296/1677708940,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/9JvoDPK00c', 'expanded_url': 'https://tap.bio/@eaglestrackerng', 'display_url': 'tap.bio/@eaglestracker…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 11:46:38 +0000 2023,1633071658255753216,1633071658255753216,@_Taapha @Kebabmannen5 @livzledgee By an 18 year old Real Sociedad kid,False,"[35, 70]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6328987135206769e+18,1632898713520676864,2760151482.0,2760151482,_Taapha,,,,,False,0,2,False,False,en,en,recent,1273237210351972353,1273237210351972353,The Sport Writer,VictorRotimi6,Nigeria,"A Sport Blogger and a medical student (BDS)

Sport journalist (OAP)

Hala Madrid",https://t.co/1BQT9FGhT8,[],False,310,198,1,Wed Jun 17 12:53:21 +0000 2020,125974,,,True,False,20681,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1603808813521551379/xDVv2Cfk_normal.jpg,https://pbs.twimg.com/profile_images/1603808813521551379/xDVv2Cfk_normal.jpg,https://pbs.twimg.com/profile_banners/1273237210351972353/1666072747,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,"[{'url': 'https://t.co/1BQT9FGhT8', 'expanded_url': 'http://Kaybench.com', 'display_url': 'Kaybench.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 10:46:37 +0000 2023,1633056552578842624,1633056552578842624,"New Overtime AMM position bought
AS Roma - Real Sociedad
Amount: 13.220439158503504
Paid: 8.422 sUSD
Position: U(2.5)
Potential profit: 5 sUSD (57%)",False,"[0, 148]","<a href=""https://google.com"" rel=""nofollow"">overtime-thales</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1547957461809737728,1547957461809737728,Thales Overtime AMM bot,overtime_amm,,Beep boop... I will be printing trades from @OvertimeMarkets AMM,https://t.co/zqKWW34LPc,[],False,176,2,3,Fri Jul 15 14:53:20 +0000 2022,1,,,False,False,106458,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_banners/1547957461809737728/1662587928,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,"[{'url': 'https://t.co/zqKWW34LPc', 'expanded_url': 'https://overtimemarkets.xyz/#/markets', 'display_url': 'overtimemarkets.xyz/#/markets', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 10:42:37 +0000 2023,1633055545925017601,1633055545925017601,"New Overtime AMM position bought
AS Roma - Real Sociedad
Amount: 9.100234897098014
Paid: 6.790 sUSD
Position: 1X
Potential profit: 2 sUSD (34%)",False,"[0, 143]","<a href=""https://google.com"" rel=""nofollow"">overtime-thales</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1547957461809737728,1547957461809737728,Thales Overtime AMM bot,overtime_amm,,Beep boop... I will be printing trades from @OvertimeMarkets AMM,https://t.co/zqKWW34LPc,[],False,176,2,3,Fri Jul 15 14:53:20 +0000 2022,1,,,False,False,106458,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_banners/1547957461809737728/1662587928,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,"[{'url': 'https://t.co/zqKWW34LPc', 'expanded_url': 'https://overtimemarkets.xyz/#/markets', 'display_url': 'overtimemarkets.xyz/#/markets', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 10:39:36 +0000 2023,1633054786210738180,1633054786210738180,"Real Betis will be the 10th different Spanish side #MUFC have faced competitively since May 2017:

Celta Vigo (x 2 games)
Real Madrid
Sevilla (x 3)
Valencia (x 2)
Barcelona (x 4)
Real Sociedad (x 4)
Granada (x 2)
Villarreal (x 3)
Atletico Madrid (x 2)
Real Betis",False,"[0, 262]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,1,8,False,False,en,en,recent,1054022201597403139,1054022201597403139,Sam Carney,samcarney_,,@ManUtd Deputy App Editor. Ruud van Nistelrooy and now Lisandro Martinez super fan. Views are all mine!,https://t.co/AKhYqWmEZI,[],False,1108,538,10,Sun Oct 21 14:50:50 +0000 2018,2521,,,True,False,5542,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1582105437888970752/NpznQI6S_normal.jpg,https://pbs.twimg.com/profile_images/1582105437888970752/NpznQI6S_normal.jpg,https://pbs.twimg.com/profile_banners/1054022201597403139/1666038348,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,"[{'url': 'https://t.co/AKhYqWmEZI', 'expanded_url': 'http://www.manutd.com', 'display_url': 'manutd.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 10:35:09 +0000 2023,1633053668621647874,1633053668621647874,"@layi_art @agarnacho7 Hmmm, but I also remember they struggled against real Sociedad, losing one of the legs in the group stage..",False,"[22, 129]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6330531520050422e+18,1633053152005042176,9.236717690552238e+17,923671769055223808,layi_art,,,,,False,0,0,False,False,en,en,recent,2699575120,2699575120,ꪑꪖꪜꫀ𝘳𝓲ᥴ𝘬,TheOdeyemi,Ikeja,"Football⚽ & Basket ball🏀⚓ CFC💙, CR7 & The Bucks🦌 ⚓ Good food🍝 ⚓ Biochemist ⚓ Doctor ⚕, CMDA ⚓ most importantly CHRIST🙇🏽.",,[],False,449,355,1,Fri Jul 11 16:25:13 +0000 2014,6150,,,False,False,6316,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1630336708448333824/Cro7UrzR_normal.jpg,https://pbs.twimg.com/profile_images/1630336708448333824/Cro7UrzR_normal.jpg,https://pbs.twimg.com/profile_banners/2699575120/1618301364,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 10:16:46 +0000 2023,1633049041926864898,1633049041926864898,"Cantabrians.

Despite a successful debut season at Real Sociedad, Mutiu battled valiantly to keep his regular spot with the Basques. In the 2001–2002 season, he was a member of the Al–Ittihad Club (Jeddah) of Saudi Arabia.",False,"[0, 222]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6330490386930524e+18,1633049038693052420,9.10532961342296e+17,910532961342296065,GlimpseNigeria,,,,,False,0,0,False,False,en,en,recent,910532961342296065,910532961342296065,Glimpse NG,GlimpseNigeria,Nigeria ,Glimpse Nigeria...Your Mobile Gate Way to Nigeria.,https://t.co/nP0wYA7PQ7,[],False,1382,1998,1,Wed Sep 20 15:55:49 +0000 2017,8795,,,True,False,10040,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1263736393236467712/MXynuqPu_normal.jpg,https://pbs.twimg.com/profile_images/1263736393236467712/MXynuqPu_normal.jpg,https://pbs.twimg.com/profile_banners/910532961342296065/1590048066,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,"[{'url': 'https://t.co/nP0wYA7PQ7', 'expanded_url': 'https://glimpse.ng', 'display_url': 'glimpse.ng', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 10:16:41 +0000 2023,1633049019726417925,1633049019726417925,"A former professional football player from Nigeria, Mutiu Adepoju was born on December 22, 1970, in Ibadan, Oyo State. He mostly played as an attacking midfielder.
During the course of seven seasons, he scored 22 goals while playing 175 La Liga games, largely for Real Sociedad https://t.co/vSqS38l05X",False,"[0, 277]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,910532961342296065,910532961342296065,Glimpse NG,GlimpseNigeria,Nigeria ,Glimpse Nigeria...Your Mobile Gate Way to Nigeria.,https://t.co/nP0wYA7PQ7,[],False,1382,1998,1,Wed Sep 20 15:55:49 +0000 2017,8795,,,True,False,10040,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1263736393236467712/MXynuqPu_normal.jpg,https://pbs.twimg.com/profile_images/1263736393236467712/MXynuqPu_normal.jpg,https://pbs.twimg.com/profile_banners/910532961342296065/1590048066,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/nP0wYA7PQ7', 'expanded_url': 'https://glimpse.ng', 'display_url': 'glimpse.ng', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 10:12:36 +0000 2023,1633047991698202624,1633047991698202624,"New Overtime AMM position bought
Mallorca - Real Sociedad
Amount: 4.189768848907014
Paid: 3.027 sUSD
Position: X2
Potential profit: 1 sUSD (38%)",False,"[0, 144]","<a href=""https://google.com"" rel=""nofollow"">overtime-thales</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1547957461809737728,1547957461809737728,Thales Overtime AMM bot,overtime_amm,,Beep boop... I will be printing trades from @OvertimeMarkets AMM,https://t.co/zqKWW34LPc,[],False,176,2,3,Fri Jul 15 14:53:20 +0000 2022,1,,,False,False,106458,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_banners/1547957461809737728/1662587928,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,"[{'url': 'https://t.co/zqKWW34LPc', 'expanded_url': 'https://overtimemarkets.xyz/#/markets', 'display_url': 'overtimemarkets.xyz/#/markets', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 10:12:35 +0000 2023,1633047988820926466,1633047988820926466,"New Overtime Market Parlay
Paid: $5.000
Positions:
Elche - Real Valladolid @ 12 - 1.4
Mallorca - Real Sociedad @ X2 - 1.39
Potential profit: 3 sUSD (68%)",False,"[0, 153]","<a href=""https://google.com"" rel=""nofollow"">overtime-thales</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1547957461809737728,1547957461809737728,Thales Overtime AMM bot,overtime_amm,,Beep boop... I will be printing trades from @OvertimeMarkets AMM,https://t.co/zqKWW34LPc,[],False,176,2,3,Fri Jul 15 14:53:20 +0000 2022,1,,,False,False,106458,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_banners/1547957461809737728/1662587928,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,"[{'url': 'https://t.co/zqKWW34LPc', 'expanded_url': 'https://overtimemarkets.xyz/#/markets', 'display_url': 'overtimemarkets.xyz/#/markets', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 09:17:00 +0000 2023,1633033998460137472,1633033998460137472,"🥳Roma and Real Sociedad will square off at Stadio Olimpico in an eagerly anticipated Europa League match.🎉

😎Do you support AS Roma or Real Sociedad?

Place a bet 👉: https://t.co/E32mfH0XtG https://t.co/BiO50aPu2Z",False,"[0, 189]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,3,9,False,False,en,en,recent,1306070606056546305,1306070606056546305,BC.GAME,BCGameOfficial,Curacao,https://t.co/WpNYAQujuV believes in future shaping technology! Keeping that in mind we have open source code and provably fair games. Don’t trust. Verify it!,https://t.co/ljtG4OCpDZ,"[{'url': 'https://t.co/WpNYAQujuV', 'expanded_url': 'http://BC.GAME', 'display_url': 'BC.GAME', 'indices': [0, 23]}]",False,125626,68,79,Wed Sep 16 03:21:23 +0000 2020,180,,,False,False,2144,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1590959060375195649/K5m1U9Ja_normal.jpg,https://pbs.twimg.com/profile_images/1590959060375195649/K5m1U9Ja_normal.jpg,https://pbs.twimg.com/profile_banners/1306070606056546305/1654612539,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/ljtG4OCpDZ', 'expanded_url': 'https://bc.game/', 'display_url': 'bc.game', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
