created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,user.entities.url.urls,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.lang,quoted_status.user.entities.url.urls,quoted_status.possibly_sensitive
Tue Mar 07 22:44:44 +0000 2023,1633237270995128327,1633237270995128327,@Maxwel_TheGist A Getafe low block at 10PM would make you lose your head Maxwell,False,"[16, 80]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6332360067227402e+18,1633236006722740225,8.153692700079227e+17,815369270007922688,Maxwel_TheGist,,,,,False,0,0,False,False,,en,en,recent,1122518242290012162,1122518242290012162,Batman🦇,CHITO_FCB,Gotham,I’m vengeance .,,[],False,3628,4650,1,Sun Apr 28 15:09:39 +0000 2019,27811,,,False,False,12632,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1630732584563929088/UvzQ-2xe_normal.jpg,https://pbs.twimg.com/profile_images/1630732584563929088/UvzQ-2xe_normal.jpg,https://pbs.twimg.com/profile_banners/1122518242290012162/1673975372,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 22:39:42 +0000 2023,1633236006722740225,1633236006722740225,"Mmm xa your club your club has played two European competitions this season and they've been knocked out of both. This is not Getafe, go and sleep😂 https://t.co/FUKVSEPpxt",False,"[0, 147]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,True,0,6,False,False,False,en,en,recent,815369270007922688,815369270007922688,Maxwell Ndhlovu,Maxwel_TheGist,Lusaka ,"@TheGist16 Founder, Football Writer,  Communications Specialist(BMC), @CfcLusaka secretary, Wallflower, Wildheart",https://t.co/6dst5JfHR7,[],False,3999,1101,4,Sun Jan 01 01:29:16 +0000 2017,41025,,,True,False,34544,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1629285445585588225/Ps_KYeXa_normal.jpg,https://pbs.twimg.com/profile_images/1629285445585588225/Ps_KYeXa_normal.jpg,https://pbs.twimg.com/profile_banners/815369270007922688/1665352771,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/6dst5JfHR7', 'expanded_url': 'https://thegistzm.wordpress.com/', 'display_url': 'thegistzm.wordpress.com', 'indices': [0, 23]}]",1.6332347847459267e+18,1633234784745926657,Tue Mar 07 22:34:51 +0000 2023,1.6332347847459267e+18,1633234784745926657,@Maxwel_TheGist What has the world come to? He gets a MOTM for pocketing someone recovering from cancer😭😭😭,False,"[16, 106]",en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.633232651288019e+18,1633232651288018944,8.153692700079227e+17,815369270007922688,Maxwel_TheGist,1.1225182422900122e+18,1122518242290012162,Batman🦇,CHITO_FCB,Gotham,I’m vengeance .,,[],False,3628.0,4650.0,1.0,Sun Apr 28 15:09:39 +0000 2019,27811.0,,,False,False,12632.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1630732584563929088/UvzQ-2xe_normal.jpg,https://pbs.twimg.com/profile_images/1630732584563929088/UvzQ-2xe_normal.jpg,https://pbs.twimg.com/profile_banners/1122518242290012162/1673975372,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,False,0.0,0.0,False,False,en,,
Tue Mar 07 22:35:43 +0000 2023,1633235002296082433,1633235002296082433,@BarcaUniversal How about when the getafe player was clear on goal to win the match and the ref blowed off the game,False,"[16, 115]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332343157306532e+18,1633234315730653186,8.859729820525978e+17,885972982052597761,BarcaUniversal,,,,,False,0,1,False,False,,en,en,recent,1510244034245181448,1510244034245181448,YouNotMyTwizz🇵🇹,TwizzzEM,"Copenhagen, Denmark",@RealMadrid🤍👑 #HalaMadrid🤍🤍🤍,,[],False,4,125,0,Sat Apr 02 13:14:13 +0000 2022,860,,,False,False,1407,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1584243044752261120/s6iwuXLz_normal.jpg,https://pbs.twimg.com/profile_images/1584243044752261120/s6iwuXLz_normal.jpg,https://pbs.twimg.com/profile_banners/1510244034245181448/1662017751,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 22:05:31 +0000 2023,1633227405048569861,1633227405048569861,"🌎 CONCACAF Champions League

Montréal-born Shad San Millán is on the bench for Violette AC this evening as they take on Austin FC.

San Millán signed for the club this past winter from Getafe's U19 setup.

KO is at 3pm PT / 6pm ET on @onesoccer.

#CanucksAbroad | @NorthernFutbol https://t.co/d0e4ZLXeyW",False,"[0, 279]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,True,1,9,False,False,False,en,en,recent,109318851,109318851,Canucks Abroad,Canucks_Abroad,Canada 🇨🇦,"Following the fortunes of Canadian soccer players abroad, @CA_AtHome + @CA_AtSchool — also run the @CA_SoccerChat! 📧: canucksabroadsoccer@gmail.com | DMs open",https://t.co/fDo8TbwRUV,[],False,8521,2544,139,Thu Jan 28 17:25:57 +0000 2010,12088,,,True,False,92500,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1626327921055899649/BDs7dzja_normal.jpg,https://pbs.twimg.com/profile_images/1626327921055899649/BDs7dzja_normal.jpg,https://pbs.twimg.com/profile_banners/109318851/1676581778,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,[],"[{'url': 'https://t.co/fDo8TbwRUV', 'expanded_url': 'http://linktr.ee/CanucksAbroad', 'display_url': 'linktr.ee/CanucksAbroad', 'indices': [0, 23]}]",1.6332211432082637e+18,1633221143208263681,Tue Mar 07 21:40:38 +0000 2023,1.6332211432082637e+18,1633221143208263681,🔵⚪️ @VACHAITI getting ready for their #SCCL23 debut at Estadio Cibao. 🏟️ https://t.co/sX4swOtBff,False,"[0, 72]",en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,33307787.0,33307787,Scotiabank Concacaf Champions League,TheChampions,"Miami, FL",The official Twitter account for @Concacaf's premier club competition #SCCL22,https://t.co/8oKYzcI0Fh,[],False,258804.0,218.0,1177.0,Sun Apr 19 20:44:10 +0000 2009,726.0,,,True,True,23444.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1091376520038416384/j-7epF3z_normal.jpg,https://pbs.twimg.com/profile_images/1091376520038416384/j-7epF3z_normal.jpg,https://pbs.twimg.com/profile_banners/33307787/1638803034,86764E,FFFFFF,000000,ABABAB,True,False,False,False,False,False,False,none,[],,,,,False,0.0,26.0,False,False,en,"[{'url': 'https://t.co/8oKYzcI0Fh', 'expanded_url': 'http://www.concacafchampionsleague.com', 'display_url': 'concacafchampionsleague.com', 'indices': [0, 23]}]",False
Tue Mar 07 21:36:38 +0000 2023,1633220136533389315,1633220136533389315,this is getafe https://t.co/OEjYdVaih9,False,"[0, 14]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,2,False,False,False,en,en,recent,1443590053419044870,1443590053419044870,frαn,juraocomoung,,↳ motomami track 13,,[],False,393,436,1,Thu Sep 30 14:54:35 +0000 2021,4633,,,True,False,5226,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1628152227268374533/SzKTjMvL_normal.jpg,https://pbs.twimg.com/profile_images/1628152227268374533/SzKTjMvL_normal.jpg,https://pbs.twimg.com/profile_banners/1443590053419044870/1677016810,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:23:02 +0000 2023,1633216709980217345,1633216709980217345,"Carlos Soler penalty against Getafe | Valencia vs Getafe
 
https://t.co/XyozjDWfAV https://t.co/246k36YNBu",False,"[0, 82]","<a href=""https://www.eucup.com"" rel=""nofollow"">EuropaCup</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1209346428222496769,1209346428222496769,EUCUP,EUCUPdotCOM,,,https://t.co/iETPAEmjIb,[],False,220,2,0,Tue Dec 24 05:34:22 +0000 2019,0,,,False,False,26394,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1209346638273294336/hNzTCf4R_normal.jpg,https://pbs.twimg.com/profile_images/1209346638273294336/hNzTCf4R_normal.jpg,https://pbs.twimg.com/profile_banners/1209346428222496769/1577167777,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/iETPAEmjIb', 'expanded_url': 'http://eucup.com', 'display_url': 'eucup.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:17:49 +0000 2023,1633215397888401408,1633215397888401408,"@frankedoho That's the cucurella i watched at Brighton,Getafe and Eibar",False,"[12, 71]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6332113630770463e+18,1633211363077046272,54481723.0,54481723,frankedoho,,,,,False,0,0,False,False,,en,en,recent,1280587213919715335,1280587213919715335,Beastoflaw,beastoflaw,,keep your head up it's not over,,[],False,492,702,0,Tue Jul 07 19:39:49 +0000 2020,19998,,,False,False,748,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1568810237972434944/KciC1fGG_normal.jpg,https://pbs.twimg.com/profile_images/1568810237972434944/KciC1fGG_normal.jpg,https://pbs.twimg.com/profile_banners/1280587213919715335/1667068161,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:12:22 +0000 2023,1633214025935777799,1633214025935777799,"@Ll3tte Lmao
I even watched him a few times at Getafe. He was that guy, He balled at Brighton too. Chelsea fans are always quick to call a player shit",False,"[8, 150]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6332136984235213e+18,1633213698423521284,1.0061951599508644e+18,1006195159950864385,Ll3tte,,,,,False,0,0,False,False,,en,en,recent,1567547640014938117,1567547640014938117,ECO Baby,ECOBabyyy,@In my bag,"🫠
Hood Boy",,[],False,120,1222,0,Wed Sep 07 16:17:52 +0000 2022,5757,,,False,False,3949,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1567548188948668416/T0McjFj__normal.jpg,https://pbs.twimg.com/profile_images/1567548188948668416/T0McjFj__normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:12:11 +0000 2023,1633213979601379336,1633213979601379336,@ConnCFC Finally the cucurrella from getafe,False,"[9, 43]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6332127084126126e+18,1633212708412612608,7.539384189047562e+17,753938418904756224,ConnCFC,,,,,False,0,0,False,False,,en,en,recent,1220245497870520320,1220245497870520320,Ifeanyi Hills,Invalid007_,,,,[],False,8,51,0,Thu Jan 23 07:23:20 +0000 2020,62,,,False,False,1282,,False,False,False,F5F8FA,,,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:09:47 +0000 2023,1633213379438411779,1633213379438411779,@adog5511 Getafe,False,"[10, 16]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6332130016113132e+18,1633213001611313156,1.3962634224431022e+18,1396263422443102208,adog5511,,,,,False,0,2,False,False,,en,en,recent,1277273563792277506,1277273563792277506,NFFC Cam,BigCTCB,United Kingdom,"NFFC 🔴 Mercedes 🏹 

MGW Enthusiast ❤",,[],False,530,516,0,Sun Jun 28 16:12:22 +0000 2020,20147,,,False,False,4490,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1616879307233566721/I7YWECdq_normal.jpg,https://pbs.twimg.com/profile_images/1616879307233566721/I7YWECdq_normal.jpg,https://pbs.twimg.com/profile_banners/1277273563792277506/1674329027,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:59:10 +0000 2023,1633210703765991426,1633210703765991426,@pccomponentes #PcAniversario Getafe,False,"[15, 36]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.632736222735999e+18,1632736222735998977,110231838.0,110231838,pccomponentes,,,,,False,0,0,False,False,,en,en,recent,704774173,704774173,RL⚓,ruben_lago3, Madrid ,"NEVER GIVE UP// Lucha por lo que quieres, no pares de insistir y acabarás teniendolo// La grandeza nace de pequeños comienzos.💙⚓",https://t.co/hH729AdPti,[],False,354,573,0,Thu Jul 19 10:04:05 +0000 2012,3152,,,False,False,7595,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1285485469493612548/0V_IlFw6_normal.jpg,https://pbs.twimg.com/profile_images/1285485469493612548/0V_IlFw6_normal.jpg,https://pbs.twimg.com/profile_banners/704774173/1469547562,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/hH729AdPti', 'expanded_url': 'http://Instagram.com/ruben_lago3', 'display_url': 'Instagram.com/ruben_lago3', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:20:40 +0000 2023,1633201017129951233,1633201017129951233,@Fikayofmars Lol..the local champion been scapegoated in champions and Europa league shouldn't banter clubs across....go banter getafe and em vallecano,False,"[13, 151]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633200283089027e+18,1633200283089027075,1.0081172251428045e+18,1008117225142804481,Fikayofmars,,,,,False,0,0,False,False,,en,en,recent,887141656524357632,887141656524357632,Yimika Agba Baker ☺️🙌,adeyinkatobilo2,your pa house for lagos,"|Jesus child|don't skip if you have opportunity for me
||God_mum|Mayflower| unashamedly manutd| I'm not a toxic 30bg @davido

IFBI",,[],False,415,818,0,Tue Jul 18 02:47:08 +0000 2017,2078,,,False,False,2783,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1376818996117442560/DzLIqjsc_normal.jpg,https://pbs.twimg.com/profile_images/1376818996117442560/DzLIqjsc_normal.jpg,https://pbs.twimg.com/profile_banners/887141656524357632/1612584802,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:08:45 +0000 2023,1633198017892462592,1633198017892462592,"New Overtime Arbitrum AMM position bought
Cádiz - Getafe
Amount: 7.951155905441352
Paid: 5.283 sUSD
Position: 12
Potential profit: 3 sUSD (51%)",False,"[0, 143]","<a href=""https://google.com"" rel=""nofollow"">overtime-thales</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,1547957461809737728,1547957461809737728,Thales Overtime AMM bot,overtime_amm,,Beep boop... I will be printing trades from @OvertimeMarkets AMM,https://t.co/zqKWW34LPc,[],False,176,2,3,Fri Jul 15 14:53:20 +0000 2022,1,,,False,False,106458,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_banners/1547957461809737728/1662587928,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/zqKWW34LPc', 'expanded_url': 'https://overtimemarkets.xyz/#/markets', 'display_url': 'overtimemarkets.xyz/#/markets', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 19:52:56 +0000 2023,1633194039435509760,1633194039435509760,"@Ceesarlpzm @menezrm Getafe Real Madrid, creo",False,"[21, 45]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331809119812854e+18,1633180911981285378,1.3741270748987433e+18,1374127074898743300,Ceesarlpzm,,,,,False,0,0,False,False,,en,en,recent,1075036208349224960,1075036208349224960,Pasion Blanca,PaasionBlanca,,"Twitteo verdades como puños.

                                                   IG {+10K}:",https://t.co/a0KS74yK7k,[],False,1360,2240,1,Tue Dec 18 14:33:00 +0000 2018,3025,,,False,False,2873,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632168247746232322/wcGD7XxP_normal.jpg,https://pbs.twimg.com/profile_images/1632168247746232322/wcGD7XxP_normal.jpg,https://pbs.twimg.com/profile_banners/1075036208349224960/1673717237,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/a0KS74yK7k', 'expanded_url': 'https://instagram.com/pasion.blanca_?igshid=ZDdkNTZiNTM=', 'display_url': 'instagram.com/pasion.blanca_…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 19:44:54 +0000 2023,1633192017202229253,1633192017202229253,to think that Ramon Planes got him Pedri and Araujo. Bro what is this sporting director doing at Getafe? https://t.co/XIj63ujBRI,False,"[0, 104]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,True,0,0,False,False,False,en,en,recent,1598358049294630915,1598358049294630915,⚡️,_Ferranismo11,,"Culer, Full-time Salah Enjoyer, Messi GOAT, Super League Supporter.",,[],False,219,529,0,Thu Dec 01 16:47:20 +0000 2022,9153,,,False,False,4265,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1631433491647811587/nwSXes9__normal.jpg,https://pbs.twimg.com/profile_images/1631433491647811587/nwSXes9__normal.jpg,https://pbs.twimg.com/profile_banners/1598358049294630915/1678231273,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,1.633172311258833e+18,1633172311258832902,Tue Mar 07 18:26:36 +0000 2023,1.633172311258833e+18,1633172311258832902,🇲🇦 Ez Abde - CA Osasuna vs Celta Vigo - LaLiga Week 24 https://t.co/2Wn6Lcrdtv,False,"[0, 78]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.3020652905204736e+18,1302065290520473605,⚽️,BarcelonaComps,🇫🇷,🎥 Barça comps ✉️ DM for inquiries/collaboration ⚠️ Follow my backup account : @BarcelonaComps_,https://t.co/xxLFm4qpN4,[],False,6853.0,140.0,57.0,Sat Sep 05 02:05:44 +0000 2020,3034.0,,,True,False,889.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1591760236414640129/V6agu338_normal.jpg,https://pbs.twimg.com/profile_images/1591760236414640129/V6agu338_normal.jpg,https://pbs.twimg.com/profile_banners/1302065290520473605/1645152114,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,False,28.0,163.0,False,False,es,"[{'url': 'https://t.co/xxLFm4qpN4', 'expanded_url': 'https://twitter.com/Biilbao_', 'display_url': 'twitter.com/Biilbao_', 'indices': [0, 23]}]",False
Tue Mar 07 19:44:54 +0000 2023,1633192016250040321,1633192016250040321,@UtdChronicle Get me Qatari send Bruno to Getafe and bring this demon to carrington,False,"[14, 83]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331820871245087e+18,1633182087124508673,1.395062526279291e+18,1395062526279290883,UtdChronicle,,,,,False,0,1,False,False,,en,en,recent,2305193788,2305193788,Zizu,TMK_Zizu,Home,@ManUtd ⚽️❤Reggae🎧,,[],False,7390,7239,1,Sun Jan 26 08:07:11 +0000 2014,38743,,,True,False,22187,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1407970780173029377/F5x8v2oo_normal.jpg,https://pbs.twimg.com/profile_images/1407970780173029377/F5x8v2oo_normal.jpg,https://pbs.twimg.com/profile_banners/2305193788/1664726525,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 19:26:02 +0000 2023,1633187268528599041,1633187268528599041,GETAFE #8M #8Marzo #8M2023 https://t.co/fHtTB1Atoa,False,"[0, 26]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,5,12,False,False,False,en,en,recent,1255185075957895173,1255185075957895173,Rocío,Roco93201462,,,,[],False,2854,3153,3,Tue Apr 28 17:20:27 +0000 2020,404313,,,False,False,93674,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1627062364024733697/qvvGxb91_normal.jpg,https://pbs.twimg.com/profile_images/1627062364024733697/qvvGxb91_normal.jpg,https://pbs.twimg.com/profile_banners/1255185075957895173/1674209178,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:08:47 +0000 2023,1633167825492914184,1633167825492914184,"Quick mention to John Joe Patrick Finn who recently enough played in La Liga for Getafe a few times, not yet a senior Irish international tho👏🏻",False,"[0, 143]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633167468066906e+18,1633167468066906112,1.108141312358912e+18,1108141312358912000,IrishPropaganda,,,,,False,0,17,False,False,,en,en,recent,1108141312358912000,1108141312358912000,IrishPropaganda🇮🇪⚽️,IrishPropaganda,Ireland,Everything Irish football related,,[],False,10002,714,30,Tue Mar 19 23:00:51 +0000 2019,32447,,,False,False,16069,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1362174312531128327/wxDkjtJ5_normal.jpg,https://pbs.twimg.com/profile_images/1362174312531128327/wxDkjtJ5_normal.jpg,https://pbs.twimg.com/profile_banners/1108141312358912000/1654985418,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:55:02 +0000 2023,1633164365393195046,1633164365393195046,@FRBarca_ @fansjavimiguel Comme on est Getafe,False,"[26, 45]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331610748065997e+18,1633161074806599680,9.14066808835072e+17,914066808835072000,FRBarca_,,,,,False,0,1,False,False,,en,en,recent,1342253429259980806,1342253429259980806,Caazi🌛 (je fb),Caazi__,"Rosario, Argentina",•@FCBarcelona💙♥️ J'ose le tap-in en rappelant que Messi est le goat 🐐,,[],False,334,750,1,Thu Dec 24 23:39:12 +0000 2020,42257,,,False,False,17452,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1617470895714455555/xA56mOdX_normal.jpg,https://pbs.twimg.com/profile_images/1617470895714455555/xA56mOdX_normal.jpg,https://pbs.twimg.com/profile_banners/1342253429259980806/1671554876,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
