created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id,place,possibly_sensitive,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang
Mon Mar 06 00:50:04 +0000 2023,1632544038514720769,1632544038514720769,News From Spain: Rayo Vallecano’s European challenge falters as Real Valladolid edge to La Liga safety https://t.co/Fkp5pc6LpO https://t.co/w28W8Fl6ME,False,"[0, 126]","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",,,,,,,,,False,0,0,False,False,en,en,recent,1419486492649566212,1419486492649566212,The Football Kings,FootballKings__,"London, England",Football 24/7 https://t.co/WHXYi7o4OO,https://t.co/0Wgeq2qN1h,"[{'url': 'https://t.co/0Wgeq2qN1h', 'expanded_url': 'http://thefootballkings.com', 'display_url': 'thefootballkings.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/WHXYi7o4OO', 'expanded_url': 'https://thefootballkings.com', 'display_url': 'thefootballkings.com', 'indices': [14, 37]}]",False,1142,4442,1,Mon Jul 26 02:35:36 +0000 2021,238,,,False,False,32091,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1419489479287623685/UXfHj5ym_normal.jpg,https://pbs.twimg.com/profile_images/1419489479287623685/UXfHj5ym_normal.jpg,https://pbs.twimg.com/profile_banners/1419486492649566212/1630663051,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 00:25:00 +0000 2023,1632537728469352449,1632537728469352449,La Liga Wrap Up: Rayo stumble against Athletic Club as Real Valladolid boost survival hopes with Espanyol win https://t.co/UM1to0F28e,False,"[0, 133]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,False,1,3,False,False,en,en,recent,467781580,467781580,Football España,footballespana_,"Madrid, Spain",The place to go for English-speaking lovers of Spanish football. 🇪🇸,https://t.co/LNbdEIJmDs,"[{'url': 'https://t.co/LNbdEIJmDs', 'expanded_url': 'http://www.football-espana.net', 'display_url': 'football-espana.net', 'indices': [0, 23]}]",[],False,51554,103,1126,Wed Jan 18 20:57:10 +0000 2012,2733,,,True,False,124913,,False,False,False,FAFAFA,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1417884633644077062/TvDfmntV_normal.jpg,https://pbs.twimg.com/profile_images/1417884633644077062/TvDfmntV_normal.jpg,https://pbs.twimg.com/profile_banners/467781580/1651472939,FAA525,0B3E57,FC4E54,FAA525,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 22:06:30 +0000 2023,1632502875346677763,1632502875346677763,"😁 Game day recaps from your favorite host.

💜 Premier League:
Nottingham Forest - Everton 2:2
Liverpool - Manchester United 7:0

🤎 La Liga:
Valladolid - Espanyol 2:1
Barcelona - Valencia 1:0
Rayo Vallecano - Athletic 0:0
Betis - Real 0:0

🖤 Series A:
Spezia - Verona 0:0 https://t.co/VbeV0yjFFt",False,"[0, 270]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,14,66,False,False,en,en,recent,1486403926706376706,1486403926706376706,Emmanuel of Kwara,Berry675477,"Phoenix, AZ","I'm of good vibes, Good Life & Healing is the new high+inspiration
Greatness+kindness+evolution #@30BG🤞✨✨",,,[],False,230,1086,0,Wed Jan 26 18:22:21 +0000 2022,12971,,,False,False,613,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1577454779810430978/JxLV-ipr_normal.jpg,https://pbs.twimg.com/profile_images/1577454779810430978/JxLV-ipr_normal.jpg,https://pbs.twimg.com/profile_banners/1486403926706376706/1676660332,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 20:50:17 +0000 2023,1632483693972586497,1632483693972586497,"Rayo Vallecano and Athletic Club draw in LaLiga to keep the distance between each other at two points.
Read full Story here -  https://t.co/aOj8N2PEkH
#Laliga #Spain #football #soccer",False,"[0, 183]","<a href=""https://onefootballstats.com"" rel=""nofollow"">1footballstats-website-int</a>",,,,,,,,,False,0,0,False,False,en,en,recent,1291619622765158400,1291619622765158400,1FootballStats,1FootballStats,Toronto,All you need to know about your favorite football/soccer club,,,[],False,60,33,3,Fri Aug 07 06:18:23 +0000 2020,9,,,False,False,6654,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1321977625330540545/FWdWIy4__normal.jpg,https://pbs.twimg.com/profile_images/1321977625330540545/FWdWIy4__normal.jpg,https://pbs.twimg.com/profile_banners/1291619622765158400/1604019003,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 20:30:35 +0000 2023,1632478738536341504,1632478738536341504,"The game between Rayo Vallecano and Athletic on Sunday ended in a draw, 0x0. Ernesto Valverde's team ended the game with 10 players.
#OhianSancet #Athletic #RayoVallecano  https://t.co/9nxggKQXO9",False,"[0, 195]","<a href=""https://www.soccerzz.com"" rel=""nofollow"">soccerzz</a>",,,,,,,,,False,0,0,False,False,en,en,recent,1522236558904016897,1522236558904016897,Soccer ZZ,soccerzzcom,United States,The biggest soccer database in the world,https://t.co/YpTCZDDKwg,"[{'url': 'https://t.co/YpTCZDDKwg', 'expanded_url': 'http://www.soccerzz.com', 'display_url': 'soccerzz.com', 'indices': [0, 23]}]",[],False,57,159,2,Thu May 05 15:27:43 +0000 2022,15,,,False,False,4913,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1605561595815493632/3JCsB1Uz_normal.png,https://pbs.twimg.com/profile_images/1605561595815493632/3JCsB1Uz_normal.png,https://pbs.twimg.com/profile_banners/1522236558904016897/1671630690,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 20:22:58 +0000 2023,1632476821894709249,1632476821894709249,"📺 Watch Live Stream La Liga
⚽️ Betis vs Real Madrid⤵️
🔴➤Link: https://t.co/J7H4qMVas0

#RealBetisRealMadrid
Preview: Rayo Vallecano vs  Real Betis - prediction, team news, lineups - Sports Mole",False,"[0, 193]","<a href=""https://sa.insport.top"" rel=""nofollow"">Sa Web App</a>",,,,,,,,,False,0,0,False,False,en,en,recent,1602670265661530112,1602670265661530112,Sid Draper,SidDraper2,,,,,[],False,0,0,0,Tue Dec 13 14:23:14 +0000 2022,0,,,False,False,2,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1602670487896817668/dA0tM7yI_normal.png,https://pbs.twimg.com/profile_images/1602670487896817668/dA0tM7yI_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 19:51:29 +0000 2023,1632468898393079814,1632468898393079814,"This is Vallecas
Rayo Vallecano - Athletic de Bilbao ⚡⚪🔴 https://t.co/skU7xWN7Y0",False,"[0, 56]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,False,0,8,False,False,en,en,recent,966643403164454913,966643403164454913,Andrés De León Franquiz,DeFranquiz,Fuerteventura (Islas Canarias),"Director Deportivo por la @rfef

Entrenador de fútbol por la @fiflp",,,[],False,490,711,2,Thu Feb 22 11:58:41 +0000 2018,6416,,,True,False,649,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1523704764109934596/U2-oMuAJ_normal.jpg,https://pbs.twimg.com/profile_images/1523704764109934596/U2-oMuAJ_normal.jpg,https://pbs.twimg.com/profile_banners/966643403164454913/1521110594,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],206c436ce43a43a3,https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json,city,Madrid,"Madrid, Spain",ES,Spain,[],Polygon,"[[[-3.8890049, 40.3120713], [-3.5180102, 40.3120713], [-3.5180102, 40.6435181], [-3.8890049, 40.6435181]]]",1.6324688983930798e+18,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 19:36:20 +0000 2023,1632465083627347968,1632465083627347968,"Passing networks, individual player passes and defensive actions for Rayo Vallecano. Match date: 2023-03-05. #RayoVallecano https://t.co/LQjA8Rbbui",False,"[0, 123]","<a href=""http://www.mclachbot.com"" rel=""nofollow"">mclachbot_prod</a>",1.632465069949829e+18,1632465069949829123,1.4895190938583777e+18,1489519093858377732,mclachbot,,,,False,0,0,False,False,en,en,recent,1489519093858377732,1489519093858377732,McLachBot,mclachbot,Cobham Server Room,"Robotic Head Of International Scouting for Chelsea Football Club (parody).

Built by @ChicagoDmitry.  DM suggestions directly to him.",https://t.co/1DzNVCLY1f,"[{'url': 'https://t.co/1DzNVCLY1f', 'expanded_url': 'http://www.mclachbot.com', 'display_url': 'mclachbot.com', 'indices': [0, 23]}]",[],False,919,1,20,Fri Feb 04 08:40:14 +0000 2022,22,,,False,False,12002,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1625635168324050944/Q4K7dWO1_normal.jpg,https://pbs.twimg.com/profile_images/1625635168324050944/Q4K7dWO1_normal.jpg,https://pbs.twimg.com/profile_banners/1489519093858377732/1644092898,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 19:36:17 +0000 2023,1632465069949829123,1632465069949829123,"#LaLiga positional stats for Rayo Vallecano vs Athletic Club
Date: 2023-03-05
#RayoVallecano #AthleticClub https://t.co/qTGlN84E70",False,"[0, 106]","<a href=""http://www.mclachbot.com"" rel=""nofollow"">mclachbot_prod</a>",1.6324650616870502e+18,1632465061687050241,1.4895190938583777e+18,1489519093858377732,mclachbot,,,,False,0,0,False,False,en,en,recent,1489519093858377732,1489519093858377732,McLachBot,mclachbot,Cobham Server Room,"Robotic Head Of International Scouting for Chelsea Football Club (parody).

Built by @ChicagoDmitry.  DM suggestions directly to him.",https://t.co/1DzNVCLY1f,"[{'url': 'https://t.co/1DzNVCLY1f', 'expanded_url': 'http://www.mclachbot.com', 'display_url': 'mclachbot.com', 'indices': [0, 23]}]",[],False,919,1,20,Fri Feb 04 08:40:14 +0000 2022,22,,,False,False,12002,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1625635168324050944/Q4K7dWO1_normal.jpg,https://pbs.twimg.com/profile_images/1625635168324050944/Q4K7dWO1_normal.jpg,https://pbs.twimg.com/profile_banners/1489519093858377732/1644092898,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 19:36:15 +0000 2023,1632465061687050241,1632465061687050241,"#LaLiga player rankings for Rayo Vallecano vs Athletic Club
Date: 2023-03-05
#RayoVallecano #AthleticClub https://t.co/6avZ2y1sT5",False,"[0, 105]","<a href=""http://www.mclachbot.com"" rel=""nofollow"">mclachbot_prod</a>",1.6324650417933763e+18,1632465041793376258,1.4895190938583777e+18,1489519093858377732,mclachbot,,,,False,0,0,False,False,en,en,recent,1489519093858377732,1489519093858377732,McLachBot,mclachbot,Cobham Server Room,"Robotic Head Of International Scouting for Chelsea Football Club (parody).

Built by @ChicagoDmitry.  DM suggestions directly to him.",https://t.co/1DzNVCLY1f,"[{'url': 'https://t.co/1DzNVCLY1f', 'expanded_url': 'http://www.mclachbot.com', 'display_url': 'mclachbot.com', 'indices': [0, 23]}]",[],False,919,1,20,Fri Feb 04 08:40:14 +0000 2022,22,,,False,False,12002,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1625635168324050944/Q4K7dWO1_normal.jpg,https://pbs.twimg.com/profile_images/1625635168324050944/Q4K7dWO1_normal.jpg,https://pbs.twimg.com/profile_banners/1489519093858377732/1644092898,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 19:36:10 +0000 2023,1632465041793376258,1632465041793376258,"#LaLiga match summary for Rayo Vallecano vs Athletic Club
Date: 2023-03-05
#RayoVallecano #AthleticClub https://t.co/uhH3lA5knI",False,"[0, 103]","<a href=""http://www.mclachbot.com"" rel=""nofollow"">mclachbot_prod</a>",,,,,,,,,False,0,0,False,False,en,en,recent,1489519093858377732,1489519093858377732,McLachBot,mclachbot,Cobham Server Room,"Robotic Head Of International Scouting for Chelsea Football Club (parody).

Built by @ChicagoDmitry.  DM suggestions directly to him.",https://t.co/1DzNVCLY1f,"[{'url': 'https://t.co/1DzNVCLY1f', 'expanded_url': 'http://www.mclachbot.com', 'display_url': 'mclachbot.com', 'indices': [0, 23]}]",[],False,919,1,20,Fri Feb 04 08:40:14 +0000 2022,22,,,False,False,12002,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1625635168324050944/Q4K7dWO1_normal.jpg,https://pbs.twimg.com/profile_images/1625635168324050944/Q4K7dWO1_normal.jpg,https://pbs.twimg.com/profile_banners/1489519093858377732/1644092898,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 19:27:55 +0000 2023,1632462966783180800,1632462966783180800,Rayo Vallecano played out to a 2nd straight league draw at home following a 0-0 stalemate with Athletic Bilbao #SSFootball,False,"[0, 122]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6324618782942003e+18,1632461878294200320,301413580.0,301413580,SuperSportBlitz,,,,False,0,2,False,False,en,en,recent,301413580,301413580,SuperSport Blitz,SuperSportBlitz,World of Champions,"The home of the latest sports news, broadcast details, score updates and results - Channel 200 on your DStv decoder",http://t.co/PtktJosboz,"[{'url': 'http://t.co/PtktJosboz', 'expanded_url': 'http://www.supersport.com', 'display_url': 'supersport.com', 'indices': [0, 22]}]",[],False,1307926,258,2430,Thu May 19 12:40:44 +0000 2011,6,,,False,True,359584,,False,False,False,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1300741850635079680/K7OqnbRz_normal.jpg,https://pbs.twimg.com/profile_images/1300741850635079680/K7OqnbRz_normal.jpg,https://pbs.twimg.com/profile_banners/301413580/1598956034,0084B4,FFFFFF,C0DFEC,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 19:26:58 +0000 2023,1632462725233225728,1632462725233225728,"🏆 | #LaLiga 
⚔️ | #RayoAthletic

⏰ ¡FINAL!

⚡ 0 🆚 0 🦁 

#EnDirecto ▶️ https://t.co/YDckB9AopN https://t.co/O1yY6S4tH1",False,"[0, 93]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,False,0,8,False,False,en,en,recent,19343904,19343904,Diario SPORT,sport,Barcelona,"👋 ¡Bienvenidos! 🗞️ Somos el Diario #SPORT 📲 Barça, fútbol y lo mejor del deporte
Telegram: https://t.co/2g2NxCvLXh…",https://t.co/tGguO6Nkp0,"[{'url': 'https://t.co/tGguO6Nkp0', 'expanded_url': 'http://sport.es', 'display_url': 'sport.es', 'indices': [0, 23]}]","[{'url': 'https://t.co/2g2NxCvLXh', 'expanded_url': 'http://t.me/ElDiarioSport_', 'display_url': 't.me/ElDiarioSport_', 'indices': [91, 114]}]",False,2045861,122,9353,Thu Jan 22 15:50:49 +0000 2009,968,,,True,True,479516,,False,False,False,DC0707,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1633241193671696384/7zPE0GyI_normal.jpg,https://pbs.twimg.com/profile_images/1633241193671696384/7zPE0GyI_normal.jpg,https://pbs.twimg.com/profile_banners/19343904/1677424936,DC0707,FFFFFF,D6EDFA,3D1957,True,True,False,False,False,False,False,regular,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 19:26:57 +0000 2023,1632462722049925120,1632462722049925120,#RivalWatch: Athletic Club's Oihan Sancet will be suspended for next weekend's match against #Barça as he was sent off vs Rayo Vallecano today.,False,"[0, 143]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,False,0,0,False,False,en,en,recent,1349298225220521985,1349298225220521985,𝐙𝐡𝐢𝐯𝐨𝐡𝐞𝐥𝐝 𝐕𝐨𝐥𝐝𝐢𝐠𝐨𝐚𝐝 ,ZhivoaVoldigoad,,"Being the Supreme Lord means being myself. If my subordinates are threatened, I shall retaliate with destruction, It doesn't matter if I'm up against fate.",https://t.co/20C6WHM8YV,"[{'url': 'https://t.co/20C6WHM8YV', 'expanded_url': 'https://bili.im/PcuxcDl', 'display_url': 'bili.im/PcuxcDl', 'indices': [0, 23]}]",[],False,124,93,3,Wed Jan 13 10:12:36 +0000 2021,6718,,,True,False,10206,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1619622953238564871/pYyWsCYv_normal.jpg,https://pbs.twimg.com/profile_images/1619622953238564871/pYyWsCYv_normal.jpg,https://pbs.twimg.com/profile_banners/1349298225220521985/1677654654,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 19:26:11 +0000 2023,1632462531183915008,1632462531183915008,🕵️ OPPONENT WATCH: Athletic Club's Oihan Sancet will be suspended for next weekend's match against Barcelona as he was sent off vs Rayo Vallecano today.,False,"[0, 152]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,False,14,302,False,False,en,en,recent,551245352,551245352,Barça Buzz,Barca_Buzz,,"📣 Sharing what's Buzzing with Barça. Hub for all FC Barcelona related Trustworthy News, Transfers, Stats, Quotes, Media, Trivia, La Masia.
📩 DMs always open.",https://t.co/MCIDjzaQFi,"[{'url': 'https://t.co/MCIDjzaQFi', 'expanded_url': 'http://barcabuzz.com', 'display_url': 'barcabuzz.com', 'indices': [0, 23]}]",[],False,130623,268,590,Wed Apr 11 19:16:38 +0000 2012,5730,,,False,False,71392,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1575580158186369024/fE4OqdjY_normal.jpg,https://pbs.twimg.com/profile_images/1575580158186369024/fE4OqdjY_normal.jpg,https://pbs.twimg.com/profile_banners/551245352/1613413020,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 19:25:20 +0000 2023,1632462315516747776,1632462315516747776,MS | Rayo Vallecano 0-0 Athletic Bilbao #LaLiga https://t.co/57sKHR1fmO,False,"[0, 47]","<a href=""https://www.semrush.com/"" rel=""nofollow"">Semrush Social Media Tool</a>",,,,,,,,,False,0,15,False,False,en,en,recent,823789534542524416,823789534542524416,S Sport,ssporttr,"İstanbul, Türkiye",S Sport I S Sport Plus-TV+ 77-Tivibu 73-Kablo TV 240 II S Sport2 I S Sport Plus-TV+ 78-Tivibu 74-Kablo TV 241,https://t.co/qblTXWx84w,"[{'url': 'https://t.co/qblTXWx84w', 'expanded_url': 'https://www.youtube.com/SSport', 'display_url': 'youtube.com/SSport', 'indices': [0, 23]}]",[],False,334160,374,584,Tue Jan 24 07:08:25 +0000 2017,299,,,True,True,41779,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1623231566976540672/ycAZjGcO_normal.jpg,https://pbs.twimg.com/profile_images/1623231566976540672/ycAZjGcO_normal.jpg,https://pbs.twimg.com/profile_banners/823789534542524416/1658409534,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 19:24:39 +0000 2023,1632462142321356803,1632462142321356803,"Full time 

Rayo Vallecano 0️⃣ - 0️⃣ Athletic Bilbao",False,"[0, 52]","<a href=""https://tweetpost.semia-lb.net/index.php"" rel=""nofollow"">twtabyeen</a>",,,,,,,,,False,0,0,False,False,en,en,recent,977172539612024832,977172539612024832,SPORTS NEWS LIVE,wcupqatar22,Lebanon,"quickest sports news account, follow us, you won't regret it

https://t.co/qfHle57raI
https://t.co/faE4KWTl3M",https://t.co/MOCtKewBBo,"[{'url': 'https://t.co/MOCtKewBBo', 'expanded_url': 'https://t.me/WCQA2022', 'display_url': 't.me/WCQA2022', 'indices': [0, 23]}]","[{'url': 'https://t.co/qfHle57raI', 'expanded_url': 'http://t.me/WCQA2022', 'display_url': 't.me/WCQA2022', 'indices': [62, 85]}, {'url': 'https://t.co/faE4KWTl3M', 'expanded_url': 'https://www.facebook.com/fifasportnews', 'display_url': 'facebook.com/fifasportnews', 'indices': [86, 109]}]",False,80,32,0,Fri Mar 23 13:17:43 +0000 2018,381,,,False,False,7178,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1595684296009842689/szdyO88Z_normal.jpg,https://pbs.twimg.com/profile_images/1595684296009842689/szdyO88Z_normal.jpg,https://pbs.twimg.com/profile_banners/977172539612024832/1669275758,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
