created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,quoted_status_id,quoted_status_id_str,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,user.profile_banner_url,user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str
Tue Mar 07 20:08:45 +0000 2023,1633198016931966976,1633198016931966976,"New Overtime Arbitrum AMM position bought
Elche - Real Valladolid
Amount: 8.466636496061048
Paid: 5.462 sUSD
Position: 1X
Potential profit: 3 sUSD (55%)",False,"[0, 152]","<a href=""https://google.com"" rel=""nofollow"">overtime-thales</a>",,,,,,,,,,False,,,0,0,False,False,,en,en,recent,1547957461809737728,1547957461809737728,Thales Overtime AMM bot,overtime_amm,,Beep boop... I will be printing trades from @OvertimeMarkets AMM,https://t.co/zqKWW34LPc,[],False,176,2,3,Fri Jul 15 14:53:20 +0000 2022,1,,,False,False,106458,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1547957461809737728/1662587928,"[{'url': 'https://t.co/zqKWW34LPc', 'expanded_url': 'https://overtimemarkets.xyz/#/markets', 'display_url': 'overtimemarkets.xyz/#/markets', 'indices': [0, 23]}]",,,,,,,,,,,,,
Tue Mar 07 19:44:41 +0000 2023,1633191962181345281,1633191962181345281,@looooooppppppp @LyesBouzidi10 Which one is elche?,False,"[31, 50]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331811060852163e+18,1633181106085216259,617934976.0,617934976,looooooppppppp,,,,,False,,,0,25,False,False,,en,en,recent,1481395007991037960,1481395007991037960,Oliver Hargadon,oliver_hargadon,,Southgate out | community enthusiast,,[],False,103,75,1,Wed Jan 12 22:38:00 +0000 2022,83670,,,False,False,6128,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632671279604957184/vW-n2s5F_normal.jpg,https://pbs.twimg.com/profile_images/1632671279604957184/vW-n2s5F_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1481395007991037960/1678094152,,,,,,,,,,,,,,
Tue Mar 07 19:25:15 +0000 2023,1633187071832608770,1633187071832608770,@LyesBouzidi10 Sevilla the real victims 😂 Elche stay catching strays...,False,"[15, 71]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331864998805176e+18,1633186499880517632,560028745.0,560028745,LyesBouzidi10,,,,,False,,,0,8,False,False,,en,en,recent,1196843588493225984,1196843588493225984,♿Greco,godfrey1195,"Toronto, Ontario","♒
💙
Momma taught me better, can't count on niggas
Can't count on weather - Isaiah Rashad ..
#Ynwa❤️
💙#D10S",https://t.co/GDBE4sbidm,[],False,691,727,2,Tue Nov 19 17:32:20 +0000 2019,120484,,,True,False,32345,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1625710424006991872/T9ZhLvmW_normal.jpg,https://pbs.twimg.com/profile_images/1625710424006991872/T9ZhLvmW_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1196843588493225984/1583979015,"[{'url': 'https://t.co/GDBE4sbidm', 'expanded_url': 'http://vsco.co/95godfrey', 'display_url': 'vsco.co/95godfrey', 'indices': [0, 23]}]",,,,,,,,,,,,,
Tue Mar 07 19:16:20 +0000 2023,1633184826801922055,1633184826801922055,No way I got Elche fans on my back now https://t.co/8KITtFeGdU,False,"[0, 38]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,True,1.6331811060852163e+18,1633181106085216259,34,1636,False,False,False,en,en,recent,560028745,560028745,Lyés,LyesBouzidi10,,didn’t work hard to be the same🤞🏼 content creator @ftblofficial,,[],False,59927,2165,195,Sun Apr 22 03:20:33 +0000 2012,68718,,,True,False,116795,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1601272533717864449/1oIIu1pM_normal.jpg,https://pbs.twimg.com/profile_images/1601272533717864449/1oIIu1pM_normal.jpg,DD2E44,000000,000000,000000,False,True,False,False,False,False,False,none,[],Tue Mar 07 19:01:33 +0000 2023,1.6331811060852163e+18,1633181106085216259,@LyesBouzidi10 since you wanted to say man u is to salah what elche is to messi. Try finding elche in this picture https://t.co/P09Sceksl9,False,"[0, 114]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,560028745.0,560028745,LyesBouzidi10,617934976.0,617934976,lopi,looooooppppppp,,,,,[],False,8.0,48.0,0.0,Mon Jun 25 09:07:29 +0000 2012,890.0,,,False,False,179.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,False,False,False,none,[],,,,,False,3.0,112.0,False,False,False,en,https://pbs.twimg.com/profile_banners/560028745/1670542941,,,,,,,,,,,,,,
Tue Mar 07 19:01:33 +0000 2023,1633181106085216259,1633181106085216259,@LyesBouzidi10 since you wanted to say man u is to salah what elche is to messi. Try finding elche in this picture https://t.co/P09Sceksl9,False,"[0, 114]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,560028745.0,560028745,LyesBouzidi10,,,,,False,,,3,112,False,False,False,en,en,recent,617934976,617934976,lopi,looooooppppppp,,,,[],False,8,48,0,Mon Jun 25 09:07:29 +0000 2012,890,,,False,False,179,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:13:39 +0000 2023,1633169051017986048,1633169051017986048,We get match but we haven’t host any space if it were to be Barça playing Elche sef like you go see @Agyeiwaa__1 and her squad making noise for our ears top 🤧,False,"[0, 158]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,,,27,39,False,False,,en,en,recent,1607527393039720449,1607527393039720449,Barack Seven 💙,3rd_tym,,Main acc @mhonies99 suspended. Don’t joke with Kwesi Arthur and Chelsea 💙🫶,,[],False,1711,1516,0,Tue Dec 27 00:03:30 +0000 2022,56703,,,False,False,43460,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1617283663284109314/JGYNM4eU_normal.jpg,https://pbs.twimg.com/profile_images/1617283663284109314/JGYNM4eU_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1607527393039720449/1673520776,,,,,,,,,,,,,,
Tue Mar 07 16:54:25 +0000 2023,1633149112290881537,1633149112290881537,"@BarcaUniversal Every club can say the same thing. When it happens 5 years in a row, it might be you are not good enough.  Outside of La Liga we are a terrible defense because world class teams has better forwards than elche.",False,"[16, 225]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331134260996792e+18,1633113426099679237,8.859729820525978e+17,885972982052597761,BarcaUniversal,,,,,False,,,0,1,False,False,,en,en,recent,628118614,628118614,r,r_gbretoux,,,,[],False,22,33,0,Fri Jul 06 06:38:55 +0000 2012,247,,,False,False,27346,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 16:37:25 +0000 2023,1633144833622654978,1633144833622654978,"@_Takashi10 Post injury fati has been abysmal... Just hold your thing or sell to elche.
As for ferran torres; I watched him at man city trust me, he was never all that😭",False,"[12, 168]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331442404389028e+18,1633144240438902793,1.283797893732864e+18,1283797893732864002,_Takashi10,,,,,False,,,0,0,False,False,,en,en,recent,977121186361630720,977121186361630720,fəransco,feransco_11,kinderheim 511,"Throughout the heavens and earth, I alone am the honoured one.",,[],False,2105,979,4,Fri Mar 23 09:53:39 +0000 2018,20870,,,False,False,17092,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1633184107063570438/yjTMVFdF_normal.jpg,https://pbs.twimg.com/profile_images/1633184107063570438/yjTMVFdF_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/977121186361630720/1677802969,,,,,,,,,,,,,,
Tue Mar 07 16:17:09 +0000 2023,1633139735542546436,1633139735542546436,"@LaLigaMichael + most fans of the big teams don’t watch La Liga bar their own games, so they just assume that, say Osasuna, plays Barca the same way they would against Elche, which is just not true. Stems from ignorance basically",False,"[15, 229]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331396201489203e+18,1633139620148920320,4041146909.0,4041146909,Sabir_Scrip,,,,,False,,,0,0,False,False,,en,en,recent,4041146909,4041146909,Sabir,Sabir_Scrip,❄️,Survivor of @FCBarcelona | Avid supporter of @nyknicks,https://t.co/IBpNaXnRww,[],False,481,1022,2,Sun Oct 25 19:50:38 +0000 2015,62502,,,True,False,29403,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1540163219783835648/ZsZEUA0V_normal.jpg,https://pbs.twimg.com/profile_images/1540163219783835648/ZsZEUA0V_normal.jpg,E81C4F,000000,000000,000000,False,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/4041146909/1629304042,"[{'url': 'https://t.co/IBpNaXnRww', 'expanded_url': 'https://anilist.co/user/SabirScrip/', 'display_url': 'anilist.co/user/SabirScri…', 'indices': [0, 23]}]",,,,,,,,,,,,,
Tue Mar 07 16:00:08 +0000 2023,1633135451706912770,1633135451706912770,🕔  Tong Tong Tong Tong Tong    #Elche,False,"[0, 37]","<a href=""http://elcorazonhelado.com"" rel=""nofollow"">RelojesESP</a>",,,,,,,,,,False,,,0,0,False,False,,en,en,recent,544328125,544328125,Reloj de Elche,RelojElche,"Elche, España",Reloj del Ayuntamiento,https://t.co/OvFCSXL9Qk,[],False,237,81,9,Tue Apr 03 14:45:31 +0000 2012,7,,,True,False,49604,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/3427918154/701dfaf719dc9a60a4942e3d5909f9c8_normal.png,https://pbs.twimg.com/profile_images/3427918154/701dfaf719dc9a60a4942e3d5909f9c8_normal.png,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/544328125/1449003269,"[{'url': 'https://t.co/OvFCSXL9Qk', 'expanded_url': 'https://es.wikipedia.org/wiki/Elche', 'display_url': 'es.wikipedia.org/wiki/Elche', 'indices': [0, 23]}]",3178a2f5b3c63ea4,https://api.twitter.com/1.1/geo/id/3178a2f5b3c63ea4.json,city,Elche,"Elche, Spain",ES,Spain,[],Polygon,"[[[-0.7824914, 38.1277872], [-0.5101526, 38.1277872], [-0.5101526, 38.3446452], [-0.7824914, 38.3446452]]]",1.6331354517069128e+18,,
Tue Mar 07 14:54:12 +0000 2023,1633118860114010120,1633118860114010120,"Some interesting additions to the WC winning squad here for 🇦🇷

Buonanotte (18), Garnacho (18), Carboni (18), Perrone (20), and also Elche's Lautaro Blanco, who's 24.

Future-proofing straight away. https://t.co/6XkQtdxDvJ",False,"[0, 198]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,True,1.631652214124208e+18,1631652214124208130,1,16,False,False,False,en,en,recent,23453525,23453525,Jack Collins,jackjcollins,London,"Presenter, pundit, poet | Prince of @RankSquad | @TheAthleticSCCR host | Europa League Ultra | 🎥 🎙️ @livescore @fulhamishpod | #NarrativeFC ☘️ Joaquín Jr.",https://t.co/8qvClI5NxC,[],False,11990,991,113,Mon Mar 09 16:15:43 +0000 2009,26006,,,True,True,32842,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1430926965217898498/Mi0aVFW3_normal.jpg,https://pbs.twimg.com/profile_images/1430926965217898498/Mi0aVFW3_normal.jpg,DF0101,FFFFFF,B61B22,FCF9F9,True,True,False,False,False,False,False,none,[],Fri Mar 03 13:46:17 +0000 2023,1.631652214124208e+18,1631652214124208130,"#SelecciónMayor Lista de convocados para los dos amistosos ante Panamá y Curazao 📋🇦🇷

¡Qué placer verte otra vez! 😍 https://t.co/dffcxNtQLY",False,"[0, 115]",en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,2495199115.0,2495199115,🇦🇷 Selección Argentina ⭐⭐⭐,Argentina,Argentina,"Twitter oficial de la Selección Argentina. 

Fan Page: /AFASeleccionArgentina

Instagram: /afaseleccion

YouTube: /afaseleccion",https://t.co/qIQ3AlTjys,"[{'url': 'https://t.co/qIQ3AlTjys', 'expanded_url': 'http://afa.com.ar', 'display_url': 'afa.com.ar', 'indices': [0, 23]}]",[],False,5454372.0,59.0,5034.0,Wed May 14 22:28:45 +0000 2014,1032.0,,,True,True,62602.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1604558315471753219/esZSkuhP_normal.jpg,https://pbs.twimg.com/profile_images/1604558315471753219/esZSkuhP_normal.jpg,https://pbs.twimg.com/profile_banners/2495199115/1606341699,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,False,4565.0,49319.0,False,False,False,es,https://pbs.twimg.com/profile_banners/23453525/1606165891,"[{'url': 'https://t.co/8qvClI5NxC', 'expanded_url': 'http://linktr.ee/jackjcollins', 'display_url': 'linktr.ee/jackjcollins', 'indices': [0, 23]}]",,,,,,,,,,,,,
Tue Mar 07 14:11:52 +0000 2023,1633108203545272324,1633108203545272324,Nothing https://t.co/KTYUWUTYuf,False,"[0, 7]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,,,0,1,False,False,False,en,en,recent,1491326016329076737,1491326016329076737,Colonel,SH_DM9,,18 December,,[],False,16,2,0,Wed Feb 09 08:20:19 +0000 2022,241,,,False,False,528,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1633215510073552896/1Qcy_jKD_normal.jpg,https://pbs.twimg.com/profile_images/1633215510073552896/1Qcy_jKD_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1491326016329076737/1678224833,,,,,,,,,,,,,,
Tue Mar 07 14:06:00 +0000 2023,1633106730937729025,1633106730937729025,"@Fenaith Hahaha Elche are defo on mine for now, fair enough if you’re not feeling it though",False,"[9, 91]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6330883367210516e+18,1633088336721051648,288999524.0,288999524,Fenaith,,,,,False,,,0,3,False,False,,en,en,recent,711938528867962881,711938528867962881,Bad Man Betting,BadManBetting,"London, England",Daily sports betting tips with in-depth research. We gamble responsibly and keep it fun. Follow and join the community - it's free. 18+,https://t.co/gIFs0XlRKM,[],False,368283,181,794,Mon Mar 21 15:32:27 +0000 2016,20911,,,True,False,97326,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1555135639032586241/yO46Hgo1_normal.jpg,https://pbs.twimg.com/profile_images/1555135639032586241/yO46Hgo1_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/711938528867962881/1671553040,"[{'url': 'https://t.co/gIFs0XlRKM', 'expanded_url': 'https://badmantipster.com', 'display_url': 'badmantipster.com', 'indices': [0, 23]}]",,,,,,,,,,,,,
Tue Mar 07 14:01:04 +0000 2023,1633105488580689920,1633105488580689920,@nishola_adeniji @NealGardner_ do u want to improve or stay on average and got beaten by elche and osasuna or win the league???,False,"[31, 127]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6330971525775647e+18,1633097152577564672,7.47551931514622e+17,747551931514621956,nishola_adeniji,,,,,False,,,0,0,False,False,,en,en,recent,1571940233985368064,1571940233985368064,slimdaddy♐️👑,slim_daddyyyyyy,,God Is The Best Plug. 👑♐️ A Lover Of Good Music🎶. DIE HARD @FCBarcelona Fan❤️💙,,[],False,312,407,0,Mon Sep 19 19:13:03 +0000 2022,1884,,,False,False,265,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1571942788807147520/PmCTRIAV_normal.jpg,https://pbs.twimg.com/profile_images/1571942788807147520/PmCTRIAV_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1571940233985368064/1663615352,,,,,,,,,,,,,,
Tue Mar 07 13:22:34 +0000 2023,1633095799872561152,1633095799872561152,@aucunlien200 @ElChe_269 Pressure wrestler it’s me https://t.co/R52gjqzd3F,False,"[25, 50]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6330956296258642e+18,1633095629625864192,1.2213963400155382e+18,1221396340015538178,aucunlien200,,,,,False,,,0,1,False,False,False,en,en,recent,1202172298767278081,1202172298767278081,MOROCHINA 🇲🇦,Papi_781,"Paris, France","Islam, Morocco, Jiu Jitsu. in that order",https://t.co/2ofySWw2p8,[],False,362,226,1,Wed Dec 04 10:26:38 +0000 2019,10391,,,True,False,31107,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1627720650885300237/PNJydvQ8_normal.jpg,https://pbs.twimg.com/profile_images/1627720650885300237/PNJydvQ8_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1202172298767278081/1677706310,"[{'url': 'https://t.co/2ofySWw2p8', 'expanded_url': 'https://confess.ngl.link/papi_781', 'display_url': 'confess.ngl.link/papi_781', 'indices': [0, 23]}]",,,,,,,,,,,,,
Tue Mar 07 13:13:21 +0000 2023,1633093480711954433,1633093480711954433,"In a few days, the third enTRAIN Vision summer school will be hosted by the Miguel Hernandez University in Elche, Spain.

#enTRAINVision #summerschool #research #MSCA @IB_UMH https://t.co/F3zKwxUBcn",False,"[0, 174]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,,,2,7,False,False,False,en,en,recent,1333449553534652419,1333449553534652419,enTRAIN Vision,EntrainVision,,A project aiming to train a new generation of early-stage researchers working on innovative technologies for restoring vision in blind patients.,https://t.co/g8HqGJYrTd,[],False,50,36,0,Mon Nov 30 16:35:59 +0000 2020,87,,,False,False,104,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1333449794631716864/KRFaYRTW_normal.jpg,https://pbs.twimg.com/profile_images/1333449794631716864/KRFaYRTW_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1333449553534652419/1606754271,"[{'url': 'https://t.co/g8HqGJYrTd', 'expanded_url': 'http://entrain-vision.eu', 'display_url': 'entrain-vision.eu', 'indices': [0, 23]}]",,,,,,,,,,,,,
Tue Mar 07 12:52:55 +0000 2023,1633088336721051648,1633088336721051648,"@BadManBetting I won't be joining you as Ipswich are on my shit list (alongside Elche and Portsmouth).

Teams that lose me bets every bloody time!",False,"[15, 146]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633083599070085e+18,1633083599070085122,7.119385288679629e+17,711938528867962881,BadManBetting,,,,,False,,,0,1,False,False,,en,en,recent,288999524,288999524,Nigel,Fenaith,Near London,"Bald, elderly geek. Usually found on MUDs or MMORPGs...",,[],False,123,12,2,Wed Apr 27 20:52:29 +0000 2011,6379,,,False,False,3002,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/727193143465103360/OFyzHErB_normal.jpg,https://pbs.twimg.com/profile_images/727193143465103360/OFyzHErB_normal.jpg,2FC2EF,181A1E,252429,666666,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/288999524/1385744687,,,,,,,,,,,,,,
Tue Mar 07 12:43:15 +0000 2023,1633085905232891904,1633085905232891904,"@hazfcb_ First is from match against elche where nico scored when at the end, right?",False,"[9, 84]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6328550079459983e+18,1632855007945998339,1.0351145076040294e+18,1035114507604029440,hazfcb_,,,,,False,,,0,0,False,False,,en,en,recent,1318075760700137472,1318075760700137472,Shashank 👊,ShashankPujar19,,"Kohli enthusiastic 🤌🛐
Depressed ICT fan💔😔
❤💙Culer✨",,[],False,101,297,0,Mon Oct 19 06:25:57 +0000 2020,91079,,,False,False,7427,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1586394095022637057/b-mBcXhL_normal.jpg,https://pbs.twimg.com/profile_images/1586394095022637057/b-mBcXhL_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1318075760700137472/1666794886,,,,,,,,,,,,,,
