created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id,place,user.entities.url.urls
Tue Mar 07 23:42:44 +0000 2023,1633251868502818818,1633251868502818818,"New Overtime AMM position bought
Bayern Munich - Paris Saint-Germain 
Amount: 18.1
Paid: 4.995 sUSD
Position: Paris Saint-Germain 
Potential profit: 13 sUSD (262%)",False,"[0, 163]","<a href=""https://google.com"" rel=""nofollow"">overtime-thales</a>",,,,,,,,,False,0,0,False,False,,en,en,recent,1547957461809737728,1547957461809737728,Thales Overtime AMM bot,overtime_amm,,Beep boop... I will be printing trades from @OvertimeMarkets AMM,https://t.co/zqKWW34LPc,[],False,176,2,3,Fri Jul 15 14:53:20 +0000 2022,1,,,False,False,106458,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_banners/1547957461809737728/1662587928,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,"[{'url': 'https://t.co/zqKWW34LPc', 'expanded_url': 'https://overtimemarkets.xyz/#/markets', 'display_url': 'overtimemarkets.xyz/#/markets', 'indices': [0, 23]}]"
Tue Mar 07 23:26:44 +0000 2023,1633247841958383616,1633247841958383616,"New Overtime AMM position bought
Bayern Munich - Paris Saint-Germain 
Amount: 17.53
Paid: 9.615 sUSD
Position: Bayern Munich
Potential profit: 8 sUSD (82%)",False,"[0, 155]","<a href=""https://google.com"" rel=""nofollow"">overtime-thales</a>",,,,,,,,,False,0,0,False,False,,en,en,recent,1547957461809737728,1547957461809737728,Thales Overtime AMM bot,overtime_amm,,Beep boop... I will be printing trades from @OvertimeMarkets AMM,https://t.co/zqKWW34LPc,[],False,176,2,3,Fri Jul 15 14:53:20 +0000 2022,1,,,False,False,106458,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_banners/1547957461809737728/1662587928,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,"[{'url': 'https://t.co/zqKWW34LPc', 'expanded_url': 'https://overtimemarkets.xyz/#/markets', 'display_url': 'overtimemarkets.xyz/#/markets', 'indices': [0, 23]}]"
Tue Mar 07 23:21:01 +0000 2023,1633246402594893825,1633246402594893825,"Neymar Suffered a Torn Ligament

Paris Saint-Germain's Forward Neymar has suffered a torn ligament after a painful ankle injury during the round 1 of French Ligue at Lille in Paris. He is expected to be out for 3-4 months.

Checkout our Products:
https://t.co/MVAK62XCTb https://t.co/fTKfWhxy70",False,"[0, 270]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,False,0,0,False,False,False,en,en,recent,1574198636267081728,1574198636267081728,Claybourn Sports,ClaybournSports,,,,[],False,1,1,0,Mon Sep 26 00:46:24 +0000 2022,0,,,False,False,16,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1574198710556594176/3LpvJeE5_normal.jpg,https://pbs.twimg.com/profile_images/1574198710556594176/3LpvJeE5_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,
Tue Mar 07 23:18:26 +0000 2023,1633245752054136833,1633245752054136833,Men's Jordan Paris-Saint Germain Graphic Snap Button Woven Jacket at JD Sports:  https://t.co/ekLdshyphu,False,"[0, 104]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,0,0,False,False,False,en,en,recent,1607604091173363713,1607604091173363713,Joel,Joel03918922,,Get it,,[],False,0,22,0,Tue Dec 27 05:07:53 +0000 2022,21,,,False,False,122,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1617208945449533440/aOXs7S-y_normal.jpg,https://pbs.twimg.com/profile_images/1617208945449533440/aOXs7S-y_normal.jpg,https://pbs.twimg.com/profile_banners/1607604091173363713/1674407653,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,
Tue Mar 07 23:11:01 +0000 2023,1633243888432422916,1633243888432422916,"I’ve got 2x tickets for Bayern Munich Vs Paris saint Germain match for sale, I’m selling them cheaper than face value, inbox for more info if you’re interested.
#BayernMunich #PSG",False,"[0, 179]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,0,0,False,False,,en,en,recent,4887640036,4887640036,Glen Curtis,Glen_curt01,,,,[],False,28,205,0,Mon Feb 08 09:43:15 +0000 2016,72,,,False,False,21,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1627582829470093312/dYuKtbVl_normal.jpg,https://pbs.twimg.com/profile_images/1627582829470093312/dYuKtbVl_normal.jpg,https://pbs.twimg.com/profile_banners/4887640036/1676880971,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,
Tue Mar 07 23:06:16 +0000 2023,1633242692770471938,1633242692770471938,"Kylian Mbappé Lottin (born 20 December 1998) is a French professional footballer who plays as a forward for Ligue 1 club Paris Saint-Germain and the France national team. Regarded as one of the best players in the world, he is renowned for his dribbling abilities, exceptional spe",False,"[0, 280]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,0,0,False,False,,en,en,recent,1603204649074524161,1603204649074524161,💋ARCADE KID 👾👾👾 ✞ JAY BUCKS 💕🐾🌻🌈🌍❄️🎲💸,WattersJacob98,"Lafayette, IN","@twitter What’s happening? Music doesn't just cross my mind, it lives in there.  @apple iPhone 11. iOS 16. The world is yours. ❤️🤍💙🇺🇸💰 Stacks on deck.💵✨♡",https://t.co/7fWq99yksg,[],False,1623,5001,2,Thu Dec 15 01:46:04 +0000 2022,58966,,,True,False,64416,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1605320023689641984/teHVlS_9_normal.jpg,https://pbs.twimg.com/profile_images/1605320023689641984/teHVlS_9_normal.jpg,https://pbs.twimg.com/profile_banners/1603204649074524161/1677978042,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,"[{'url': 'https://t.co/7fWq99yksg', 'expanded_url': 'https://twitter.com', 'display_url': 'twitter.com', 'indices': [0, 23]}]"
Tue Mar 07 23:04:47 +0000 2023,1633242320320745472,1633242320320745472,"17. Bayern vs PSG

📊 Detailed Stats: https://t.co/hZ9hJFSa5X
📰 News Related:
Sports Mole: Bayern Munich vs. Paris Saint-Germain head-to-head record
https://t.co/YsjOp9Ydpt",False,"[0, 171]","<a href=""https://nowebsiteyet.com"" rel=""nofollow"">custom-twitter-bot</a>",1.633242315644113e+18,1633242315644112896,1.3580103723101266e+18,1358010372310126593,24Trends_UK,,,,False,0,0,False,False,False,en,en,recent,1358010372310126593,1358010372310126593,🇬🇧 UK Google Trends,24Trends_UK,Cloud,"Sharing Google trending searches in the United Kingdom daily. 
📆: Every day 13:00, 18:00, and 23:00 
📧: info@24trends.app
(not official account)",,[],False,804,12,7,Sat Feb 06 11:11:25 +0000 2021,0,,,False,False,26959,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1360518997440086016/DNk65b7E_normal.png,https://pbs.twimg.com/profile_images/1360518997440086016/DNk65b7E_normal.png,https://pbs.twimg.com/profile_banners/1358010372310126593/1613206897,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,
Tue Mar 07 23:03:19 +0000 2023,1633241950869688320,1633241950869688320,Bayern Munich host Paris Saint-Germain on Wednesday with the stage set for star turns from their 2022-23 additions Sadio Mane and Matthijs de Ligt. Read more: https://t.co/NvK1YNm26T https://t.co/12QfyTDCEy,False,"[0, 182]","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,False,0,1,False,False,False,en,en,recent,40850617,40850617,The Namibian,TheNamibian,"Windhoek, Namibia","The official Twitter account of The Namibian, Namibia's biggest daily newspaper.",https://t.co/T8ciemtdbv,[],False,359079,623,394,Mon May 18 10:42:01 +0000 2009,1473,,,True,True,72902,,False,False,False,FA0008,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1229387897771565056/qFnx_UHr_normal.png,https://pbs.twimg.com/profile_images/1229387897771565056/qFnx_UHr_normal.png,https://pbs.twimg.com/profile_banners/40850617/1675269098,EC1D23,000000,DDFFCC,333333,False,True,False,False,False,False,False,regular,[],,,,,,,,,,,,,"[{'url': 'https://t.co/T8ciemtdbv', 'expanded_url': 'http://www.namibian.com.na', 'display_url': 'namibian.com.na', 'indices': [0, 23]}]"
Tue Mar 07 23:00:10 +0000 2023,1633241154937290753,1633241154937290753,"Paris Saint-Germain coach Christophe Galtier said on Tuesday the return to full fitness of Kylian Mbappe could see them past Bayern Munich and into the Champions League last eight. PSG, still chasing a maiden Champions League title, need to overturn a 1-0 deficit from the",False,"[0, 272]","<a href=""https://closefeed.com"" rel=""nofollow"">closefeed bot</a>",1.6332411537671905e+18,1633241153767190528,1.4063063685340733e+18,1406306368534073349,closefeed_bot,,,,False,0,0,False,False,,en,en,recent,1406306368534073349,1406306368534073349,Closefeed bot,closefeed_bot,Nigeria,Posting the news every hour. Download the app for Android and IOS. Main account @closefeed,https://t.co/4jViu21Ekx,[],False,75,15,0,Sat Jun 19 17:42:31 +0000 2021,0,,,False,False,61686,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1563127575811178496/sLAJaJpk_normal.jpg,https://pbs.twimg.com/profile_images/1563127575811178496/sLAJaJpk_normal.jpg,https://pbs.twimg.com/profile_banners/1406306368534073349/1661426010,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,"[{'url': 'https://t.co/4jViu21Ekx', 'expanded_url': 'http://closefeed.app.link/HDDuXMGDWtb', 'display_url': 'closefeed.app.link/HDDuXMGDWtb', 'indices': [0, 23]}]"
Tue Mar 07 22:52:44 +0000 2023,1633239286815559681,1633239286815559681,"New Overtime Market Parlay
Paid: $100.000
Positions:
Bayern Munich - Paris Saint-Germain  @ 1 - 1.89
Tottenham Hotspur - AC Milan @ 1 - 2.01
Potential profit: 236 sUSD (236%)",False,"[0, 174]","<a href=""https://google.com"" rel=""nofollow"">overtime-thales</a>",,,,,,,,,False,0,0,False,False,,en,en,recent,1547957461809737728,1547957461809737728,Thales Overtime AMM bot,overtime_amm,,Beep boop... I will be printing trades from @OvertimeMarkets AMM,https://t.co/zqKWW34LPc,[],False,176,2,3,Fri Jul 15 14:53:20 +0000 2022,1,,,False,False,106458,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_banners/1547957461809737728/1662587928,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,"[{'url': 'https://t.co/zqKWW34LPc', 'expanded_url': 'https://overtimemarkets.xyz/#/markets', 'display_url': 'overtimemarkets.xyz/#/markets', 'indices': [0, 23]}]"
Tue Mar 07 22:52:44 +0000 2023,1633239286710689792,1633239286710689792,"New Overtime AMM position bought
Bayern Munich - Paris Saint-Germain 
Amount: 162.36771445514
Paid: 86.192 sUSD
Position: Bayern Munich
Potential profit: 76 sUSD (88%)",False,"[0, 167]","<a href=""https://google.com"" rel=""nofollow"">overtime-thales</a>",,,,,,,,,False,0,0,False,False,,en,en,recent,1547957461809737728,1547957461809737728,Thales Overtime AMM bot,overtime_amm,,Beep boop... I will be printing trades from @OvertimeMarkets AMM,https://t.co/zqKWW34LPc,[],False,176,2,3,Fri Jul 15 14:53:20 +0000 2022,1,,,False,False,106458,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_banners/1547957461809737728/1662587928,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,"[{'url': 'https://t.co/zqKWW34LPc', 'expanded_url': 'https://overtimemarkets.xyz/#/markets', 'display_url': 'overtimemarkets.xyz/#/markets', 'indices': [0, 23]}]"
Tue Mar 07 22:47:33 +0000 2023,1633237979513643009,1633237979513643009,"Paris Saint Germain, Over to you pleaseeeee.",False,"[0, 44]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,False,8,16,False,False,,en,en,recent,1557047680559366145,1557047680559366145,Sholleyman✊,stillsholley,Trenches,Suspended at almost 10k • Sighhhhhh • Best in Content🏆 • Cruise and Humour • @FCBarcelona❤️,,[],False,10280,801,4,Tue Aug 09 16:54:56 +0000 2022,111070,,,False,False,37166,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1557056492871761921/CHgZdiJp_normal.jpg,https://pbs.twimg.com/profile_images/1557056492871761921/CHgZdiJp_normal.jpg,https://pbs.twimg.com/profile_banners/1557047680559366145/1660064675,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,
Tue Mar 07 22:26:28 +0000 2023,1633232675724230658,1633232675724230658,"Guide to the 2022/23 Champions League last 16 second legs this week, including #Chelsea vs Borussia Dortmund, Bayern Munich vs Paris Saint-Germain and Tottenham vs AC Milan.",False,"[0, 173]","<a href=""https://twitter.com"" rel=""nofollow"">ElectSentiments</a>",,,,,,,,,False,0,1,False,False,,en,en,recent,1004136301573099520,1004136301573099520,Gilbert Igwe,IgweGilbert,Digital Nomad,I build smart things with AI.,https://t.co/8utjh4JJQj,[],False,69,119,1,Tue Jun 05 23:02:05 +0000 2018,3103,,,False,False,7725,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1629638817912172545/A2VaTlAm_normal.jpg,https://pbs.twimg.com/profile_images/1629638817912172545/A2VaTlAm_normal.jpg,https://pbs.twimg.com/profile_banners/1004136301573099520/1648409361,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,"[{'url': 'https://t.co/8utjh4JJQj', 'expanded_url': 'http://www.solutioncabin.com', 'display_url': 'solutioncabin.com', 'indices': [0, 23]}]"
Tue Mar 07 22:25:00 +0000 2023,1633232305073569792,1633232305073569792,"😳 Kylian Mbappe can expect an unpleasant night when Paris Saint-Germain take on Bayern Munich, Thomas Muller has warned

https://t.co/gRe9vf7dwB",False,"[0, 144]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,False,3,36,False,False,False,en,en,recent,16902662,16902662,Mirror Football,MirrorFootball,"London, UK","Catch all of the constantly happening football here. It's all here and it's all football, always. https://t.co/lzr5nqU3iJ",https://t.co/OrRFUSL007,"[{'url': 'https://t.co/lzr5nqU3iJ', 'expanded_url': 'http://instagram.com/mirrorfootball', 'display_url': 'instagram.com/mirrorfootball', 'indices': [98, 121]}]",False,767069,930,5636,Wed Oct 22 08:57:34 +0000 2008,791,,,True,True,617151,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1420402483285970946/qSrAAm3i_normal.png,https://pbs.twimg.com/profile_images/1420402483285970946/qSrAAm3i_normal.png,https://pbs.twimg.com/profile_banners/16902662/1674030395,D62327,000000,DDEEF6,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,"[{'url': 'https://t.co/OrRFUSL007', 'expanded_url': 'http://www.mirror.co.uk/sport/football/', 'display_url': 'mirror.co.uk/sport/football/', 'indices': [0, 23]}]"
Tue Mar 07 22:19:00 +0000 2023,1633230796403400705,1633230796403400705,"Bayern Munich’s Kingsley Coman still has PSG in his heart, but that won’t stop him against them #DieBayern #MiaSanMia #DerFCB https://t.co/LR7Blxn1rv",False,"[0, 149]","<a href=""https://socialbee.com/"" rel=""nofollow"">SocialBee</a>",,,,,,,,,False,0,0,False,False,False,en,en,recent,365836076,365836076,Bayern Munich Fans,BayernNewsOnly,,Bayern Munich Fan Page. NOT linked to the official club. #München    #DerFCB #BayernMunich #Bayern  #FCBayern #DieBayern #MiaSanMia,,[],False,48998,5388,220,Thu Sep 01 02:56:46 +0000 2011,34,,,False,False,45497,,False,False,False,ED002B,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/919089112879005697/3c5Trc6X_normal.jpg,https://pbs.twimg.com/profile_images/919089112879005697/3c5Trc6X_normal.jpg,https://pbs.twimg.com/profile_banners/365836076/1418716491,ED002B,ED002B,FFFFFF,0C409A,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,
Tue Mar 07 22:13:22 +0000 2023,1633229380041297922,1633229380041297922,"alkhudhiri
📅 | match day

🇫🇷 Paris Saint-Germain 🆚 Bayern Munich 🇩🇪
🏆 Champions League
⚽ The second leg of the round of 16
🏟️ Allianz Arena
⏰ 11:00 pm Mecca time
🖥 bein sport premium 1
🎙️ Amer Al-Khudairi https://t.co/DsnBPbYsYf",False,"[0, 204]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,False,0,0,False,False,False,en,en,recent,1624119080285241359,1624119080285241359,Neymar Jr,10_Messi_Neymar,,"This page is for fans of Neymar and Messi🇦🇷🇧🇷
Display on this page most of what is related to Neymar and Messi and PSG 
I hope you subscribe📊😭",,[],False,5,126,0,Fri Feb 10 18:52:44 +0000 2023,362,,,False,False,274,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1624146163078205464/WjRnj_z5_normal.jpg,https://pbs.twimg.com/profile_images/1624146163078205464/WjRnj_z5_normal.jpg,https://pbs.twimg.com/profile_banners/1624119080285241359/1676061595,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,
Tue Mar 07 22:12:21 +0000 2023,1633229122846744576,1633229122846744576,"Paris St Germain’s Lionel Messi celebrates scoring their first goal with Kylian Mbappe, Nuno Mendes and Sergio Ramos.
| Photo Credit: Reuters
 Kylian Mbappe heads to Munich fresh from a record-breaking weekend with Paris Saint-Germain and determined to

https://t.co/MdVUxojjMa",False,"[0, 277]","<a href=""https://www.blog2social.com"" rel=""nofollow"">Blog2Social APP</a>",,,,,,,,,False,0,0,False,False,False,en,en,recent,1595011658048380928,1595011658048380928,Sportsninja.in,Sportsninja777,,Sports Ninja is your sports news website. We provide you with the latest breaking sports news.,https://t.co/M0JceMStzz,[],False,6078,64,0,Tue Nov 22 11:11:34 +0000 2022,0,,,False,False,7429,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1610230774602797058/uRESjVXM_normal.jpg,https://pbs.twimg.com/profile_images/1610230774602797058/uRESjVXM_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,"[{'url': 'https://t.co/M0JceMStzz', 'expanded_url': 'http://sportsninja.in', 'display_url': 'sportsninja.in', 'indices': [0, 23]}]"
Tue Mar 07 22:11:38 +0000 2023,1633228943552843777,1633228943552843777,"Bayern vs PSG Bayern vs PSG | Ahead of Wednesday's Champions League last-16 second leg between Bayern Munich and Paris Saint-Germain, Sports Mole looks at the two clubs' #Bayern #vs #PSG #BayernvsPSG  | Read More https://t.co/sYH5Wxugui",False,"[0, 236]","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",,,,,,,,,False,0,0,False,False,False,en,en,recent,810523394,810523394,#YahBuzz - Latest Trends & News,YahBuzz_com,Global,"Latest Trending News and Buzz gathered in one place. #News #Buzz #Trending #Streaming #Movies, #Student #Freebies and #Competitions",https://t.co/bPZZxqOhfv,[],False,62,27,2,Sat Sep 08 08:53:51 +0000 2012,10,,,False,False,8794,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1620797393846386692/p8Cynd1z_normal.jpg,https://pbs.twimg.com/profile_images/1620797393846386692/p8Cynd1z_normal.jpg,https://pbs.twimg.com/profile_banners/810523394/1675263187,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,"[{'url': 'https://t.co/bPZZxqOhfv', 'expanded_url': 'https://yahbuzz.com', 'display_url': 'yahbuzz.com', 'indices': [0, 23]}]"
Tue Mar 07 22:10:03 +0000 2023,1633228543718223872,1633228543718223872,Lionel Messi is expected to start when Paris Saint-Germain (PSG) take on Bayern Munich in the second leg of the UEFA Champions League tie on Wednesday (March 8). https://t.co/hfLs8e5NSa,False,"[0, 185]","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",,,,,,,,,False,0,1,False,False,False,en,en,recent,1349032294854496256,1349032294854496256,Sportskeeda Football,skworldfootball,,Sportskeeda - For the hardcore sports fan. Follow us for all the latest football updates!,https://t.co/gMcJpG4WoI,[],False,15005,154,64,Tue Jan 12 16:35:50 +0000 2021,456,,,True,True,35465,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1594974672952492032/RG8hw4Wh_normal.jpg,https://pbs.twimg.com/profile_images/1594974672952492032/RG8hw4Wh_normal.jpg,https://pbs.twimg.com/profile_banners/1349032294854496256/1668947135,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,"[{'url': 'https://t.co/gMcJpG4WoI', 'expanded_url': 'https://www.sportskeeda.com/football', 'display_url': 'sportskeeda.com/football', 'indices': [0, 23]}]"
Tue Mar 07 22:02:01 +0000 2023,1633226524072484864,1633226524072484864,"1⃣0⃣ @paslapourdurer (🇮🇹 / Liverpool FC / 22 ans)
9⃣ @cestlakiffance (🇳🇱 / Manchester United FC / 22 ans)
8⃣ @Kageyoshi23 (🇫🇷 / Liverpool FC / 22 ans)
7⃣ @Bilt0n_ (🇭🇷 / Liverpool FC / 22 ans)
6⃣ Kylian Mbappé (🇫🇷 / Paris Saint-Germain FC / 29 ans)",False,"[0, 247]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.633226015949439e+18,1633226015949438976,1.4745549168531374e+18,1474554916853137408,HumaniteSL,,,,False,0,0,False,False,,en,en,recent,1474554916853137408,1474554916853137408,Humanité : The Last Dance,HumaniteSL,Football Manager 2023,14 joueurs talentueux se préparent à entamer une épopée épique pour écrire leur propre légende et atteindre le Graal du football : le Ballon d'Or.,,[],False,25,25,0,Sat Dec 25 01:37:55 +0000 2021,26,,,False,False,1945,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1621968228552478720/O1PihC3F_normal.jpg,https://pbs.twimg.com/profile_images/1621968228552478720/O1PihC3F_normal.jpg,https://pbs.twimg.com/profile_banners/1474554916853137408/1675542335,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,
Tue Mar 07 21:56:25 +0000 2023,1633225112777289728,1633225112777289728,"2⃣5⃣ Bernardo Silva (🇵🇹 / Paris Saint-Germain FC / 34 ans)
2⃣4⃣ Pedri (🇪🇸 / FC Barcelona / 25 ans)
2⃣3⃣ Jamal Musiala (🇩🇪 / FC Bayern Münich / 25 ans)
2⃣2⃣ Nicolo Barella (🇮🇹 / AC Milan / 31 ans)
2⃣1⃣ Declan Rice (🏴󠁧󠁢󠁥󠁮󠁧󠁿 / Liverpool FC / 29 ans)",False,"[0, 246]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6332247832267162e+18,1633224783226716162,1.4745549168531374e+18,1474554916853137408,HumaniteSL,,,,False,0,0,False,False,,en,en,recent,1474554916853137408,1474554916853137408,Humanité : The Last Dance,HumaniteSL,Football Manager 2023,14 joueurs talentueux se préparent à entamer une épopée épique pour écrire leur propre légende et atteindre le Graal du football : le Ballon d'Or.,,[],False,25,25,0,Sat Dec 25 01:37:55 +0000 2021,26,,,False,False,1945,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1621968228552478720/O1PihC3F_normal.jpg,https://pbs.twimg.com/profile_images/1621968228552478720/O1PihC3F_normal.jpg,https://pbs.twimg.com/profile_banners/1474554916853137408/1675542335,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,
Tue Mar 07 21:56:18 +0000 2023,1633225083639697408,1633225083639697408,"Latest! Galtier: Neymar a loss, but PSG more balanced https://t.co/VdDNBvo9lO",False,"[0, 77]","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",,,,,,,,,False,0,0,False,False,False,en,en,recent,1614293301695225857,1614293301695225857,Vinny Grader,GraderVinny,UK,"👩‍💻 Football Stats Freak
▶️ Builder of online business
😎 CEO of  https://t.co/vijKkPhL9Q 😎
🏟️ 3.5b fans all around world watch football 🧑🏿‍🤝‍🧑🏻 know what matters",https://t.co/eOnyQbGwdm,"[{'url': 'https://t.co/vijKkPhL9Q', 'expanded_url': 'http://BJBet.com', 'display_url': 'BJBet.com', 'indices': [65, 88]}]",False,34,65,0,Sat Jan 14 16:08:43 +0000 2023,21,,,False,False,1014,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1614293942844915713/NL2bJOOY_normal.jpg,https://pbs.twimg.com/profile_images/1614293942844915713/NL2bJOOY_normal.jpg,https://pbs.twimg.com/profile_banners/1614293301695225857/1673714402,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,"[{'url': 'https://t.co/eOnyQbGwdm', 'expanded_url': 'https://linktr.ee/freebettingtips', 'display_url': 'linktr.ee/freebettingtips', 'indices': [0, 23]}]"
